SA4_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
302,3378,5692,13473,12342,11101,6963,1278,112,16,54352,2036,1019,2473,2495,2199,4074,6902,5216,2752,29171,198,383,860,625,584,491,419,489,669,4724,5620,7097,16802,15469,13887,11529,8600,5819,3436,88246,812,5597,18673,17167,15326,8929,1291,71,8,67876,4108,4337,6049,6130,5262,4044,1446,186,15,31587,162,259,1166,750,530,565,126,12,3,3565,90,191,419,355,279,162,46,29,6,1587,5179,10390,26304,24403,21389,13701,2916,301,34,104609,316,648,973,743,747,473,27,9,0,3929,983,486,445,368,280,247,63,3,0,2879,1297,1130,1415,1111,1019,722,86,9,5,6802,6478,11523,27715,25518,22407,14431,2996,315,39,111419,4522,1834,3540,3480,3478,6749,12302,8955,4274,49123,383,785,1731,1370,1224,984,778,783,889,8925,11375,14139,32991,30370,27109,22159,16081,10049,5195,169465
303,5332,10331,23318,19109,16605,9963,1858,142,18,86667,4540,3816,5903,4727,4188,6811,9367,6420,3746,49524,374,776,1613,1093,983,759,639,522,389,7146,10241,14926,30830,24930,21778,17534,11865,7083,4150,143334,1094,8183,30528,26622,22844,12950,1944,109,10,104283,6395,9400,12581,10457,8371,6029,2174,295,19,55731,255,421,1716,1054,647,705,199,19,4,5020,173,419,773,515,422,255,75,19,13,2674,7920,18428,45605,38651,32276,19942,4390,442,50,167703,475,1243,2111,1322,1137,744,50,10,0,7079,1848,1575,1252,729,502,401,84,3,0,6393,2315,2821,3363,2047,1631,1145,135,12,0,13472,10232,21242,48960,40702,33912,21086,4529,459,55,181178,9825,7366,9058,6527,6286,10937,16939,11312,5661,83905,857,1599,3370,2282,2028,1563,1237,911,601,14443,20916,30212,61384,49505,42229,33576,22699,12682,6313,279522
304,3837,5471,8471,10198,10009,6290,1550,114,13,45958,2895,2264,2137,2441,2032,3252,5690,3365,1765,25833,187,388,495,415,432,341,347,363,597,3560,6918,8124,11098,13048,12475,9885,7579,3841,2375,75348,617,4049,11564,13620,13930,8236,1539,98,12,53661,4493,5254,4072,5527,4967,3760,1892,252,20,30233,199,315,791,608,374,426,148,11,3,2887,171,165,201,199,193,128,43,19,10,1114,5472,9786,16630,19952,19464,12549,3616,384,46,87898,201,525,673,592,556,401,37,6,0,2992,1331,910,392,326,255,200,81,3,0,3499,1533,1438,1067,915,812,604,116,10,0,6494,7008,11227,17695,20866,20272,13151,3736,395,46,94395,6372,4444,3393,3137,2716,5028,10103,5991,2785,43978,374,753,994,906,918,732,637,585,773,6670,13755,16427,22084,24914,23908,18916,14470,6968,3605,145038
305,3823,10513,22517,14457,12215,7130,1647,153,23,72467,2898,2894,3571,2910,2277,3428,4874,2967,1787,27606,414,1047,2426,1335,1069,892,582,355,434,8563,7140,14448,28513,18699,15558,11448,7102,3477,2242,108640,714,8466,32240,21217,17999,9641,1781,138,17,92215,4550,8803,10079,6830,5664,4145,1875,294,27,42270,193,388,1319,883,541,450,143,13,0,3932,123,299,633,324,235,145,55,23,9,1855,5581,17959,44270,29257,24434,14383,3855,470,57,140263,183,689,1485,909,828,542,49,4,0,4690,1148,1318,998,478,290,263,68,12,3,4579,1334,2006,2485,1387,1114,803,118,16,3,9267,6909,19965,46757,30643,25552,15181,3972,483,61,149531,6027,5498,5957,4188,3717,5896,8880,5315,2632,48117,750,2131,5051,2969,2527,1915,1235,664,607,17837,13691,27589,57771,37802,31800,22992,14081,6469,3291,215485
306,3770,4500,10820,12403,13152,9294,1996,208,29,56172,2731,1366,3357,3097,3021,5121,7740,4224,1929,32585,531,665,1528,1454,1470,1398,1068,668,338,9118,7034,6529,15707,16954,17635,15820,10804,5099,2298,97882,1431,4962,13483,15020,16597,11222,2183,237,39,65170,4276,2833,5582,6825,6870,5962,2153,310,32,34849,180,247,951,766,758,778,219,38,9,3945,181,222,452,449,437,246,127,52,12,2180,6063,8262,20480,23053,24663,18210,4690,635,85,106148,547,800,1191,1037,1228,946,77,5,0,5826,803,386,535,482,424,437,119,10,4,3201,1352,1189,1722,1517,1652,1380,197,17,4,9031,7414,9450,22199,24576,26318,19593,4889,649,93,115176,5928,2286,4772,4554,5109,9197,15421,8349,3084,58707,1118,1366,3115,2906,3150,2911,2227,1318,547,18652,14457,13106,30090,32035,34573,31700,22538,10311,3722,192534
307,1899,2227,4678,5376,6105,4653,1333,254,32,26554,1403,702,1784,1565,1607,2995,4774,3022,1380,19238,269,243,527,588,656,676,659,428,250,4295,3573,3174,6984,7525,8370,8319,6772,3703,1661,50080,1136,2994,6694,7064,8490,6426,1868,381,53,35093,2088,1224,2453,3002,3132,2881,1309,293,53,16429,134,144,437,339,359,433,171,21,7,2049,129,111,181,188,247,214,140,60,17,1291,3485,4471,9759,10588,12231,9959,3480,760,127,54865,285,363,434,379,381,294,18,4,3,2161,254,136,166,163,140,137,29,9,0,1036,544,505,606,541,521,428,50,8,3,3199,4028,4978,10362,11136,12754,10384,3530,768,134,58062,3042,1051,2262,2204,2704,5092,9112,5731,2160,33346,539,511,1230,1247,1455,1428,1372,812,398,8994,7607,6530,13850,14588,16907,16900,14013,7311,2685,100396
308,3888,4695,10245,10507,11168,6872,1260,177,20,48829,2441,1301,3708,2790,2848,4816,6293,3915,1564,29673,521,546,1092,1034,1138,942,710,516,373,6870,6846,6539,15043,14331,15154,12632,8267,4610,1960,85375,1612,5834,14394,14383,15501,9805,1633,201,23,63384,4303,2619,4922,5501,5426,4147,1289,230,19,28455,218,298,1075,716,734,777,165,23,9,4006,157,175,364,395,376,210,83,39,10,1813,6297,8926,20754,20989,22038,14939,3167,495,57,97655,742,1038,1359,1161,1281,860,43,8,0,6487,746,346,524,450,338,335,51,4,0,2794,1484,1382,1883,1613,1618,1193,91,17,0,9283,7781,10308,22639,22608,23655,16126,3253,509,57,106937,5353,2042,4880,3958,4549,8256,12298,7219,2520,51080,986,1127,2529,2483,2757,2225,1447,967,582,15110,14123,13476,30046,29052,30962,26615,16999,8700,3161,173127
309,10209,14136,29347,30270,30418,20362,4696,373,54,139861,6090,3528,7433,7684,7068,12160,21419,12595,5869,83845,1032,1502,3109,2618,2698,2498,2106,1600,1488,18644,17333,19170,39888,40563,40177,35028,28220,14572,7405,242352,2893,12755,37331,38966,39090,23867,4575,294,26,159808,11790,11216,16456,17797,16702,13612,5865,722,55,94211,445,629,2177,1638,1334,1317,420,52,4,8014,386,618,1098,970,844,624,211,73,24,4855,15519,25227,57068,59371,57965,39423,11071,1137,113,266886,1180,1776,2325,1968,2124,1605,136,9,5,11144,2725,1333,1363,1186,977,948,274,33,5,8844,3913,3110,3687,3159,3104,2553,416,42,10,19985,19430,28331,60757,62527,61071,41970,11485,1187,124,286880,13391,6471,10447,10504,10794,19390,39053,23589,9475,143113,2207,2974,6279,5387,5457,4954,4194,2838,2261,36545,35031,37774,77481,78423,77318,66311,54729,27614,11859,466532
310,5502,7635,16401,15681,15067,8749,1469,124,20,70655,4504,2624,6206,5020,4857,7122,9385,5367,2139,47230,620,815,1687,1367,1341,1126,940,622,403,8927,10634,11074,24293,22070,21267,16998,11795,6115,2567,126812,1826,7773,21883,21355,20687,11782,1640,146,17,87104,5592,5231,7977,8120,7229,5314,1731,196,20,41414,262,403,1405,871,828,783,188,20,0,4766,221,356,636,560,486,274,95,42,18,2681,7901,13760,31910,30913,29230,18148,3652,398,55,135965,1128,1597,1977,1489,1360,798,34,7,10,8403,1702,760,872,636,522,383,78,3,0,4965,2831,2364,2849,2129,1879,1184,115,10,10,13365,10734,16119,34759,33038,31110,19333,3762,416,63,149336,9988,4591,9333,7966,8190,12260,17626,9910,3457,83322,1319,1639,3277,2830,2722,2289,1837,1125,590,17634,22040,22352,47373,43836,42017,33882,23230,11449,4113,250288
311,5651,7436,15197,15430,15067,9684,1693,116,10,70290,4556,2533,5983,5212,4734,7119,10170,4917,2050,47275,633,698,1464,1290,1307,1135,860,475,229,8079,10842,10671,22644,21926,21108,17936,12726,5501,2288,125648,2213,8155,20675,21540,20707,13050,1970,95,9,88417,5646,4884,7675,7968,7334,5910,1920,187,11,41539,238,369,1239,871,759,722,166,9,0,4377,237,422,734,633,513,295,112,30,7,2986,8336,13832,30327,31011,29314,19982,4165,322,32,137317,1169,1705,1971,1456,1217,832,54,5,3,8408,1651,721,824,661,500,394,104,6,0,4870,2818,2422,2798,2120,1718,1232,154,14,3,13274,11152,16251,33125,33129,31030,21214,4323,331,36,150587,9896,4067,8092,7245,7267,11402,19032,9123,3275,79401,1274,1422,2886,2619,2649,2172,1733,883,372,16005,22321,21741,44097,42990,40948,34791,25090,10337,3680,245998
312,2759,3603,8470,8374,8697,5509,989,127,20,38543,1719,908,2634,2006,2027,3539,4554,2677,1162,21226,339,524,1156,895,944,773,550,319,154,5651,4814,5033,12258,11278,11667,9815,6096,3130,1336,65432,1397,4726,12193,11665,12394,8002,1292,163,18,51846,2846,1712,3851,4436,4354,3394,1029,149,15,21787,145,182,870,589,614,542,145,16,3,3096,133,174,336,332,335,224,68,37,11,1654,4523,6791,17250,17019,17694,12162,2537,365,50,78391,468,695,918,781,855,678,43,5,0,4447,547,220,401,358,288,270,66,3,0,2150,1015,918,1318,1137,1140,946,108,10,0,6593,5533,7713,18569,18157,18841,13110,2643,375,48,84983,3709,1273,3215,2640,2999,5837,9031,5060,1860,35629,709,1128,2923,2453,2503,2012,1254,644,256,13887,9955,10115,24705,23252,24347,20965,12926,6078,2162,134500
313,4428,4875,9080,10647,11911,7715,1388,108,12,50170,2528,1449,3602,3501,3589,6939,11414,6086,2297,41393,341,400,825,869,871,967,957,849,917,7005,7305,6728,13505,15017,16372,15615,13753,7039,3226,98562,1508,5013,11623,13599,15131,9284,1376,84,6,57627,4741,3355,5008,5791,6341,5091,1633,171,15,32152,184,251,746,632,710,725,168,15,4,3439,203,240,372,399,411,257,76,40,16,2002,6628,8857,17750,20425,22598,15360,3261,305,38,95216,779,1107,1202,978,1008,722,59,11,0,5850,1155,416,585,507,430,391,89,10,0,3574,1930,1515,1788,1485,1431,1112,143,18,3,9429,8555,10374,19537,21914,24033,16471,3403,320,40,104648,5641,2479,5257,5291,5795,11400,21285,11477,3877,72499,749,789,1633,1717,1829,1889,1933,1464,1366,13364,14947,13644,26424,28922,31653,29763,26616,13265,5282,190510
314,3988,4936,10376,12007,11140,6273,1037,48,13,49821,2156,951,2712,2626,2136,3691,6117,2650,1129,24169,203,266,647,550,501,413,388,254,265,3488,6354,6153,13735,15181,13776,10376,7544,2960,1407,77481,1174,5147,14093,16395,15640,8289,1100,48,7,61894,4571,3559,4842,6392,5411,3910,1255,102,9,30044,149,262,1056,697,548,460,125,10,5,3308,135,189,315,296,253,163,62,11,6,1421,6027,9148,20303,23785,21844,12818,2546,170,28,96668,487,726,808,630,667,405,34,3,0,3764,1208,321,392,371,267,217,41,7,0,2827,1694,1048,1202,1000,937,631,73,12,0,6591,7721,10204,21501,24779,22781,13452,2619,179,30,103260,4848,1568,3446,3405,3050,5890,11207,4938,1756,40109,403,554,1321,1194,1107,839,737,461,386,6997,12975,12320,26275,29382,26944,20170,14554,5577,2169,150360
315,956,1628,3916,3437,3615,2520,594,81,15,16771,1060,793,1472,1077,1066,1268,1554,814,300,9408,248,308,632,410,503,429,268,114,62,2975,2261,2730,6022,4930,5179,4220,2423,1009,372,29149,769,2199,5645,4918,5458,3851,897,156,17,23912,807,668,1461,1480,1410,1213,425,70,11,7529,54,89,348,250,230,278,79,14,3,1347,77,107,196,185,167,137,70,22,3,971,1702,3063,7649,6829,7266,5480,1478,261,33,33765,210,342,496,414,371,271,25,5,0,2135,136,101,168,133,105,96,20,4,0,761,348,442,660,553,475,364,38,9,0,2889,2052,3505,8303,7383,7739,5845,1518,276,33,36651,2220,1454,2467,1878,1898,2408,3343,1666,532,17872,526,652,1367,942,1069,977,635,264,95,6518,4799,5607,12140,10202,10707,9231,5489,2197,663,61037
316,6381,6602,13336,17170,20311,13734,2682,222,36,80471,3337,1405,3855,4235,4589,9842,17457,10268,4668,59653,432,564,1017,1136,1316,1335,1307,1010,873,8992,10156,8567,18208,22537,26210,24913,21438,11502,5580,149112,1795,6228,16247,20296,23416,14478,2281,141,18,84897,7557,5147,8071,11223,12308,10512,3659,395,37,58912,302,326,1192,950,1079,1084,277,43,9,5257,243,270,461,537,500,370,119,52,19,2577,9899,11970,25969,33002,37304,26447,6342,626,84,151648,712,929,1066,1080,1320,1144,89,18,3,6355,1633,625,637,700,670,726,197,15,3,5210,2346,1550,1708,1780,1989,1868,280,35,4,11559,12249,13524,27671,34785,39299,28313,6621,659,87,163207,7387,2487,5243,5953,7012,16137,32292,19444,7694,103643,904,1150,2168,2492,2773,2671,2609,1782,1305,17846,20537,17161,35083,43230,49081,47115,41517,21891,9082,284697
317,2880,3684,6991,6837,7597,5278,1050,104,12,34438,1909,1040,2293,1905,1743,3311,5769,3796,1720,23482,300,313,566,526,548,548,566,503,506,4378,5088,5039,9842,9266,9897,9142,7385,4400,2231,62298,1119,4098,9418,8898,9930,6652,1076,91,12,41293,3247,2324,3755,3876,3777,3299,1271,144,11,21705,150,191,672,350,396,453,133,18,0,2361,100,112,218,189,181,137,65,31,7,1032,4615,6720,14056,13307,14282,10550,2544,279,36,66386,413,608,664,476,497,292,23,4,0,2979,669,322,340,276,214,171,39,9,0,2048,1085,930,1006,753,714,467,58,8,0,5028,5701,7650,15067,14065,14995,11014,2609,287,31,71409,3924,1780,3167,2748,2766,5330,10213,6729,2682,39337,615,682,1205,1105,1127,1118,1062,860,713,8483,10243,10112,19438,17921,18886,17456,13880,7870,3431,119233
318,4447,6095,11550,11434,11672,7764,1420,157,29,54568,2829,1816,3367,2700,2647,4566,6960,4278,1816,30981,461,638,1044,923,1030,899,795,510,260,6561,7744,8551,15963,15064,15350,13232,9173,4945,2101,92109,1589,6997,15858,14945,15616,10025,1617,167,18,66829,4797,3976,5213,5635,5425,4416,1478,217,22,31183,291,383,1113,713,682,660,187,18,8,4056,182,233,366,364,289,266,98,48,12,1852,6864,11584,22550,21658,22015,15373,3380,443,56,103917,671,1024,1357,1158,1144,909,46,7,0,6322,1213,591,543,418,335,366,68,5,0,3546,1882,1619,1903,1578,1470,1279,117,16,0,9866,8741,13200,24450,23234,23490,16645,3494,459,58,113782,6317,3077,4873,4237,4471,7920,13567,7873,2920,55260,981,1615,2452,2063,2227,1926,1621,920,411,14215,16050,17890,31772,29533,30186,26487,18684,9253,3396,183253
319,4468,4230,8733,10957,13313,9838,1944,252,31,53765,3042,1725,4054,3963,5098,10763,16939,8949,3401,57941,479,496,954,1017,1342,1597,1666,1133,680,9355,7987,6453,13738,15933,19751,22200,20550,10342,4111,121064,1541,4509,10343,12488,15278,10973,1969,319,31,57462,4713,2781,5184,6582,7656,6882,2242,309,52,36396,222,236,743,591,806,945,257,38,4,3842,207,204,341,384,433,333,164,82,18,2170,6689,7729,16606,20044,24172,19143,4631,753,104,99867,976,1205,1473,1311,1482,1271,47,8,3,7764,1030,406,606,540,559,612,76,13,3,3829,2002,1605,2081,1846,2037,1882,118,14,4,11596,8688,9337,18690,21885,26207,21026,4757,766,106,111460,6816,2849,5875,6401,8938,18617,33484,17724,5750,106456,995,1010,1997,2170,2845,3267,3437,2212,1093,19022,16492,13195,26563,30467,37987,42907,41675,20703,6953,236940
397,4,0,6,4,4,9,0,0,0,35,0,3,0,0,3,6,11,6,0,32,0,0,0,0,0,4,4,0,0,9,5,4,6,3,7,19,16,7,0,81,0,3,3,8,8,9,0,0,0,32,3,0,5,0,3,5,0,0,0,16,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,3,9,8,11,19,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,9,14,13,17,3,0,0,68,0,3,0,0,7,7,23,12,3,57,0,3,0,0,0,4,7,0,0,22,11,11,11,14,24,30,33,16,4,144
399,89,305,538,205,263,280,28,0,0,1712,81,148,257,185,285,756,663,116,16,2514,29,118,212,122,140,184,102,36,6,959,203,576,1005,514,688,1224,798,153,18,5179,40,257,610,294,302,216,26,5,0,1749,52,181,299,115,141,155,38,0,0,978,4,15,46,30,44,50,6,0,0,195,9,19,50,35,23,9,5,3,0,158,103,480,1010,470,509,430,76,6,0,3087,52,107,189,148,137,117,8,0,0,757,32,27,51,36,32,42,10,0,0,228,83,140,234,191,166,150,15,0,0,986,179,618,1245,662,678,581,94,8,0,4074,162,287,505,383,570,1362,1548,304,24,5145,72,228,535,436,418,430,273,70,13,2472,408,1133,2293,1485,1663,2373,1916,381,44,11693
401,4376,7078,14249,14706,16231,11914,2896,273,36,71758,4398,3207,3425,3314,3208,6037,11541,8179,5147,48448,313,499,918,721,801,864,785,592,454,5935,9090,10780,18590,18744,20236,18810,15222,9035,5636,126143,663,4684,18191,18163,21007,14154,2733,236,37,79871,5257,7108,7745,9175,9314,8161,3800,527,58,51149,217,397,1204,950,808,886,314,52,13,4854,127,243,405,325,335,233,110,36,13,1818,6274,12433,27541,28613,31465,23439,6967,855,115,137691,229,615,1204,991,894,583,58,7,3,4580,1387,1134,721,541,473,391,90,15,0,4751,1618,1750,1924,1533,1363,976,142,19,5,9332,7889,14176,29469,30146,32830,24411,7108,874,122,147027,9935,6517,5625,4741,5082,9882,19947,14353,7931,84011,636,1043,1918,1607,1811,1736,1464,1051,693,11961,18457,21737,37009,36493,39720,36035,28522,16278,8740,243000
402,6345,9783,21809,19515,20226,13026,2084,151,28,92959,5983,3691,8428,6807,6628,10436,15616,9745,4349,71669,542,605,1495,1157,1183,1099,1026,904,532,8543,12863,14076,31727,27472,28036,24559,18728,10796,4910,173172,1457,8915,27942,25465,25848,16259,1981,110,18,107993,7042,7909,12466,12141,11666,8801,2491,229,18,62754,285,497,1944,1228,1053,1024,259,26,5,6320,225,433,809,625,549,331,100,36,17,3116,9013,17749,43153,39455,39115,26413,4835,396,55,180185,951,2149,2975,2222,1970,1161,28,5,3,11465,2287,1260,1207,952,773,558,75,12,4,7125,3234,3408,4184,3169,2741,1716,105,16,7,18591,12248,21161,47338,42625,41853,28125,4946,417,62,198775,13241,6798,12253,10381,11092,17282,28664,17738,7038,124493,1042,1270,3077,2587,2531,2247,1932,1539,828,17051,26529,29231,62668,55594,55481,47656,35537,19694,7927,340320
403,5846,8635,17300,18073,19441,14327,2738,217,42,86625,4442,2173,4628,4380,4177,8889,15290,9470,5804,59251,343,473,1006,908,939,1024,1046,819,685,7240,10634,11284,22934,23357,24549,24239,19069,10511,6533,153114,1150,6554,21200,22103,23787,16414,2319,123,26,93674,6887,8033,10048,11643,11558,10004,3458,379,47,62053,289,541,1822,1208,1115,1153,320,27,0,6480,193,278,512,427,417,297,114,41,13,2288,8516,15405,33580,35382,36878,27864,6210,569,86,164500,562,1154,1562,1273,1250,960,61,11,3,6835,1914,941,778,706,538,522,100,11,0,5512,2475,2096,2344,1976,1785,1478,162,20,7,12341,10996,17501,35924,37358,38667,29349,6372,592,96,176840,9839,4146,6832,6443,6850,14688,27967,16997,9014,102777,691,935,2043,1891,1953,2091,1909,1458,1031,14012,21523,22584,44796,45692,47463,46124,36251,19050,10136,293636
404,3195,5714,12885,11181,11977,8108,1446,122,18,54646,2869,1826,3329,2893,3162,5668,8755,7024,4088,39619,237,357,770,620,677,663,585,555,607,5066,6301,7894,16989,14696,15810,14439,10790,7701,4717,99334,615,4321,16425,14428,15323,9498,1322,87,11,62015,3788,5213,7171,6819,6744,5430,1773,242,26,37211,187,284,1116,743,605,642,175,27,5,3788,92,216,442,288,308,191,83,36,14,1662,4687,10038,25155,22271,22982,15756,3359,385,52,104681,324,753,1373,998,952,631,20,4,0,5050,1005,775,636,439,436,379,53,14,0,3737,1325,1528,2009,1436,1386,1012,75,15,4,8786,6011,11563,27161,23709,24365,16766,3434,400,58,113466,6363,3687,5049,4434,5586,9844,15924,12154,6412,69461,490,728,1608,1334,1454,1298,1150,922,900,9882,12870,15981,33822,29477,31408,27905,20509,13477,7369,192810
405,1383,1676,3597,4472,5723,4712,1026,160,35,22782,1441,466,1342,1254,1605,3378,5678,3416,1732,20308,149,145,248,293,408,521,505,328,240,2844,2969,2285,5194,6019,7745,8612,7213,3902,2003,45933,534,1934,4653,5331,6916,5566,1117,159,39,26254,1690,1192,2193,2918,3676,3593,1293,215,28,16793,75,134,413,316,343,529,176,30,9,2038,78,77,144,132,160,154,81,58,13,891,2385,3339,7399,8700,11092,9844,2668,466,91,45980,219,334,406,326,418,344,15,8,3,2059,265,114,154,153,195,191,26,3,0,1111,484,447,561,478,610,531,42,9,3,3170,2868,3786,7961,9173,11704,10373,2707,478,98,49147,3081,761,1797,1902,2784,5964,10991,6420,2724,36424,304,260,563,620,895,1070,1029,627,385,5748,6253,4809,10316,11700,15377,17408,14729,7528,3207,91328
406,1019,1515,3484,3461,4081,2948,565,68,12,17152,1006,509,1280,994,1117,1928,3052,1831,839,12560,160,198,439,338,432,463,329,219,173,2755,2184,2217,5206,4795,5633,5336,3949,2119,1024,32466,383,1705,4605,4412,5374,3705,651,68,15,20924,1206,970,1950,2137,2338,2042,621,83,13,11371,62,119,384,257,302,337,99,12,6,1578,69,69,142,134,167,129,43,24,5,778,1718,2867,7086,6938,8187,6212,1405,195,44,34650,180,339,432,374,417,306,8,0,0,2056,201,113,178,154,124,144,18,3,0,932,380,457,607,524,539,448,32,4,0,2995,2098,3328,7689,7465,8725,6663,1440,197,42,37644,2116,921,2077,1710,2082,3529,5946,3505,1357,23238,335,411,964,775,987,992,732,421,249,5855,4551,4653,10728,9941,11794,11181,8114,4128,1644,66735
407,2669,3010,6212,7432,9465,7618,1891,268,47,38620,2138,871,2295,2090,2364,5177,9748,5844,2783,33311,237,242,486,534,727,793,836,628,478,4953,5038,4127,8994,10057,12561,13589,12476,6736,3310,76886,1106,3500,7933,8901,11490,8870,1845,262,40,43964,3050,2116,4026,5006,6021,5792,2336,423,54,28826,166,233,624,542,664,844,294,48,14,3424,131,146,245,224,285,220,130,60,22,1458,4455,5986,12832,14668,18464,15724,4615,799,131,77675,297,495,630,570,641,505,25,0,0,3162,446,204,267,241,273,304,58,14,4,1806,747,696,892,814,914,807,78,13,3,4975,5209,6689,13725,15482,19373,16532,4692,817,135,82647,4613,1515,3468,3516,4277,9030,18506,11044,4567,60532,506,524,1012,1148,1503,1638,1716,1185,737,9986,10326,8728,18205,20150,25158,27200,24917,13044,5433,153169
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
