SUA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
3016,200,124,86,18,36,4,464,54,27,32,0,12,0,130,104,67,61,15,38,3,286,107,52,45,8,28,3,241,209,159,85,40,41,4,545,258,233,135,55,71,7,764,344,383,180,93,86,9,1092,517,643,239,126,113,22,1663,509,732,240,180,107,17,1776,648,942,269,171,123,18,2165,458,793,172,100,63,7,1603,670,1032,328,97,87,18,2226,268,474,112,44,16,5,933,158,305,63,13,16,0,569,350,661,192,47,36,3,1285,350,579,215,35,35,6,1227,98,161,56,9,3,0,326,75,115,42,17,3,0,252,190,207,99,23,42,17,573,5568,7688,2645,1101,954,150,18114
3017,13,5,11,3,0,0,34,8,0,0,0,0,0,12,20,10,6,3,0,0,44,12,6,6,0,3,0,35,20,27,7,6,7,0,69,34,40,20,6,4,0,106,52,64,31,17,10,0,177,50,92,15,17,10,0,190,43,68,20,8,7,0,141,36,89,21,13,4,0,159,29,35,11,9,0,0,83,28,36,15,4,7,0,93,12,19,4,0,3,0,39,3,13,0,0,0,0,17,19,15,6,7,0,0,45,11,20,5,0,0,0,37,4,10,6,0,0,0,11,3,0,0,0,0,0,6,15,13,9,3,0,0,51,417,564,194,111,73,15,1369
3018,29,6,11,0,3,0,49,5,3,7,0,3,0,16,10,7,3,0,0,0,22,18,3,9,0,3,0,33,19,18,5,3,6,0,51,30,17,10,3,3,0,69,47,23,18,8,9,0,99,53,48,19,5,14,0,141,45,66,16,13,6,0,145,56,69,28,9,4,6,178,46,89,23,13,5,0,172,90,105,36,15,9,0,249,34,55,18,4,0,0,118,25,37,12,0,4,0,69,56,105,28,8,4,0,208,42,87,27,3,3,0,162,16,11,4,0,0,0,39,7,12,7,0,0,0,22,28,15,7,0,5,0,58,663,765,289,93,85,18,1913
4000,646,361,204,36,49,18,1318,244,82,67,13,45,4,449,567,224,180,66,101,12,1153,503,268,167,80,118,12,1147,861,640,347,214,177,11,2249,966,974,436,227,196,24,2830,980,1181,425,208,152,19,2962,955,1243,398,197,146,11,2950,758,1134,296,120,74,11,2393,657,1110,293,76,74,11,2206,373,641,174,61,28,5,1276,507,836,235,60,48,0,1685,175,326,77,17,21,3,614,116,180,55,5,9,0,360,246,416,120,16,25,6,823,273,446,139,20,23,3,909,109,126,53,14,3,0,306,79,110,51,16,5,0,255,439,347,181,62,71,6,1111,9435,10644,3897,1500,1377,150,27007
4001,1955,1250,1036,217,439,75,4972,698,335,394,73,188,25,1708,1351,807,913,173,503,52,3807,1167,777,798,199,486,51,3482,1932,1615,1488,530,877,60,6504,2439,2589,1854,800,1076,98,8853,3049,3978,2214,937,1107,123,11407,3616,5932,2413,1140,1201,165,14472,3655,6308,2065,1019,936,143,14121,4030,7040,2122,917,835,160,15101,2763,5254,1347,526,431,73,10392,3884,7306,2297,628,587,116,14812,1517,3127,769,215,187,37,5850,1017,2133,525,128,105,34,3940,2178,4363,1252,257,212,49,8304,2286,4879,1472,257,268,54,9229,807,1716,577,78,99,15,3286,475,1316,415,70,90,12,2381,1231,1655,990,295,379,118,4663,40040,62382,24950,8462,10003,1453,147290
4002,37,21,16,3,11,0,85,21,9,7,0,4,0,37,30,17,12,3,3,0,75,34,23,25,9,5,0,98,97,75,37,37,18,0,257,118,139,54,37,33,3,383,136,200,68,35,25,6,468,130,233,68,35,23,4,487,93,174,40,14,10,3,337,66,161,40,7,3,3,288,49,84,15,3,0,0,155,40,80,19,3,0,0,149,11,28,11,0,0,0,52,5,15,4,0,0,0,24,24,45,19,0,0,0,88,19,24,11,0,0,0,55,5,6,4,3,0,0,13,6,6,0,0,0,0,12,44,41,20,8,3,0,112,962,1374,473,206,142,26,3179
4003,29,15,6,3,4,0,51,10,3,0,0,0,0,21,32,10,13,5,3,0,58,19,9,5,0,4,0,47,33,32,21,10,13,0,116,54,61,22,19,24,0,173,88,85,37,35,13,0,259,59,94,43,12,14,0,227,45,73,30,11,8,0,168,41,71,16,4,7,3,142,15,30,12,3,0,0,60,26,34,18,3,0,0,75,10,9,5,0,0,0,19,10,4,3,0,0,0,13,3,17,0,0,0,0,29,10,9,0,0,3,0,25,0,7,0,0,0,0,7,0,3,0,0,0,0,3,21,14,4,8,6,0,49,509,577,237,113,102,14,1547
4004,18,12,4,4,3,0,46,0,0,6,0,0,0,10,11,14,8,5,7,0,39,15,6,8,9,5,0,42,38,25,20,10,10,0,107,32,44,26,16,19,0,140,36,53,26,13,8,0,132,50,67,20,12,6,3,160,27,61,11,7,8,0,114,28,57,15,6,7,0,112,11,30,11,3,0,0,60,12,33,9,4,3,0,63,7,12,0,0,0,0,22,0,6,3,0,0,0,5,11,23,5,4,0,0,38,13,16,3,3,0,0,27,0,3,0,0,0,0,6,0,0,0,0,0,0,0,9,18,5,7,0,0,37,336,480,163,101,83,9,1167
4005,26,10,0,4,0,0,40,10,0,3,0,0,0,14,23,15,10,0,6,0,49,26,9,6,6,11,0,56,41,30,18,9,8,0,103,52,50,17,10,11,0,138,55,65,14,19,10,3,170,70,89,33,20,9,0,216,50,89,24,14,5,0,189,51,87,25,5,4,0,173,17,58,9,3,6,0,98,42,64,13,3,0,0,125,15,31,4,0,0,0,49,6,20,3,0,0,0,28,20,32,5,0,0,0,57,12,42,7,0,0,0,61,5,13,0,0,0,0,17,4,3,0,0,0,0,10,18,13,12,4,4,0,52,529,726,212,100,81,9,1657
4006,8,12,10,0,14,0,41,15,0,0,0,7,0,29,28,10,16,9,12,4,72,38,22,14,9,5,0,90,62,59,19,23,13,0,174,49,56,36,31,23,3,186,52,83,30,14,15,0,190,40,77,41,22,16,0,195,21,51,11,7,0,3,102,21,36,23,4,4,0,91,12,26,11,0,0,0,43,19,30,4,4,0,0,62,0,11,0,0,0,0,12,4,8,0,0,0,0,12,3,14,3,4,3,0,27,5,10,0,0,0,0,17,0,3,0,0,0,0,6,3,0,0,0,0,0,4,22,19,11,5,11,0,66,403,507,236,139,113,11,1414
4007,77,18,15,0,6,0,112,27,9,5,0,0,0,44,69,13,13,3,9,0,106,48,12,13,7,11,0,95,72,23,18,8,15,0,130,76,54,34,19,14,0,188,87,73,29,14,24,0,218,89,102,31,22,28,3,275,78,101,24,17,5,0,233,53,88,25,9,9,0,184,45,56,9,4,0,0,109,57,56,13,3,0,0,127,19,22,3,0,0,0,47,7,8,4,0,0,0,21,23,28,6,0,5,0,60,20,21,17,0,0,0,56,10,15,5,0,0,0,23,0,9,0,0,0,0,14,27,17,10,5,8,0,70,879,716,269,122,122,11,2117
4008,18,13,10,3,3,0,56,11,3,4,4,0,0,24,43,15,13,10,12,0,89,41,19,16,9,12,0,92,72,63,26,21,21,0,200,85,73,29,36,17,0,243,96,110,36,29,17,0,290,74,96,54,30,17,0,267,49,106,35,13,13,3,213,54,93,32,10,7,0,198,38,82,23,3,0,0,141,47,91,26,4,4,0,172,7,32,8,0,0,0,51,4,17,7,3,0,0,29,17,42,13,3,0,0,78,16,40,16,3,3,0,69,7,9,4,0,0,0,12,4,0,5,0,0,0,11,36,28,18,4,11,0,99,715,924,364,185,128,13,2326
5000,570,317,142,39,59,15,1139,120,59,29,24,15,3,255,314,154,99,45,68,5,677,265,150,82,68,60,4,627,497,304,158,95,87,10,1153,544,442,181,125,103,11,1403,599,590,250,143,102,9,1690,630,754,288,135,100,13,1926,567,736,193,109,75,12,1682,527,804,223,98,53,10,1716,380,626,159,60,32,9,1266,656,1039,307,88,48,4,2147,271,465,111,36,26,3,914,211,327,80,21,15,0,665,449,694,174,46,30,6,1406,624,969,308,63,39,8,2005,226,301,96,19,18,4,668,175,201,76,12,12,0,475,443,369,169,56,74,13,1115,8055,9295,3119,1292,1035,141,22931
5001,58,23,15,12,13,3,120,11,9,3,0,0,0,21,32,26,20,5,12,0,89,33,10,9,3,7,0,71,53,34,16,11,15,0,124,58,41,36,18,11,0,162,75,85,52,21,16,0,243,102,141,49,30,20,0,345,77,155,35,19,11,0,301,95,179,37,19,11,3,342,78,127,29,18,16,4,263,114,191,45,12,11,0,367,55,93,16,7,3,0,176,29,40,9,0,0,0,85,56,103,24,9,5,0,199,51,84,28,8,3,0,176,13,31,9,0,0,0,58,13,14,3,0,0,0,31,40,47,15,6,6,3,123,1029,1435,466,197,151,23,3296
5002,15,11,3,0,0,0,34,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,6,0,0,0,0,14,12,4,3,0,0,0,21,6,3,0,3,5,0,15,13,10,3,3,0,0,32,10,12,3,8,5,0,36,14,15,0,4,7,0,43,12,17,4,3,0,0,36,9,9,3,4,3,0,34,25,31,8,7,3,0,79,9,23,0,3,3,0,35,17,30,6,3,3,0,50,29,83,5,5,4,0,123,66,135,18,12,5,3,236,35,45,11,3,0,0,90,13,23,9,4,0,0,46,28,23,4,3,3,0,56,319,484,73,56,44,6,986
5003,120,50,39,14,19,3,236,36,15,12,3,3,0,70,58,34,37,15,18,0,158,58,37,24,10,11,0,137,93,70,40,20,28,3,250,119,107,61,36,43,3,377,178,172,82,40,46,4,520,184,309,84,60,49,3,694,216,330,105,59,44,10,770,285,465,143,77,55,9,1025,192,375,81,50,34,5,739,346,682,145,63,37,3,1273,126,303,78,22,12,0,544,85,162,46,10,10,4,318,202,362,100,26,12,0,707,177,313,94,25,19,3,629,50,84,32,8,3,0,180,32,56,6,5,0,0,105,98,110,44,12,11,4,287,2650,4043,1264,554,456,61,9029
5004,80,32,20,3,11,0,144,25,14,15,5,0,0,52,26,17,10,5,0,0,61,31,18,7,4,6,0,64,58,31,21,13,16,0,128,65,44,23,14,19,0,165,58,85,37,15,20,0,214,88,114,46,21,17,0,283,71,130,40,16,15,6,275,93,195,34,32,18,0,378,76,155,38,19,5,0,297,136,274,67,18,16,3,513,73,146,34,9,5,0,268,37,103,23,7,3,0,177,87,178,40,7,10,0,332,113,186,57,6,8,3,372,32,49,14,5,3,0,100,25,36,8,0,0,0,73,53,74,25,3,4,0,161,1225,1885,548,205,178,20,4063
5005,16,12,0,0,3,0,29,9,0,3,0,0,0,13,9,0,3,0,3,0,21,7,8,3,3,0,0,28,4,7,11,9,3,0,35,25,14,18,3,9,0,69,30,30,21,7,0,0,92,32,43,28,7,3,0,115,23,37,16,10,3,0,88,31,42,13,5,8,0,104,16,68,11,3,4,0,99,40,56,14,3,4,0,111,18,27,16,8,0,0,65,10,13,4,0,0,0,34,29,49,5,4,0,0,87,35,50,11,3,3,0,102,13,10,3,0,0,0,29,4,10,3,0,0,0,14,19,17,12,3,4,0,54,360,506,186,73,45,7,1181
5006,45,25,14,3,8,0,100,8,3,9,4,3,0,30,42,15,7,6,13,0,89,32,16,13,7,6,3,84,49,35,25,14,17,0,142,70,83,35,23,9,5,218,86,80,39,33,19,0,261,94,128,61,20,19,3,336,90,133,57,32,21,3,331,112,186,51,34,15,0,399,75,134,28,18,10,0,274,130,220,62,26,18,3,461,53,105,19,5,5,0,192,44,84,11,6,0,0,157,107,181,34,8,12,4,346,88,162,66,6,10,6,332,37,35,17,4,0,0,94,17,26,13,3,0,0,57,62,47,15,9,17,3,145,1244,1696,580,270,210,33,4035
5007,18,14,11,0,3,0,51,6,0,0,0,0,0,11,4,5,10,3,5,0,26,17,7,7,3,6,0,38,33,21,15,5,5,0,71,40,39,22,12,14,7,132,74,85,38,12,12,0,232,90,138,31,22,16,0,305,100,130,32,12,13,0,290,96,176,28,13,12,3,325,79,183,31,13,9,0,317,123,237,53,15,12,0,446,67,121,15,8,6,0,221,38,76,19,8,0,0,147,68,162,40,7,3,0,277,73,162,51,8,7,0,298,23,40,22,0,0,0,79,14,9,8,3,0,0,40,50,56,13,13,9,0,133,1008,1670,455,161,131,19,3445
5008,8,4,0,0,0,0,14,3,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,0,0,7,0,3,3,0,0,0,8,3,3,3,0,0,0,13,3,6,3,0,0,0,16,8,7,5,3,0,0,27,15,13,0,3,0,0,25,11,20,3,3,0,0,36,14,19,0,0,0,0,28,21,31,6,3,0,0,69,7,13,4,3,0,0,23,13,9,3,0,0,0,25,18,27,5,0,3,0,55,42,67,18,8,7,0,128,25,27,12,0,0,0,73,16,29,5,0,0,0,57,8,14,0,0,0,0,20,210,296,75,28,18,3,622
5009,3022,2102,1645,413,675,174,8031,790,411,413,96,175,22,1909,1336,846,808,232,438,50,3710,1144,862,736,213,418,38,3405,1879,1501,1331,457,697,66,5935,2272,2271,1639,624,939,117,7854,3035,3671,2222,783,1091,95,10909,3721,4937,2494,1080,1183,149,13561,3818,5915,2315,1119,1120,180,14471,4947,8030,2674,1372,1242,230,18496,4359,7636,1997,1009,782,187,15960,8253,14104,4315,1455,1316,337,29779,4175,7867,1668,594,504,114,14919,3505,6600,1509,476,322,102,12518,6869,12044,3283,897,707,195,23999,7729,14948,4566,938,780,203,29164,2769,5347,1895,319,287,89,10702,2058,4576,1529,249,216,68,8690,2245,3369,1672,430,594,147,8463,67938,107039,38703,12750,13497,2559,242483
5010,4,5,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,4,0,0,0,0,8,7,10,3,0,0,0,19,5,4,0,0,0,0,13,10,3,0,0,0,0,13,9,3,3,0,0,0,11,6,3,0,0,0,0,16,8,14,4,0,3,0,26,3,5,0,3,0,0,15,4,7,0,0,0,0,9,9,10,4,3,0,0,24,35,40,3,7,3,0,88,14,24,3,0,0,0,45,3,14,3,0,0,0,23,6,11,0,0,0,0,17,121,158,37,25,17,0,359
5011,27,5,4,5,4,0,45,4,3,0,0,0,0,7,6,6,0,0,3,0,26,8,3,4,0,0,0,23,20,3,10,0,3,0,35,11,9,7,3,8,0,39,14,15,10,0,12,0,55,24,32,12,7,11,0,86,22,45,13,15,5,0,98,44,71,16,13,14,3,157,45,102,21,9,8,0,183,80,126,34,15,5,4,263,47,94,14,7,7,0,165,37,64,10,4,0,0,119,61,127,31,8,3,0,228,55,82,30,3,7,0,178,9,18,9,5,0,0,44,15,18,0,0,0,0,30,36,32,12,3,3,0,84,560,856,244,96,95,9,1859
6000,307,162,86,25,33,3,621,152,69,40,17,23,0,302,363,156,123,45,57,5,754,305,192,117,62,53,0,733,509,394,202,125,105,4,1345,601,631,252,137,140,7,1770,637,797,287,158,100,5,1980,618,828,244,121,76,8,1905,465,685,216,73,64,6,1517,446,677,215,70,47,3,1460,215,367,80,24,14,4,700,340,421,137,36,20,3,962,111,149,39,14,4,3,324,54,79,33,6,5,0,180,157,195,50,18,8,0,434,142,194,50,14,3,0,395,77,40,18,4,0,0,140,34,50,18,3,4,0,112,266,205,109,32,48,0,664,5800,6302,2328,985,812,73,16294
6001,36,22,18,5,11,0,93,26,5,10,3,5,0,46,35,16,15,6,4,0,89,48,33,21,7,18,4,131,68,75,29,18,29,3,229,109,138,44,29,37,0,360,138,189,56,40,29,4,448,95,167,41,27,20,3,350,77,153,26,16,15,0,278,49,97,31,10,5,0,196,26,54,15,8,0,0,103,43,56,21,3,8,0,135,11,26,4,3,0,0,41,0,7,0,0,0,0,18,15,28,16,0,3,0,61,19,19,8,0,0,0,46,5,12,0,0,0,0,17,3,4,0,0,0,0,8,31,27,14,5,5,0,88,831,1136,381,178,181,16,2730
6002,36,14,11,3,3,0,71,20,8,3,3,7,0,39,40,26,19,8,11,3,109,40,26,28,4,9,3,110,60,72,41,20,17,0,210,82,113,56,42,29,3,325,117,156,56,49,30,0,408,112,208,66,36,20,0,448,99,139,35,32,16,0,314,69,134,38,10,8,0,260,32,54,16,6,3,0,109,53,82,20,7,11,0,170,14,18,7,0,0,0,41,11,11,3,0,0,0,26,26,24,5,0,5,0,50,14,25,9,3,0,0,53,9,5,5,0,0,0,17,3,7,4,0,0,0,10,26,38,13,8,3,0,82,856,1169,432,234,167,12,2861
6003,324,146,122,47,67,11,720,135,60,48,18,46,3,308,274,127,125,41,84,3,652,188,138,96,43,80,4,552,385,310,196,119,145,20,1178,457,535,267,188,189,8,1653,544,819,321,215,192,16,2108,696,1001,339,249,184,17,2484,628,1081,313,185,146,16,2371,660,1139,282,156,135,29,2405,410,802,165,89,51,15,1533,532,1034,235,79,59,10,1959,169,401,75,29,20,3,691,110,215,48,15,17,0,399,267,534,156,34,35,11,1030,282,562,164,27,18,7,1071,103,195,58,9,10,0,368,50,133,27,4,0,0,225,175,241,113,42,59,8,642,6387,9472,3161,1587,1545,186,22338
6004,100,64,34,6,23,3,230,39,24,21,5,17,0,115,91,50,47,18,30,5,246,57,66,49,17,30,0,230,144,170,101,52,70,9,546,251,304,135,77,84,11,864,301,416,141,97,86,7,1039,360,501,165,97,88,4,1226,285,498,121,58,55,9,1025,223,460,110,47,41,3,892,110,241,72,13,18,5,466,151,295,87,8,21,5,569,59,107,31,3,7,0,203,39,72,9,3,3,0,125,62,131,43,3,10,0,245,71,146,55,4,9,0,292,35,45,12,0,4,0,100,15,33,7,0,0,0,54,81,90,55,19,19,4,276,2467,3724,1304,553,630,68,8733
6005,25,12,12,4,5,0,52,16,9,3,3,7,0,32,20,7,8,3,3,3,48,28,13,4,0,8,0,58,50,33,28,20,4,0,134,42,57,24,16,16,0,151,60,76,18,12,12,0,187,50,95,30,18,16,0,209,36,61,22,10,7,0,137,38,70,24,3,6,0,138,17,34,14,3,0,0,63,25,35,17,3,0,0,79,13,18,0,0,0,0,35,0,3,3,0,0,0,9,9,19,11,0,0,0,44,11,24,14,0,0,0,44,3,4,0,0,0,0,10,0,3,0,0,0,0,7,22,13,0,3,4,5,48,459,593,219,107,94,6,1477
7000,24,19,6,8,5,0,69,9,0,5,0,0,0,14,18,13,7,10,4,0,50,22,10,7,7,0,3,47,38,18,10,8,14,0,91,43,39,14,8,4,0,108,44,60,15,10,9,0,138,67,73,23,15,16,0,200,47,76,28,16,9,0,171,77,93,26,24,19,4,240,48,69,10,14,3,0,148,100,113,42,16,15,0,280,30,63,10,6,3,0,118,29,51,9,5,0,0,98,95,153,30,20,6,3,304,169,270,60,22,12,0,533,46,96,21,3,4,0,172,39,39,5,0,4,0,89,52,61,19,15,10,0,153,989,1315,365,202,134,19,3022
7001,18,6,3,3,3,0,32,0,3,0,3,0,0,10,10,10,3,3,0,0,21,9,4,0,3,3,0,18,21,9,3,3,3,4,40,22,19,22,10,5,0,79,40,21,25,14,8,0,105,59,43,21,23,21,0,161,62,63,22,12,10,0,173,69,91,19,24,15,7,226,51,81,17,20,12,3,184,89,148,32,26,15,0,307,45,82,11,13,4,0,149,38,62,15,6,0,0,123,67,130,21,11,6,3,242,72,140,27,5,6,0,258,21,42,14,0,4,0,77,11,22,7,0,0,0,44,27,32,6,6,3,0,74,721,1010,268,184,114,23,2319
7002,88,70,37,8,23,3,247,21,18,6,10,4,0,54,56,29,12,6,18,0,129,42,22,21,8,11,4,117,65,41,38,14,21,3,190,104,76,46,25,18,4,274,155,128,79,33,53,4,458,167,157,94,46,27,5,494,171,186,71,54,45,7,539,217,255,104,65,58,13,713,186,239,81,41,37,6,604,330,496,171,70,57,5,1131,167,265,50,41,31,6,554,155,266,59,32,16,7,526,451,695,171,68,57,11,1448,591,1026,223,96,50,12,1993,201,339,104,33,18,3,697,110,195,75,16,9,3,403,145,164,83,21,27,6,443,3423,4667,1531,686,582,121,11010
8000,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,7,4,10,0,0,0,0,15,3,3,0,0,0,0,6,0,3,0,0,0,0,3,3,8,0,0,0,0,14,6,13,7,0,0,0,24,0,3,3,0,0,0,7,3,9,0,0,0,0,10,5,3,0,0,0,0,9,36,60,16,4,4,0,121
8001,605,467,334,55,81,27,1566,165,105,93,9,31,3,401,269,186,171,52,71,11,751,203,185,131,31,66,9,625,325,281,249,59,131,11,1062,462,470,307,115,163,21,1536,605,701,400,138,223,20,2090,650,907,399,156,216,21,2348,808,1165,382,202,209,28,2792,1010,1536,491,290,252,38,3618,908,1612,389,229,201,46,3375,1653,2928,870,338,317,48,6145,828,1738,322,178,136,17,3216,600,1379,266,104,69,10,2429,1371,2998,715,210,172,35,5505,1579,3963,1018,208,198,33,6999,561,1260,418,74,52,6,2379,357,851,281,41,32,5,1572,377,665,250,74,91,24,1478,13323,23378,7476,2574,2714,417,49883
9000,8,3,0,0,0,0,12,3,0,0,0,0,0,5,3,0,0,0,0,0,8,3,3,0,0,0,0,3,3,4,0,0,0,0,10,11,4,0,0,0,0,19,11,15,0,0,3,0,30,11,10,0,0,0,0,22,11,9,3,0,0,0,18,11,16,0,3,4,0,31,6,6,0,0,0,0,14,0,11,4,3,0,0,21,3,3,3,0,0,0,7,0,3,0,0,0,0,3,3,6,0,0,0,0,9,3,6,5,3,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,3,6,4,0,0,0,0,10,91,111,14,16,12,0,253
