SUA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
6001,48,35,30,23,32,6,0,167,46,43,33,14,24,13,0,165,48,46,21,6,12,3,0,123,975,958,527,342,505,106,19,3428,3,0,3,3,3,0,0,10,1118,1078,603,391,574,125,18,3900,4,3,6,3,7,4,0,28,21,15,8,10,19,5,0,79,5,9,12,12,22,6,0,64,309,393,213,161,239,36,12,1367,18,4,11,3,6,3,0,55,363,430,250,185,293,59,13,1586,1472,1508,853,577,868,181,36,5493
6002,40,27,25,18,32,3,0,146,43,48,38,17,25,8,0,179,53,67,27,19,20,3,0,189,982,1054,597,422,519,111,21,3710,11,8,8,3,3,0,0,32,1128,1202,696,475,605,131,24,4256,3,3,3,3,8,0,0,16,16,39,9,7,7,5,0,85,12,21,9,12,9,6,0,69,387,505,257,156,261,51,6,1621,16,24,13,9,4,3,0,67,432,586,288,181,293,66,4,1859,1561,1789,987,657,895,198,31,6110
6003,902,792,462,272,430,203,101,3159,620,678,376,263,341,128,72,2476,622,605,294,192,275,123,54,2160,6773,6955,3849,2377,3194,1183,431,24759,43,38,27,14,20,6,4,150,8966,9062,5005,3121,4256,1633,662,32707,68,149,104,78,129,60,41,634,143,190,130,95,137,51,34,778,49,86,73,76,95,48,15,440,1776,2394,1466,1007,1341,414,142,8532,100,103,42,44,32,8,3,334,2133,2916,1811,1299,1731,592,236,10718,11099,11981,6821,4421,5988,2224,895,43426
6004,396,361,207,134,171,78,38,1395,195,231,127,66,137,30,16,806,223,207,95,68,88,22,11,719,2762,2827,1614,1040,1445,457,120,10265,16,19,7,8,5,0,0,55,3598,3646,2051,1320,1839,594,192,13237,34,46,33,27,53,17,12,221,31,62,51,45,56,15,5,266,32,57,40,27,32,9,5,198,787,1016,583,389,568,165,47,3563,37,28,17,18,11,3,0,124,925,1217,719,506,721,215,76,4377,4523,4869,2763,1823,2565,804,262,17615
6005,14,14,4,3,8,3,0,44,21,25,6,3,10,0,0,67,10,37,23,18,16,3,3,120,500,523,329,159,243,61,15,1824,4,9,0,0,0,0,0,13,547,596,368,184,279,68,17,2064,0,0,0,0,0,0,0,5,3,7,3,5,7,5,0,31,3,3,3,0,5,3,0,17,113,176,125,96,110,18,0,638,3,15,4,3,0,0,0,26,118,204,141,108,122,23,3,719,669,799,509,289,404,91,20,2787
7000,214,176,109,63,66,17,6,646,99,103,47,21,36,3,3,317,188,145,64,46,46,4,0,497,3844,4086,2158,1295,967,106,25,12481,62,57,26,28,4,0,0,183,4411,4567,2398,1456,1122,130,40,14124,8,17,10,8,16,0,0,56,18,11,14,7,5,0,0,52,14,19,6,11,14,0,0,64,1110,1379,849,563,357,23,13,4299,43,62,36,30,6,0,3,170,1191,1496,905,616,398,29,20,4640,5601,6068,3307,2067,1515,159,58,18768
7001,399,349,160,108,135,21,4,1181,114,88,33,25,32,3,0,290,122,93,32,40,39,5,0,335,669,670,375,210,248,27,4,2205,10,7,3,4,0,0,0,22,1313,1216,608,392,448,51,11,4038,10,23,27,16,18,0,0,101,14,25,20,6,7,0,0,77,15,21,15,11,21,0,0,73,197,294,159,92,105,17,3,857,20,17,13,13,0,3,0,55,254,376,226,137,153,14,5,1168,1565,1595,833,527,603,69,14,5203
7002,2045,1635,913,582,738,268,108,6290,504,460,241,166,219,41,21,1647,726,557,277,157,242,50,24,2031,3825,3348,1661,987,1137,202,63,11221,43,42,23,10,8,0,0,130,7134,6042,3120,1901,2340,560,218,21316,106,150,94,89,144,47,27,654,91,99,63,40,65,10,7,369,68,113,78,59,71,20,4,396,685,917,528,377,425,40,18,2993,63,51,31,20,11,0,0,182,1014,1318,800,577,717,115,55,4598,8146,7363,3919,2481,3058,676,272,25916
8000,3,0,0,0,3,0,0,9,0,3,0,5,0,0,0,10,0,3,4,3,4,0,0,17,41,64,30,20,19,5,3,181,0,0,0,0,0,0,0,0,49,71,33,26,25,6,7,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,4,3,3,3,0,0,17,0,0,0,0,0,0,0,0,7,4,3,3,9,0,0,23,51,75,34,27,29,12,7,240
8001,6246,5406,2666,1597,2142,1256,632,19945,1991,1976,1122,652,974,423,210,7354,2264,2078,1042,656,935,380,208,7550,13858,12805,6724,4151,5672,2128,966,46304,84,91,47,30,25,13,5,303,24455,22355,11605,7088,9745,4197,2020,81455,405,564,406,295,468,284,152,2577,339,434,307,180,283,120,62,1714,150,282,187,136,227,103,39,1116,1809,2541,1715,1154,1660,553,244,9664,110,100,63,34,39,6,8,368,2814,3923,2672,1796,2664,1064,494,15436,27262,26274,14272,8883,12410,5256,2520,96884
9000,44,39,22,22,21,3,0,142,33,27,17,4,7,3,0,83,31,52,22,9,11,0,0,121,109,102,47,36,25,7,0,328,0,3,4,3,3,0,0,11,216,222,103,71,69,8,3,693,0,7,4,0,0,0,0,21,5,0,3,5,4,0,0,17,0,4,8,3,3,0,0,23,9,21,18,10,19,3,0,85,3,0,0,4,0,0,0,7,19,34,38,22,27,5,0,147,231,262,141,92,93,12,3,836
