SUA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
3017,1535,1393,690,62,3684,1199,120,5008,101,20,55,6,179,350,9,541,8,8,4,0,19,21,0,42,109,24,61,6,202,373,12,585,12,3,17,0,32,80,10,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,17,0,32,80,10,119,3,3,0,0,5,21,0,31,0,0,0,0,0,4,0,9,0,0,0,0,4,3,0,5,0,0,0,0,7,0,0,3,4,7,0,0,14,33,0,47,10,3,11,0,22,8,0,30,1667,1438,775,70,3950,1694,148,5794
3018,1817,1806,578,47,4240,939,154,5332,53,15,30,5,94,181,11,291,34,4,9,0,47,55,10,108,85,18,38,5,145,233,20,399,94,20,59,0,179,347,14,538,13,3,7,0,22,29,3,61,32,7,0,0,40,32,3,68,0,0,0,0,0,0,0,0,138,30,70,0,241,408,21,667,19,4,3,0,28,50,3,81,14,0,0,0,13,30,0,42,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,36,3,8,0,46,82,3,130,13,9,3,0,20,16,3,47,2086,1865,692,52,4697,1682,203,6577
4000,31817,25756,8033,652,66258,24031,1951,92241,568,131,218,24,943,1856,72,2868,16,9,11,0,36,31,3,65,580,136,231,24,981,1886,77,2936,214,59,50,7,340,1054,31,1426,4,0,0,0,7,17,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,222,59,52,7,352,1078,31,1462,166,14,8,4,195,375,13,582,93,9,3,4,113,140,12,266,27,13,4,0,47,103,3,152,112,70,22,0,212,122,7,340,401,104,41,11,563,733,44,1337,204,155,55,4,419,292,19,729,33237,26215,8420,701,68571,28015,2114,98701
4001,98825,128177,44146,4120,275270,75210,11537,362021,12779,8120,7055,906,28854,30300,2936,62089,5418,4313,2503,439,12676,6365,1843,20886,18197,12434,9558,1343,41529,36668,4779,82979,5280,3243,2061,415,11000,15910,1675,28587,799,396,191,83,1473,2072,433,3974,1499,400,237,124,2254,2600,761,5622,14,16,4,3,44,42,7,93,7591,4052,2498,633,14773,20628,2872,38273,113,32,20,0,161,297,10,473,58,13,11,0,93,205,9,302,5,11,4,0,26,29,3,61,121,110,57,15,299,158,57,516,304,171,96,13,583,691,74,1352,355,329,133,17,835,570,72,1470,125270,145160,56431,6131,332992,133768,19341,486101
4002,2694,2755,980,64,6495,2056,184,8740,190,139,238,9,586,733,53,1372,12,0,10,0,17,15,0,42,201,143,250,9,602,752,56,1409,126,44,82,12,259,615,36,910,0,0,0,0,0,0,0,0,7,3,0,0,10,4,0,16,0,0,0,0,0,0,0,0,129,46,87,12,266,628,36,924,11,0,0,0,11,6,0,15,0,4,0,0,4,3,0,8,3,0,0,0,3,0,0,4,4,0,0,0,8,3,0,11,20,8,3,0,23,11,0,39,9,9,7,0,26,19,0,50,3048,2955,1324,88,7415,3466,281,11159
4003,1775,1492,788,60,4108,1490,203,5802,128,67,86,8,288,487,32,811,3,5,0,0,11,5,0,15,131,75,88,11,300,495,33,823,6,4,3,0,11,26,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,11,26,3,44,3,0,0,0,4,9,0,19,4,4,0,0,7,8,0,16,0,0,0,0,0,3,0,7,0,0,3,0,3,0,0,3,15,4,3,0,20,25,0,47,18,12,5,0,31,19,0,52,1943,1580,880,69,4467,2057,239,6771
4004,1135,1080,525,46,2791,1000,102,3892,81,72,122,9,294,301,18,608,15,8,3,0,29,4,4,33,94,85,128,9,316,299,26,640,38,17,20,6,82,195,7,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,20,6,82,195,7,286,13,0,3,0,15,19,0,29,0,0,0,0,0,7,3,12,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,9,14,3,4,0,22,25,3,48,6,11,4,0,19,15,0,34,1291,1198,685,66,3230,1533,138,4908
4005,1526,1430,527,42,3522,1127,138,4787,98,55,91,9,242,318,33,599,25,20,3,0,49,23,0,75,124,73,98,9,296,343,38,678,36,8,11,5,63,225,13,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,11,5,63,225,13,302,14,0,0,0,9,9,0,24,0,0,0,0,3,0,0,9,0,3,0,0,3,5,0,6,3,0,0,0,3,3,0,8,19,5,0,0,24,19,0,44,4,9,4,0,13,16,0,32,1706,1522,640,52,3918,1736,185,5841
4006,1343,1199,656,43,3236,1352,84,4671,101,53,102,14,271,479,23,778,3,7,3,0,12,3,0,16,102,56,110,14,280,486,23,786,11,0,0,0,11,102,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,102,3,112,6,3,0,0,11,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,11,12,0,27,5,7,5,0,17,13,0,28,1470,1265,770,53,3556,1958,113,5631
4007,4095,1750,822,56,6726,2857,193,9772,174,22,34,0,224,458,9,690,53,16,17,0,83,50,12,142,225,33,50,0,307,506,22,833,20,3,9,0,37,141,3,183,8,0,0,0,7,3,0,12,3,0,0,0,7,8,0,13,0,0,0,0,3,0,0,3,33,8,14,0,51,150,7,214,3,0,0,0,4,10,0,14,15,0,0,0,13,52,0,67,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,7,20,6,4,0,29,63,0,93,14,7,3,0,24,14,0,36,4389,1801,888,64,7140,3589,220,10945
4008,1542,1562,514,28,3644,1136,95,4870,621,482,628,31,1767,1522,112,3409,7,0,0,0,5,6,0,14,623,485,628,31,1771,1526,120,3417,39,13,21,6,82,275,9,363,3,0,0,0,4,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,44,10,23,6,90,294,9,392,9,0,0,0,9,9,0,18,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,7,9,3,0,17,13,0,34,7,3,0,0,6,20,0,27,2226,2067,1171,68,5531,2992,219,8742
5000,27534,25999,8073,791,62402,19851,1991,84246,548,267,290,43,1142,1589,102,2830,34,23,15,3,78,77,10,166,584,287,301,43,1220,1664,118,2998,214,72,85,3,368,718,53,1141,9,0,0,0,13,18,0,28,0,0,0,0,0,0,0,0,3,0,0,0,4,11,0,15,225,73,84,3,388,749,53,1188,413,50,28,3,494,843,29,1369,54,12,9,3,73,90,7,169,89,60,27,4,179,172,20,369,126,70,27,0,230,142,24,390,678,199,88,7,983,1247,77,2299,280,199,48,5,531,355,24,908,29302,26760,8599,860,65524,23861,2264,91646
5001,3520,3205,1225,112,8051,2595,308,10959,159,42,48,6,251,662,17,932,14,8,13,0,38,44,8,87,171,51,59,8,287,707,22,1020,3,7,3,0,10,24,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,9,7,4,0,15,30,3,46,27,3,0,0,27,65,0,93,28,3,0,0,31,40,0,72,3,3,0,0,6,5,3,8,0,3,3,0,6,3,0,13,48,13,4,0,70,106,6,182,24,9,5,0,39,20,3,64,3770,3280,1290,120,8459,3464,336,12261
5002,856,1236,445,35,2578,608,172,3353,44,22,35,11,108,98,10,219,54,9,15,0,84,54,18,152,98,32,50,7,193,151,26,377,80,51,28,4,162,122,27,311,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,80,54,28,4,163,127,26,316,84,16,9,0,116,171,11,292,0,0,0,0,0,0,0,3,11,0,0,0,7,13,0,23,9,6,0,3,22,4,3,27,106,26,15,3,142,187,13,347,25,12,12,0,53,48,7,104,1170,1358,540,52,3126,1126,245,4497
5003,6616,7934,2633,173,17358,3920,595,21871,488,201,293,21,1003,1254,91,2347,142,49,39,0,233,129,27,391,631,253,336,23,1237,1377,120,2734,147,36,37,7,223,508,9,744,27,8,10,0,44,33,6,82,13,0,0,0,23,18,3,37,0,0,0,0,0,0,0,0,187,43,49,6,290,560,18,866,32,7,3,0,38,80,3,127,36,7,0,0,45,70,0,124,0,0,0,0,0,0,0,3,4,0,0,0,3,9,0,9,71,16,9,0,92,161,4,264,15,14,7,3,34,23,0,57,7526,8258,3032,204,19009,6046,742,25798
5004,3717,3919,1188,68,8890,2093,309,11290,235,72,83,9,400,543,22,969,51,31,16,0,95,48,4,150,289,105,95,8,494,588,29,1116,4,6,0,0,11,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,4,6,0,0,14,24,0,35,22,3,10,0,38,46,8,90,141,5,8,3,154,156,4,314,8,4,0,0,12,10,0,23,10,0,0,0,16,3,0,19,187,13,10,3,220,211,7,436,14,15,3,0,39,19,0,55,4211,4056,1305,80,9651,2935,348,12940
5005,1150,1191,386,30,2754,836,94,3688,47,24,33,4,117,232,12,362,6,6,0,0,13,8,0,26,56,26,37,7,126,246,12,388,9,5,11,0,26,38,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,11,0,26,38,3,67,9,3,0,0,11,15,0,28,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,12,4,3,0,0,3,3,0,5,12,7,0,0,23,15,0,44,18,12,3,0,31,24,3,53,1249,1240,439,40,2968,1155,113,4239
5006,3385,3696,1475,131,8688,2250,319,11256,205,76,122,15,411,672,38,1124,88,84,24,3,196,92,14,302,289,160,139,20,610,762,50,1422,39,14,21,7,83,145,15,239,4,3,0,0,7,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,15,20,7,91,156,15,255,19,3,0,0,17,53,0,75,34,0,0,0,40,55,0,90,12,3,0,0,20,12,0,31,14,27,21,3,62,13,5,78,79,32,20,3,139,127,7,276,8,8,3,3,25,25,3,51,3813,3913,1672,155,9551,3317,392,13261
5007,2026,3253,769,85,6135,1516,317,7965,301,252,142,20,713,587,60,1363,41,39,15,5,109,69,17,190,349,294,160,22,823,661,70,1554,36,17,11,5,64,119,19,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,11,5,64,119,19,200,33,4,6,0,37,86,0,130,0,0,0,0,0,22,0,19,0,0,0,0,0,0,0,0,3,6,0,0,5,3,0,12,34,10,4,0,48,115,0,161,5,6,6,0,18,24,0,48,2449,3579,948,110,7088,2428,406,9924
5008,1042,1945,306,37,3326,608,166,4103,88,65,54,8,213,196,17,422,16,14,6,0,34,30,0,58,107,75,56,12,247,218,17,487,35,5,7,3,51,64,3,115,0,0,0,0,0,16,0,16,18,4,0,0,19,30,3,53,0,0,0,0,0,0,0,0,48,11,11,3,72,103,5,179,22,0,3,0,24,25,0,46,0,3,0,0,3,0,0,3,4,0,0,0,3,9,0,13,0,0,0,0,0,0,0,0,27,3,0,0,30,30,3,65,5,0,0,0,11,8,0,17,1223,2038,372,49,3684,966,199,4845
5009,141376,208593,57173,6477,413620,89283,17194,520098,19489,13199,8518,1309,42525,34656,4183,81364,8484,5865,2578,542,17465,8828,2402,28690,27970,19062,11102,1848,59983,43477,6584,110051,3834,1524,1072,256,6685,9349,1087,17114,2981,923,517,228,4648,5768,992,11415,5618,1442,594,292,7944,7523,1359,16833,9,8,3,0,16,30,3,49,12443,3892,2185,773,19296,22671,3441,45413,245,31,41,4,314,648,23,988,159,23,35,3,221,365,17,603,22,15,8,0,47,33,0,82,132,143,53,9,335,137,38,505,553,220,126,12,921,1181,81,2183,396,351,115,17,881,618,88,1587,182742,232122,70700,9136,494693,157232,27386,679322
5010,857,1338,288,40,2520,540,118,3178,38,47,21,4,109,77,4,197,34,57,10,0,110,24,5,136,78,105,37,3,217,103,10,335,142,51,19,3,208,197,18,429,18,3,0,0,19,18,0,39,9,7,0,0,19,20,3,42,0,0,0,0,0,0,0,0,172,62,19,3,248,237,21,513,17,3,0,0,21,36,0,60,0,0,0,0,0,4,0,3,3,0,0,0,3,3,0,6,3,0,0,0,3,3,0,6,24,3,0,0,28,43,0,70,5,7,3,0,8,19,0,30,1129,1511,343,52,3031,941,154,4124
5011,1103,1442,463,23,3031,696,97,3820,14,15,14,0,35,28,4,68,3,0,3,0,7,9,4,18,16,12,16,0,43,39,8,87,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,10,6,9,0,0,11,4,0,17,1129,1467,481,20,3100,732,102,3935
6000,19106,14683,5343,353,39487,14845,1236,55571,139,51,63,3,253,619,21,893,19,4,5,0,30,43,3,74,159,60,68,3,289,662,21,971,118,41,65,13,232,512,18,765,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,122,43,65,13,234,520,18,778,50,8,9,0,66,114,3,184,31,9,6,0,44,79,8,126,22,8,0,0,35,34,3,77,53,35,25,0,109,62,7,181,154,63,40,3,254,281,20,561,90,61,23,3,174,150,14,338,19625,14914,5539,372,40440,16455,1313,58214
6001,2892,2467,1283,73,6722,2693,219,9631,91,14,48,9,165,571,17,751,14,3,10,0,28,75,3,110,111,25,58,9,197,642,20,861,6,6,17,0,27,63,3,89,0,0,0,0,3,30,0,38,10,0,3,0,13,42,3,63,0,0,0,0,0,0,0,0,19,8,16,0,38,138,4,185,11,0,0,0,13,15,0,33,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,5,0,3,0,8,9,0,11,15,0,3,0,25,27,0,51,3,3,9,0,15,16,0,28,3037,2498,1377,84,6997,3516,247,10759
6002,3008,2734,1442,74,7264,2701,272,10230,157,35,94,6,289,685,40,1013,15,3,6,6,26,101,4,133,166,37,105,13,323,788,41,1146,28,11,8,3,49,129,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,28,11,8,3,49,141,5,191,3,0,3,0,9,7,0,17,13,0,0,0,18,34,3,55,0,0,0,0,0,5,0,5,3,5,3,0,9,8,0,16,20,9,6,0,35,51,5,86,12,7,0,0,19,3,5,26,3237,2789,1562,83,7681,3671,325,11679
6003,18517,20103,8517,673,47810,15868,2216,65902,440,191,338,36,1002,1759,170,2932,471,238,211,33,947,882,216,2048,909,422,547,68,1949,2639,386,4974,941,381,560,68,1953,3275,409,5632,198,41,37,18,297,525,110,931,134,34,21,10,199,368,65,623,14,11,4,0,26,36,3,62,1290,462,630,98,2476,4205,585,7258,20,3,4,0,26,28,0,53,22,3,3,0,31,48,3,80,3,4,0,0,10,14,0,21,35,38,17,0,95,48,17,161,84,48,21,0,161,135,19,316,46,40,21,0,106,90,17,210,20851,21073,9739,841,52499,22937,3226,78662
6004,7390,7979,3431,300,19105,6651,922,26679,312,119,171,34,634,1332,122,2085,206,153,84,17,457,277,69,803,524,270,253,48,1091,1609,189,2884,391,130,234,19,775,1573,116,2465,15,3,8,0,26,75,15,109,4,3,3,0,14,110,3,124,8,7,11,0,27,55,6,87,422,144,253,22,840,1801,142,2783,0,4,0,0,4,10,0,14,4,0,0,0,5,12,0,20,0,3,0,0,6,3,0,6,17,8,9,3,38,29,8,80,24,20,9,3,49,57,8,119,18,23,6,0,55,58,8,117,8378,8443,3950,369,21137,10174,1266,32582
6005,1663,1331,609,36,3640,1248,105,4990,65,11,48,3,127,389,8,525,3,0,0,0,3,21,0,21,66,11,48,3,128,408,8,545,5,3,3,0,9,50,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,3,3,0,9,53,0,60,4,0,0,0,9,26,0,31,4,3,0,0,9,18,0,25,0,0,0,0,0,0,0,0,0,5,0,0,11,4,3,16,13,5,3,0,25,46,0,71,0,3,0,0,4,7,0,15,1749,1360,665,43,3815,1760,113,5685
7000,3438,5899,2087,368,11799,2282,423,14496,228,298,139,29,687,326,27,1039,8,6,0,0,17,24,0,39,241,300,138,30,707,350,26,1081,156,94,61,15,328,452,70,852,15,5,6,3,37,67,10,115,8,3,7,0,19,41,3,61,4,0,0,0,4,11,0,11,190,104,78,18,381,576,80,1044,177,47,16,3,248,308,21,578,22,6,3,0,30,43,0,75,73,43,11,10,136,112,11,257,22,11,6,0,40,16,3,61,296,108,35,19,454,485,36,973,74,70,24,0,174,106,11,291,4240,6477,2359,433,13514,3793,578,17882
7001,1350,1966,609,70,3997,787,264,5042,328,250,143,21,737,662,85,1485,129,146,60,10,344,249,48,645,461,395,203,30,1087,916,131,2133,45,18,21,4,91,175,18,281,3,0,0,0,6,10,3,19,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,7,52,24,21,4,95,186,26,308,51,11,0,0,63,100,0,164,3,0,0,0,10,22,0,32,5,6,3,0,14,11,0,18,56,97,37,0,191,86,19,298,118,108,40,0,267,219,22,511,12,9,6,0,22,41,0,71,1988,2489,882,104,5468,2156,441,8059
7002,6081,10393,2772,275,19517,2957,1084,23557,633,507,305,44,1486,967,169,2623,564,503,190,27,1282,562,170,2018,1193,1007,499,66,2771,1530,337,4636,888,760,393,53,2104,1433,262,3801,553,318,115,22,999,561,191,1755,1524,753,189,46,2520,1427,506,4450,4,0,0,0,10,3,0,11,2976,1834,698,125,5631,3426,963,10022,189,34,19,0,238,185,8,430,26,11,0,0,39,48,4,88,8,4,0,0,18,14,3,36,36,38,12,3,83,38,13,133,256,86,32,7,373,280,34,687,54,48,10,7,118,89,9,213,10558,13365,4009,484,28416,8277,2425,39116
8000,85,125,16,3,226,45,3,271,3,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,86,125,16,3,232,52,3,291
8001,27388,43973,11039,938,83338,17239,3238,103815,3371,2735,1672,168,7948,6802,662,15406,3229,2887,1386,193,7690,3778,1168,12637,6601,5627,3063,353,15639,10574,1827,28041,1175,576,380,68,2200,2934,395,5525,1985,893,370,117,3361,3606,835,7796,3124,918,349,117,4506,4748,965,10229,33,25,16,3,74,113,10,202,6322,2415,1109,301,10149,11399,2206,23754,0,0,7,0,10,27,0,35,12,6,9,0,26,69,15,102,0,0,0,0,0,6,0,11,9,24,10,0,49,16,0,62,23,28,25,3,84,116,15,211,65,51,19,0,130,144,26,299,40396,52090,15250,1599,109343,39474,7316,156131
9000,364,346,111,9,835,282,11,1130,9,16,8,0,43,16,0,54,7,8,4,0,18,10,3,29,17,30,9,0,62,25,3,87,4,7,3,0,17,28,0,49,11,27,7,3,49,8,3,59,0,3,0,0,6,4,0,5,0,0,0,0,0,0,0,3,22,38,10,3,65,43,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,4,0,10,9,0,0,0,6,5,0,12,3,0,3,0,6,8,0,16,413,418,138,13,980,369,20,1360
