SUA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
2015,0,0,0,4,0,3,0,0,0,9,0,3,0,0,0,4,10,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,14,5,0,0,0,0,24,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,4,18,18,4,46,0,3,5,24,11,11,3,9,0,70,0,0,0,0,0,3,5,0,0,10,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,7,7,12,4,4,0,0,0,40,0,0,0,3,0,3,0,0,0,10,0,0,0,5,6,4,6,0,0,18,0,7,0,3,3,0,0,0,0,14,0,3,0,9,3,3,3,0,0,22
2016,0,9,0,8,0,8,3,6,0,30,0,0,0,7,15,48,102,97,33,306,0,0,0,8,0,0,0,0,0,10,0,0,3,10,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,4,3,8,11,56,6,7,0,0,0,98,0,0,0,0,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,14,0,0,0,0,0,6,25,17,9,62,13,44,48,65,44,26,23,9,0,275,0,0,0,4,0,3,6,3,0,16,0,35,15,72,15,5,0,0,0,138,0,0,0,0,3,3,0,0,0,5,3,21,18,67,3,6,0,0,0,112,0,0,0,3,3,0,0,0,3,5,0,0,0,12,8,9,21,6,0,53,0,0,0,3,7,0,0,0,0,11,0,12,11,14,13,3,0,3,0,64
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,22,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,20,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,26,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
2018,0,0,0,10,4,15,10,4,4,54,0,0,0,0,20,49,73,72,42,255,0,0,0,6,0,0,0,0,0,17,0,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,9,0,0,0,24,0,0,0,3,0,14,39,13,9,80,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,13,0,0,5,3,7,25,61,37,12,153,0,5,9,54,30,37,26,7,0,171,0,0,0,0,0,7,15,4,3,27,0,0,0,12,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,9,9,27,15,10,3,0,0,74,0,0,0,5,0,10,4,0,3,26,0,0,3,8,15,36,43,26,4,142,0,0,4,3,0,0,0,0,0,8,0,10,3,14,11,12,3,4,0,58
2019,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,12,52,32,15,127,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,3,0,20,6,7,39,0,0,7,15,10,8,10,0,0,53,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,7,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,5,11,3,0,30,0,0,0,0,0,3,0,0,0,3,0,0,5,10,6,7,3,0,0,29
2020,0,0,0,9,4,4,3,10,4,30,0,0,0,0,8,9,23,18,3,64,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,9,18,54,34,9,131,0,10,21,55,36,16,29,4,3,176,0,0,0,3,4,3,5,4,3,25,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,4,12,0,3,0,0,0,16,0,0,0,4,0,5,0,3,0,15,0,0,0,3,10,13,24,13,3,73,0,0,0,3,0,0,0,0,0,7,0,11,7,22,12,7,9,0,0,57
2021,0,4,0,9,10,0,3,0,3,27,0,0,3,4,0,0,4,3,0,18,0,0,0,7,0,0,0,0,0,8,0,0,29,41,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,3,5,13,0,5,0,0,0,28,0,0,0,0,0,0,7,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,8,19,12,3,52,3,21,16,55,29,28,11,4,0,177,0,0,0,0,4,3,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,11,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,9,12,10,3,50,0,0,0,0,0,0,0,0,0,8,0,4,6,8,5,3,0,0,0,26
3000,5,22,27,176,66,64,101,39,14,518,4,3,60,143,50,164,384,426,226,1461,5,16,70,121,11,11,10,5,0,239,8,17,119,367,10,3,3,0,0,520,0,0,0,4,5,3,8,3,0,25,0,3,21,92,59,53,16,16,0,271,0,0,3,3,14,57,122,53,12,268,0,0,0,5,9,12,12,3,0,48,0,3,17,75,15,6,3,5,0,121,0,4,11,78,3,3,0,0,0,104,0,9,17,100,107,264,521,217,53,1281,43,362,501,2161,1749,1977,1488,374,53,8697,0,5,3,32,21,45,73,35,0,218,4,3,0,45,7,5,0,3,0,68,8,51,62,270,217,171,60,14,0,844,46,274,194,690,195,32,23,4,3,1463,0,0,6,36,12,36,43,9,12,158,4,27,36,118,159,253,361,129,29,1119,0,8,16,31,23,18,17,6,0,109,12,123,161,425,305,186,131,45,4,1392
3001,38,223,178,1759,508,328,366,178,78,3645,9,55,126,553,264,449,803,780,342,3375,46,195,364,594,181,95,54,13,5,1548,85,388,1138,3199,557,228,87,37,5,5725,5,14,19,177,117,93,85,29,3,534,77,230,916,1743,695,610,381,155,25,4839,0,7,8,28,44,111,172,80,15,468,0,8,29,108,58,75,70,20,9,377,7,69,204,583,165,116,66,31,9,1239,8,59,350,1138,57,26,7,0,0,1644,11,70,90,431,369,543,1018,529,174,3229,670,5129,7288,18530,8841,6670,3534,1110,285,52047,4,36,36,301,233,187,243,116,15,1167,56,207,309,1167,186,85,34,14,0,2048,23,232,461,1152,851,552,214,126,24,3634,88,739,1133,2983,1201,572,199,59,15,6986,0,16,28,411,162,306,186,99,81,1286,20,222,271,1106,1147,1150,1033,633,181,5772,49,201,470,834,250,206,103,39,5,2155,72,846,1789,3823,2176,1201,658,219,59,10844
3002,0,8,6,7,4,12,11,7,0,51,0,0,13,21,4,12,34,56,11,146,0,0,11,11,0,0,0,0,0,22,0,3,10,54,4,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,3,0,0,0,33,0,0,0,0,0,4,8,4,4,23,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,3,0,0,11,0,0,0,31,0,3,0,0,0,35,0,0,3,8,9,20,55,28,10,134,3,40,39,146,104,127,113,41,15,628,0,3,0,5,3,3,4,6,0,31,0,0,0,12,0,0,0,0,0,15,0,6,12,10,5,9,0,3,0,49,7,27,10,37,10,3,0,0,0,90,0,0,0,0,0,0,3,3,0,9,0,3,3,12,18,22,44,32,6,142,0,4,0,5,3,0,0,0,0,11,0,19,19,38,25,25,18,13,0,158
3003,0,18,7,59,35,26,33,7,0,182,0,8,17,66,41,27,72,67,20,316,8,68,53,206,92,18,21,3,0,472,11,22,61,281,33,5,3,0,0,410,0,0,0,4,0,3,8,0,0,14,8,8,13,42,28,22,14,8,0,137,0,0,3,0,7,14,14,4,0,38,0,3,0,3,6,3,4,4,3,33,0,3,5,36,3,0,0,0,0,54,5,62,64,32,3,0,0,0,0,160,0,8,9,52,40,53,71,30,3,263,15,133,184,644,475,448,271,71,11,2262,0,3,0,14,9,11,9,7,0,58,0,3,3,17,3,4,0,0,0,33,14,156,177,261,147,77,30,10,0,869,11,57,72,205,71,43,10,0,3,474,0,0,0,25,11,19,6,4,3,67,3,8,12,68,71,71,57,28,4,320,0,3,6,13,10,3,3,0,0,48,3,32,50,111,74,42,23,11,0,344
3004,0,0,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,25,40,112,66,44,18,3,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,9,4,21,15,31,17,0,0,0,0,98,0,0,0,3,0,0,0,0,0,3,0,3,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,18,31,20,6,0,0,0,74
3005,0,4,3,15,3,9,0,3,0,35,0,0,0,4,4,0,7,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,5,0,7,0,18,15,5,0,0,0,37,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,3,11,8,6,3,35,16,91,114,308,188,165,58,10,0,947,0,0,0,0,3,0,0,0,0,7,0,3,0,7,0,0,0,0,0,11,0,3,4,13,9,4,0,0,0,35,7,94,51,129,57,12,3,0,0,352,0,0,0,0,0,5,4,0,0,14,0,3,3,21,17,25,14,6,0,92,0,0,0,3,3,4,3,0,0,13,0,43,65,91,73,26,6,0,0,306
3006,4,73,45,293,117,85,100,79,34,842,0,13,38,165,95,162,300,205,99,1077,24,167,199,564,220,127,117,23,12,1448,19,131,277,669,228,105,39,27,4,1502,0,0,3,30,48,35,27,13,4,173,6,40,105,227,154,128,68,26,3,744,0,3,0,10,11,51,110,71,12,267,0,6,11,55,42,31,29,12,7,186,0,0,3,17,3,14,6,7,0,48,0,7,89,214,8,3,0,0,0,321,0,13,25,76,119,143,355,214,83,1027,180,1778,2653,7627,3825,3110,2224,908,218,22534,0,8,15,76,53,46,80,56,16,347,3,15,38,143,33,9,7,5,0,260,0,18,44,164,143,83,26,20,3,499,26,122,194,523,203,96,55,25,0,1253,0,10,5,91,49,95,82,62,28,420,8,75,77,265,319,308,410,261,84,1797,11,30,64,122,57,69,37,10,4,400,22,271,523,1106,649,469,264,120,20,3443
3007,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,8,0,30,0,11,9,38,34,35,35,14,3,177,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,4,0,0,13,0,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,10,5,0,29,0,0,0,3,0,0,3,0,0,4,0,0,7,10,12,3,0,3,0,34
3008,0,3,0,5,10,7,9,9,3,46,0,0,0,10,3,4,16,15,4,55,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,0,3,0,0,34,0,0,0,0,3,8,15,8,0,41,0,0,0,3,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,20,0,0,0,0,0,20,0,0,0,3,3,14,62,35,13,139,9,52,42,140,126,157,181,89,12,802,0,0,0,0,4,3,4,11,0,25,3,3,0,11,0,0,0,0,0,22,0,0,3,3,10,5,0,0,0,25,0,6,16,20,3,3,0,0,0,52,0,0,0,4,0,0,3,0,0,13,0,0,0,11,24,37,53,33,6,169,0,0,0,4,3,0,0,0,0,5,0,15,11,29,32,21,17,9,0,140
3009,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,10,26,20,8,8,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,12,20,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,0,21
3010,0,5,3,35,6,8,8,6,3,73,0,0,0,10,0,7,30,25,13,78,0,0,0,3,3,0,0,0,0,7,0,0,5,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,25,5,3,0,0,0,37,0,0,0,0,0,16,38,18,6,85,0,0,0,7,3,0,0,0,0,14,0,0,0,3,3,0,0,0,0,7,0,0,0,19,0,0,0,0,0,24,0,0,0,8,19,14,30,15,3,92,14,83,113,357,238,200,113,26,7,1143,0,0,0,6,3,3,6,0,0,18,0,3,3,12,3,5,0,0,0,28,0,4,7,19,14,4,3,0,0,52,16,113,94,249,98,22,3,0,0,601,0,0,0,11,3,3,0,0,0,16,0,7,3,23,11,25,31,11,7,117,0,0,0,4,3,4,0,0,0,13,0,66,105,143,125,45,11,6,0,502
3011,0,0,0,0,5,3,0,3,0,11,0,0,0,0,0,3,3,3,3,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,14,6,4,41,0,8,11,49,47,44,39,15,6,218,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,18,0,0,3,9,0,0,3,0,0,20,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,7,16,11,3,38,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,3,0,0,17
3012,0,0,0,4,8,3,5,0,0,23,0,0,0,3,0,0,4,3,3,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,3,11,60,78,186,74,53,15,6,0,482,0,0,0,3,0,0,3,3,0,7,0,4,0,6,0,0,0,0,0,12,0,13,3,24,4,0,0,0,0,47,5,30,18,67,24,7,0,0,0,153,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,7,4,0,17,0,0,0,3,0,0,0,0,0,3,0,13,6,38,11,3,0,0,0,70
3013,4,10,3,11,7,0,3,0,0,39,0,0,0,3,0,4,9,3,0,20,0,0,0,0,0,0,3,0,0,9,3,4,4,25,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,5,0,15,8,7,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,64,10,3,3,0,0,100,0,11,7,36,3,3,0,0,0,56,0,0,0,0,3,7,25,11,8,63,4,46,60,184,105,111,51,12,0,581,0,0,0,4,0,0,3,5,0,12,0,9,9,13,4,0,0,0,0,34,0,6,4,28,7,10,0,0,0,56,5,59,51,161,30,5,4,0,0,314,0,0,0,3,0,0,0,0,0,9,0,3,5,5,8,24,28,3,3,83,0,0,0,9,7,3,3,0,0,17,0,11,37,56,49,11,4,3,0,170
3014,8,45,18,108,66,38,58,27,19,400,0,10,6,70,30,52,68,73,26,335,3,19,17,28,5,3,5,3,0,89,11,22,27,111,4,6,0,0,0,178,0,0,0,7,8,10,3,0,0,32,0,11,13,41,36,28,13,7,3,159,0,0,0,0,11,16,32,25,5,87,0,3,0,7,12,17,7,3,3,45,0,0,0,7,3,4,0,3,3,27,0,10,12,88,0,3,0,0,0,108,0,15,18,64,68,102,183,142,48,644,46,409,544,1791,1180,1262,921,409,111,6676,0,11,5,23,24,37,51,26,10,198,0,4,0,30,0,0,5,0,0,46,0,16,17,95,95,52,11,11,0,307,7,44,51,130,30,8,5,3,3,278,0,5,3,41,13,16,23,15,7,121,3,34,40,133,157,170,232,134,46,945,3,8,12,19,25,13,4,3,0,92,13,124,201,467,294,211,130,61,11,1512
3015,0,3,7,26,10,14,13,17,3,94,0,4,0,8,8,10,21,12,8,71,0,13,8,6,0,0,0,0,0,32,4,10,13,65,4,0,0,0,0,97,0,0,0,0,0,0,3,0,0,10,6,8,13,47,23,17,3,5,0,111,0,0,0,3,3,3,0,0,0,11,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,9,22,97,4,0,0,0,0,134,0,0,0,9,15,30,43,33,14,152,3,60,91,287,183,175,93,35,19,951,0,0,0,5,3,7,5,3,3,31,5,22,28,50,10,0,0,0,0,122,0,3,37,51,56,13,4,4,0,159,9,43,47,120,44,20,0,0,0,278,0,0,0,8,0,4,0,4,0,22,0,0,3,16,26,37,48,29,6,165,3,14,5,31,17,11,3,3,0,79,3,43,66,121,78,52,27,17,0,401
3016,0,8,6,69,19,12,10,9,4,141,0,6,7,24,20,30,63,60,28,245,0,9,6,9,3,3,0,0,0,26,3,13,14,88,11,6,0,0,0,129,0,0,0,0,3,0,0,0,0,7,5,3,14,58,49,29,7,6,0,165,0,0,0,0,3,11,13,3,0,26,0,3,0,12,6,0,4,0,0,16,0,6,4,27,8,0,4,0,0,52,0,8,4,39,5,0,0,0,0,58,0,7,7,26,17,28,52,24,4,168,19,136,202,619,381,366,170,67,8,1975,0,0,4,9,6,10,18,3,3,55,0,9,3,29,4,3,0,0,0,46,4,42,82,130,71,50,7,4,0,394,6,93,111,196,98,28,8,5,0,544,0,0,5,15,3,7,6,0,4,34,0,10,13,42,46,72,62,37,5,289,0,6,4,29,16,12,0,3,0,69,3,40,119,160,86,48,16,11,4,490
3017,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,4,4,0,17,3,11,4,25,21,21,21,4,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,3,4,6,0,0,0,0,0,9,0,6,9,15,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,15,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,3,0,0,0,28
3018,0,3,0,5,7,0,3,3,0,22,0,0,0,0,0,3,0,3,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,13,9,3,36,0,13,36,70,48,57,39,5,3,277,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,11,0,3,4,3,3,3,0,0,0,18,0,0,0,4,0,0,0,0,0,4,0,0,0,3,7,6,6,4,0,38,0,0,0,0,0,0,0,0,0,0,0,4,4,18,15,5,3,4,0,58
4000,0,10,6,44,25,26,34,23,0,164,0,0,21,34,28,61,90,95,36,362,0,0,0,8,0,4,0,0,0,19,0,6,27,23,0,0,0,0,0,54,0,0,0,4,3,3,4,0,0,18,0,3,9,33,15,15,0,0,0,80,0,0,0,0,0,14,18,7,3,44,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,11,0,3,9,18,40,142,266,86,23,586,3,48,76,288,247,238,159,47,3,1118,0,0,3,6,8,28,28,8,5,93,4,14,4,36,9,3,0,0,0,72,0,3,0,9,25,5,5,3,0,50,6,93,43,185,28,3,3,0,0,368,0,0,0,11,3,15,11,10,13,58,0,21,8,43,86,165,169,87,27,604,0,0,0,4,3,6,6,0,0,24,0,22,37,97,62,38,23,12,3,297
4001,12,93,64,420,202,224,227,154,71,1470,10,34,82,371,556,1422,2436,2560,986,8464,21,56,102,160,49,24,16,6,0,437,21,227,360,714,209,53,14,7,0,1605,15,21,49,184,129,164,117,67,23,764,50,237,771,1219,382,284,306,97,23,3367,0,0,0,17,48,145,254,127,34,622,0,4,4,41,9,7,12,6,5,97,3,77,143,338,81,31,10,9,0,689,32,211,319,806,34,17,5,4,0,1421,3,37,48,163,177,478,870,399,139,2318,40,289,414,1606,960,889,531,169,38,4946,0,22,19,100,149,171,216,106,29,813,86,337,296,914,142,47,10,13,0,1834,3,15,13,145,113,49,14,8,7,375,56,451,649,1656,596,264,82,36,9,3803,0,28,40,478,257,556,355,171,159,2049,14,126,188,592,865,1120,992,607,208,4707,24,121,210,394,113,109,92,27,8,1100,16,253,471,826,523,290,186,67,19,2648
