SUA_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
3015,179,3866,451,4493,193,3868,386,4450,553,7143,646,8342,751,6251,592,7595,904,6245,600,7750,1020,5556,599,7172,634,4414,544,5589,315,2256,491,3066,91,727,266,1084,4638,40325,4575,49538,197,3792,397,4382,291,3657,311,4261,914,7106,569,8586,1246,6390,514,8153,1731,6321,560,8605,1792,5648,575,8019,979,4865,662,6507,421,2852,691,3972,69,1374,588,2035,7641,42010,4875,54519,372,7666,845,8878,485,7523,698,8708,1469,14242,1216,16926,1996,12643,1106,15745,2639,12563,1162,16361,2814,11205,1169,15189,1613,9278,1211,12097,741,5108,1190,7033,160,2099,855,3118,12285,82330,9447,104061
3016,273,5525,681,6485,301,6605,1061,7967,723,10891,1588,13209,934,9109,1180,11229,1199,8733,1112,11047,1132,7006,846,8984,613,4709,660,5978,251,2025,364,2631,70,620,148,835,5503,55226,7646,68377,307,5246,558,6116,400,6265,632,7297,1232,11024,1027,13284,1615,9414,877,11901,1978,8568,868,11415,1884,6573,728,9188,995,4435,660,6087,343,2400,474,3222,55,1128,193,1381,8811,55061,6020,69885,580,10774,1243,12604,705,12867,1687,15268,1958,21919,2619,26490,2553,18521,2059,23130,3176,17305,1979,22461,3012,13581,1576,18174,1603,9140,1324,12067,594,4425,833,5852,126,1744,341,2214,14313,110283,13667,138259
3017,21,451,66,535,19,424,34,482,44,632,50,722,75,586,54,715,129,696,67,886,136,701,56,897,105,650,89,846,48,333,67,452,19,86,21,127,596,4563,506,5660,32,411,33,482,29,370,31,427,107,640,43,785,157,649,53,861,194,745,57,993,201,734,75,1009,163,646,101,906,51,482,83,618,7,216,40,263,936,4894,516,6346,48,860,97,1010,46,793,69,910,144,1272,92,1515,231,1236,104,1573,317,1438,125,1879,344,1438,125,1902,270,1298,195,1755,102,815,150,1067,28,297,62,391,1537,9455,1021,12010
3018,30,530,56,613,28,428,49,506,53,777,107,940,79,846,137,1065,124,968,152,1245,157,951,151,1260,85,734,89,907,34,349,77,460,18,106,33,157,609,5683,863,7153,20,504,54,578,39,400,35,472,111,831,68,1010,160,880,79,1122,211,1016,120,1349,250,895,104,1245,135,710,95,940,55,416,73,542,9,211,36,261,1000,5857,665,7522,47,1039,105,1193,63,819,86,976,167,1604,182,1958,242,1726,223,2190,337,1984,278,2593,410,1846,253,2504,220,1442,186,1844,90,760,146,1000,23,317,77,418,1610,11538,1525,14671
4000,349,6311,1071,7732,335,5454,594,6388,924,10856,1347,13130,1437,11781,1492,14708,2179,15326,1867,19367,2780,16625,1939,21341,1843,13641,1935,17418,756,5806,1205,7763,184,1810,532,2523,10783,87607,11970,110366,396,5741,847,6983,423,4645,473,5540,1474,10173,991,12643,2248,11272,1086,14609,3480,13789,1445,18718,4250,14047,1625,19924,2394,11845,1677,15915,767,5777,1308,7849,142,2947,900,3991,15566,80242,10358,106168,742,12051,1916,14712,753,10102,1065,11920,2401,21032,2336,25767,3684,23056,2577,29319,5659,29116,3314,38092,7027,30673,3566,41265,4236,25480,3612,33335,1520,11584,2511,15617,321,4759,1428,6509,26351,167848,22330,216532
4001,1716,35200,2852,39773,2263,39982,2746,44992,5546,75946,5849,87345,7821,68947,5213,81979,10821,67744,5275,83838,11565,57924,4607,74098,7149,44517,4288,55961,3321,23321,3457,30090,1170,9306,1813,12284,51373,422882,36102,510352,1888,33839,2546,38276,2864,38295,2393,43549,8847,75565,5107,89518,12394,66525,4247,83173,17054,65449,4463,86968,18992,56938,4630,80558,10419,47412,4999,62830,3802,29096,4854,37755,787,17539,3347,21676,77049,430665,36585,544303,3604,69041,5400,78050,5123,78281,5137,88541,14397,151511,10959,176863,20217,135472,9459,165148,27873,133194,9734,170804,30553,114854,9237,154650,17569,91934,9282,118785,7116,52413,8310,67845,1960,26847,5160,33963,128419,853545,72684,1054657
4002,39,802,79,921,36,726,37,801,112,1421,103,1635,164,1368,96,1626,220,1577,138,1930,228,1427,114,1774,155,1068,134,1358,77,540,111,730,17,203,57,274,1053,9129,862,11051,68,811,72,952,52,688,51,793,200,1439,91,1724,254,1362,104,1719,364,1531,117,2014,412,1358,130,1892,198,1119,153,1479,98,662,176,928,16,361,73,444,1671,9321,959,11950,111,1612,148,1871,97,1415,84,1594,316,2854,187,3358,416,2733,200,3348,583,3104,254,3944,642,2783,238,3664,357,2190,288,2839,172,1199,287,1652,38,562,127,723,2727,18448,1824,23002
4003,29,454,71,547,26,508,94,628,98,969,224,1292,93,734,168,994,157,831,114,1096,148,787,80,1015,90,715,98,903,52,420,85,555,16,127,31,171,715,5536,958,7204,33,449,43,530,53,535,48,634,113,905,75,1097,158,695,69,930,227,845,78,1150,232,752,74,1056,120,770,119,1007,67,464,89,619,6,253,46,311,1008,5673,636,7319,60,903,117,1076,78,1040,140,1256,212,1874,302,2383,253,1431,232,1920,385,1678,192,2253,384,1541,153,2075,212,1477,215,1909,117,883,167,1166,22,378,77,478,1726,11208,1593,14526
4004,19,296,56,375,32,311,130,474,55,676,302,1027,90,511,231,830,88,664,164,910,89,690,126,906,73,497,96,673,38,207,41,287,7,56,14,79,494,3912,1158,5558,29,295,50,369,44,325,53,426,100,671,85,857,123,554,70,746,188,678,98,954,156,585,99,838,111,456,93,671,32,249,63,350,4,128,34,158,788,3942,642,5369,46,589,107,744,78,635,185,893,156,1343,387,1888,210,1068,297,1572,274,1339,257,1864,239,1275,228,1741,192,955,193,1339,74,461,107,635,11,184,45,245,1276,7848,1797,10931
4005,18,403,52,470,16,355,60,431,53,810,133,995,75,735,116,928,121,800,122,1046,138,768,121,1022,86,590,102,784,34,304,77,415,12,119,20,149,555,4872,811,6241,37,375,54,464,27,342,38,406,89,805,77,962,140,738,70,950,185,789,74,1051,220,728,107,1057,117,594,77,778,49,331,75,458,10,203,30,246,880,4906,600,6384,56,777,106,934,47,701,95,837,144,1618,207,1965,215,1472,191,1881,305,1594,198,2097,361,1498,228,2081,202,1180,181,1562,86,634,158,874,22,320,46,393,1437,9783,1409,12625
4006,28,420,44,486,26,373,22,421,48,603,65,715,74,620,66,765,128,785,83,988,110,705,77,896,78,585,65,727,54,315,57,435,13,106,21,141,565,4501,502,5574,24,382,55,458,26,347,28,405,100,611,49,760,144,588,53,785,188,709,65,965,207,621,71,898,124,626,108,855,40,429,90,558,3,236,40,283,858,4553,563,5977,49,798,98,945,53,718,47,823,147,1214,115,1472,220,1207,123,1551,319,1498,145,1962,315,1329,150,1790,206,1211,173,1588,96,742,150,993,15,343,65,421,1428,9063,1069,11548
4007,24,422,61,507,16,355,38,411,65,693,59,810,107,841,84,1033,169,982,85,1237,266,1399,116,1784,326,2043,184,2553,170,1229,198,1596,40,403,109,558,1180,8371,929,10475,24,432,50,503,31,321,36,386,87,712,44,847,180,863,64,1107,311,1025,94,1433,520,1537,134,2190,452,2247,231,2930,160,1225,237,1620,51,584,135,767,1823,8952,1022,11801,49,856,110,1011,46,681,71,796,149,1402,104,1656,290,1707,150,2144,479,2006,180,2665,789,2937,250,3972,781,4291,412,5481,330,2454,439,3221,91,993,242,1323,2996,17326,1952,22274
4008,23,609,72,699,42,566,72,678,87,1115,130,1338,137,1076,109,1322,221,1350,129,1699,167,1063,118,1347,114,712,115,946,55,425,93,568,10,120,35,165,860,7022,879,8758,37,539,59,642,55,533,50,631,168,1142,117,1427,225,967,64,1253,309,1077,129,1510,272,948,113,1331,149,781,139,1069,56,486,135,678,6,192,59,262,1270,6666,865,8810,58,1150,137,1344,94,1097,122,1305,256,2257,248,2761,363,2039,175,2575,532,2422,259,3210,438,2005,234,2675,268,1496,252,2016,110,907,227,1247,17,312,98,429,2128,13688,1747,17567
5000,333,6323,1421,8080,398,5964,1429,7795,1118,15638,4550,21312,1454,16099,4134,21685,1951,18175,3847,23974,2115,16894,2991,22006,1362,11777,2088,15227,487,4528,1137,6148,122,1084,353,1563,9349,96487,21949,127785,412,5358,1189,6959,481,5065,814,6359,1607,13164,2170,16946,2077,13451,2034,17564,2994,14745,2286,20026,3271,13752,2100,19121,1633,9430,1695,12755,548,4101,1182,5834,103,1481,498,2076,13121,80553,13976,107646,748,11677,2614,15042,877,11031,2249,14153,2732,28802,6727,38263,3527,29557,6169,39249,4945,32917,6132,44000,5388,30650,5087,41122,2992,21205,3779,27980,1038,8626,2319,11983,227,2568,847,3642,22471,177037,35926,235436
5001,51,962,116,1133,35,737,117,894,89,1415,291,1804,172,1431,234,1837,231,1674,194,2100,289,1631,191,2111,199,1385,176,1763,102,762,145,1011,35,301,87,424,1217,10303,1558,13079,53,877,91,1020,54,649,50,756,177,1487,107,1773,268,1581,119,1972,409,1728,154,2297,539,1675,152,2369,291,1463,191,1944,135,878,207,1220,22,449,120,589,1950,10788,1205,13938,108,1836,202,2152,96,1388,166,1655,271,2905,403,3575,448,3010,351,3806,641,3404,348,4398,826,3305,343,4480,492,2849,371,3711,237,1642,357,2232,52,752,208,1014,3162,21090,2762,27017
5002,9,310,78,400,12,243,60,318,43,932,217,1190,62,868,192,1117,74,771,130,979,51,655,127,833,24,285,79,391,11,79,24,115,0,11,8,19,285,4162,907,5354,16,226,60,305,17,291,52,366,71,1079,191,1339,110,932,169,1214,108,721,131,954,99,572,124,799,30,209,43,281,10,65,18,89,0,17,7,29,458,4115,795,5372,29,534,138,706,33,536,113,676,111,2011,406,2528,171,1801,361,2338,179,1492,261,1932,143,1235,250,1630,54,496,119,671,16,140,44,200,0,36,13,44,745,8277,1705,10726
5003,105,2112,237,2448,92,1730,183,2003,231,3817,481,4528,326,3928,484,4747,454,3939,470,4860,492,3344,378,4206,316,2433,325,3073,141,1078,231,1453,33,364,82,478,2191,22744,2870,27803,119,1980,210,2302,127,1632,141,1898,423,4060,353,4832,581,3998,333,4909,841,3882,344,5069,908,3286,343,4536,467,2414,353,3234,180,1286,303,1765,35,681,139,847,3672,23220,2513,29410,219,4090,439,4752,217,3368,323,3903,656,7878,835,9364,907,7925,821,9656,1295,7821,809,9928,1399,6626,717,8744,775,4849,680,6303,323,2361,533,3221,65,1041,220,1333,5860,45965,5380,57207
5004,31,949,117,1101,33,631,60,720,93,1526,182,1805,157,1973,204,2334,202,1979,223,2413,261,1780,200,2236,180,1697,214,2094,84,760,146,993,29,228,81,339,1066,11532,1434,14025,45,877,107,1022,28,639,65,741,158,1663,143,1968,265,2161,175,2600,389,1965,179,2528,465,1811,206,2482,290,1629,220,2142,88,838,204,1136,12,350,151,514,1749,11929,1446,15128,75,1827,226,2120,63,1277,121,1462,255,3191,330,3772,420,4137,372,4933,595,3947,402,4940,729,3592,399,4720,476,3322,434,4236,171,1599,356,2125,40,574,232,851,2814,23461,2879,29151
5005,14,358,74,446,11,288,42,342,40,513,93,648,64,538,101,700,62,720,133,911,81,577,97,756,48,460,99,606,28,212,56,293,6,67,18,91,349,3732,711,4796,20,327,65,411,18,234,27,283,65,559,83,706,90,583,67,738,131,616,113,859,131,555,93,782,80,434,101,617,42,238,75,352,5,116,32,160,589,3667,660,4916,29,678,140,855,27,524,69,624,105,1067,178,1354,159,1116,171,1444,197,1336,243,1778,212,1138,186,1539,134,894,195,1225,66,452,130,651,8,185,50,247,936,7403,1375,9712
5006,53,1103,174,1327,51,913,142,1104,125,1806,322,2256,192,1869,290,2348,264,2110,288,2667,250,1744,254,2242,133,1257,179,1574,95,576,159,829,27,169,68,270,1188,11542,1875,14611,58,1113,132,1306,87,849,116,1051,242,1856,239,2346,295,1932,227,2449,447,2061,242,2746,418,1658,214,2292,215,1172,192,1574,93,638,177,909,10,272,69,350,1864,11553,1609,15022,110,2214,305,2627,136,1765,255,2153,369,3669,560,4596,487,3797,520,4803,713,4168,531,5410,667,3395,467,4531,345,2437,366,3154,189,1210,337,1735,38,446,139,620,3058,23095,3489,29636
5007,37,756,112,904,48,915,135,1096,99,2216,355,2668,142,1870,312,2323,142,1791,298,2234,111,1361,256,1723,46,617,128,789,14,187,50,251,0,40,10,49,644,9749,1644,12039,43,740,109,890,42,784,115,943,184,2132,287,2608,217,1737,216,2175,231,1504,192,1929,152,1069,194,1410,55,447,82,586,28,218,63,302,0,74,27,100,956,8688,1295,10945,83,1496,222,1796,88,1695,253,2037,286,4349,643,5279,365,3611,531,4500,376,3290,498,4164,259,2431,442,3130,108,1064,210,1377,45,399,109,558,3,116,40,153,1602,18439,2943,22980
5008,12,367,80,457,10,390,80,483,78,1371,258,1713,88,1274,240,1599,56,893,185,1136,37,561,93,688,13,127,25,173,0,17,4,21,0,11,0,11,289,5017,961,6273,13,317,48,367,13,410,66,489,108,1361,204,1678,113,1060,150,1328,78,727,122,922,36,372,76,482,7,96,22,121,0,14,8,22,0,3,0,3,364,4352,698,5413,22,678,127,825,29,802,139,966,192,2731,466,3392,199,2334,388,2926,130,1620,305,2058,74,934,165,1168,20,225,55,293,0,33,15,44,0,7,0,7,659,9363,1662,11688
5009,2257,53269,4652,60176,2820,58828,5460,67101,7382,129327,13953,150661,9766,112107,10811,132686,12492,102847,9587,124933,12617,80650,7650,100918,7825,58179,6406,72412,3778,27793,4885,36448,1120,8827,2589,12534,60066,631829,65987,757873,2636,50767,4238,57641,3580,55808,4703,64093,11656,128394,11475,151521,15936,110195,8591,134718,20833,99088,7949,127874,21765,78896,7097,107757,11900,58146,6951,77000,4430,33197,6703,44326,826,16041,4922,21790,93559,630532,62632,786721,4889,104038,8888,117817,6397,114632,10166,131189,19038,257721,25430,302182,25701,222307,19401,267409,33326,201933,17537,252800,34385,159546,14747,208679,19727,116325,13359,149417,8203,60990,11585,80772,1949,24872,7510,34331,153624,1262358,128616,1544598
5010,16,251,53,315,10,316,78,397,55,1268,270,1588,57,1002,212,1273,63,839,199,1102,30,541,137,707,10,135,47,193,3,35,16,56,3,11,8,18,241,4398,1001,5638,17,246,69,335,21,352,82,456,91,1204,255,1548,77,796,161,1038,64,641,142,848,49,330,84,463,12,96,35,143,3,36,16,45,0,7,5,12,341,3706,847,4889,27,493,122,650,30,667,160,857,146,2472,524,3133,138,1801,369,2305,124,1480,339,1947,83,868,224,1170,26,238,74,337,6,69,25,103,3,15,7,32,581,8104,1849,10528
5011,5,289,49,345,14,266,27,302,35,654,97,786,64,698,104,860,72,661,86,819,47,421,53,528,40,365,59,465,13,162,73,242,3,21,33,56,300,3533,574,4410,18,258,40,320,15,295,36,345,83,784,86,954,93,653,68,815,111,594,72,778,110,430,54,592,69,365,71,504,18,140,71,227,3,31,59,99,516,3545,567,4632,25,547,95,660,28,561,61,652,120,1440,186,1741,156,1350,175,1678,184,1254,158,1597,157,855,110,1126,106,730,133,970,24,297,143,470,7,54,91,150,817,7083,1144,9046
6000,184,3627,602,4412,187,3037,335,3560,463,5620,598,6683,787,6562,717,8066,1227,8892,1017,11138,1702,10146,1234,13077,1111,8280,1282,10677,404,3324,776,4501,68,796,226,1088,6134,50272,6783,63194,174,3337,536,4044,223,2637,311,3167,849,5690,596,7132,1298,6556,668,8524,2064,8453,944,11459,2552,9030,1066,12643,1363,7217,1155,9734,358,3093,825,4270,74,1155,286,1520,8942,47163,6383,62485,356,6964,1133,8459,410,5667,646,6720,1307,11307,1192,13807,2089,13117,1385,16584,3287,17347,1961,22591,4255,19169,2298,25721,2479,15499,2431,20410,758,6413,1602,8770,142,1950,509,2604,15077,97440,13163,125680
6001,42,819,78,935,37,673,58,766,96,1184,92,1372,139,1166,95,1395,176,1410,143,1724,208,1324,118,1649,149,1083,171,1404,96,621,117,831,13,190,42,251,949,8471,914,10331,38,744,72,854,66,677,38,776,194,1217,99,1513,253,1178,104,1534,303,1462,121,1893,384,1362,131,1881,237,1132,186,1551,70,793,163,1021,8,358,66,432,1556,8913,987,11457,74,1564,152,1793,102,1345,92,1546,293,2400,189,2882,391,2343,199,2935,482,2871,265,3616,590,2690,247,3533,381,2218,359,2953,164,1410,280,1850,24,548,111,683,2502,17387,1901,21788
6002,39,768,90,894,39,659,45,748,97,1362,113,1567,153,1320,111,1582,250,1444,122,1821,247,1480,165,1888,177,1256,187,1622,87,636,139,864,22,203,62,286,1120,9131,1028,11278,46,797,60,903,66,699,37,796,175,1390,88,1652,316,1377,99,1792,408,1520,112,2038,438,1447,167,2051,287,1380,252,1912,89,775,201,1067,15,411,105,538,1845,9793,1118,12758,89,1567,145,1802,101,1364,74,1545,270,2748,205,3222,471,2690,206,3372,660,2963,234,3857,680,2928,330,3943,464,2636,438,3536,179,1412,343,1935,40,614,166,822,2958,18925,2145,24032
6003,252,5614,484,6347,311,5815,516,6641,770,11185,1073,13027,1073,10136,882,12093,1607,10407,946,12968,1821,9785,952,12559,1176,7473,875,9526,546,3785,648,4976,189,1358,267,1824,7746,65569,6637,79951,323,5321,504,6149,407,5710,417,6539,1274,11447,812,13533,1809,10697,771,13281,2651,10459,786,13897,3041,9921,941,13905,1705,7973,975,10652,622,4701,933,6252,120,2572,527,3219,11948,68798,6674,87423,575,10935,988,12496,722,11527,935,13179,2048,22627,1885,26558,2879,20832,1655,25366,4257,20867,1738,26861,4861,19708,1893,26463,2876,15449,1852,20178,1162,8489,1574,11231,310,3935,798,5044,19692,134368,13315,167374
6004,94,2573,256,2917,151,2815,251,3215,331,4352,389,5073,434,3989,360,4787,587,4329,421,5339,665,3815,386,4865,450,3061,452,3965,214,1518,271,1995,61,562,137,763,2992,27009,2911,32912,107,2392,256,2751,171,2598,215,2976,576,4243,362,5188,815,4171,342,5327,1078,4348,404,5833,1188,3868,446,5503,670,3264,519,4457,254,2024,425,2709,42,1169,250,1464,4902,28084,3220,36204,202,4964,503,5676,322,5407,466,6194,911,8598,748,10257,1247,8163,708,10115,1664,8680,823,11175,1856,7681,823,10364,1128,6323,972,8421,462,3543,694,4700,103,1727,386,2226,7897,55089,6131,69119
6005,19,386,47,445,15,330,23,370,46,528,45,620,58,587,37,678,97,767,53,910,134,833,54,1028,116,683,82,883,44,385,84,510,16,94,32,139,536,4596,458,5595,20,351,36,415,20,273,18,314,76,559,47,684,130,604,33,770,180,786,64,1031,223,803,78,1110,147,741,102,996,43,466,106,608,14,179,52,243,863,4773,542,6172,39,740,80,858,41,607,39,683,121,1082,94,1299,189,1194,72,1456,274,1553,112,1949,358,1644,135,2137,265,1426,191,1880,86,847,191,1122,23,276,87,383,1399,9367,999,11766
7000,286,2029,821,3135,297,2245,764,3306,674,4735,1468,6873,568,4032,1178,5777,522,3929,1141,5594,333,2948,792,4073,161,1509,424,2092,34,368,127,532,3,54,17,80,2875,21847,6722,31446,297,1820,642,2756,387,2085,578,3047,870,4749,1155,6777,856,3797,949,5602,759,3606,932,5300,492,2588,612,3690,208,1143,286,1635,41,326,103,473,9,59,29,93,3918,20182,5281,29383,579,3846,1465,5887,682,4329,1338,6355,1541,9485,2620,13643,1423,7831,2127,11378,1278,7541,2074,10890,826,5536,1404,7759,368,2655,712,3731,78,693,229,1004,8,121,48,171,6792,42028,12002,60830
7001,38,645,106,790,38,546,109,691,105,1554,314,1976,137,1356,220,1713,148,1401,269,1810,115,1187,207,1502,43,534,123,700,24,162,39,224,0,39,9,53,647,7414,1401,9458,39,501,94,638,30,546,107,685,202,1724,366,2295,204,1444,242,1890,223,1482,249,1957,194,1148,236,1581,65,490,127,674,22,207,39,268,9,86,22,112,991,7625,1490,10098,78,1140,203,1423,69,1097,214,1377,308,3279,678,4265,336,2804,466,3603,373,2880,520,3769,305,2328,449,3085,108,1020,249,1373,48,370,77,492,9,121,33,164,1635,15039,2890,19560
7002,158,2888,510,3556,174,3852,828,4855,525,10303,2323,13144,651,8029,1681,10363,663,6812,1360,8831,517,5054,964,6527,298,2699,516,3521,110,846,180,1138,26,180,48,259,3119,40655,8413,52197,168,2583,453,3204,207,3314,542,4058,784,9711,1489,11973,1004,7285,996,9284,1021,5936,860,7814,794,4382,748,5923,411,2205,421,3039,109,863,162,1141,14,275,52,336,4511,36539,5719,46774,324,5470,966,6762,383,7167,1366,8918,1309,20006,3805,25121,1659,15310,2676,19645,1677,12748,2217,16648,1306,9434,1713,12448,707,4907,944,6558,215,1714,347,2275,42,456,102,603,7629,77202,14136,98970
8000,3,38,11,47,3,59,6,68,7,92,21,119,9,103,33,145,14,93,21,128,16,64,23,103,8,33,6,48,0,18,0,23,0,3,0,3,62,505,129,693,3,45,15,58,3,50,10,60,7,87,12,101,6,95,15,120,22,64,18,96,20,64,13,92,8,29,3,40,0,13,0,15,0,7,0,7,67,445,80,594,4,80,26,107,6,102,20,132,13,181,33,222,22,202,43,261,34,152,41,228,33,125,34,197,16,65,8,92,0,35,0,37,0,6,0,7,128,951,203,1284
8001,556,12082,859,13490,687,15068,1199,16955,1979,30460,2693,35139,2850,26432,2150,31430,3591,22336,1797,27727,3350,17128,1361,21834,2111,11815,1155,15084,939,5210,834,6981,268,1785,445,2495,16328,142313,12487,171133,684,11689,790,13165,934,14696,1096,16729,2939,31200,2369,36515,4143,26044,1733,31923,5385,21763,1548,28699,5222,16808,1483,23522,3071,12324,1277,16674,1085,6412,1107,8599,221,2971,986,4180,23694,143901,12397,179998,1244,23769,1644,26655,1622,29759,2296,33679,4923,61668,5063,71649,6994,52474,3883,63346,8982,44106,3344,56429,8571,33934,2849,45355,5180,24137,2433,31755,2020,11619,1947,15582,487,4758,1433,6678,40028,286218,24886,351131
9000,3,81,26,106,8,74,57,136,15,165,152,330,33,220,93,345,38,260,84,376,37,261,60,364,16,204,45,263,10,73,15,95,6,15,3,28,149,1356,536,2037,10,71,27,110,9,53,8,72,19,188,38,244,55,211,29,296,41,240,57,334,54,240,52,350,37,150,31,214,13,66,16,91,3,24,3,33,240,1245,249,1730,9,157,49,215,11,122,73,210,37,353,185,573,88,437,118,642,76,502,140,711,92,505,116,709,51,348,71,478,23,139,30,182,5,41,9,58,389,2598,787,3773
