SUA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
5005,3,9,20,0,17,27,81,5,12,4,7,7,0,38,3,65,30,9,11,3,118,39,52,52,17,24,4,185,40,21,47,0,11,3,114,84,25,83,3,17,3,213,154,11,126,5,11,0,309,113,5,78,0,8,4,208,23,0,16,0,0,0,46,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,4,0,30,466,210,468,44,110,46,1349
5006,3,42,81,3,19,37,177,0,39,9,7,6,0,65,17,257,57,4,21,4,358,133,142,72,25,29,4,412,157,76,133,4,48,3,421,299,61,210,12,37,6,622,701,62,314,18,62,0,1156,459,24,206,0,17,3,711,62,0,36,0,3,0,104,3,0,6,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,7,32,43,38,3,16,3,136,1869,747,1175,78,261,59,4187
5007,6,27,37,3,30,24,131,8,20,3,18,4,0,62,12,170,30,18,46,0,282,44,155,50,12,107,0,373,82,66,56,0,55,3,266,250,105,115,0,84,0,557,541,52,192,0,74,4,863,548,11,156,0,15,3,739,226,0,45,3,9,3,289,85,4,12,0,8,0,107,16,0,3,0,0,0,23,3,0,7,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,3,29,33,20,0,27,9,122,1861,649,731,61,468,48,3816
5008,28,31,18,0,673,77,831,7,23,0,0,31,0,55,10,98,7,0,104,0,221,29,70,3,0,114,0,217,15,52,8,0,85,0,162,71,70,14,0,121,0,278,204,63,11,3,117,0,400,324,17,38,0,52,3,442,222,4,21,0,40,0,290,136,3,17,0,22,0,174,87,0,12,0,12,0,107,76,0,3,0,10,0,89,35,0,11,0,7,0,50,58,3,9,0,20,0,93,90,39,20,0,169,7,320,1395,467,183,8,1582,92,3725
5009,228,1104,3049,162,255,1663,6462,41,1327,180,194,51,30,1821,298,7819,1363,491,240,96,10300,708,3845,2101,933,357,77,8019,1076,1464,2028,218,220,42,5054,4573,1330,3603,182,795,65,10547,19250,1087,9879,189,1052,141,31602,40636,477,16911,159,1516,217,59910,18909,82,7021,43,512,82,26652,6525,29,2150,17,120,13,8852,2746,21,873,6,41,16,3703,1467,13,447,3,28,12,1967,777,13,202,3,22,9,1018,1305,12,470,4,55,5,1847,1270,1068,1723,245,394,246,4940,99810,19693,51994,2844,5652,2709,182700
5010,46,38,9,0,478,48,622,6,25,0,0,40,0,71,14,84,0,4,424,4,530,26,91,4,0,81,0,204,34,48,5,0,61,0,145,84,85,14,3,73,0,259,175,35,18,0,34,0,263,251,26,20,3,21,3,333,170,20,10,3,18,0,220,97,0,6,0,3,0,108,63,3,0,0,8,0,75,36,0,3,0,5,0,46,15,0,3,0,0,0,20,52,0,8,0,10,0,76,86,42,12,3,133,4,275,1161,494,122,23,1389,62,3259
5011,0,0,15,0,0,10,28,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,8,0,0,0,8,3,0,14,0,0,0,16,23,0,26,0,0,0,55,202,0,66,0,3,0,271,262,0,98,0,8,7,370,40,0,17,0,0,0,54,12,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,5,0,3,0,19,555,0,273,0,12,21,861
6000,29,105,608,42,445,499,1728,24,184,99,27,46,4,381,226,403,590,116,139,26,1504,756,237,902,100,169,26,2190,717,51,754,23,90,13,1650,1184,63,877,6,75,14,2215,843,10,556,0,49,8,1470,221,3,134,0,4,4,362,26,0,23,3,0,0,56,7,0,6,0,0,0,16,8,0,3,0,0,0,8,7,0,0,0,0,0,4,0,0,3,0,0,0,4,7,0,9,0,0,0,20,73,54,172,14,138,29,481,4122,1112,4728,338,1166,626,12094
6001,3,43,46,3,5,24,128,5,118,7,15,0,3,148,86,230,77,50,9,13,460,319,215,171,49,23,9,778,250,122,194,16,24,4,600,466,35,226,3,28,11,772,219,10,101,0,18,3,353,55,0,22,0,3,0,81,5,7,3,0,0,0,15,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,48,21,3,7,9,98,1425,834,866,138,112,65,3447
6002,3,63,36,3,3,33,144,5,113,5,10,7,3,138,23,278,64,36,15,6,413,140,257,128,41,18,8,598,179,144,176,48,25,4,574,591,43,389,8,38,8,1071,324,5,159,6,17,5,521,61,11,19,3,3,0,96,0,0,4,0,0,0,6,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,55,17,13,8,3,122,1341,962,1011,171,137,75,3696
6003,32,264,286,26,27,212,853,9,633,37,38,12,12,745,130,1295,319,209,53,21,2028,628,950,648,234,78,34,2569,701,433,633,82,45,19,1912,1916,300,1357,57,134,19,3786,3304,131,1996,51,183,16,5676,2234,44,1063,27,73,6,3444,653,6,265,10,14,4,949,196,4,80,0,4,0,283,51,0,30,0,4,0,88,20,3,6,0,4,0,35,4,0,0,0,0,0,13,14,6,15,0,3,0,41,125,198,155,47,42,30,597,10027,4274,6891,777,678,373,23018
6004,20,140,107,28,14,79,384,9,229,23,34,11,3,318,160,502,200,86,43,11,1000,671,414,455,125,50,24,1743,569,233,441,35,41,12,1330,1318,93,629,16,63,13,2129,1474,25,669,14,55,12,2250,512,8,168,9,20,3,716,84,7,31,0,0,0,124,13,3,18,0,0,0,27,0,0,5,0,0,0,11,0,0,4,0,0,0,7,0,0,0,0,0,0,3,0,6,4,0,0,0,16,57,104,72,22,27,9,289,4884,1759,2827,374,338,163,10341
6005,0,25,18,7,0,16,63,0,44,5,4,3,0,61,11,95,47,4,4,0,164,65,91,91,26,13,0,287,70,63,93,10,14,3,255,152,7,149,3,13,0,325,108,8,72,0,8,0,202,26,3,18,0,0,0,50,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,12,15,0,9,0,40,440,344,509,55,68,29,1442
7000,54,2178,96,639,1353,473,4797,3,628,7,68,251,6,963,8,627,39,89,244,5,1016,19,351,51,51,238,5,717,27,94,65,64,66,0,306,63,75,83,19,240,4,478,75,30,115,3,66,3,297,194,37,151,0,50,3,435,166,12,113,0,40,3,334,88,3,40,0,13,0,153,47,5,13,0,3,0,67,14,3,7,0,0,0,28,0,3,3,0,0,0,10,0,0,3,0,15,0,22,19,578,58,123,367,33,1174,799,4627,854,1064,2938,537,10811
7001,15,156,19,31,179,58,465,0,112,0,6,3,0,121,7,130,19,27,32,5,216,12,47,31,10,24,0,120,27,22,37,0,15,0,96,99,31,44,3,15,0,190,257,27,81,3,15,3,389,471,26,171,3,27,0,698,358,6,146,3,15,3,539,153,3,58,0,9,0,221,56,0,18,0,7,0,82,34,0,13,0,0,0,46,8,0,3,0,0,0,14,3,0,3,0,4,0,12,35,80,23,19,159,6,320,1520,641,664,109,508,79,3517
7002,43,478,150,33,199,125,1026,0,481,5,20,3,6,514,21,526,52,44,27,8,682,40,295,74,35,25,6,480,68,86,112,10,82,0,358,180,152,156,9,755,7,1257,860,103,358,13,324,12,1664,2195,101,884,17,162,24,3383,2462,92,927,3,120,9,3624,1757,20,503,0,53,7,2341,942,3,244,0,25,5,1218,428,0,86,0,18,3,530,181,10,42,0,9,0,235,204,0,55,0,26,3,289,202,153,126,17,285,31,806,9585,2508,3783,188,2109,231,18407
8000,0,0,3,0,0,7,12,0,3,0,0,0,0,3,0,3,7,0,0,0,6,0,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,3,0,3,0,16,5,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,8,23,29,3,12,7,78
8001,51,577,524,60,65,314,1591,10,1307,23,49,13,7,1408,72,2717,175,104,55,19,3149,392,1376,393,166,65,15,2403,476,576,323,58,91,11,1528,1047,660,536,70,577,13,2905,3848,592,1435,118,823,15,6831,10340,635,3574,51,461,44,15112,5968,150,2291,10,203,26,8648,2294,28,721,7,74,7,3125,719,10,285,3,33,0,1045,313,4,130,0,11,0,456,162,0,66,0,9,0,233,216,19,91,3,14,0,350,341,517,332,57,108,51,1399,26248,9176,10888,746,2607,511,50183
9000,3,21,23,18,58,34,151,0,12,8,0,13,0,32,16,14,34,0,4,0,73,20,31,32,0,3,0,88,9,20,10,0,0,0,41,16,0,9,0,4,0,31,5,5,12,0,12,0,39,6,3,16,0,3,0,23,3,0,6,0,11,0,18,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,11,9,18,0,50,84,116,164,26,132,38,552
