SUA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
4000,134123,128388,262512,7197,6860,14062,16567,15362,31929,7732,6983,14712,6388,5540,11920,13130,12643,25767,14708,14609,29319,19367,18718,38092,21341,19924,41265,17418,15915,33335,7763,7849,15617,2523,3991,6509,122873,119319,242193,11245,9073,20319,4443,4424,8867,90,80,165,63,49,117,4598,4555,9149,109527,104181,213705,13782,14062,27840,117834,113838,231669,6141,5943,12081,119230,114994,234221,1261,1175,2432,15006,13925,28926,5076,5016,10091,878,1212,2095,1573,3496,5068,33720,40965,74689,24052,21329,45377,23499,19852,43347,8703,6674,15377,8183,6722,14901,563,355,916,117582,114773,232353,16560,12287,28849
4001,624644,652789,1277431,38795,36495,75291,75501,71988,147487,39773,38276,78050,44992,43549,88541,87345,89518,176863,81979,83173,165148,83838,86968,170804,74098,80558,154650,55961,62830,118785,30090,37755,67845,12284,21676,33963,593827,626294,1220122,30824,26488,57314,8392,8825,17218,324,324,644,202,212,412,8910,9361,18270,427312,442716,870024,163163,175043,338203,470527,489855,960385,122599,131957,254557,528324,552534,1080860,6808,6672,13484,70053,66802,136857,30794,30943,61744,18284,20520,38800,21392,31820,53216,260090,284399,544484,87987,83296,171281,74373,78610,152976,24874,26019,50894,23355,29059,52417,4680,6046,10721,578202,606023,1184227,38481,41698,80184
4002,13952,14729,28684,917,864,1782,1981,1918,3896,921,952,1871,801,793,1594,1635,1724,3358,1626,1719,3348,1930,2014,3944,1774,1892,3664,1358,1479,2839,730,928,1652,274,444,723,13022,13769,26796,926,961,1889,288,294,579,10,14,20,9,5,11,304,314,617,11702,12191,23898,1422,1607,3025,12494,13050,25542,746,891,1632,12629,13340,25967,151,135,290,1812,1757,3575,616,693,1308,126,193,322,212,521,730,3416,4501,7910,2628,2555,5179,2281,2170,4451,890,818,1711,894,874,1769,69,61,133,12764,13418,26182,1008,987,1991
4003,8705,8854,17559,480,546,1028,1023,981,2011,547,530,1076,628,634,1256,1292,1097,2383,994,930,1920,1096,1150,2253,1015,1056,2075,903,1007,1909,555,619,1166,171,311,478,8257,8440,16696,446,409,860,457,403,861,5,5,12,3,3,4,470,411,880,6670,6857,13528,1433,1368,2801,6822,7386,14208,1037,948,1988,7019,7568,14581,84,74,160,886,874,1762,350,360,712,78,146,226,126,254,378,2118,2558,4676,1342,1372,2719,1490,1495,2983,604,553,1157,639,691,1326,56,47,100,7765,8220,15983,872,560,1433
4004,6871,6641,13515,423,443,865,892,831,1725,375,369,744,474,426,893,1027,857,1888,830,746,1572,910,954,1864,906,838,1741,673,671,1339,287,350,635,79,158,245,6291,6181,12477,580,457,1039,1245,1214,2460,9,16,19,21,18,32,1268,1245,2519,5770,5572,11343,464,462,920,5485,5758,11245,281,316,601,5621,5901,11518,73,92,161,761,727,1490,223,230,456,43,55,91,71,144,215,1264,1729,2992,1290,1176,2467,1031,1020,2051,392,360,755,347,369,721,36,31,63,5599,5948,11546,1381,809,2191
4005,7867,7821,15685,560,467,1025,1067,974,2039,470,464,934,431,406,837,995,962,1965,928,950,1881,1046,1051,2097,1022,1057,2081,784,778,1562,415,458,874,149,246,393,7126,7212,14334,742,610,1354,401,358,758,10,4,13,3,3,5,416,370,783,6621,6508,13126,608,684,1290,6837,6981,13820,240,287,534,6855,7006,13860,92,66,161,927,868,1800,312,316,636,27,73,98,102,239,338,1908,2506,4413,1409,1331,2737,1316,1154,2471,441,369,807,407,394,800,17,17,30,6712,6914,13628,1027,680,1710
4006,6845,7162,14007,383,360,741,892,828,1716,486,458,945,421,405,823,715,760,1472,765,785,1551,988,965,1962,896,898,1790,727,855,1588,435,558,993,141,283,421,6360,6709,13071,483,450,932,247,297,542,13,7,15,4,3,5,259,301,563,5866,6097,11965,517,572,1085,6120,6342,12463,285,347,631,6219,6476,12701,64,57,122,788,739,1529,324,336,658,33,75,115,71,170,247,1480,1806,3284,1335,1264,2604,1229,1178,2408,437,517,952,553,606,1158,16,23,42,6152,6469,12616,844,608,1450
4007,12117,13391,25503,479,472,951,1159,1123,2279,507,503,1011,411,386,796,810,847,1656,1033,1107,2144,1237,1433,2665,1784,2190,3972,2553,2930,5481,1596,1620,3221,558,767,1323,11018,12321,23337,1098,1073,2169,162,182,347,12,4,14,5,3,6,183,186,368,8997,9920,18925,2302,2617,4921,11056,12256,23320,345,401,749,10915,12056,22969,76,92,169,1053,1023,2079,342,367,709,62,99,158,166,363,527,3697,4275,7971,2196,2389,4577,2243,2676,4918,787,786,1569,612,621,1232,22,14,36,10702,11889,22589,877,1013,1895
4008,10875,10880,21751,689,650,1341,1426,1419,2849,699,642,1344,678,631,1305,1338,1427,2761,1322,1253,2575,1699,1510,3210,1347,1331,2675,946,1069,2016,568,678,1247,165,262,429,10123,10173,20296,749,708,1459,467,520,984,10,19,26,8,15,25,486,549,1032,8089,7943,16036,1935,2073,4008,9459,9438,18891,652,689,1346,9410,9423,18834,130,126,259,1284,1239,2527,483,462,941,72,145,215,181,467,652,2840,3163,6002,2193,1897,4088,1697,1699,3395,554,566,1124,512,520,1033,40,31,69,9886,9907,19791,976,843,1815
5000,155662,133845,289509,9006,8303,17307,18869,17901,36770,8080,6959,15042,7795,6359,14153,21312,16946,38263,21685,17564,39249,23974,20026,44000,22006,19121,41122,15227,12755,27980,6148,5834,11983,1563,2076,3642,140060,122653,262712,15607,11197,26804,14317,13716,28032,175,165,340,245,199,441,14732,14077,28812,109879,96301,206180,26631,22927,49555,122044,108806,230846,12475,11593,24071,123486,111088,234571,1635,1480,3111,16233,15433,31670,4536,4219,8764,701,901,1594,1767,3596,5361,42551,43855,86410,14177,12712,26888,35108,27057,62168,7928,5538,13470,5534,3969,9503,704,563,1272,115452,113476,228926,70143,29353,99496
5001,16261,16882,33145,938,875,1812,2248,2068,4317,1133,1020,2152,894,756,1655,1804,1773,3575,1837,1972,3806,2100,2297,4398,2111,2369,4480,1763,1944,3711,1011,1220,2232,424,589,1014,14979,15736,30718,1284,1142,2420,678,448,1127,13,13,20,10,4,18,701,465,1161,12202,12403,24609,3001,3366,6360,13924,14791,28712,955,1130,2087,13836,14812,28653,153,154,308,2058,1909,3968,695,665,1362,95,138,237,260,549,804,4737,6076,10814,1490,1578,3066,3786,3655,7438,841,804,1640,633,552,1188,35,37,79,14097,15172,29270,1770,1384,3158
5002,7003,6981,13984,581,529,1106,1073,1083,2153,400,305,706,318,366,676,1190,1339,2528,1117,1214,2338,979,954,1932,833,799,1630,391,281,671,115,89,200,19,29,44,6450,6534,12975,559,450,1010,1345,1417,2767,25,22,47,72,107,185,1444,1550,2997,5001,4858,9860,1087,1185,2267,5437,5450,10887,618,675,1291,5491,5496,10990,94,86,174,898,894,1789,234,176,412,29,44,79,151,359,512,2208,2742,4951,595,573,1166,1232,898,2126,243,174,424,132,136,271,27,21,49,5928,6104,12031,3507,3487,6995
5003,35575,36824,72402,2570,2391,4967,5198,5025,10222,2448,2302,4752,2003,1898,3903,4528,4832,9364,4747,4909,9656,4860,5069,9928,4206,4536,8744,3073,3234,6303,1453,1765,3221,478,847,1333,32719,34849,67565,2853,1976,4834,923,1004,1931,19,20,41,24,24,49,969,1052,2019,25706,26504,52204,7185,7754,14938,30018,31471,61489,2727,3055,5777,29548,30992,60539,487,447,927,4752,4617,9373,1595,1584,3175,226,351,580,520,1329,1847,10217,12456,22665,3523,3641,7160,8405,8104,16508,1752,1577,3326,987,1024,2014,87,89,175,31221,33473,64695,2832,2635,5465
5004,17869,18743,36616,1174,1066,2242,2669,2550,5220,1101,1022,2120,720,741,1462,1805,1968,3772,2334,2600,4933,2413,2528,4940,2236,2482,4720,2094,2142,4236,993,1136,2125,339,514,851,15953,17345,33296,1920,1405,3318,281,300,584,8,8,19,3,0,3,296,314,603,13283,13889,27174,3178,3499,6680,15787,16541,32332,769,945,1710,15374,16151,31532,233,222,455,2431,2312,4752,759,727,1482,78,142,214,222,629,853,5760,6896,12654,1652,1816,3467,3842,3789,7634,824,741,1559,485,426,916,63,27,88,15381,16599,31975,1721,1951,3675
5005,6044,6071,12107,398,358,755,847,799,1643,446,411,855,342,283,624,648,706,1354,700,738,1444,911,859,1778,756,782,1539,606,617,1225,293,352,651,91,160,247,5466,5618,11083,577,449,1029,240,245,485,6,0,5,0,0,0,246,249,494,4584,4573,9162,709,836,1536,5195,5251,10447,169,226,396,5073,5114,10187,58,75,127,744,693,1433,259,260,523,26,35,62,52,156,205,1551,1909,3457,606,667,1270,1376,1219,2596,333,274,605,223,176,404,16,12,23,5032,5211,10245,904,822,1730
5006,18515,18914,37432,1249,1251,2495,2651,2644,5295,1327,1306,2627,1104,1051,2153,2256,2346,4596,2348,2449,4803,2667,2746,5410,2242,2292,4531,1574,1574,3154,829,909,1735,270,350,620,16945,17858,34804,1568,1058,2624,1724,1786,3508,10,10,17,42,20,58,1778,1814,3585,14206,14386,28592,2656,2953,5611,15407,15922,31332,1301,1496,2795,15525,16125,31652,235,222,451,2402,2379,4774,785,845,1633,89,188,278,257,657,916,4892,6122,11016,1947,2052,4002,4093,3785,7876,1021,805,1832,739,631,1370,60,61,126,15960,17016,32977,2106,1903,4010
5007,15535,14340,29873,1324,1242,2568,2173,2157,4329,904,890,1796,1096,943,2037,2668,2608,5279,2323,2175,4500,2234,1929,4164,1723,1410,3130,789,586,1377,251,302,558,49,100,153,14505,13600,28102,1032,736,1770,997,1093,2090,15,17,33,22,32,56,1035,1145,2180,10203,9420,19627,3632,3488,7123,12164,11299,23464,1722,1727,3444,11491,10686,22177,238,233,468,1926,1905,3830,520,536,1062,143,128,275,315,594,911,4436,4839,9272,1562,1381,2941,3335,2627,5959,681,489,1178,386,282,661,46,34,81,13311,12727,26041,2514,1660,4182
5008,8425,7399,15828,811,805,1617,1346,1177,2526,457,367,825,483,489,966,1713,1678,3392,1599,1328,2926,1136,922,2058,688,482,1168,173,121,293,21,22,44,11,3,7,7823,7088,14916,602,311,911,714,755,1469,43,37,77,24,28,61,779,824,1600,5500,4890,10390,1827,1647,3475,6416,5610,12023,993,984,1971,6312,5582,11889,155,137,293,1143,1015,2157,267,236,500,25,61,89,164,295,459,2704,2879,5577,814,601,1409,1461,992,2455,245,161,406,92,65,159,15,10,26,7108,6624,13738,2730,1120,3853
5009,944291,963541,1907833,63880,60625,124511,122539,116192,238730,60176,57641,117817,67101,64093,131189,150661,151521,302182,132686,134718,267409,124933,127874,252800,100918,107757,208679,72412,77000,149417,36448,44326,80772,12534,21790,34331,889504,926889,1816392,54784,36659,91444,14170,14600,28767,377,319,701,304,321,626,14848,15242,30097,540362,549567,1089926,340189,352884,693073,694304,705298,1399602,188100,201039,389146,736337,757245,1493582,12761,12340,25106,113278,107355,220635,45078,45390,90468,24381,25228,49613,29685,44225,73910,414380,444104,858487,73436,71645,145085,146738,145973,292710,32717,31583,64296,21921,25433,47352,4688,5601,10292,855888,889961,1745847,65116,65584,130699
5010,7339,6492,13828,683,649,1330,1019,950,1965,315,335,650,397,456,857,1588,1548,3133,1273,1038,2305,1102,848,1947,707,463,1170,193,143,337,56,45,103,18,12,32,6839,6115,12956,497,374,877,938,996,1931,68,45,112,62,67,124,1061,1109,2169,4651,4021,8671,1500,1394,2898,5282,4545,9827,942,967,1909,5352,4598,9958,95,101,199,814,762,1575,171,189,361,28,55,86,148,308,450,2164,2282,4444,755,561,1316,1338,894,2230,227,178,406,108,100,216,26,44,68,5698,5381,11078,3490,1571,5057
5011,5897,5957,11855,536,487,1022,951,836,1791,345,320,660,302,345,652,786,954,1741,860,815,1678,819,778,1597,528,592,1126,465,504,970,242,227,470,56,99,150,5465,5709,11172,434,248,683,110,121,225,9,6,20,3,4,11,124,129,249,3270,3191,6462,2018,2154,4174,5025,5053,10077,333,406,742,4474,4481,8953,123,109,228,845,739,1592,226,203,437,60,84,139,80,233,312,1750,2154,3905,538,563,1097,1182,1057,2240,254,196,451,104,76,182,13,14,30,5170,5319,10486,456,530,979
6000,76643,75132,151777,3949,3738,7685,9501,8906,18410,4412,4044,8459,3560,3167,6720,6683,7132,13807,8066,8524,16584,11138,11459,22591,13077,12643,25721,10677,9734,20410,4501,4270,8770,1088,1520,2604,70366,69738,140106,6278,5392,11670,3764,3863,7623,217,173,387,142,154,291,4116,4187,8302,61899,60484,122379,7879,7959,15836,69497,68013,137505,1556,1785,3333,68558,67286,135843,596,575,1164,8462,7912,16371,2854,2812,5664,481,600,1079,983,2249,3230,17091,21273,38363,5392,6095,11483,23374,20375,43751,6750,5559,12307,3780,2732,6512,200,127,328,67847,67179,135025,6749,6071,12819
6001,12711,13782,26490,782,767,1555,1593,1556,3145,935,854,1793,766,776,1546,1372,1513,2882,1395,1534,2935,1724,1893,3616,1649,1881,3533,1404,1551,2953,831,1021,1850,251,432,683,11798,13002,24801,909,779,1691,849,945,1791,36,40,80,28,40,70,918,1025,1944,10767,11676,22444,1037,1178,2217,11672,12647,24316,291,379,667,11611,12585,24195,118,101,216,1454,1438,2892,635,623,1251,106,167,266,218,474,689,2644,3373,6016,1000,1116,2120,3826,4001,7826,1153,1167,2317,721,700,1421,54,44,98,11554,12624,24180,947,924,1870
6002,13948,15436,29381,822,869,1692,1850,1810,3664,894,903,1802,748,796,1545,1567,1652,3222,1582,1792,3372,1821,2038,3857,1888,2051,3943,1622,1912,3536,864,1067,1935,286,538,822,12944,14477,27421,1002,960,1966,796,892,1684,54,60,109,41,26,70,882,972,1854,11885,13070,24952,1117,1301,2424,12733,14068,26799,370,483,851,12729,14111,26838,134,124,262,1693,1648,3338,608,629,1235,100,146,248,229,473,701,2922,3681,6603,992,1213,2199,4447,4596,9045,1176,1333,2510,686,720,1405,37,42,77,12690,14045,26735,893,954,1846
6003,98785,105219,204010,6117,5792,11913,12720,12009,24722,6347,6149,12496,6641,6539,13179,13027,13533,26558,12093,13281,25366,12968,13897,26861,12559,13905,26463,9526,10652,20178,4976,6252,11231,1824,3219,5044,93011,99514,192519,5779,5710,11490,3483,3549,7035,208,199,402,164,164,329,3847,3917,7767,78559,83427,161988,13996,15188,29183,84874,90591,175464,7833,8821,16653,86737,93141,179877,912,956,1871,11786,11095,22881,4778,4713,9499,2498,2590,5091,3407,5079,8484,37588,41968,79562,6521,7230,13752,20355,21774,42129,5311,5615,10931,3172,3679,6857,381,410,791,90020,96142,186166,7838,7871,15703
6004,40568,43582,84153,2514,2407,4920,5143,4974,10115,2917,2751,5676,3215,2976,6194,5073,5188,10257,4787,5327,10115,5339,5833,11175,4865,5503,10364,3965,4457,8421,1995,2709,4700,763,1464,2226,38024,41168,79192,2539,2423,4961,1225,1284,2506,51,52,105,30,51,84,1303,1386,2689,32587,35115,67707,5099,5306,10411,35193,37969,73161,2750,2787,5534,35605,38442,74046,438,383,819,4725,4578,9299,2092,2006,4093,1059,1059,2124,1297,1925,3223,12578,14513,27089,2808,3216,6022,10279,10475,20758,2553,2654,5213,1611,1839,3456,239,295,531,36544,39177,75718,3650,3883,7534
6005,6829,7326,14151,348,357,704,881,795,1680,445,415,858,370,314,683,620,684,1299,678,770,1456,910,1031,1949,1028,1110,2137,883,996,1880,510,608,1122,139,243,383,6283,6829,13118,545,491,1034,467,463,934,25,18,42,19,30,47,510,513,1020,5840,6190,12024,540,632,1175,6371,6794,13164,102,145,245,6306,6752,13054,65,53,115,803,722,1520,285,284,578,54,69,127,112,207,315,1403,1736,3142,489,585,1073,2163,2247,4410,659,658,1319,414,401,814,17,12,28,6183,6693,12873,316,396,716
7000,41699,38810,80511,3402,3214,6613,6850,6220,13072,3135,2756,5887,3306,3047,6355,6873,6777,13643,5777,5602,11378,5594,5300,10890,4073,3690,7759,2092,1635,3731,532,473,1004,80,93,171,37876,35298,73172,3830,3515,7341,20914,20977,41892,118,113,233,390,393,780,21421,21486,42911,33710,31753,65467,3116,3100,6221,17795,15619,33411,17615,18337,35949,35104,33545,68653,680,687,1365,5644,5211,10857,1210,1100,2315,163,207,373,581,1189,1774,7718,8858,16575,3545,3493,7037,6784,5647,12430,2680,2320,4998,3443,3201,6644,712,696,1408,33292,32670,65962,13861,9892,23754
7001,12131,12621,24753,929,876,1808,1734,1643,3383,790,638,1423,691,685,1377,1976,2295,4265,1713,1890,3603,1810,1957,3769,1502,1581,3085,700,674,1373,224,268,492,53,112,164,11198,11761,22958,925,862,1789,1969,2273,4242,30,16,43,35,36,76,2035,2329,4361,7811,8123,15930,2822,2977,5796,8402,8578,16979,2206,2493,4691,9080,9435,18517,148,178,328,1486,1419,2896,479,393,877,85,120,206,397,816,1211,4066,5053,9122,1265,1128,2396,1685,1477,3159,492,429,920,473,446,916,96,93,192,10083,10569,20655,3170,3362,6526
7002,64740,58836,123574,4668,4534,9208,7878,7525,15398,3556,3204,6762,4855,4058,8918,13144,11973,25121,10363,9284,19645,8831,7814,16648,6527,5923,12448,3521,3039,6558,1138,1141,2275,259,336,603,60922,55960,116874,3822,2881,6697,5006,4663,9671,245,219,466,417,419,840,5674,5305,10971,40155,35979,76135,16696,16692,33384,43006,39234,82239,13252,13669,26918,48153,44647,92800,827,832,1661,6933,6637,13575,2227,2158,4388,853,1095,1950,2266,3989,6251,25262,26003,51262,6268,4914,11184,8724,6771,15491,1983,1706,3694,1530,1518,3043,283,332,616,53251,52286,105538,17244,10459,27701
8000,831,703,1538,49,29,78,89,82,176,47,58,107,68,60,132,119,101,222,145,120,261,128,96,228,103,92,197,48,40,92,23,15,37,3,7,7,481,453,929,348,258,606,23,17,46,0,0,0,0,0,0,28,17,42,628,516,1141,115,128,247,636,571,1215,70,58,133,663,580,1244,14,0,13,86,78,160,27,43,66,30,23,47,26,50,74,340,380,725,35,28,61,148,93,240,29,14,46,18,11,25,0,0,3,431,401,831,110,95,209
8001,213172,219205,432369,15190,14010,29200,26847,25198,52048,13490,13165,26655,16955,16729,33679,35139,36515,71649,31430,31923,63346,27727,28699,56429,21834,23522,45355,15084,16674,31755,6981,8599,15582,2495,4180,6678,202267,208757,411024,10904,10446,21348,3682,3712,7395,110,103,212,102,94,201,3896,3912,7806,146896,149029,295929,54087,58015,112101,156777,159672,316447,44237,48036,92276,180838,185557,366394,2678,2492,5171,25207,23796,49009,10747,10734,21480,8249,8660,16915,10644,13654,24304,117496,121983,239476,8823,8554,17379,22234,25185,47424,5950,6515,12461,4070,5008,9076,685,857,1541,193061,199893,392959,19944,18044,37996
9000,2462,2120,4587,140,126,262,281,269,547,106,110,215,136,72,210,330,244,573,345,296,642,376,334,711,364,350,709,263,214,478,95,91,182,28,33,58,2295,1957,4258,169,160,327,105,110,215,4,3,13,0,3,3,115,118,231,1313,1215,2535,832,646,1480,896,833,1732,1062,1068,2129,1714,1594,3305,36,34,68,242,223,465,63,64,124,10,10,19,35,54,87,700,776,1476,136,127,256,401,361,761,97,62,156,124,75,199,67,81,148,1710,1738,3448,1103,639,1744
