SOSR_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SOSR603,547,28,9,39,582,197,3,781,6,3,0,0,7,0,0,0,7,0,7,13,2910,453,60,32,3465,70,18,88,3551,368,10,3932,619,85,5,0,713,12,3,15,726,43,0,769,910,128,11,0,1047,13,4,17,1063,45,3,1110,29,0,16,0,44,0,0,0,44,7,0,51,7,3,0,4,16,0,0,0,16,4,0,17,1562,219,30,9,1821,23,8,28,1852,95,3,1952,18,5,0,0,15,3,0,3,22,8,0,27,23,3,0,0,27,0,0,3,29,0,0,31,38,5,0,0,45,8,0,7,52,4,0,54,1595,227,30,11,1866,29,9,41,1906,102,3,2012,226,50,6,9,280,15,5,15,300,121,0,419,6,0,0,0,4,0,0,0,4,0,0,7,1825,273,39,18,2154,48,8,56,2207,220,3,2437,935,135,19,3,1094,8,8,17,1109,70,0,1183,1137,199,13,7,1358,15,3,20,1379,76,0,1455
SOSR611,280,15,0,21,301,97,0,402,4,0,0,0,4,0,0,0,4,4,3,9,1223,170,16,23,1434,36,11,47,1479,165,7,1656,222,33,3,3,264,12,0,15,278,15,0,291,369,51,10,3,426,7,3,13,438,23,3,462,12,4,0,0,15,0,0,0,15,0,0,16,4,0,0,3,3,0,0,0,3,0,0,10,602,90,11,8,713,20,8,24,738,41,3,779,6,3,0,0,11,0,0,0,8,0,0,12,13,0,0,0,8,3,3,4,15,3,0,24,13,3,0,0,20,4,3,5,29,8,0,35,620,90,11,8,734,19,5,27,761,44,3,814,129,30,3,3,164,7,3,10,172,66,4,244,0,0,0,0,0,0,0,0,0,0,0,3,750,118,13,13,898,27,11,36,939,116,6,1055,361,54,4,0,430,10,3,13,444,18,0,463,481,86,7,10,573,7,0,7,579,35,0,619
SOSR612,89,13,0,10,102,45,0,146,0,0,0,0,0,0,0,0,0,0,0,0,337,59,6,3,408,26,4,29,438,59,0,497,74,8,0,0,83,3,0,7,85,3,0,91,101,22,0,0,118,6,0,6,129,10,0,137,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,176,24,4,3,211,11,0,8,221,14,0,230,3,0,0,0,3,3,0,3,3,0,0,3,4,3,0,0,9,0,0,0,9,0,0,9,4,3,0,0,11,5,0,5,9,0,0,9,186,25,4,3,217,10,0,16,233,14,0,248,43,15,4,0,61,8,0,11,69,28,0,95,0,0,0,0,0,0,0,0,0,0,0,0,228,37,6,0,273,20,0,22,299,43,0,336,100,19,0,7,129,3,0,3,132,9,0,140,146,29,4,3,174,3,0,3,178,18,0,192
SOSR613,116,14,0,13,128,55,0,189,0,0,0,0,0,0,0,0,0,0,0,0,441,74,14,3,536,40,9,52,584,85,0,672,87,15,3,0,108,0,0,4,112,3,0,120,143,17,3,0,165,9,0,9,170,10,0,185,3,0,0,0,5,0,0,0,5,0,0,4,3,0,0,3,5,0,0,0,5,0,0,5,235,37,5,6,285,7,0,9,292,18,0,313,0,0,0,0,0,3,0,3,4,3,0,9,8,0,0,0,12,3,0,3,17,0,0,17,10,0,0,0,15,3,0,3,21,3,0,22,252,36,5,6,297,12,0,13,313,21,0,335,44,11,3,0,54,5,0,5,64,25,0,85,0,0,0,0,5,0,0,0,5,0,0,5,291,47,7,5,355,24,3,25,382,40,0,423,159,24,5,0,182,7,0,7,194,9,0,205,189,34,5,0,230,7,0,7,238,6,0,246
SOSR614,54,3,0,3,57,12,0,68,0,0,0,0,0,0,0,0,0,0,0,0,143,31,3,4,178,9,4,11,195,28,0,221,29,6,0,0,33,0,0,0,33,3,0,32,31,0,0,0,33,3,0,3,33,9,0,40,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,58,11,0,3,67,3,0,3,72,7,0,80,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,5,3,4,0,0,7,0,0,0,7,0,0,7,57,13,0,6,76,3,0,3,81,7,0,86,21,5,0,0,25,4,0,4,28,18,0,47,0,0,0,0,0,0,0,0,0,0,0,0,82,17,3,5,105,8,0,8,110,25,0,132,37,4,3,0,42,0,0,0,42,0,0,51,51,11,0,0,56,0,0,0,60,8,0,60
SOSR615,244,21,0,21,269,76,0,340,4,3,0,0,7,0,0,0,7,0,6,12,1011,158,27,21,1213,49,0,48,1264,139,6,1409,190,26,0,3,225,0,0,0,223,13,0,239,318,56,7,9,389,6,0,6,396,22,0,419,7,4,0,0,12,0,0,0,12,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,514,86,13,12,622,6,0,7,635,35,0,671,0,3,0,0,4,3,0,3,7,0,0,11,5,3,0,0,11,0,0,0,10,3,0,12,7,8,0,0,16,3,0,3,17,5,0,24,519,92,14,9,639,15,0,16,654,41,0,692,101,21,7,10,129,12,0,11,142,52,0,195,3,0,0,0,3,0,0,0,3,0,4,11,627,108,24,15,773,26,3,25,800,98,4,899,234,40,3,4,277,8,0,8,288,15,0,307,366,63,3,9,438,7,0,5,443,34,0,476
SOSR621,64,5,0,3,68,32,0,105,0,0,0,0,0,0,0,0,0,0,0,0,314,53,6,8,386,16,7,22,407,51,0,457,41,11,0,3,59,0,0,0,59,6,0,63,92,10,0,0,105,3,0,3,108,7,0,109,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,4,0,0,4,132,22,0,7,164,3,0,3,173,8,0,182,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,3,0,0,3,4,4,0,0,3,0,0,0,8,0,0,8,139,25,0,7,171,3,0,3,177,8,0,189,27,7,0,0,41,0,0,5,46,20,0,64,0,0,0,0,0,0,0,0,0,0,0,0,164,36,3,6,216,9,0,8,219,27,0,249,73,18,0,0,91,0,0,0,90,11,0,104,119,21,0,3,139,3,0,7,145,8,0,154
SOSR622,63,0,0,0,63,22,0,81,0,0,0,0,3,0,0,0,3,0,0,3,190,21,15,4,236,6,0,8,243,37,0,278,34,4,0,0,44,0,0,0,41,3,0,48,37,10,0,0,45,0,0,0,50,8,0,53,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,73,12,3,0,94,0,0,0,99,10,0,103,4,0,0,0,4,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,79,12,3,0,96,3,0,3,103,10,0,112,24,0,0,0,24,0,0,0,24,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,103,20,5,0,127,3,0,3,129,18,0,148,42,9,0,0,48,0,0,0,49,3,0,55,69,9,4,3,87,0,0,4,89,5,0,94
SOSR631,488,23,5,32,521,193,0,715,16,0,0,0,19,0,0,0,19,0,6,34,2090,363,56,57,2569,54,22,73,2637,319,18,2974,402,56,4,5,469,8,5,13,476,31,0,508,633,103,24,5,767,11,3,17,783,44,0,836,18,6,5,0,27,0,4,4,35,0,0,34,3,0,0,7,14,0,0,0,14,0,0,12,1053,169,36,13,1275,18,8,31,1302,82,0,1388,3,3,0,0,4,0,0,0,3,0,0,6,13,4,3,0,26,3,0,3,24,6,0,31,17,6,3,0,25,8,0,8,30,3,0,36,1071,179,36,13,1304,20,8,30,1334,88,0,1426,227,61,11,11,298,6,0,10,307,111,4,421,7,0,0,0,7,0,0,0,7,3,8,19,1303,236,44,25,1614,31,13,42,1652,196,11,1859,577,78,8,8,674,9,3,10,684,33,0,721,745,163,15,4,928,20,7,21,951,63,0,1021
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,419,7,3,11,436,89,0,526,4,0,0,0,4,0,0,0,4,3,3,13,2204,210,55,69,2540,53,10,67,2601,160,8,2768,780,50,11,11,850,13,3,15,867,42,0,909,335,40,10,3,393,9,0,9,395,19,0,413,13,3,6,0,23,0,0,0,19,0,0,23,11,0,0,4,18,0,0,0,18,0,0,19,1138,94,29,21,1283,19,3,23,1307,56,0,1369,19,0,0,0,17,8,0,8,23,3,0,30,15,0,0,0,15,3,0,4,18,0,0,18,34,0,0,0,34,5,0,10,43,3,0,46,1166,94,32,21,1316,33,6,31,1350,61,0,1415,158,28,3,6,199,7,4,12,208,47,0,258,0,0,0,3,3,0,0,0,3,0,3,9,1324,122,38,31,1511,39,4,44,1556,114,3,1677,996,63,21,12,1095,22,3,25,1116,51,0,1164,374,59,4,6,439,7,0,7,450,16,0,468
SOSR712,57,3,0,3,58,33,0,90,0,0,0,0,0,0,0,0,0,0,4,4,414,39,9,9,468,13,4,13,481,44,4,535,169,11,3,0,177,0,0,3,182,9,0,186,78,11,0,0,87,0,0,0,87,0,0,92,5,0,0,0,8,0,0,0,8,0,0,8,4,0,0,3,3,0,0,0,3,0,0,4,255,19,3,3,281,0,3,4,280,6,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,256,21,3,3,282,0,3,4,289,6,0,294,25,0,0,0,26,3,0,3,22,9,0,40,0,0,0,0,0,0,0,0,0,0,3,4,275,23,3,3,311,0,3,5,316,21,3,333,221,11,0,3,235,0,0,3,241,4,0,244,71,11,3,0,82,0,0,0,82,0,0,82
SOSR714,8,0,0,0,13,13,0,23,0,0,0,0,0,0,0,0,0,0,0,3,82,4,4,5,93,6,0,6,101,18,0,124,38,3,0,0,40,0,0,0,41,3,0,40,10,0,0,0,10,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,46,3,0,3,53,0,0,0,60,3,0,64,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,55,3,0,3,56,0,0,0,58,3,0,61,7,0,0,0,6,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,3,62,3,0,3,69,5,0,74,45,3,0,0,45,0,0,0,45,3,0,55,9,0,0,0,15,0,0,0,15,0,0,15
SOSR715,76,25,3,23,105,225,0,325,3,0,0,0,3,0,0,0,3,3,15,26,176,69,9,19,271,49,12,59,325,291,17,637,58,11,0,0,69,7,0,7,75,22,0,88,33,9,0,0,47,3,0,3,47,17,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,0,10,85,19,3,5,114,9,0,12,123,41,0,163,3,0,0,0,3,18,0,18,21,7,0,28,0,3,0,0,3,3,4,3,12,4,0,9,0,3,0,0,4,21,4,30,29,7,0,38,90,20,3,5,117,30,5,38,156,44,0,206,26,13,0,3,51,18,0,18,62,127,0,195,0,0,0,0,3,0,0,0,3,0,8,12,116,40,4,8,168,49,5,54,227,179,8,410,47,11,0,0,59,0,0,0,59,15,0,70,14,10,0,0,22,3,0,3,25,6,0,35
SOSR721,67,14,3,20,89,101,0,185,0,0,0,0,3,0,0,0,3,8,11,16,154,38,4,8,207,50,13,61,272,160,13,442,36,3,0,0,47,0,0,0,48,0,0,50,22,7,0,0,27,8,0,8,34,12,0,44,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,3,3,0,0,0,3,3,0,5,60,12,0,3,75,13,0,12,87,15,0,105,3,0,0,0,3,5,0,5,13,0,0,15,0,0,0,0,0,0,3,3,4,0,0,3,3,0,0,0,3,5,3,9,18,3,0,16,64,12,0,3,84,21,3,25,107,17,0,119,35,13,0,0,52,6,0,11,56,79,0,140,0,0,0,3,3,0,0,0,3,5,14,17,95,26,0,8,129,25,5,31,169,101,14,284,24,0,4,0,25,0,0,0,28,4,0,37,11,3,0,0,19,0,0,0,15,12,0,30
SOSR722,56,30,12,35,92,100,0,190,0,0,0,0,0,0,0,0,0,0,7,7,85,50,0,3,141,59,19,75,213,140,9,358,13,4,0,0,17,4,0,4,18,4,0,27,17,9,0,0,24,0,0,3,23,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,10,0,0,45,3,0,3,48,17,0,68,8,0,0,0,8,18,0,18,25,0,0,27,0,0,0,0,3,0,3,3,9,3,0,7,6,0,0,0,7,18,3,24,34,3,0,38,39,13,0,0,49,26,4,28,84,23,0,101,13,9,0,0,24,10,0,12,44,58,0,95,0,0,0,0,0,0,0,0,0,0,0,0,55,24,0,0,80,33,12,44,124,78,3,204,23,0,0,0,28,3,0,3,26,3,0,32,6,11,0,0,16,0,3,5,14,8,0,27
SOSR731,106,17,3,19,122,123,0,244,0,0,0,0,3,0,0,0,3,0,10,18,567,99,26,14,703,56,4,60,766,166,10,947,189,22,3,0,218,3,0,6,229,13,0,243,71,23,0,0,94,7,0,8,105,14,0,120,11,3,4,0,19,0,0,0,19,0,0,21,5,0,0,4,5,0,0,0,5,0,0,5,276,48,12,7,339,10,3,14,359,34,0,389,6,0,0,0,9,9,0,9,21,4,0,25,0,0,0,0,3,0,3,4,9,3,0,5,6,0,0,0,14,15,3,11,27,6,0,27,284,55,12,7,350,21,3,27,382,35,0,419,26,6,0,0,37,12,0,12,47,85,0,136,0,0,0,0,0,0,0,0,0,0,11,7,317,58,15,9,395,36,3,37,428,127,11,560,245,28,3,0,273,7,0,5,285,12,0,291,84,22,0,0,110,3,0,4,114,11,0,118
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,1159,22,9,30,1188,193,4,1384,16,5,0,9,28,0,0,0,28,3,12,45,8240,915,118,100,9370,136,40,172,9548,486,27,10058,2466,258,37,6,2768,47,8,60,2828,110,0,2936,1734,172,25,13,1947,25,5,29,1976,68,3,2044,60,10,14,3,83,3,0,3,87,3,0,99,23,0,0,18,40,0,0,0,40,0,0,45,4286,442,77,33,4840,77,18,95,4936,178,4,5118,47,11,0,0,56,5,0,5,57,6,0,60,58,3,0,0,58,3,0,9,64,0,0,66,101,9,0,0,111,13,0,12,126,3,0,131,4387,450,80,34,4951,90,22,107,5062,185,7,5253,556,66,18,9,653,13,7,17,673,113,0,788,15,0,0,5,15,0,0,0,15,0,13,33,4954,521,96,54,5622,100,22,124,5750,295,19,6065,3732,348,49,18,4150,50,8,60,4207,213,3,4427,2061,250,34,20,2363,25,4,32,2396,70,6,2467
SOSR822,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,22,5,0,0,0,3,0,0,0,3,0,0,7,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,12,0,0,13,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,13,0,0,14,13,3,0,0,14,0,0,0,14,0,0,12,9,0,0,0,9,0,0,0,9,0,0,9
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
