SOSR_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,735,143,26,9,912,22,0,26,936,67,0,1010,2461,430,47,17,2959,33,6,37,2997,94,4,3092,669,105,47,8,829,8,0,8,838,23,0,859,32,3,0,21,56,0,0,0,54,7,0,65,3904,683,118,49,4755,64,9,72,4823,191,6,5026,32,9,4,0,40,3,0,3,43,14,0,55,77,14,0,4,100,5,0,5,104,3,0,107,112,23,4,4,137,8,0,11,149,19,0,168,4011,700,121,53,4887,76,6,85,4974,206,6,5189,1345,270,29,26,1677,93,28,124,1795,301,9,2103,9,3,0,4,20,0,4,4,23,8,11,39,5373,978,148,89,6584,171,34,207,6795,517,20,7328,1272,260,31,10,1567,37,5,40,1600,99,3,1706,2783,478,35,27,3324,39,12,53,3376,124,5,3502,133,21,15,6,173,8,0,8,179,11,0,188,9,3,0,18,30,0,0,0,30,3,0,32,4197,761,81,56,5092,83,16,93
SOSR611,237,50,7,0,295,4,0,9,307,24,0,332,944,135,17,7,1102,15,3,18,1124,30,0,1160,214,39,14,4,273,11,0,11,284,13,0,289,11,3,0,6,20,3,0,3,22,3,0,29,1406,233,39,13,1692,39,5,42,1736,74,0,1813,6,4,0,0,15,4,0,4,21,3,0,21,31,6,0,0,33,4,0,9,39,3,0,42,38,9,0,0,49,9,0,12,63,9,0,63,1449,243,39,13,1743,43,9,58,1796,79,0,1874,696,131,20,20,871,63,10,75,946,215,3,1167,10,5,0,0,12,0,0,0,12,0,0,17,2155,383,55,41,2629,106,22,128,2761,293,7,3063,398,81,3,4,482,13,11,24,507,46,0,554,1157,167,13,6,1350,22,4,29,1375,57,0,1432,45,8,9,0,59,3,0,4,60,6,0,69,5,0,0,4,11,0,0,0,15,0,0,14,1610,249,26,19,1905,44,11,55
SOSR612,65,8,0,3,72,3,0,3,75,3,0,82,227,37,5,7,272,0,0,3,277,12,0,281,43,10,3,0,57,0,0,0,61,0,0,61,6,0,0,0,8,0,0,0,8,0,0,8,343,53,14,9,414,4,3,5,420,14,0,431,3,0,0,0,3,0,0,0,3,0,0,5,14,0,0,3,17,3,0,3,22,0,0,22,20,3,0,3,24,3,0,3,24,0,0,28,355,56,15,7,437,10,3,8,446,9,0,459,195,44,4,4,246,39,3,37,281,60,4,342,0,0,0,0,0,0,0,0,0,0,4,4,552,100,13,12,681,45,6,45,728,72,7,803,104,16,3,3,121,3,0,3,128,14,3,141,293,34,3,3,334,9,3,9,349,17,0,363,17,0,3,0,17,0,0,0,23,0,0,23,0,0,0,3,4,0,0,0,4,0,0,4,416,53,7,10,487,12,3,14
SOSR613,95,7,3,0,107,7,0,8,114,13,0,125,396,41,3,3,440,3,0,4,447,30,0,472,81,13,5,0,100,0,0,0,100,3,0,103,5,0,0,0,7,0,0,0,7,0,0,7,576,69,10,6,654,9,3,9,663,43,0,711,5,0,0,0,8,3,0,3,10,3,0,14,5,4,0,0,14,0,4,5,16,3,0,23,11,4,0,0,17,9,4,8,23,7,0,30,583,65,12,5,672,10,3,18,693,52,0,739,260,71,17,10,359,27,9,36,389,79,0,473,5,0,0,0,5,0,0,0,5,0,3,7,850,143,26,11,1032,36,17,50,1081,131,4,1218,163,20,3,0,189,13,0,13,197,12,0,210,392,63,5,3,463,9,0,14,479,29,3,509,12,3,7,0,22,0,0,0,22,0,0,22,10,0,0,0,13,0,0,0,13,0,0,13,573,91,11,3,679,20,0,23
SOSR614,36,3,0,0,41,0,0,5,38,5,0,47,111,10,3,3,128,3,0,3,133,9,0,139,32,3,4,4,40,0,0,0,40,0,0,41,4,0,0,0,5,0,0,0,5,0,0,5,177,19,3,4,210,3,0,3,212,15,0,231,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,0,4,4,3,0,0,6,0,0,0,6,3,0,7,178,21,3,4,215,3,0,3,222,14,0,238,90,11,3,3,108,14,0,14,120,37,0,158,0,0,0,0,0,0,0,0,0,0,0,0,268,34,7,15,325,15,0,19,346,51,0,391,54,8,0,0,60,0,0,0,64,3,0,68,132,12,0,0,144,3,0,3,147,7,0,156,13,0,0,0,13,0,0,0,13,0,0,13,5,0,0,0,3,0,0,0,3,0,0,3,201,20,3,0,217,4,0,5
SOSR615,180,45,4,0,231,0,3,4,234,25,0,258,805,111,16,14,946,10,8,10,959,27,0,981,145,18,22,5,195,4,3,6,200,3,0,208,11,0,0,9,19,0,0,0,19,0,0,20,1148,174,37,27,1389,14,10,25,1413,53,3,1468,15,0,0,0,15,5,3,8,24,0,0,22,25,0,0,0,24,5,0,5,29,0,0,29,38,0,0,0,37,12,3,9,52,3,0,56,1185,175,37,25,1424,22,13,33,1460,57,3,1522,672,95,31,25,827,66,0,62,891,98,3,991,6,0,0,0,5,0,0,0,5,0,8,24,1866,269,71,53,2262,86,15,99,2362,158,14,2535,302,64,7,3,371,14,3,14,380,35,3,415,914,142,14,20,1089,9,3,16,1104,49,0,1154,32,6,8,0,41,3,0,3,48,6,0,51,3,0,0,7,11,0,0,0,13,0,0,13,1249,211,25,28,1512,23,6,32
SOSR621,59,15,3,0,75,0,0,0,73,8,0,81,221,34,6,3,267,0,3,4,264,20,0,282,68,13,7,0,88,0,0,0,88,3,0,91,0,0,0,0,0,0,0,0,0,0,0,3,348,57,19,6,423,3,3,6,430,24,0,455,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,0,0,3,12,0,0,12,7,4,0,0,9,0,0,3,12,0,0,12,354,55,19,6,437,3,4,5,444,24,0,466,211,37,10,4,266,15,3,16,280,39,0,318,0,0,0,0,0,0,0,0,0,0,0,0,566,97,27,7,697,15,9,21,721,64,0,790,117,38,0,3,151,3,0,3,158,5,0,162,331,42,7,8,384,8,4,11,392,25,0,417,19,3,0,0,19,0,0,0,19,0,0,19,6,0,0,3,13,0,0,0,13,0,0,15,470,84,10,16,567,11,4,12
SOSR622,28,7,0,0,32,0,0,0,32,0,0,39,102,13,3,0,121,0,3,0,128,6,0,130,22,0,3,0,30,3,0,3,34,3,0,31,0,0,0,3,3,0,0,0,3,0,0,3,158,19,10,3,195,4,3,7,195,11,0,209,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,3,8,0,0,0,8,0,0,8,5,0,0,3,7,0,0,0,7,0,0,7,166,21,10,8,203,4,3,7,209,11,0,219,99,11,0,3,106,4,0,4,110,9,0,124,3,0,0,0,3,0,0,0,3,0,0,7,266,29,12,9,314,9,3,7,325,23,3,343,63,8,0,0,69,0,0,7,73,6,0,79,141,44,7,3,185,6,0,6,189,15,0,207,11,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,212,47,9,3,269,9,0,10
SOSR631,375,54,8,9,443,7,3,7,450,31,3,482,1213,210,25,16,1458,14,7,18,1480,56,0,1533,242,38,38,7,323,8,4,4,330,10,0,346,20,3,0,14,33,0,0,0,33,3,3,40,1847,301,72,41,2258,22,11,33,2295,98,8,2398,3,3,0,0,4,5,0,5,10,4,0,15,40,6,3,0,52,3,0,3,51,10,0,62,40,7,3,0,54,4,0,4,60,12,0,74,1890,307,70,42,2310,26,11,44,2351,109,8,2470,808,169,27,25,1033,49,0,54,1086,199,3,1288,19,0,3,0,25,0,0,0,25,0,8,38,2724,481,105,68,3376,75,13,93,3468,311,23,3796,736,122,14,5,877,12,7,17,897,58,4,954,1728,287,33,12,2068,14,10,28,2092,97,3,2193,69,4,27,4,102,0,0,0,102,4,0,112,16,0,3,18,45,0,0,0,45,5,0,47,2548,416,77,47,3085,31,17,46
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,1406,119,24,20,1575,26,3,36,1607,68,0,1673,1358,116,34,10,1516,20,3,25,1539,23,0,1571,468,40,67,0,576,6,3,13,587,7,0,591,37,3,0,34,72,0,0,0,72,7,0,84,3268,278,122,71,3737,60,7,74,3809,114,0,3916,65,4,3,0,70,13,0,13,82,5,0,89,86,5,0,3,103,4,0,4,104,0,0,104,155,8,3,3,173,14,0,14,187,11,0,196,3419,284,130,70,3906,76,7,89,3990,117,0,4112,1917,176,82,56,2225,46,7,50,2278,187,4,2462,11,6,0,8,20,0,0,0,20,0,21,42,5349,466,206,133,6150,124,13,140,6289,305,24,6621,1737,158,28,13,1929,42,7,45,1972,91,3,2067,1422,133,29,9,1598,19,6,25,1617,31,0,1654,101,19,25,4,147,3,3,3,150,6,0,154,28,0,0,24,57,0,0,0,57,4,0,61,3282,310,82,49,3724,65,13,80
SOSR712,272,41,4,3,321,0,0,0,325,17,3,340,250,27,7,0,294,0,0,0,294,7,0,302,94,4,4,0,109,0,0,0,109,0,0,112,6,0,0,6,11,0,0,0,11,0,4,16,630,78,20,11,731,0,0,3,738,22,3,764,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,4,7,0,0,7,5,0,0,0,5,0,4,4,7,0,0,7,641,78,20,11,741,0,4,5,743,22,3,777,297,34,10,9,343,3,4,12,353,73,0,421,0,0,0,0,0,0,0,0,0,0,9,12,935,108,23,15,1088,6,7,14,1103,95,18,1209,379,41,7,0,429,8,0,8,436,20,0,454,304,34,5,3,349,0,0,0,346,4,0,350,20,0,0,0,19,0,0,0,19,3,0,25,4,0,0,4,13,0,0,0,13,0,0,13,704,75,12,7,800,5,0,8
SOSR714,73,3,0,0,83,0,0,0,81,6,0,91,79,0,0,0,78,0,0,0,78,0,0,80,19,3,3,0,26,0,0,0,26,0,0,26,0,0,0,3,4,0,0,0,4,0,0,4,172,6,7,3,190,0,0,0,188,11,0,198,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,3,0,0,6,177,6,7,3,188,3,0,3,195,9,0,209,66,7,0,0,70,3,0,0,75,24,0,99,0,0,0,0,0,0,0,0,0,0,0,0,242,11,7,3,267,3,3,9,272,38,0,307,90,6,4,0,99,0,0,4,101,0,0,105,44,0,0,0,43,0,0,0,45,0,0,52,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,3,4,0,0,0,4,0,0,4,141,6,3,5,162,0,3,7
SOSR715,117,28,3,5,158,8,0,8,165,23,0,185,76,7,3,3,93,0,0,0,93,14,0,111,16,3,8,3,35,0,0,0,36,3,0,38,0,3,0,15,19,0,0,0,19,3,0,19,212,43,20,26,300,8,0,6,308,40,0,349,8,4,0,0,9,34,0,34,45,6,0,50,8,5,0,0,9,6,10,15,26,3,0,29,12,6,0,0,24,42,10,47,73,12,0,82,223,55,20,26,319,48,6,56,379,53,0,428,140,39,5,12,195,44,4,47,244,367,3,610,0,0,0,0,3,0,0,0,6,5,38,48,365,100,22,36,522,94,16,105,627,425,39,1084,145,25,4,0,178,17,0,17,191,46,0,240,110,35,3,0,146,10,0,10,153,22,0,175,8,0,7,0,7,0,0,0,11,0,0,11,4,3,0,13,16,0,0,0,15,5,0,20,264,59,7,9,352,21,3,26
SOSR721,72,7,0,0,81,7,0,3,85,14,0,98,75,17,0,0,98,9,0,6,105,19,0,123,24,0,7,0,32,0,0,0,31,4,0,31,3,0,0,9,11,0,0,0,11,4,0,13,179,24,6,7,216,11,3,15,231,36,0,266,3,0,0,0,3,11,3,17,22,3,3,32,0,0,0,0,0,3,8,15,14,4,0,20,4,0,0,0,4,21,11,27,38,7,3,46,185,24,6,7,225,31,16,46,268,41,3,314,115,28,8,13,159,33,19,51,210,238,4,452,0,0,0,3,7,0,0,0,7,4,23,35,299,54,16,19,387,61,36,96,482,286,33,804,116,16,3,4,135,9,0,9,139,23,0,166,87,26,3,3,119,14,4,12,133,31,0,162,3,4,9,0,18,3,0,3,15,0,0,15,3,0,0,7,6,3,0,3,9,6,0,15,206,44,8,15,275,19,4,27
SOSR722,34,12,5,0,50,3,0,3,55,11,0,61,34,22,0,0,60,3,8,9,65,10,0,77,3,3,8,0,15,3,0,3,14,0,0,18,0,0,0,0,3,0,0,0,3,3,0,3,72,39,6,0,122,13,8,13,135,22,0,159,3,5,0,0,6,55,5,54,63,7,0,67,4,0,0,0,4,0,9,9,11,3,0,16,8,3,0,0,16,55,12,66,74,6,0,85,81,40,6,0,131,61,15,78,211,33,0,248,83,49,3,4,136,66,14,75,216,232,3,452,0,0,0,0,0,0,0,0,0,4,11,19,162,95,12,6,270,131,30,157,432,265,20,712,55,11,7,0,70,9,0,12,79,18,0,103,50,24,0,0,82,13,3,14,93,23,0,121,8,0,0,0,8,0,0,0,8,7,0,8,0,0,0,4,4,0,0,0,4,0,3,9,114,38,5,3,162,20,8,27
SOSR731,289,23,4,6,327,0,0,0,323,23,0,347,312,36,8,0,366,9,0,9,371,18,0,394,70,3,16,4,91,0,0,0,91,7,0,97,0,0,0,11,12,0,0,0,12,0,0,17,682,65,27,22,792,13,0,13,802,48,0,852,7,5,0,3,15,44,0,44,65,3,0,68,7,0,0,0,7,0,0,0,7,6,0,16,13,5,0,3,28,44,0,43,73,5,0,79,696,72,29,19,816,57,0,60,873,58,0,933,292,56,8,9,367,50,3,52,416,176,4,597,4,0,0,3,4,0,0,0,4,0,19,28,991,125,40,36,1188,107,3,113,1300,226,24,1559,470,37,4,4,518,10,0,14,526,31,0,560,355,62,17,6,447,18,4,24,464,24,0,488,19,3,16,0,38,0,0,0,38,7,0,45,4,0,0,8,12,3,0,3,19,0,0,17,851,107,36,16,1011,33,8,39
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,4160,610,82,33,4888,78,15,95,4981,212,0,5200,6183,924,79,37,7226,37,22,57,7285,116,9,7412,2467,267,323,17,3070,20,3,21,3091,27,0,3116,85,8,0,52,151,0,0,0,152,6,9,162,12893,1815,486,146,15334,137,33,172,15512,359,18,15894,197,27,3,3,230,18,7,19,257,16,0,266,224,33,4,6,265,12,6,22,291,13,3,306,426,59,5,8,504,30,14,39,546,28,3,572,13322,1872,491,152,15838,172,48,220,16052,394,18,16466,3904,535,125,90,4649,111,30,146,4792,355,5,5151,46,3,0,25,74,3,0,3,75,0,22,96,17269,2410,616,270,20558,283,82,361,20924,751,49,21722,5930,711,78,35,6750,119,24,139,6897,296,11,7200,6532,763,79,55,7433,60,15,72,7511,117,8,7639,418,66,86,3,568,3,4,8,577,3,0,578,56,4,0,70,128,0,0,0,128,7,0,139,12935,1549,242,166,14888,181,45,222
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,8,5,0,0,0,5,0,0,0,5,0,0,3,13,0,3,0,16,0,0,0,16,0,0,16,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,20,0,0,0
SOSR831,6,4,0,0,8,0,0,0,8,0,0,8,22,3,0,0,23,0,0,0,23,0,0,23,6,0,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,34,6,3,0,44,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,3,0,44,0,0,0,44,0,0,44,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,43,10,3,0,51,0,0,0,51,0,0,51,14,0,0,0,13,0,0,0,13,0,0,13,20,0,0,0,21,0,0,0,21,0,0,21,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,42,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
