SOSR_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SOSR599,3,55,274,164,148,113,18,0,0,776,6,34,65,48,30,27,9,0,0,222,0,4,23,14,26,8,0,0,0,83,0,7,19,6,8,8,0,0,0,43,6,101,376,230,211,157,34,0,0,1128,18,26,72,51,50,38,0,0,0,254,3,8,6,13,6,9,3,0,0,44,19,32,81,62,58,49,7,0,0,303,29,139,458,295,277,200,35,0,0,1428,32,66,108,108,124,212,268,46,10,962,26,58,209,205,238,127,71,13,0,946,84,254,773,606,638,540,375,58,12,3336,6,68,140,54,43,56,3,0,0,364,10,25,59,23,36,46,3,0,0,206,0,3,19,15,10,11,0,0,0,56,3,4,3,7,0,0,0,0,0,15,18,101,221,94,91,113,9,0,0,648,4,19,30,17,21,16,0,0,0,99,4,4,15,3,5,15,0,0,0,49,11,19,37,18,27,25,0,0,0,143
SOSR603,411,1878,6471,6593,6823,4605,685,44,8,27514,1309,1530,1773,1304,1334,1524,844,152,7,9778,80,103,187,213,231,273,67,8,4,1168,44,77,156,109,103,76,27,10,8,611,1845,3581,8590,8224,8494,6480,1626,207,31,39080,185,420,572,356,291,202,8,0,0,2042,418,259,198,86,83,108,33,3,0,1185,605,684,766,443,371,310,40,7,0,3221,2453,4265,9358,8663,8872,6788,1666,214,31,42305,2857,1417,1626,1308,1559,3320,5951,3842,1471,23367,232,314,674,551,655,639,558,362,151,4140,5540,6000,11661,10524,11089,10747,8176,4416,1652,69810,213,1446,4062,3715,4546,2917,291,13,3,17209,1869,2047,3472,4266,3916,3231,847,92,5,19751,90,175,615,413,300,311,64,4,3,1982,46,58,109,70,89,75,19,13,7,484,2222,3731,8260,8466,8859,6534,1222,117,21,39433,86,165,266,174,139,86,3,0,0,930,401,241,284,186,157,134,18,4,0,1435,488,410,553,360,294,223,27,6,0,2361
SOSR611,228,993,2629,2599,2861,1881,248,15,3,11458,596,634,637,506,538,604,336,73,3,3934,35,56,97,77,99,105,37,7,0,518,23,30,62,48,44,43,17,0,0,271,883,1719,3417,3227,3543,2637,648,93,6,16182,90,221,247,172,160,127,4,0,0,1030,204,135,81,44,39,50,7,0,0,572,300,357,329,222,198,182,9,0,0,1599,1186,2075,3745,3446,3744,2819,659,93,6,17778,1285,689,624,532,648,1147,2559,1560,618,9652,141,189,297,270,312,282,286,150,70,2006,2610,2951,4667,4251,4705,4248,3504,1803,698,29439,130,644,1447,1314,1785,1162,105,4,0,6596,864,947,1368,1789,1733,1337,318,24,3,8391,49,70,245,143,124,138,28,5,0,801,28,36,36,41,39,34,12,3,0,227,1069,1690,3094,3291,3682,2672,466,37,7,16012,83,115,87,84,114,52,3,0,0,541,172,116,99,116,78,59,7,0,0,645,255,228,189,198,196,111,6,0,0,1181
SOSR612,82,239,713,709,771,521,72,6,0,3115,162,122,162,130,165,200,108,14,6,1071,10,20,24,27,37,45,10,0,0,177,7,5,19,13,15,16,7,3,3,88,252,392,923,877,992,791,196,26,5,4454,38,83,83,55,67,37,4,0,0,369,42,18,19,13,16,18,5,0,0,132,87,101,99,67,84,56,5,3,0,500,337,491,1020,942,1075,850,202,25,5,4948,365,90,156,173,259,488,948,595,213,3285,32,29,73,61,69,104,100,60,20,549,725,613,1247,1174,1409,1439,1256,681,241,8785,41,163,343,331,491,274,37,3,0,1682,267,203,429,486,532,377,82,8,0,2394,10,17,48,42,49,49,10,0,0,232,4,4,12,11,15,11,7,4,0,70,327,383,828,864,1090,719,138,13,0,4368,26,43,22,35,35,18,0,0,0,179,59,21,40,23,28,19,0,0,0,188,78,67,65,56,65,38,0,0,0,374
SOSR613,133,427,956,950,1140,781,102,7,4,4491,252,144,181,161,221,283,99,19,3,1364,22,18,32,38,60,58,13,0,0,240,5,13,12,21,14,16,10,3,0,90,415,607,1184,1167,1433,1130,222,29,7,6189,59,91,101,94,93,65,5,0,0,516,61,26,32,12,24,18,5,0,0,179,117,112,129,109,121,90,6,3,0,691,535,723,1307,1278,1548,1220,229,38,8,6880,530,164,204,259,326,669,1341,896,277,4663,31,52,88,85,111,98,116,77,27,680,1097,933,1603,1615,1983,1986,1684,1009,311,12225,68,241,459,452,716,451,35,0,0,2419,379,290,532,677,731,566,100,12,0,3288,12,25,85,47,57,59,8,0,0,300,18,7,17,16,13,20,10,0,0,109,481,556,1097,1187,1524,1102,155,16,3,6122,22,38,45,40,48,18,0,0,0,216,64,27,51,36,45,34,0,0,0,255,82,69,101,81,87,48,0,0,0,467
SOSR614,36,135,348,281,320,263,32,8,3,1422,58,43,54,56,71,74,39,6,0,400,3,3,13,14,11,26,7,0,0,77,8,3,18,10,8,6,3,0,0,54,106,188,431,359,415,367,84,13,0,1960,19,28,29,34,27,31,0,0,0,174,18,0,4,6,4,9,3,0,0,45,35,31,38,38,34,36,4,0,0,221,142,214,468,395,449,404,88,15,0,2181,181,27,72,101,148,283,532,362,93,1804,18,15,34,26,36,37,48,46,15,266,333,259,572,526,641,726,668,419,105,4245,23,68,115,145,221,136,11,0,0,720,81,89,213,191,246,180,35,3,0,1044,5,13,30,23,18,21,6,0,0,116,3,0,5,6,6,10,3,3,0,34,120,175,362,361,486,350,54,4,0,1914,10,9,16,12,22,6,0,0,0,86,19,0,20,15,3,16,0,0,0,79,29,14,41,31,22,23,0,0,0,162
SOSR615,205,764,1916,1935,2166,1656,218,19,3,8890,336,258,321,344,428,540,262,35,3,2529,22,24,89,81,97,113,30,3,0,462,28,17,54,54,58,47,10,6,0,265,591,1066,2387,2411,2750,2352,519,66,6,12144,99,138,149,177,151,142,5,0,4,862,63,38,30,19,37,42,14,3,0,248,164,184,174,190,194,182,13,6,4,1111,751,1247,2563,2606,2940,2539,527,66,14,13256,824,202,253,338,636,1365,2964,1720,522,8816,67,105,172,166,227,262,292,163,62,1526,1648,1553,2992,3107,3803,4160,3791,1954,595,23598,89,445,878,848,1303,811,90,3,0,4466,535,438,1036,1371,1401,1162,252,24,3,6233,31,47,150,98,108,128,35,3,0,595,22,17,23,26,34,31,19,3,3,180,678,944,2088,2342,2846,2133,406,31,11,11476,46,61,76,67,102,45,4,0,0,408,90,41,74,65,77,60,9,0,0,421,140,101,152,136,183,110,10,0,0,826
SOSR621,85,186,559,660,718,520,78,12,0,2822,91,84,117,113,177,236,108,17,3,945,8,15,35,22,28,54,17,0,0,175,6,13,24,17,17,10,5,3,0,96,183,298,734,810,946,824,207,35,8,4041,20,32,42,30,49,55,3,0,0,233,17,5,6,6,13,20,3,0,0,67,35,34,50,37,61,73,4,0,0,304,227,327,783,852,1003,893,212,38,8,4340,260,51,73,110,183,524,1014,516,133,2860,34,25,50,55,91,110,112,50,19,539,517,403,914,1012,1284,1528,1334,604,156,7740,27,119,244,287,422,292,31,4,0,1425,165,113,313,462,422,412,105,5,0,1988,5,16,54,38,35,70,14,5,0,238,3,3,10,9,19,13,5,3,3,72,198,257,623,796,897,783,158,10,5,3729,12,17,13,16,23,17,3,0,0,104,18,4,20,16,21,26,0,0,0,121,39,23,41,36,45,47,4,0,0,230
SOSR622,40,112,286,337,437,390,78,9,3,1692,64,36,50,63,109,171,69,15,3,571,5,7,9,20,30,29,8,3,0,103,3,3,12,11,15,7,4,0,0,57,107,159,366,430,596,589,156,29,7,2428,15,27,19,24,23,48,3,0,0,156,13,10,8,8,11,4,3,0,0,51,30,36,20,31,35,52,7,0,0,204,137,192,388,461,623,636,160,30,7,2635,204,45,49,90,127,369,702,335,93,2003,20,20,25,41,59,70,82,54,24,392,354,249,458,592,807,1083,947,425,117,5029,18,69,129,150,254,171,25,0,0,826,77,74,155,243,300,266,71,9,0,1200,3,4,24,25,33,29,7,0,0,130,10,4,3,8,12,8,0,3,0,42,107,155,318,432,597,474,101,12,0,2192,7,7,14,15,20,13,0,0,0,84,13,7,11,14,12,13,0,0,0,63,24,16,26,28,33,27,0,0,0,148
SOSR631,476,1115,2511,3592,4671,3550,795,117,19,16846,583,379,479,716,1048,1367,685,138,12,5416,36,61,127,134,238,279,97,18,3,985,45,47,79,90,139,105,48,23,3,583,1134,1596,3188,4530,6099,5302,1634,294,44,23827,110,156,171,180,237,239,16,0,3,1115,126,44,43,35,69,116,25,3,0,465,234,204,218,217,306,355,44,3,3,1581,1369,1806,3402,4746,6398,5662,1681,300,46,25405,1565,313,404,569,1149,2785,4486,1851,362,13497,172,151,283,379,538,652,505,215,59,2948,3108,2266,4095,5693,8089,9090,6675,2371,466,41846,178,554,1190,1624,2545,1647,271,37,4,8049,919,640,1403,2386,2865,2387,538,70,14,11215,70,47,230,165,233,287,60,4,0,1093,36,28,40,71,113,59,37,13,0,398,1200,1270,2861,4246,5752,4370,906,127,18,20753,57,71,69,92,127,94,3,0,0,510,133,43,75,103,103,104,8,3,0,577,191,109,142,196,233,199,16,3,0,1086
SOSR679,0,3,8,5,10,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,14,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,14,3,0,0,0,38,0,0,3,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,4,0,6,15,5,10,8,4,0,0,49,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,3,5,42,11,17,11,0,0,0,86,3,3,15,9,8,7,0,0,0,50,0,0,3,6,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,8,4,15,56,26,28,16,0,0,0,152,3,10,14,4,9,3,0,0,0,44,4,0,3,3,0,0,0,0,0,15,5,15,13,13,9,3,0,0,0,57,11,28,71,34,36,21,3,0,0,204,12,11,11,31,20,29,37,3,0,158,3,19,35,29,22,7,8,3,0,117,34,56,120,93,77,52,48,8,0,481,0,3,13,12,14,6,0,0,0,48,4,3,9,14,9,4,0,0,0,44,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,3,26,27,21,12,0,0,0,98,4,3,6,5,0,0,0,0,0,20,0,3,7,0,0,8,0,0,0,18,5,4,9,5,3,7,0,0,0,38
SOSR703,450,2362,8191,6688,5425,3320,652,40,7,27144,811,688,1061,639,547,553,291,41,0,4629,50,140,337,233,218,197,48,7,0,1236,51,117,239,147,126,73,23,7,0,787,1364,3310,9829,7720,6320,4141,1007,95,10,33793,93,192,298,229,207,153,22,0,0,1198,153,71,58,33,47,44,15,0,0,422,245,264,361,265,253,196,46,0,0,1621,1607,3569,10186,7983,6577,4335,1052,100,9,35417,1462,539,902,762,733,1022,1859,861,201,8341,289,562,1774,1261,1026,771,388,120,39,6225,3362,4680,12865,9999,8332,6128,3296,1071,245,49980,320,1672,5385,4180,3883,2283,362,15,0,18105,933,873,2043,1834,1283,890,269,29,0,8152,37,108,501,289,204,166,38,0,0,1354,48,79,159,87,100,49,22,0,3,548,1334,2725,8091,6394,5469,3396,695,44,9,28155,78,123,190,162,138,66,8,0,0,758,159,74,168,134,72,42,12,0,0,659,231,197,360,297,205,108,16,0,0,1417
SOSR712,96,351,1229,1077,1088,856,142,7,0,4847,189,69,145,118,119,117,76,9,0,835,17,11,49,41,38,47,17,0,0,222,9,10,37,22,18,10,3,0,0,105,312,445,1455,1251,1261,1029,242,19,0,6010,19,31,36,36,35,20,3,0,0,184,18,4,11,11,3,10,3,0,0,60,44,38,43,45,45,28,6,0,0,244,352,482,1499,1290,1304,1058,242,19,0,6253,337,89,163,171,172,174,304,163,42,1620,72,98,284,196,226,170,90,30,6,1167,762,663,1948,1655,1701,1393,642,216,51,9040,98,291,1000,864,1013,669,106,5,0,4048,166,106,359,360,279,229,67,10,0,1574,13,18,101,53,50,42,8,3,0,284,10,16,34,26,22,17,5,0,0,123,285,427,1493,1297,1370,954,196,14,0,6038,7,18,27,14,15,14,0,0,0,101,19,8,18,15,5,10,0,0,0,77,24,21,51,30,28,26,0,0,0,175
SOSR714,23,97,334,220,221,159,39,3,0,1086,47,24,20,23,16,16,25,0,0,173,8,3,11,4,8,11,8,0,0,58,4,4,5,6,12,3,4,0,0,31,77,125,369,253,260,188,72,3,0,1352,6,10,12,14,12,8,0,0,0,55,0,0,0,0,0,4,0,0,0,14,8,11,16,14,10,12,0,0,0,72,83,134,383,268,276,197,74,3,0,1426,87,37,48,48,58,79,104,44,9,512,49,34,126,66,95,82,45,22,8,535,220,205,565,381,429,361,227,75,18,2471,14,78,257,179,196,125,22,0,0,871,39,26,74,57,42,42,15,0,0,291,3,6,29,10,9,13,0,0,0,79,3,3,10,3,4,4,0,0,0,22,56,116,368,254,254,178,36,0,0,1266,3,0,3,6,13,5,0,0,0,29,4,3,3,8,0,3,3,0,0,22,5,3,10,16,14,9,4,0,0,52
SOSR715,40,132,407,395,391,276,60,6,0,1709,45,36,115,103,93,63,17,3,0,474,0,7,10,31,18,14,0,0,0,90,9,18,38,27,10,12,0,0,0,113,92,190,572,556,518,369,84,9,0,2384,55,81,129,80,73,16,4,0,0,433,8,23,36,25,16,3,0,0,0,110,69,97,158,102,90,23,3,0,0,548,161,287,732,655,609,393,85,9,0,2936,508,365,632,471,380,215,148,34,0,2759,81,63,176,196,114,90,33,13,0,769,753,716,1541,1319,1103,697,268,58,0,6460,30,106,373,333,359,261,34,0,0,1496,34,40,131,168,144,60,17,0,0,599,3,4,28,26,19,26,3,0,0,110,9,21,34,23,31,5,3,3,0,138,85,175,578,546,549,352,53,10,0,2350,42,62,91,59,43,8,0,0,0,314,12,9,42,34,23,3,0,0,0,119,49,78,135,95,64,15,0,0,0,430
SOSR721,32,152,446,421,343,253,49,3,0,1696,22,27,87,70,62,46,15,3,0,334,3,6,25,17,23,19,3,0,0,104,10,18,40,15,18,17,6,0,0,125,64,208,596,532,449,335,77,6,0,2256,29,50,86,65,40,8,0,0,0,280,7,17,35,18,11,4,0,0,0,95,37,67,120,86,58,15,0,0,0,372,98,273,716,612,501,345,77,6,0,2635,415,236,414,280,201,146,110,36,7,1847,90,88,152,94,137,76,27,9,3,674,601,588,1285,993,838,572,213,52,9,5151,30,120,387,245,302,177,17,0,0,1281,29,46,137,151,116,72,24,0,0,570,4,4,37,29,26,7,0,0,0,111,9,17,14,23,16,10,4,0,0,91,68,177,581,456,460,266,44,5,0,2061,20,36,62,42,40,8,5,0,0,206,8,13,35,26,14,4,0,0,0,97,29,48,98,65,51,9,3,0,0,302
SOSR722,23,78,188,179,248,168,44,3,0,927,26,39,75,77,55,50,17,0,0,342,0,0,12,10,12,16,4,0,0,52,3,5,16,14,16,4,0,0,0,55,49,124,280,281,326,237,73,4,3,1381,61,97,148,88,57,22,0,0,0,468,15,22,24,19,14,9,4,0,0,110,70,116,179,103,74,33,3,0,0,585,127,245,460,384,394,277,72,4,3,1965,312,215,353,250,236,185,166,77,11,1801,40,45,100,82,108,81,36,12,0,505,485,501,911,713,741,539,275,89,18,4264,12,52,158,154,193,151,35,5,0,757,22,42,116,117,88,70,17,0,0,469,0,5,15,16,11,7,3,0,0,61,5,0,17,6,11,3,3,0,0,41,34,95,309,295,308,234,51,9,0,1323,58,74,91,76,57,13,3,0,0,368,7,5,24,22,26,9,3,0,0,96,69,81,110,94,80,27,6,0,0,460
SOSR731,200,534,1249,1334,1460,881,212,26,3,5898,150,89,143,165,231,207,89,13,0,1079,8,33,53,76,103,84,10,3,0,374,21,25,52,50,42,32,11,3,0,236,383,686,1501,1621,1834,1206,323,43,3,7587,72,94,136,124,130,78,10,0,0,643,22,13,16,14,16,23,6,0,0,113,89,108,152,140,143,103,14,0,0,759,469,796,1655,1764,1978,1304,341,43,3,8344,561,277,551,427,415,527,690,218,37,3703,247,315,438,367,433,347,187,44,4,2386,1276,1392,2640,2556,2826,2185,1215,306,45,14437,108,338,777,854,1062,564,95,9,0,3816,180,112,316,457,383,281,115,10,3,1856,3,17,75,63,80,59,13,0,0,314,13,22,30,25,42,19,10,0,0,157,307,485,1203,1400,1571,924,226,23,3,6148,56,60,102,94,79,34,11,0,0,422,32,17,28,24,28,20,0,0,0,150,82,74,133,114,107,50,11,0,0,573
SOSR779,0,0,6,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,10,9,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,0,0,0,0,22,0,4,12,12,3,0,0,0,0,28,0,0,5,4,0,0,0,0,0,12,0,4,23,16,11,3,0,0,0,61,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,10,31,64,50,56,38,11,0,0,254,0,4,7,0,10,6,0,0,0,36,0,0,8,12,4,3,0,0,0,23,0,4,5,0,0,0,0,0,0,9,11,39,84,62,70,44,13,0,0,320,0,3,9,13,7,4,0,0,0,32,0,0,4,0,4,3,0,0,0,10,0,4,12,14,10,7,0,0,0,48,10,46,94,71,84,54,13,0,0,369,3,16,33,64,75,118,129,15,0,465,3,33,93,80,99,57,34,9,0,405,16,98,219,215,257,229,174,20,0,1240,5,27,46,22,28,20,0,0,0,149,0,8,17,11,12,14,0,0,0,66,0,0,17,3,0,8,0,0,0,29,0,0,4,0,0,0,0,0,0,9,8,34,80,39,39,46,0,0,0,252,0,3,8,8,5,6,0,0,0,21,0,0,0,3,0,0,0,0,0,10,0,3,8,12,5,4,0,0,0,33
SOSR802,1209,5898,21822,21035,17913,9659,1679,113,8,79333,3412,4027,3750,2783,2212,2411,1496,239,19,20358,208,269,651,569,572,488,186,19,3,2964,156,277,424,352,243,131,52,15,4,1658,4987,10469,26641,24743,20949,12693,3412,389,44,104319,243,501,716,582,458,373,57,4,0,2929,963,563,317,163,121,197,98,14,4,2438,1205,1064,1034,738,576,567,155,18,3,5365,6187,11534,27676,25478,21529,13259,3562,403,50,109684,5654,3365,2577,1752,2020,5516,9487,5436,1950,37747,471,898,2062,1552,1333,1023,839,578,321,9076,12311,15795,32310,28789,24876,19803,13888,6417,2319,156508,797,4909,16550,13433,13678,7032,804,42,3,57251,4539,4832,6905,8311,6133,4223,1390,136,15,36485,200,399,2093,1289,693,635,147,20,7,5473,179,258,295,219,202,125,48,12,9,1343,5717,10397,25840,23249,20713,12011,2384,205,31,100550,132,300,564,429,316,166,13,5,0,1926,989,552,452,355,234,206,60,6,4,2863,1126,855,1014,783,549,377,74,10,4,4785
SOSR822,0,0,0,11,19,6,0,0,0,40,4,3,0,0,0,4,7,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,4,7,11,20,15,8,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,20,15,8,0,0,64,4,0,0,3,0,3,12,13,3,35,0,5,0,0,0,0,0,0,0,3,5,10,5,13,23,16,16,14,3,103,0,0,3,3,9,5,0,0,0,26,7,0,4,7,4,4,0,0,0,35,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,5,6,14,16,12,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,4,12,36,51,45,23,11,0,0,183,5,4,3,5,7,6,0,3,0,34,0,3,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,13,18,41,63,56,32,8,3,0,231,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,14,18,43,64,56,31,8,3,0,238,13,8,0,0,0,8,8,3,0,39,3,0,6,4,5,9,0,0,0,36,28,25,50,65,64,50,18,6,0,317,0,8,24,26,21,10,3,0,0,97,11,5,10,25,11,12,3,0,0,77,0,0,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,11,40,54,38,21,8,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,8
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
