SOSR_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SOSR611,0,43,..,3,0,4,0,4,..,0,0,0,0,0,..,47,91,140,0,139,..,49,3,56,0,56,..,29,3,35,0,35,..,0,0,0,0,0,..,4,0,7,0,7,..,35,3,38,0,38,..,29,4,28,0,28,..,92,6,98,4,99,..,32,0,32,0,32,..,189,6,195,4,197,..,42,6,48,0,48,..,35,0,36,0,38,..,38,10,46,0,42,..,3,0,5,0,5,..,47,11,54,0,54,..,350,141,492,8,498,..,2002,616,2617,25,2636,..,104,13,118,2502,2619,33896,2108,623,2729,2531,39157,65030,..,..,..,..,65030,..,54,0,60,0,60,..,155,31,177,7,187,..,8,0,8,0,8,..,140,33,178,3,181,..,596,103,702,8,711,..,27,8,39,0,39,..,766,150,915,7,925,..,26,0,26,0,26,..,122,3,128,0,126,..,97,5,106,0,106,..,154,3,162,3,165
SOSR612,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,18,..,8,0,8,0,8,..,35,0,35,0,32,..,0,0,3,0,3,..,53,0,56,3,61,..,16,7,24,0,24,..,3,0,3,0,3,..,16,0,15,0,15,..,0,0,0,0,0,..,3,5,10,0,10,..,37,12,50,4,51,..,334,63,394,9,406,..,32,0,29,669,705,11111,365,68,427,676,12217,20979,..,..,..,..,20979,..,18,0,18,0,18,..,8,0,8,0,8,..,0,0,0,0,0,..,12,7,21,0,20,..,64,43,100,4,105,..,3,0,7,0,7,..,77,54,128,3,134,..,0,0,0,0,0,..,24,0,27,0,27,..,14,0,13,0,17,..,21,0,21,0,26
SOSR613,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,10,0,10,0,10,..,33,0,33,0,33,..,6,0,6,0,6,..,64,0,64,0,64,..,17,3,24,0,24,..,11,3,10,0,10,..,15,3,21,0,25,..,0,0,0,0,0,..,9,0,7,0,7,..,76,10,84,3,91,..,393,42,431,7,445,..,38,0,38,842,875,15068,427,42,470,848,16388,28926,..,..,..,..,28926,..,21,0,21,0,21,..,20,8,22,0,29,..,0,0,0,0,0,..,14,13,25,0,25,..,56,5,62,0,60,..,0,0,0,0,0,..,69,17,87,3,88,..,3,3,7,0,7,..,53,0,54,0,54,..,26,0,25,0,25,..,56,0,56,0,54
SOSR614,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,17,3,19,0,19,..,88,16,106,0,104,..,18,0,18,362,387,5266,110,16,126,364,5753,10119,..,..,..,..,10119,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,8,4,9,0,9,..,12,0,12,0,12,..,0,0,0,0,0,..,15,4,17,0,17,..,4,0,4,0,4,..,14,0,14,0,14,..,6,0,6,0,6,..,8,0,8,0,8
SOSR615,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,11,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,23,0,23,0,23,..,8,0,8,0,7,..,45,0,45,0,45,..,7,0,7,0,7,..,75,0,78,0,81,..,37,0,36,0,36,..,0,0,0,0,0,..,29,3,32,0,32,..,3,0,4,0,4,..,8,3,8,3,10,..,104,20,128,0,134,..,650,76,723,12,735,..,102,7,103,1880,1985,28467,750,76,828,1892,31191,55235,..,..,..,..,55235,..,23,0,19,0,19,..,35,3,38,0,38,..,9,0,9,0,16,..,30,13,36,0,37,..,71,26,101,3,102,..,0,0,4,0,4,..,103,41,142,4,148,..,4,0,4,0,4,..,114,0,117,0,117,..,61,0,58,0,58,..,141,3,145,4,149
SOSR621,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,14,0,19,..,13,0,13,0,13,..,10,0,10,0,10,..,3,0,3,0,3,..,42,0,41,0,41,..,5,0,8,0,8,..,0,0,0,0,0,..,10,3,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,39,8,42,4,47,..,250,29,278,8,286,..,16,0,12,651,669,8718,264,28,291,657,9672,17240,..,..,..,..,17240,..,25,4,31,0,31,..,7,0,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,21,7,34,0,34,..,0,0,0,0,0,..,30,7,39,0,39,..,3,3,7,0,7,..,32,0,30,0,30,..,42,0,42,0,39,..,72,3,80,3,83
SOSR622,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,16,3,23,0,23,..,104,3,114,0,110,..,15,0,15,419,432,5352,124,3,128,421,5901,10847,..,..,..,..,10847,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,3,15,0,15,..,4,0,4,0,4,..,22,0,22,0,22,..,0,0,0,0,0,..,21,0,21,0,21,..,8,0,8,0,8,..,38,3,44,0,44
SOSR631,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,32,4,40,0,40,..,36,3,40,0,45,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,28,0,28,..,12,0,17,0,17,..,48,3,50,0,50,..,10,0,10,0,10,..,100,8,106,0,106,..,62,3,69,0,69,..,3,0,3,0,3,..,25,5,29,0,29,..,7,0,7,0,7,..,10,0,10,0,9,..,195,33,224,3,231,..,1161,93,1256,17,1274,..,100,0,98,2984,3084,43386,1256,97,1353,3000,47741,89793,..,..,..,..,89793,..,62,5,63,0,63,..,16,0,19,0,19,..,14,0,12,0,15,..,30,3,33,3,29,..,134,43,181,4,184,..,4,3,7,0,7,..,168,49,214,9,218,..,10,0,11,0,11,..,207,0,209,3,217,..,124,3,123,0,123,..,379,12,394,3,396
SOSR679,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,21,60,..,..,..,..,60,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR699,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,23,5,34,0,31,..,3,0,3,55,59,300,29,5,38,56,393,680,..,..,..,..,680,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,7,0,7,..,8,3,15,0,12,..,0,0,3,0,3,..,14,8,18,0,23,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3
SOSR703,0,131,..,8,0,8,0,8,..,3,0,3,0,3,..,45,9,51,0,51,..,36,3,43,0,43,..,56,5,67,0,67,..,13,0,13,0,13,..,21,0,25,0,25,..,853,29,883,18,895,..,529,69,591,3,599,..,1296,51,1342,15,1359,..,313,41,350,3,351,..,2977,187,3164,41,3201,..,154,14,169,0,166,..,193,26,219,0,219,..,347,102,446,7,455,..,11,7,17,0,17,..,319,118,433,0,433,..,1714,331,2051,48,2100,..,11551,1819,13368,166,13537,..,161,22,182,5504,5685,37194,11713,1841,13554,5668,56416,77878,..,..,..,..,77878,..,184,3,184,0,184,..,251,16,265,3,273,..,935,91,1028,43,1071,..,479,162,635,6,645,..,1299,484,1783,15,1798,..,461,135,601,3,607,..,2240,782,3021,22,3044,..,27,3,31,0,32,..,133,4,137,0,137,..,394,39,439,8,441,..,495,16,511,0,509
SOSR712,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,13,0,13,..,3,0,3,0,7,..,10,0,10,0,10,..,32,3,39,0,39,..,0,0,0,0,0,..,94,0,97,0,98,..,10,0,11,0,11,..,123,10,128,3,133,..,18,0,22,0,22,..,249,9,260,5,268,..,35,0,33,0,33,..,9,0,9,0,9,..,29,3,30,0,30,..,0,0,0,0,0,..,25,13,40,0,40,..,483,53,536,13,550,..,2136,274,2410,58,2460,..,58,9,71,1397,1464,8186,2191,284,2475,1453,12110,16178,..,..,..,..,16178,..,70,0,70,0,71,..,41,0,42,0,40,..,1141,151,1289,50,1346,..,45,9,57,0,60,..,129,67,194,0,194,..,10,10,22,0,22,..,190,83,268,0,273,..,3,0,3,0,3,..,30,0,30,0,35,..,56,0,54,4,58,..,116,3,117,0,117
SOSR714,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,30,0,36,0,38,..,3,0,3,0,3,..,51,3,54,0,54,..,6,0,6,0,6,..,93,3,101,5,103,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,12,0,12,..,0,0,0,0,0,..,3,3,7,0,7,..,55,11,69,3,68,..,445,47,487,14,507,..,20,0,23,597,628,1952,465,50,514,614,3081,4036,..,..,..,..,4036,..,6,0,6,0,6,..,19,0,19,0,19,..,344,35,376,6,388,..,9,0,9,0,9,..,24,3,28,0,28,..,9,0,9,0,9,..,34,6,40,0,40,..,3,0,3,0,3,..,5,0,5,0,5,..,9,0,9,0,9,..,9,0,9,0,9
SOSR715,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,0,40,0,40,..,11,0,11,0,11,..,26,0,30,3,27,..,4,0,4,0,3,..,84,4,86,0,88,..,5,0,5,0,5,..,0,0,0,0,0,..,20,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,112,9,118,5,126,..,4700,835,5537,162,5696,..,47,15,65,738,801,2236,4746,847,5601,906,8741,4665,..,..,..,..,4665,..,7,0,7,0,13,..,14,3,19,0,19,..,8657,1740,10394,301,10696,..,7,0,3,0,3,..,28,13,38,0,33,..,0,0,0,0,0,..,29,12,39,0,45,..,0,0,3,0,3,..,14,0,14,0,14,..,20,0,21,0,21,..,19,0,19,0,19
SOSR721,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,13,4,12,0,12,..,16,0,12,0,12,..,3,0,3,0,3,..,40,3,41,0,41,..,4,0,5,0,5,..,3,0,3,0,3,..,16,3,20,0,20,..,0,0,0,0,0,..,11,0,9,0,9,..,65,12,75,3,76,..,3781,426,4203,122,4319,..,41,17,57,620,678,2084,3817,441,4262,736,7084,4429,..,..,..,..,4429,..,12,0,12,0,12,..,0,0,0,0,0,..,6718,858,7573,220,7787,..,3,0,3,0,3,..,30,14,46,0,46,..,0,0,0,0,0,..,34,14,44,0,44,..,0,0,0,0,0,..,3,0,3,0,3,..,21,0,21,0,21,..,23,0,23,0,27
SOSR722,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,4,3,..,12,0,12,3,16,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,36,4,42,9,55,..,3491,451,3936,105,4045,..,27,16,46,501,546,1579,3518,468,3983,605,6170,3249,..,..,..,..,3249,..,8,0,8,0,8,..,3,0,3,0,3,..,6439,936,7370,168,7539,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,9,0,9,..,9,3,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,6,0,6,0,6
SOSR731,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,35,0,35,..,32,5,35,0,37,..,37,0,37,0,38,..,14,0,9,0,9,..,112,13,126,3,125,..,16,0,15,0,15,..,0,0,0,0,0,..,43,10,51,0,51,..,3,0,3,0,3,..,61,71,134,3,132,..,139,21,165,8,174,..,3121,492,3614,81,3697,..,31,12,41,2201,2241,9549,3155,510,3658,2284,15494,20811,..,..,..,..,20811,..,10,0,10,0,10,..,9,0,11,0,11,..,5018,676,5702,152,5849,..,8,3,14,0,14,..,42,15,54,0,54,..,13,5,11,0,11,..,59,18,83,0,83,..,5,0,5,0,5,..,33,0,33,0,35,..,53,8,63,0,64,..,119,3,123,0,124
SOSR779,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,4,4,10,4,0,3,4,14,27,..,..,..,..,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR799,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,26,0,26,..,179,29,206,13,218,..,27,12,41,255,296,642,209,40,241,268,1157,1364,..,..,..,..,1364,..,3,0,3,0,3,..,0,0,0,0,0,..,223,54,272,15,290,..,0,0,0,0,0,..,6,3,8,0,8,..,0,0,3,0,3,..,12,3,10,0,10,..,0,0,0,0,0,..,18,0,18,0,18,..,14,0,14,0,20,..,18,0,18,0,22
SOSR802,13,1218,..,269,36,306,0,304,..,84,0,89,0,88,..,384,52,436,5,441,..,524,60,587,8,596,..,456,52,512,0,517,..,232,13,249,3,258,..,476,81,556,9,561,..,751,7,757,4,762,..,651,54,706,0,710,..,976,20,999,7,1010,..,281,10,296,4,297,..,2656,100,2755,24,2779,..,1583,175,1756,6,1763,..,829,68,901,12,906,..,585,121,704,4,709,..,122,17,135,4,134,..,1746,529,2276,17,2293,..,6212,1092,7305,144,7449,..,39018,5677,44701,419,45117,..,413,62,477,9989,10463,145337,39435,5741,45175,10405,200914,287716,..,..,..,..,287716,..,639,11,645,3,649,..,2543,448,2990,35,3029,..,121,3,125,0,124,..,3130,702,3834,17,3854,..,10165,2161,12333,57,12386,..,731,220,946,0,953,..,14028,3083,17109,83,17187,..,2041,219,2254,15,2272,..,563,13,579,3,585,..,1958,63,2019,24,2045,..,1852,34,1891,15,1905
SOSR822,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,7,7,131,8,0,8,7,140,258,..,..,..,..,258,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR831,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,17,0,17,..,0,0,0,36,40,312,23,0,23,36,368,665,..,..,..,..,665,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10
SOSR879,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR899,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,31,10,42,0,41,..,3,0,3,30,32,160,31,10,41,26,228,355,..,..,..,..,355,..,0,0,0,0,0,..,10,3,9,0,15,..,3,0,3,0,3,..,3,0,4,0,4,..,15,3,14,0,14,..,0,0,0,0,0,..,16,4,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOSR915,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,5,0,5,0,5,..,107,36,145,5,152,..,120,41,159,5,163,..,0,0,0,0,0,..,4,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,3,4,0,4,..,4,0,4,0,4,..,276,116,390,4,396,..,0,0,0,105,105,215,276,116,390,108,710,503,..,..,..,..,503,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,52,18,67,0,67,..,182,134,312,0,312,..,14,15,36,0,36,..,248,171,421,0,421,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3
