SOSR_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
SOSR613,..,7,0,12,0,12,..,12,0,7,0,7,..,20,3,26,3,26,..,8,0,8,0,8,..,9,0,9,0,9,..,14,0,18,0,18,..,3,0,3,0,3,..,60,6,67,3,68,..,16,3,22,0,22,..,13,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,6,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,22,0,22,0,24,..,12,0,12,0,11,..,33,0,33,0,33,..,12,0,12,0,12,..,80,0,80,3,84,..,34,3,40,0,40,..,21,3,25,0,25,..,27,3,35,0,35,..,0,0,0,0,0,..,10,0,11,0,11,..,148,21,174,4,179,..,703,73,772,15,788,..,79,0,78,1624,1703,28926,781,78,853,1644,31416
SOSR614,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,17,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,30,14,48,0,48,..,151,24,173,0,176,..,35,0,35,670,708,10119,181,24,205,674,11004
SOSR615,..,34,0,34,0,34,..,0,0,0,0,0,..,22,0,25,0,25,..,8,0,8,0,8,..,5,0,5,0,5,..,16,3,18,0,18,..,3,0,4,0,4,..,58,3,59,0,59,..,53,3,60,0,56,..,32,5,33,0,35,..,16,12,33,0,33,..,0,0,0,0,0,..,6,3,6,0,6,..,6,0,4,0,4,..,20,0,20,0,20,..,24,9,27,0,27,..,7,0,7,0,7,..,3,0,3,0,3,..,25,0,25,0,25,..,13,0,12,0,16,..,52,0,52,0,52,..,11,0,15,0,15,..,97,3,97,0,103,..,69,6,74,0,74,..,4,0,4,0,4,..,34,3,37,0,37,..,5,0,4,0,4,..,12,5,18,3,21,..,228,41,274,8,275,..,1189,145,1332,15,1350,..,188,7,196,3667,3864,55235,1378,151,1528,3690,60455
SOSR621,..,8,0,8,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,12,0,11,0,11,..,12,3,18,0,18,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,18,0,18,..,11,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,26,0,24,..,16,0,17,0,17,..,16,0,16,0,16,..,6,0,6,0,6,..,58,4,61,0,66,..,16,3,14,0,14,..,0,0,0,0,0,..,15,3,20,0,20,..,3,0,3,0,3,..,10,0,10,0,11,..,86,7,98,5,103,..,493,48,538,15,546,..,42,3,39,1277,1320,17240,531,45,573,1286,19103
SOSR622,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,14,0,14,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,6,0,6,..,0,0,0,0,0,..,34,3,41,0,39,..,177,13,188,3,186,..,29,3,26,844,872,10847,206,11,215,846,11910
SOSR631,..,60,7,64,0,64,..,0,0,0,0,0,..,4,0,4,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,6,0,6,0,6,..,26,0,26,0,28,..,117,0,118,3,121,..,88,7,95,3,99,..,32,12,43,3,46,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,71,9,78,0,78,..,68,11,77,0,77,..,0,0,0,0,0,..,10,0,10,0,10,..,35,0,35,0,35,..,26,3,25,0,25,..,59,5,63,0,63,..,13,0,13,0,13,..,128,7,131,0,131,..,117,10,128,0,131,..,6,0,6,0,6,..,33,4,36,0,36,..,12,0,12,0,12,..,8,0,10,0,15,..,358,75,433,13,448,..,2121,212,2331,40,2372,..,214,10,222,6326,6545,89793,2332,223,2554,6364,98715
SOSR679,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,4,10,0,10,..,0,0,0,4,4,60,9,4,10,4,68
SOSR699,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,7,0,7,..,54,11,61,0,67,..,3,0,3,171,170,680,59,11,69,169,912
SOSR703,..,2555,510,3070,41,3115,..,389,19,407,0,408,..,602,33,632,6,646,..,439,32,472,4,478,..,388,17,408,0,409,..,345,28,377,0,373,..,1289,109,1400,7,1408,..,3454,240,3698,20,3717,..,512,42,553,3,554,..,276,122,394,0,395,..,190,80,274,3,272,..,16,0,16,0,16,..,3,0,3,0,3,..,112,11,120,0,122,..,81,3,89,0,89,..,98,6,106,0,110,..,33,0,35,0,35,..,49,0,54,0,54,..,1582,50,1632,21,1658,..,904,107,1014,5,1024,..,2409,92,2498,32,2531,..,569,55,620,7,628,..,5467,302,5770,66,5836,..,314,26,344,3,346,..,428,47,482,0,484,..,530,134,669,3,676,..,36,11,44,0,44,..,622,180,803,4,812,..,3572,623,4202,105,4306,..,23029,3312,26342,335,26681,..,318,60,377,13521,13894,77878,23351,3374,26725,13855,118456
SOSR712,..,24,4,26,0,26,..,16,0,22,0,22,..,134,12,141,7,146,..,154,19,170,0,168,..,76,5,81,3,84,..,48,12,56,0,56,..,98,8,104,5,111,..,526,50,581,12,587,..,88,11,98,0,98,..,41,9,51,0,51,..,30,16,45,0,45,..,3,0,3,0,3,..,0,0,0,0,0,..,11,3,14,0,14,..,10,0,10,0,6,..,16,0,16,0,16,..,65,7,69,0,68,..,3,0,3,0,3,..,173,3,177,3,180,..,16,0,17,0,17,..,215,13,227,5,229,..,37,0,33,0,33,..,445,13,458,8,473,..,61,3,64,0,64,..,19,0,19,0,19,..,40,10,54,0,54,..,3,0,3,0,3,..,61,19,82,0,82,..,958,112,1070,21,1095,..,4056,494,4547,105,4651,..,104,27,128,2776,2902,16178,4161,520,4674,2875,23726
SOSR714,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,10,0,10,0,10,..,18,3,20,0,20,..,0,0,0,0,0,..,45,0,46,0,46,..,85,3,89,0,89,..,11,0,13,0,13,..,5,0,7,0,7,..,3,5,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,53,3,53,3,56,..,9,0,5,0,5,..,89,3,89,0,95,..,6,0,6,0,6,..,154,6,160,3,165,..,0,5,4,0,4,..,5,0,8,0,8,..,10,4,12,0,12,..,0,0,0,0,0,..,13,4,17,0,17,..,122,28,149,9,155,..,862,93,949,18,974,..,44,6,53,1242,1297,4036,905,102,1004,1264,6303
SOSR715,..,33,0,33,0,33,..,0,0,0,0,0,..,10,0,10,0,10,..,10,0,10,0,10,..,5,0,5,0,7,..,3,0,8,0,8,..,12,0,12,0,18,..,37,0,43,0,44,..,9,0,9,0,9,..,6,0,6,0,6,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,55,0,59,0,59,..,24,0,24,0,24,..,36,0,35,6,37,..,5,0,5,0,5,..,126,4,127,3,130,..,14,0,14,0,14,..,0,0,0,0,0,..,21,0,25,0,25,..,0,0,0,0,0,..,4,3,5,0,5,..,191,16,208,14,222,..,9240,1781,11016,319,11336,..,104,39,141,1674,1816,4665,9338,1817,11159,1991,17812
SOSR721,..,4,0,4,0,4,..,3,0,3,0,3,..,28,0,28,0,28,..,4,0,4,0,4,..,7,0,3,0,3,..,3,0,3,0,3,..,26,0,31,0,31,..,70,3,75,0,75,..,27,0,32,0,32,..,19,0,23,0,25,..,7,4,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,22,0,22,..,24,4,24,0,24,..,22,0,20,0,20,..,6,0,6,0,6,..,73,3,75,0,75,..,14,0,11,0,11,..,5,0,5,0,5,..,15,3,18,0,18,..,0,0,0,0,0,..,15,0,15,0,15,..,118,27,151,5,156,..,7192,916,8109,229,8334,..,76,36,112,1273,1389,4429,7269,955,8220,1501,14150
SOSR722,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,3,3,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,5,..,8,0,8,0,8,..,8,0,8,0,8,..,8,0,8,3,7,..,23,0,27,4,32,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,73,10,87,25,111,..,6603,955,7561,192,7749,..,49,29,84,1038,1122,3249,6656,985,7642,1229,12119
SOSR731,..,56,6,60,0,60,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,21,0,25,0,25,..,44,9,55,0,51,..,4,4,9,0,9,..,13,7,18,0,18,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,6,0,9,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,57,3,59,0,59,..,53,10,60,0,62,..,54,7,65,0,66,..,14,0,20,0,20,..,185,18,201,3,205,..,27,5,35,0,35,..,0,0,0,0,0,..,56,9,69,0,69,..,3,0,3,0,3,..,139,145,279,3,279,..,304,58,366,19,388,..,6187,978,7164,180,7344,..,85,30,112,5435,5547,20811,6268,1010,7280,5616,33706
SOSR779,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,9,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,4,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,23,3,26,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,10,42,0,37,..,0,0,0,6,10,27,27,10,37,6,70
SOSR799,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,38,0,41,0,41,..,373,60,437,18,455,..,77,26,102,568,666,1364,451,85,536,584,2489
SOSR802,..,2180,234,2412,20,2435,..,1822,110,1931,12,1938,..,3471,147,3622,22,3642,..,1968,228,2196,20,2215,..,1640,65,1705,16,1718,..,2162,179,2345,24,2370,..,2020,150,2167,15,2186,..,13079,876,13955,111,14066,..,2919,292,3214,25,3241,..,989,115,1107,7,1116,..,1675,674,2349,18,2367,..,532,57,589,4,593,..,148,0,152,0,153,..,820,102,927,7,933,..,989,84,1077,11,1091,..,806,86,885,4,889,..,426,45,476,8,486,..,938,147,1084,11,1095,..,1268,18,1294,11,1300,..,1212,106,1318,9,1325,..,1631,37,1666,12,1683,..,487,26,516,4,520,..,4603,196,4794,34,4834,..,2930,311,3243,20,3267,..,1745,123,1870,17,1883,..,886,179,1065,8,1075,..,246,33,276,6,285,..,3305,881,4186,23,4215,..,12325,2098,14428,297,14729,..,75301,10411,85713,824,86537,..,831,133,970,20579,21543,287716,76130,10545,86680,21403,395790
SOSR822,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,8,8,258,10,0,10,8,271
SOSR831,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,10,0,14,..,43,3,45,0,41,..,0,0,0,78,84,665,40,3,43,78,793
SOSR879,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SOSR899,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,6,0,6,..,0,0,0,3,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,6,0,6,..,64,13,83,4,82,..,3,0,3,100,107,355,72,13,85,107,538
SOSR915,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,18,0,18,0,18,..,242,68,313,7,313,..,255,69,328,7,333,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,4,3,4,0,4,..,19,0,16,0,16,..,582,250,833,7,837,..,0,0,3,249,252,503,587,255,837,254,1599
SOSR921,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,11,0,11,..,0,0,0,0,0,..,9,3,7,0,7,..,0,0,0,0,0,..,15,3,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,295,7,299,9,314,..,340,18,353,9,361,..,8,0,8,48,51,342,341,18,358,52,761
SOSR922,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,210,154,366,11,373,..,215,154,366,11,375,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,225,154,378,10,388,..,9,3,12,53,67,278,235,157,390,63,734
SOSR931,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,3,8,0,8,..,0,0,0,0,0,..,13,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,439,3,441,8,447,..,500,7,513,8,524,..,20,0,20,336,352,560,518,7,532,342,1429
SOSR979,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,6
