SOSR_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SOSR613,40,6,5,12,10,4,8,0,115,0,0,0,0,0,0,0,0,0,0,0,36,15,62,12,15,10,17,12,8,4,200,84,24,15,4,6,4,0,4,0,8,152,10,20,28,8,19,7,3,3,3,0,92,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,18,30,8,19,7,3,3,3,3,108,0,0,0,0,0,0,0,0,0,0,0,95,42,41,14,23,14,9,6,3,11,258,209,18,15,3,0,3,0,8,0,16,271,40,10,21,0,3,0,0,3,3,0,80,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,41,10,21,0,3,0,0,3,3,3,85,0,0,0,0,0,0,0,0,0,0,0,255,25,39,5,4,6,0,12,3,18,357,291,5,6,0,3,0,0,0,0,8,322,57,5,3,0
SOSR614,4,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,5,7,0,5,3,0,0,3,0,36,34,7,5,4,0,0,0,0,0,3,52,3,3,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,35,8,12,3,3,0,0,0,3,3,68,77,3,13,0,0,0,0,0,0,0,94,12,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,89,3,13,3,0,0,0,0,0,3,114,129,0,0,0,0,0,0,0,0,4,133,11,0,0,0
SOSR615,48,13,22,17,12,29,7,15,181,0,0,0,0,0,0,0,0,0,0,0,90,21,87,18,33,27,15,45,17,20,371,187,59,57,11,6,6,4,6,3,14,358,31,32,50,3,7,7,11,11,7,0,156,0,0,3,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,32,32,53,3,9,7,11,19,7,4,169,0,0,0,0,0,0,0,0,0,0,0,217,90,114,16,15,14,13,21,7,14,526,504,50,41,5,12,5,3,6,0,20,645,54,19,27,0,5,0,0,3,0,3,112,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,16,31,0,5,0,0,3,3,3,115,0,0,0,0,0,0,0,0,0,0,0,562,66,66,4,16,9,5,12,3,25,766,835,35,22,0,0,4,5,0,0,38,932,94,11,10,0
SOSR621,16,7,5,14,6,4,3,3,73,0,0,0,0,0,0,0,0,0,0,0,24,18,36,11,8,12,12,13,9,10,147,90,28,18,5,6,0,3,0,0,8,155,8,19,20,12,0,0,4,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,20,12,3,0,4,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,102,44,34,10,5,0,4,3,0,10,226,175,21,15,0,3,3,3,0,3,15,234,35,11,10,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,10,0,0,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,209,27,25,3,4,3,0,0,3,15,294,363,9,4,3,0,0,0,0,0,8,394,28,0,4,0
SOSR622,6,3,0,5,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,16,3,8,5,3,5,4,3,3,0,46,47,27,9,3,3,0,0,0,0,0,89,8,6,3,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,51,34,7,3,3,0,4,0,0,4,106,114,18,10,0,0,0,0,0,0,3,152,14,6,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,122,21,14,0,3,0,0,0,0,3,175,243,13,4,0,0,3,0,0,0,9,274,21,0,0,0
SOSR631,45,9,14,18,31,39,13,14,206,0,0,0,0,0,0,0,0,0,0,0,146,55,101,26,33,43,45,53,21,42,571,443,149,114,12,12,11,14,12,8,16,799,76,50,74,8,7,8,12,9,3,6,245,3,3,0,0,0,0,0,0,9,0,18,0,3,0,0,0,0,0,0,0,0,4,74,53,72,6,8,8,12,6,9,6,270,0,0,0,0,0,0,0,0,0,0,4,525,198,189,23,24,26,26,22,13,28,1064,1293,165,128,17,8,3,4,6,3,76,1707,140,43,47,9,12,4,4,3,3,4,263,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,144,43,46,6,12,4,4,3,3,4,272,3,0,0,0,0,0,0,0,0,0,3,1438,212,175,23,19,11,10,13,3,80,1979,2088,74,67,3,5,3,4,8,0,59,2315,214,23,17,3
SOSR679,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SOSR699,3,0,3,3,3,7,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10,3,7,35,7,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,6,19,13,3,0,0,0,0,0,0,0,0,19,3,0,0,0
SOSR703,1704,372,423,548,574,678,367,193,5474,0,0,0,0,3,0,0,0,0,25,27,866,481,2333,623,701,751,714,824,429,297,8024,887,287,365,83,96,69,75,71,39,64,2041,607,486,1480,220,305,270,224,214,118,91,4020,43,34,137,20,26,42,35,24,22,10,394,15,4,15,0,0,0,0,3,0,0,40,662,523,1633,244,333,312,261,241,142,97,4456,0,0,0,0,0,0,0,0,0,18,20,1552,814,2005,324,427,377,341,313,183,179,6513,1560,179,253,45,53,39,25,23,13,73,2269,1029,263,508,88,99,80,66,55,35,49,2267,115,28,98,12,17,11,11,8,10,16,327,5,0,6,3,0,3,0,0,0,0,22,1149,300,611,99,116,96,81,62,46,70,2612,0,0,3,0,0,0,0,0,0,18,22,2708,477,871,145,168,133,105,92,54,161,4909,1595,78,88,21,13,15,22,14,10,56,1900,1006,81,99,8
SOSR712,305,47,68,71,86,89,43,31,837,0,0,0,0,0,0,0,0,0,0,0,129,109,407,76,104,103,127,132,74,36,1305,164,61,59,23,25,26,41,38,21,14,469,49,97,296,31,43,42,30,25,14,9,630,0,3,7,0,3,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,5,50,97,307,38,41,46,30,25,14,14,657,0,0,0,0,0,0,0,0,0,0,3,219,157,362,60,66,72,66,67,33,24,1129,328,66,37,13,24,11,21,41,10,15,572,92,70,109,16,14,16,13,12,3,9,357,13,4,8,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,4,105,73,115,18,14,19,13,12,6,17,391,0,0,0,0,0,0,0,0,0,0,3,436,141,157,34,38,29,27,48,18,32,964,374,24,35,13,6,4,16,9,12,12,502,99,17,22,4
SOSR714,49,11,19,16,14,7,11,10,138,0,0,0,0,0,0,0,0,0,0,0,25,7,59,17,19,24,15,9,7,11,197,29,12,9,8,0,0,6,0,0,5,61,13,8,34,13,3,3,7,4,5,7,95,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,8,39,13,3,3,7,4,5,7,96,0,0,0,0,0,0,0,0,0,0,0,35,24,46,18,6,3,9,6,5,7,157,54,10,6,3,0,8,3,4,0,3,92,23,7,17,10,8,0,0,0,3,0,65,0,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,7,23,10,8,0,0,3,3,0,76,0,0,0,0,0,0,0,0,0,0,0,75,13,33,15,5,9,4,7,3,3,164,59,7,6,3,0,4,0,0,0,5,85,28,0,0,0
SOSR715,42,5,4,14,9,12,8,4,124,0,0,0,0,0,0,0,0,0,0,0,35,22,61,18,10,18,18,16,15,17,219,52,16,11,7,0,0,3,7,3,0,97,21,13,34,7,9,3,3,10,0,7,104,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,20,13,36,5,9,6,3,10,0,6,114,0,0,0,0,0,0,0,0,0,0,0,73,33,55,11,13,5,3,12,0,11,212,85,7,18,4,0,3,0,3,0,9,137,16,20,25,6,0,3,3,0,0,7,82,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,20,27,6,0,3,3,3,0,7,92,0,0,0,0,0,0,0,0,0,0,0,107,29,41,10,3,7,4,7,0,14,227,101,8,4,0,7,3,0,4,0,3,131,40,0,10,0
SOSR721,47,11,15,8,14,28,20,9,174,0,0,0,0,0,0,0,0,0,0,0,34,13,86,21,26,18,21,36,22,18,281,30,22,20,0,7,0,0,3,0,7,88,14,16,26,11,8,0,0,0,3,5,81,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,18,34,11,8,3,0,0,3,5,89,0,0,0,0,0,0,0,0,0,0,0,43,41,51,9,15,3,3,4,3,13,179,69,9,4,0,3,0,0,0,0,3,91,26,6,7,0,0,3,0,0,3,3,52,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,23,6,11,0,0,3,0,0,3,6,56,0,0,0,0,0,0,0,0,0,0,0,92,15,15,4,3,4,4,0,3,10,151,68,3,3,0,0,7,0,0,0,10,98,21,0,3,0
SOSR722,4,8,0,0,4,3,3,6,30,0,0,0,0,0,0,0,0,0,0,0,10,4,9,11,3,0,12,3,10,6,68,12,4,5,0,0,0,0,0,3,4,26,0,3,13,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,14,9,13,0,0,3,0,3,3,7,51,45,9,5,4,0,0,0,0,0,4,68,9,12,5,0,0,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,5,0,0,5,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,55,18,6,4,0,3,0,0,0,5,101,66,6,3,0,3,0,0,0,0,5,85,5,0,3,0
SOSR731,57,12,14,19,18,35,9,23,228,0,0,0,0,0,0,0,0,0,3,3,62,46,105,29,36,32,29,52,17,41,452,154,39,35,6,12,9,3,3,3,16,272,37,31,41,3,6,3,4,0,3,8,139,16,6,7,0,3,3,3,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,49,33,45,3,7,12,9,0,3,11,185,0,0,0,0,0,0,0,0,0,4,6,208,72,85,9,21,19,5,6,9,27,460,374,40,26,3,3,3,3,0,0,26,484,89,11,21,3,3,4,3,3,5,3,148,32,0,4,6,0,3,0,0,0,10,51,0,0,0,0,0,0,0,0,0,0,0,119,15,27,7,3,13,4,3,5,19,208,0,0,0,0,0,0,0,0,0,3,4,498,51,52,7,7,10,9,4,4,50,700,430,24,14,10,0,3,3,0,0,22,500,92,3,0,0
SOSR779,0,0,0,0,0,0,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,3,0,0,4,12,20,9,3,49,0,0,0,0,0,0,0,0,0,0,0,10,3,6,4,5,7,18,32,14,7,113,10,8,5,0,0,0,0,0,0,0,29,0,0,9,3,0,0,0,0,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,13,6,8,3,0,0,0,0,7,3,45,20,3,3,0,0,0,0,0,0,0,28,4,0,3,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,24,3,11,3,0,0,0,0,0,4,43,44,6,3,0,0,0,0,0,0,0,56,3,0,0,0
SOSR802,4792,895,1055,1173,1404,1506,841,316,15563,0,3,0,0,0,3,0,0,0,35,37,3807,2427,5558,1135,1304,1399,1652,1747,979,492,20501,3283,705,619,165,138,113,155,156,80,158,5579,2698,3037,3337,544,516,487,524,497,240,165,12035,84,136,305,47,58,68,72,77,43,38,933,23,15,20,0,0,3,6,0,4,3,74,2802,3188,3664,593,572,559,597,575,290,206,13039,3,4,3,0,0,0,0,0,0,22,35,6087,3897,4289,758,713,671,753,728,364,393,18657,5586,472,427,132,137,63,55,47,23,132,7071,4222,1176,1006,179,162,108,126,96,51,115,7238,255,151,208,34,34,47,51,33,29,58,905,24,9,3,0,0,0,0,0,0,0,45,4504,1325,1217,215,204,150,183,131,83,173,8181,5,0,4,0,0,0,0,0,0,16,27,10098,1798,1642,346,340,213,236,177,107,318,15282,5988,177,125,35,25,31,8,34,19,114,6564,4360,307,185,20
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SOSR831,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,14,0,3,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,3,0,0,0,16,11,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,5,0,0,17,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,3,4,0,0,3,3,5,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,3,0,3,4,5,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,7,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,4,24,8,0,3,0,0,0,0,0,0,0,7,4,0,0,0
SOSR915,15,3,0,3,3,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,32,6,18,3,0,3,3,3,3,5,92,6,0,4,0,0,0,0,0,0,0,15,35,13,8,0,4,0,4,0,3,7,74,4,3,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,43,19,10,0,6,4,4,0,3,7,91,0,0,0,0,0,0,0,0,0,0,0,48,19,14,4,9,3,3,0,3,7,108,27,0,3,0,0,0,0,0,0,0,34,39,6,3,9,0,3,0,3,0,0,65,19,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,58,6,5,9,0,3,0,3,0,3,91,0,0,0,0,0,0,0,0,0,0,0,86,4,14,7,0,3,0,3,0,8,128,15,0,3,0,3,0,3,0,0,0,21,29,0,3,0
SOSR921,9,0,0,0,5,3,4,3,18,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,3,3,27,3,0,3,0,0,0,0,0,0,4,12,3,3,7,0,0,0,0,3,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,3,0,5,28,0,0,0,0,0,0,0,0,0,0,0,7,3,16,0,0,0,3,3,0,13,40,14,3,0,0,0,0,0,0,0,3,18,6,5,7,0,0,3,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,3,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,20,10,12,0,0,3,0,3,0,3,52,18,10,3,0,0,0,0,3,3,0,35,6,0,0,0
SOSR922,5,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0
SOSR931,8,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,89,89,3,3,8,0,0,0,0,3,0,95,114,3,5,4,0,0,0,0,0,0,0,14,7,0,3,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,62,62,11,6,7,0,0,0,3,0,0,60,92,26,0,3,0,0,0,0,0,0,0,31,22,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,31,31,44,6,4,0,0,0,0,0,0,39,93,24,6,0,0,0,0,0,3,0,6,39,23,0,0,0
