UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL122129,0,8,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,8,3,4,3,0,0,18,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,6,9,8,3,9,0,0,31
UCL122130,5,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,0,0,16,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,0,3,5,0,0,20
UCL122131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
UCL122132,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,12
UCL122133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13
UCL122134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
UCL122135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL122136,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,4,3,6,0,0,0,13
UCL122137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
UCL122138,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5
UCL122139,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12
UCL122140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122141,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,4,3,4,0,0,13,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,3,3,3,11,0,0,0,0,18,3,6,14,3,4,0,0,28,4,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,14,13,3,7,0,0,43
UCL122142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10
UCL122143,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,3,3,0,0,19,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,5,7,3,3,0,0,27
UCL122144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,18,14,7,0,4,0,0,46,0,0,0,0,0,0,0,3,18,10,12,4,4,0,0,51
UCL122146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL122147,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,8,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,8,3,0,3,0,0,18
UCL122148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13
UCL122149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
UCL122150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9
UCL122151,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,9,0,3,5,0,6,0,0,19,3,3,0,0,3,3,0,12,0,0,0,0,0,0,0,0,5,9,5,0,8,3,0,24
UCL122152,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,7,3,0,0,0,0,14
UCL122153,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,3,9,3,3,0,0,19,0,0,0,0,0,0,0,0,3,6,5,3,5,0,0,28
UCL122154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,5,3,0,4,0,0,18,0,0,0,0,0,0,0,0,3,6,6,0,4,0,0,21
UCL122155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,13
UCL122156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,16
UCL122157,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
UCL122158,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,16,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,11,6,3,0,0,25
UCL122159,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,7,3,3,0,0,0,0,0,10,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,22
UCL122160,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
UCL122161,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,9,3,3,3,0,0,21
UCL122162,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14
UCL122163,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,19
UCL122164,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,11
UCL122165,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,12
UCL122166,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,12
UCL122167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13
UCL122168,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,8,6,3,4,0,3,0,0,19,0,0,0,0,0,0,0,0,7,8,6,0,3,0,0,23
UCL131777,555,1219,864,622,762,143,45,4207,72,54,44,33,46,3,0,254,29,47,38,25,26,5,0,175,1030,2235,1796,1318,1798,348,133,8654,63,159,124,90,114,14,6,573,95,194,102,64,71,9,7,536,156,358,220,154,184,28,13,1114,1188,2597,2020,1474,1978,376,141,9768,1830,1779,970,620,618,132,44,5996,40,51,30,25,21,0,0,174,3050,4426,3016,2119,2620,509,185,15935
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL201001,4980,10369,7485,5381,7401,3863,1947,41426,643,417,288,227,320,207,145,2244,275,371,303,220,322,222,125,1842,9587,19430,14983,11469,17738,10291,5741,89244,575,1129,748,557,853,488,249,4602,878,1808,1115,694,790,419,206,5910,1457,2942,1861,1250,1646,907,449,10507,11043,22369,16846,12721,19381,11200,6192,99753,13907,13401,7633,5171,6861,3609,2149,52731,317,357,233,176,146,72,43,1349,25264,36127,24711,18072,26393,14883,8388,153834
UCL203001,315,502,399,274,382,152,64,2094,46,30,21,11,27,4,7,149,6,9,10,9,11,4,3,58,506,878,710,548,853,359,160,4015,25,81,47,40,45,6,7,259,52,97,61,31,41,12,3,294,86,178,108,70,91,21,12,552,591,1055,816,612,943,378,174,4570,899,843,413,320,368,126,58,3035,18,24,15,11,10,3,3,82,1503,1925,1248,940,1323,503,238,7678
UCL211001,106,194,127,78,103,26,4,633,16,7,0,3,3,0,0,36,6,4,6,3,7,0,0,26,170,333,230,165,249,65,20,1226,14,22,18,15,12,0,0,87,25,28,13,11,5,3,3,88,44,50,31,25,24,4,4,172,210,387,258,189,274,66,19,1397,261,268,130,75,67,21,5,826,7,3,3,0,0,0,0,17,483,653,390,266,340,88,25,2243
UCL211002,227,453,307,169,286,65,29,1528,30,35,16,14,13,6,0,115,6,6,14,3,7,0,3,37,322,684,519,327,607,193,70,2719,15,72,46,30,22,9,0,183,54,116,54,37,43,5,0,312,69,190,96,63,63,18,3,493,392,866,619,394,664,207,74,3213,669,546,291,202,187,50,18,1962,7,8,0,0,5,0,0,30,1067,1430,914,598,854,253,88,5205
UCL211003,216,470,303,198,267,78,20,1552,46,38,21,20,10,5,3,135,6,7,4,4,4,0,3,36,346,693,503,386,558,192,83,2760,20,54,34,17,30,3,0,158,44,65,44,22,32,6,0,220,65,116,76,40,56,15,0,372,414,817,577,427,615,206,88,3134,674,607,309,184,208,52,14,2045,4,4,8,0,4,0,0,20,1088,1423,886,614,827,254,103,5203
UCL211004,132,203,132,93,117,41,12,736,27,9,6,4,7,3,3,69,0,11,0,3,4,0,0,23,259,387,259,186,292,106,36,1532,32,64,32,17,23,7,0,177,44,87,42,20,33,3,7,227,67,148,77,42,56,7,9,406,332,528,343,227,354,114,41,1942,704,645,323,152,179,58,41,2097,16,17,6,3,3,3,0,43,1046,1192,669,380,538,175,85,4082
UCL212001,78,140,101,65,92,21,6,503,8,5,3,0,3,0,0,18,0,5,7,0,6,0,0,22,129,234,184,145,218,53,10,980,16,28,10,8,10,3,0,68,19,29,15,14,9,3,0,95,31,59,27,21,20,7,0,164,160,294,210,162,239,59,14,1142,306,292,112,77,78,15,0,879,8,5,3,3,3,0,0,27,473,592,328,243,312,78,15,2049
UCL212002,88,194,118,87,137,26,7,665,12,15,9,3,11,0,3,45,0,7,6,4,8,0,0,32,166,321,234,184,313,68,23,1306,13,29,15,14,14,3,0,89,31,59,21,15,12,6,0,149,49,87,39,29,27,7,0,234,212,401,276,214,336,77,22,1546,383,319,171,116,110,27,13,1139,3,8,9,4,3,0,0,32,603,731,455,329,451,110,36,2711
UCL212003,68,135,94,61,91,22,18,498,12,5,7,6,0,0,3,31,0,4,0,0,6,3,0,15,121,214,168,143,215,82,41,983,4,7,3,4,5,0,0,29,6,16,5,5,4,0,0,40,15,20,6,10,12,4,0,70,135,239,178,153,224,82,39,1052,163,116,79,47,63,20,8,492,0,0,0,0,0,0,0,0,302,358,249,204,287,97,55,1548
UCL212004,44,126,70,63,65,19,5,400,14,9,0,5,5,0,0,38,3,4,3,0,3,0,0,14,94,202,135,130,164,50,19,780,10,19,20,10,12,3,0,77,13,30,13,9,16,3,0,91,24,51,38,21,34,5,0,166,111,254,169,147,192,55,21,944,166,130,58,43,48,9,6,456,3,4,0,0,0,0,0,13,282,384,224,193,244,62,23,1415
UCL212005,66,153,112,76,103,29,7,539,12,7,5,4,12,0,0,42,0,9,0,0,3,0,0,15,101,215,170,122,220,61,12,906,4,5,8,8,5,3,0,34,3,22,10,6,7,4,0,52,6,29,17,13,16,4,0,80,109,242,187,138,230,62,12,984,192,159,65,45,49,15,3,527,9,9,3,0,4,0,0,21,307,408,255,180,280,80,15,1534
UCL213001,37,80,43,47,49,18,6,271,5,0,0,4,3,0,0,20,0,3,3,3,0,0,0,7,58,134,100,74,103,42,19,531,3,15,10,3,3,3,0,37,3,13,8,10,0,0,0,34,3,26,18,9,3,3,0,65,65,163,113,87,105,47,17,595,124,104,44,32,35,13,7,360,0,3,0,0,3,0,0,15,193,271,165,117,143,53,24,968
UCL213002,31,58,40,19,44,5,3,201,0,3,8,4,3,0,0,22,0,3,0,0,3,0,0,10,40,96,68,42,86,17,3,355,4,3,0,3,3,0,0,18,9,12,7,8,3,0,0,36,14,22,6,11,3,0,0,51,47,116,74,52,94,19,3,408,114,90,46,28,48,6,0,327,4,0,0,0,0,0,0,7,162,211,116,83,137,22,3,741
UCL213003,42,40,39,17,47,5,0,199,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,9,57,64,70,36,79,12,0,305,0,5,4,3,3,3,0,18,3,5,3,0,3,0,0,11,3,4,3,4,4,3,0,29,54,70,78,41,79,16,0,332,105,77,32,33,15,4,0,279,0,0,0,0,0,0,0,0,165,147,107,71,101,19,3,611
UCL213004,28,51,37,27,34,5,3,181,4,0,0,3,3,0,0,10,3,0,0,0,3,3,0,12,36,78,50,46,77,22,3,307,3,4,3,0,0,0,0,12,3,6,0,3,3,0,0,19,4,15,3,4,10,3,0,36,47,85,55,49,80,19,3,341,77,84,36,20,33,8,0,262,0,0,0,0,0,0,0,0,116,175,95,67,115,30,3,604
UCL213005,27,64,38,25,44,13,4,204,3,0,0,0,3,0,0,8,0,3,3,0,3,0,0,9,42,90,62,52,81,32,13,362,0,3,0,0,5,0,0,16,0,3,5,3,3,3,0,16,0,3,5,6,5,7,0,29,43,93,67,57,87,32,11,394,74,53,33,24,21,10,0,207,0,0,3,0,0,0,0,4,117,150,99,80,110,44,14,612
UCL213006,36,47,53,26,40,7,3,211,3,3,0,0,0,0,0,13,3,0,0,0,0,0,0,5,54,79,78,56,77,20,3,369,0,3,3,0,3,0,0,5,5,12,3,3,5,0,0,23,7,15,3,3,5,0,0,32,62,90,85,53,83,20,3,400,88,76,43,18,20,4,0,245,3,4,0,0,0,0,0,6,150,170,126,70,103,24,3,651
UCL213007,26,86,46,31,36,16,0,242,0,3,0,0,0,3,0,5,0,0,4,0,0,0,0,8,42,109,73,55,78,26,3,389,3,7,3,0,5,3,0,16,8,19,5,9,3,0,0,44,6,19,11,11,12,3,0,63,49,132,77,64,87,30,3,449,137,111,45,28,28,4,0,354,3,0,0,0,0,0,0,6,184,247,126,92,118,34,3,807
UCL213008,42,57,38,31,50,7,3,232,3,0,0,0,5,0,0,14,4,0,0,0,0,0,0,11,60,98,69,66,111,18,5,435,0,4,4,0,0,0,0,9,0,3,5,4,3,3,0,21,0,6,9,4,3,3,0,28,62,102,77,68,116,21,5,461,56,57,25,8,20,0,3,172,0,0,0,0,0,0,0,3,118,161,105,84,136,21,10,633
UCL213009,44,65,47,32,38,9,0,242,5,3,4,0,3,0,0,18,0,0,0,0,0,0,0,0,55,97,85,53,86,30,10,407,3,4,3,3,0,0,0,14,11,15,7,0,0,0,0,29,13,21,11,4,0,0,0,46,69,111,89,51,87,30,10,451,49,45,21,19,22,9,3,167,0,0,0,0,0,0,0,3,117,159,113,67,113,42,13,626
UCL213010,42,72,43,42,50,5,3,251,6,4,3,0,0,0,0,14,3,3,3,0,0,0,0,7,52,108,68,56,83,25,3,397,11,22,13,8,15,3,0,69,5,21,18,6,9,0,0,58,19,43,26,14,21,3,0,128,73,148,97,74,109,24,4,526,170,136,65,53,54,11,0,486,3,8,3,4,0,0,0,20,239,293,167,130,161,39,7,1031
UCL213011,27,52,38,30,38,3,4,193,0,8,0,4,0,0,0,10,3,0,3,0,0,0,0,10,44,80,58,50,74,12,9,326,9,17,9,13,10,5,0,61,16,31,26,6,10,3,0,90,24,50,37,14,18,12,0,151,63,127,95,67,92,21,9,477,213,151,74,55,38,8,0,541,8,3,3,0,0,0,0,11,282,281,172,124,131,29,9,1033
UCL213012,26,99,59,42,49,20,9,294,0,0,0,0,3,3,0,13,0,3,0,0,0,0,0,4,40,135,95,65,83,38,13,468,0,7,3,0,0,4,0,18,3,13,5,0,3,0,0,26,9,16,15,5,9,4,0,43,46,148,111,69,93,39,13,516,55,48,17,24,20,3,4,161,0,0,0,0,0,0,0,0,95,195,125,90,114,44,14,679
