UCL_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL321042,373,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,10,21,391,873,48,..,436,873
UCL321043,228,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,611,25,..,253,611
UCL321044,314,685,3,7,0,0,3,7,24,38,0,4,14,13,0,0,37,51,8,17,0,0,0,0,4,4,17,23,5,8,371,773,37,..,407,773
UCL321045,163,489,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,167,496,14,..,178,496
UCL321046,151,469,4,10,0,0,4,10,9,9,0,0,0,0,7,7,16,12,0,0,0,0,0,0,0,0,0,0,3,8,172,501,360,..,537,501
UCL321047,190,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,190,513,3,..,191,513
UCL321048,534,1678,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,3,0,0,0,0,3,9,3,12,6,15,552,1717,34,..,584,1717
UCL321049,607,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,10,15,0,0,22,25,4,29,629,1319,121,..,752,1319
UCL321050,285,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,6,289,859,5,..,295,859
UCL321051,189,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,519,11,..,203,519
UCL321052,276,702,0,0,3,3,3,3,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,3,3,7,0,7,290,718,24,..,317,718
UCL321053,192,438,0,0,0,0,0,0,20,18,0,0,0,0,0,0,20,18,0,0,0,3,0,0,8,10,10,15,0,0,213,467,39,..,252,467
UCL321054,163,464,5,12,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,481,22,..,194,481
UCL321055,236,626,9,16,0,0,9,16,14,19,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,0,0,4,9,260,673,20,..,282,673
UCL321056,315,704,0,0,6,0,6,0,12,14,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,5,13,333,732,44,..,375,732
UCL321057,208,726,7,26,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,755,26,..,237,755
UCL321058,132,467,0,4,0,7,3,7,8,9,0,0,0,0,0,0,8,9,0,0,0,3,0,0,0,4,0,7,0,0,141,492,20,..,160,492
UCL321059,225,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,229,510,55,..,286,510
UCL321060,259,581,120,273,0,0,120,273,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,0,3,17,31,407,897,144,..,552,897
UCL321061,276,598,9,21,0,0,9,21,7,13,0,0,0,0,0,0,7,13,0,0,0,0,0,0,4,10,4,6,23,42,319,683,40,..,362,683
UCL321062,98,520,13,22,4,11,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,12,0,0,113,560,18,..,131,560
UCL321063,446,1019,0,0,3,7,3,7,14,9,0,0,0,0,0,0,14,9,0,4,0,0,0,0,3,3,7,7,4,10,472,1057,95,..,560,1057
UCL321064,284,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,289,731,25,..,309,731
UCL321065,145,312,0,0,0,0,0,0,15,32,0,0,0,0,0,0,15,32,48,89,3,3,6,4,0,3,59,105,18,26,237,481,82,..,316,481
UCL321066,322,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,318,990,23,..,340,990
UCL321067,258,592,0,0,0,0,0,0,10,11,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,12,24,273,620,19,..,289,620
UCL321068,165,366,5,8,0,0,3,9,5,3,0,0,0,0,0,0,5,3,51,88,33,49,0,0,0,0,83,135,0,0,258,510,49,..,303,510
UCL321069,173,678,37,99,34,87,66,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,864,26,..,266,864
UCL321070,303,832,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,300,839,23,..,330,839
UCL321071,254,523,5,3,0,0,5,3,3,3,0,0,0,0,0,0,3,3,18,40,0,0,0,0,0,0,19,40,0,3,284,576,127,..,415,576
UCL321072,417,1113,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,1119,23,..,446,1119
UCL321073,140,602,3,0,0,0,3,0,3,9,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,144,621,15,..,161,621
UCL321074,309,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,0,0,309,772,27,..,335,772
UCL321075,328,749,11,18,0,0,11,18,0,0,0,0,0,0,0,0,0,0,37,49,11,13,0,0,0,18,50,84,3,4,391,852,42,..,435,852
UCL321076,207,544,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,6,15,3,8,226,571,24,..,252,571
UCL321077,184,494,0,4,0,0,0,4,5,11,0,0,0,0,0,0,5,11,0,0,0,0,5,10,0,0,5,15,0,0,191,515,13,..,205,515
UCL321078,257,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,0,7,16,0,0,258,796,15,..,271,796
UCL321079,299,788,8,10,0,0,8,10,17,27,0,0,0,0,0,0,17,27,5,17,0,0,0,0,4,10,9,23,3,5,340,856,42,..,374,856
UCL321080,274,636,13,14,0,0,13,14,21,37,0,3,4,6,0,0,23,49,15,48,0,3,4,12,0,3,24,63,0,3,330,769,93,..,429,769
UCL321081,283,667,11,6,0,0,11,6,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,5,14,3,11,302,700,137,..,439,700
UCL321082,248,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,25,256,829,12,..,272,829
UCL321083,189,810,36,84,3,4,40,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,12,0,0,236,907,23,..,255,907
UCL321084,135,340,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,15,3,3,0,0,0,0,0,0,3,3,0,0,152,361,115,..,268,361
UCL321085,160,454,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,51,81,0,0,0,0,0,0,51,81,0,0,216,541,13,..,224,541
UCL321086,332,1014,0,8,0,0,0,8,7,8,0,0,0,0,0,0,7,8,4,11,3,0,3,3,0,0,9,19,10,23,354,1067,30,..,389,1067
UCL321087,482,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,487,1348,20,..,504,1348
UCL321088,241,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,13,0,0,0,0,13,30,0,0,258,595,34,..,290,595
UCL321089,194,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,548,16,..,207,548
UCL321090,412,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,1172,30,..,447,1172
UCL321091,215,457,5,14,7,9,11,31,27,52,0,0,0,0,0,0,31,51,4,4,0,0,0,0,4,5,6,12,10,10,272,561,483,..,755,561
UCL321092,167,581,0,0,0,0,0,0,36,84,0,0,0,0,0,0,36,84,0,0,0,0,0,0,0,0,0,0,0,0,201,661,21,..,222,661
UCL321093,188,544,0,0,0,0,0,0,6,11,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,195,556,17,..,217,556
UCL321094,202,464,0,0,0,0,0,0,25,24,0,0,0,0,0,0,25,24,0,0,3,3,0,0,0,0,3,6,0,4,231,498,22,..,251,498
UCL321095,299,679,3,5,0,0,3,5,27,43,0,0,0,0,0,0,27,43,9,11,0,0,0,0,3,11,14,23,3,7,338,756,50,..,388,756
UCL321096,180,412,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,3,3,8,198,438,56,..,250,438
UCL321097,232,448,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,18,31,0,3,27,42,0,0,46,80,13,22,291,551,74,..,367,551
UCL321098,249,745,25,34,0,3,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,779,17,..,290,779
UCL321099,184,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,45,6,10,15,21,0,0,45,67,21,58,255,465,138,..,395,465
UCL321100,235,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,235,656,19,..,252,656
UCL321101,223,542,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,226,549,19,..,248,549
UCL321102,275,677,3,3,0,0,3,3,57,122,0,0,0,0,0,0,57,122,0,0,0,0,0,0,0,0,0,0,3,6,338,808,109,..,453,808
UCL321103,157,407,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,136,312,297,726,25,..,322,726
UCL321104,284,842,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,287,856,17,..,301,856
UCL321105,274,628,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,7,10,18,292,662,53,..,345,662
UCL321106,207,438,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,449,69,..,278,449
UCL321107,288,602,12,17,0,0,13,15,4,5,0,0,0,0,0,0,4,5,0,3,0,0,0,0,7,16,15,19,0,0,309,637,56,..,367,637
UCL321108,222,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,219,667,16,..,239,667
UCL321109,345,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,6,0,0,351,917,31,..,375,917
UCL321110,456,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1201,42,..,495,1201
UCL321111,352,817,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,27,37,0,0,0,0,7,19,36,56,3,23,386,900,42,..,428,900
UCL321112,281,580,3,3,0,0,3,3,8,13,0,0,0,0,0,0,8,13,18,31,0,0,0,0,0,0,18,31,0,0,306,624,64,..,374,624
UCL321113,204,536,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,3,0,4,217,557,20,..,240,557
UCL321114,322,671,4,11,0,0,4,11,22,24,0,0,0,0,0,0,22,24,18,34,0,3,0,0,3,12,25,42,7,8,368,759,100,..,468,759
UCL321115,345,783,0,0,0,0,0,0,7,10,0,0,0,0,0,3,7,16,3,9,4,4,0,0,0,0,8,9,0,0,357,812,50,..,414,812
UCL321116,266,675,17,26,3,4,23,38,3,6,0,0,0,0,0,0,3,6,5,14,0,0,3,0,0,0,7,19,3,7,303,738,61,..,368,738
UCL321117,209,814,32,75,0,0,32,75,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,245,900,21,..,269,900
UCL321118,179,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,82,0,3,0,0,0,0,54,84,3,6,231,564,19,..,257,564
UCL321119,330,697,3,5,0,0,3,5,12,17,0,0,0,0,0,0,12,17,9,12,0,0,0,0,4,5,16,19,0,0,360,740,51,..,411,740
UCL322001,138,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,358,12,..,149,358
UCL322002,124,272,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,3,4,6,7,7,133,294,15,..,148,294
UCL322003,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,0,3,0,5,0,0,17,36,0,0,104,212,48,..,144,212
UCL322004,142,301,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,3,7,0,8,0,7,0,0,9,16,0,0,154,317,181,..,338,317
UCL322005,105,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,114,258,53,..,166,258
UCL322006,160,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,9,11,0,0,170,440,18,..,186,440
UCL322007,91,172,3,7,3,3,4,5,18,27,10,11,0,0,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,130,225,125,..,253,225
UCL322008,161,357,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,9,0,3,170,377,60,..,229,377
UCL322009,94,196,0,0,0,0,0,0,9,8,0,0,0,0,0,0,9,8,9,14,0,0,0,0,0,0,12,17,0,0,112,220,39,..,153,220
UCL322010,137,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,0,5,10,0,5,149,278,15,..,160,278
UCL322011,135,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,133,307,6,..,141,307
UCL322012,112,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,112,327,3,..,117,327
UCL322013,158,371,0,0,0,0,0,0,9,12,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,3,11,172,390,16,..,189,390
UCL322014,140,312,7,11,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,142,330,33,..,177,330
UCL322015,92,212,3,5,0,0,3,5,5,7,0,0,0,0,0,0,5,7,0,0,0,0,0,0,3,11,3,11,0,3,101,230,65,..,165,230
UCL322016,55,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,286,3,..,54,286
UCL322017,165,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,14,13,0,4,180,358,78,..,258,358
UCL322018,146,265,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,149,274,78,..,224,274
UCL322019,78,174,5,7,0,0,5,7,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,4,5,6,7,15,97,204,24,..,117,204
UCL322020,67,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,69,144,60,..,129,144
UCL322021,170,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,448,5,..,173,448
UCL322022,40,149,0,4,0,0,0,4,0,3,0,0,0,3,0,0,0,6,0,32,0,0,0,0,0,0,0,32,0,3,43,196,11,..,53,196
UCL322023,164,344,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0,0,168,361,45,..,210,361
UCL322024,152,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,7,8,0,0,158,391,29,..,190,391
UCL322025,188,449,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,196,464,13,..,211,464
UCL322026,38,125,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,4,3,11,44,139,3,..,52,139
UCL322027,49,124,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,54,126,15,..,68,126
UCL322028,80,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,6,7,14,0,4,90,208,16,..,110,208
UCL322029,46,101,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,3,3,0,0,5,9,8,13,0,0,57,112,18,..,73,112
UCL322030,87,234,5,5,9,11,6,16,5,14,0,0,0,0,0,0,5,14,0,0,0,0,0,8,0,0,0,8,0,0,109,267,15,..,119,267
UCL322031,66,239,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,7,3,9,8,16,0,0,73,260,21,..,92,260
UCL322032,133,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,3,138,329,19,..,152,329
UCL322033,128,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,130,268,128,..,255,268
UCL322034,38,88,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,11,0,0,0,0,3,4,6,10,3,8,49,107,11,..,59,107
UCL322035,34,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,174,4,..,39,174
UCL322036,131,286,0,0,0,0,0,0,4,12,0,0,0,0,0,0,4,12,10,11,0,0,7,3,3,3,14,24,0,3,158,323,32,..,187,323
UCL322037,124,283,0,3,0,0,0,3,10,16,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,8,10,141,310,75,..,213,310
UCL322038,3,4,156,311,20,63,179,374,4,3,0,0,0,0,0,0,4,3,6,9,0,0,0,0,0,0,6,9,17,25,209,412,43,..,250,412
UCL322039,65,149,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,4,4,4,7,15,80,170,30,..,108,170
UCL322040,127,298,0,0,0,0,0,0,22,37,0,0,0,0,0,0,22,37,3,13,0,0,0,0,10,15,10,25,3,3,162,367,37,..,203,367
UCL322041,100,213,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12,0,0,0,0,3,4,9,19,0,3,111,242,14,..,123,242
UCL322042,110,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,331,9,..,123,331
UCL322043,72,300,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,300,11,..,89,300
UCL322044,106,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,111,271,15,..,127,271
UCL322045,88,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,23,104,269,14,..,115,269
UCL322046,100,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,104,235,16,..,114,235
UCL322047,142,345,0,0,3,5,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,18,154,365,23,..,181,365
UCL322048,148,396,3,10,3,3,10,13,0,0,0,0,0,0,0,0,0,0,36,43,0,0,0,0,0,0,39,46,0,0,194,450,10,..,206,450
UCL322049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
UCL322050,93,232,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,11,13,0,13,0,0,0,3,11,28,3,9,112,276,45,..,159,276
UCL322051,114,231,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,117,235,31,..,146,235
UCL322052,81,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,207,6,..,87,207
UCL322053,66,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,165,9,..,74,165
UCL322054,116,248,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,261,67,..,180,261
UCL322055,128,256,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,5,3,0,3,138,270,14,..,157,270
UCL322056,145,315,0,0,0,0,0,0,16,18,0,0,0,0,0,0,16,18,0,0,0,0,0,0,5,18,5,18,0,4,170,360,41,..,205,360
UCL322057,53,206,4,21,0,3,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,235,9,..,66,235
UCL322058,148,411,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,149,413,12,..,164,413
UCL322059,140,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,155,307,160,..,311,307
UCL322060,59,251,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,63,263,7,..,70,263
UCL322061,173,379,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,3,12,12,24,0,0,187,404,28,..,216,404
UCL322062,123,260,0,4,0,0,0,4,3,12,0,0,0,0,0,0,3,12,3,15,0,0,0,0,0,0,3,15,0,0,131,285,67,..,197,285
UCL322063,154,338,9,9,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,11,17,174,372,87,..,261,372
UCL322064,79,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,193,4,..,84,193
UCL322065,62,165,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,4,0,3,73,185,4,..,76,185
UCL322066,101,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,185,44,..,148,185
UCL322067,100,207,0,0,0,0,0,0,12,14,0,0,0,0,0,0,12,14,3,9,0,0,0,0,0,0,3,9,0,0,112,225,12,..,128,225
UCL322068,128,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,9,11,0,3,141,291,82,..,220,291
UCL322069,173,376,4,7,0,0,4,7,8,14,0,0,0,0,0,0,8,14,0,0,3,3,0,3,0,4,10,12,0,0,194,413,36,..,232,413
UCL322070,211,379,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,384,100,..,311,384
UCL322071,33,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,6,0,0,36,122,7,..,48,122
UCL322072,83,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,242,0,..,83,242
UCL322073,152,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,43,0,3,0,0,0,3,27,46,0,0,179,353,127,..,311,353
UCL322074,96,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,3,3,0,0,0,0,17,23,0,0,112,194,50,..,166,194
UCL322075,43,200,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,206,3,..,48,206
UCL322076,74,276,0,3,0,0,0,3,4,4,0,0,0,0,0,0,4,4,0,0,0,0,3,8,0,0,3,8,0,0,84,295,13,..,100,295
UCL322077,84,345,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,86,361,19,..,112,361
UCL322078,72,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,178,18,..,85,178
UCL322079,108,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,315,3,..,106,315
UCL322080,83,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,87,205,9,..,100,205
UCL322081,118,258,0,4,0,0,0,4,4,3,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,5,3,0,0,120,273,23,..,143,273
UCL322082,162,335,0,0,0,0,0,0,11,14,0,0,0,0,0,0,11,14,0,0,3,3,0,0,7,15,9,14,0,0,178,372,36,..,211,372
UCL322083,71,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,193,0,..,75,193
UCL322084,79,180,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,80,186,39,..,124,186
UCL322085,162,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,174,446,15,..,186,446
UCL322086,93,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,93,230,16,..,110,230
UCL322087,163,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,354,18,..,172,354
UCL322088,92,187,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,0,3,0,0,0,5,0,3,3,10,0,3,104,202,37,..,140,202
UCL322089,145,367,3,7,0,5,3,8,5,13,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,3,0,0,0,161,393,15,..,174,393
UCL322090,74,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,211,3,..,76,211
