UCL_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
UCL115013,279,547,4,8,32,150,10,36,189,746,231,936,10,34,20,60,38,106,62,200,298,1141,3,14,27,105,9,28,94,251,138,398,5,21,29,49,39,88,74,158,214,557,11,19,793,2261
UCL115014,232,470,0,18,3,29,0,8,63,260,73,313,0,14,12,29,23,57,30,96,108,406,0,0,3,12,3,17,24,58,33,94,3,6,3,13,12,29,18,47,52,140,4,9,403,1019
UCL115015,330,653,0,0,13,51,4,14,114,438,126,502,9,34,9,33,34,113,54,176,182,682,0,0,0,0,3,8,25,68,25,75,0,4,4,9,19,45,30,60,53,134,5,7,569,1469
UCL115016,157,310,0,0,7,29,3,9,29,117,37,154,6,12,3,7,16,49,23,60,60,214,0,7,3,7,3,9,15,47,26,64,0,3,0,3,22,49,28,55,50,120,7,9,265,657
UCL115017,564,1089,3,10,27,107,3,15,222,854,255,991,13,38,30,89,65,204,100,334,357,1320,0,9,21,59,5,15,91,228,117,307,5,13,21,38,79,151,94,200,211,507,12,27,1149,2944
UCL115018,270,546,9,34,37,159,7,35,158,627,202,859,16,75,14,51,57,185,89,311,300,1168,0,9,10,43,7,28,81,215,96,286,5,17,24,47,52,106,76,170,170,454,10,24,755,2189
UCL115019,128,251,3,10,15,49,3,6,71,289,89,361,3,7,5,31,20,55,26,88,117,449,0,0,0,7,0,0,21,61,19,65,0,3,0,4,24,54,27,57,50,123,8,11,297,835
UCL115020,369,730,6,26,49,219,15,64,145,580,213,890,14,58,28,92,56,171,97,325,314,1218,0,3,13,37,7,18,39,94,54,152,9,26,11,17,47,93,64,135,116,285,8,18,808,2244
UCL115021,142,277,0,11,13,59,3,19,54,223,73,314,0,12,11,37,19,62,36,117,114,427,0,7,6,34,7,20,20,50,37,112,0,0,0,6,30,57,31,60,66,167,4,8,320,878
UCL115022,139,269,0,0,17,71,6,29,88,362,113,460,6,25,9,14,19,57,32,104,144,566,0,3,6,20,10,32,53,177,66,228,3,5,4,5,36,87,45,101,110,324,12,17,394,1176
UCL115023,120,237,5,27,25,117,13,40,119,465,155,643,12,51,12,36,37,109,58,205,220,845,3,9,4,26,3,9,23,54,32,98,0,9,5,14,21,42,29,65,58,158,0,5,396,1248
UCL115024,140,277,0,5,6,41,4,36,72,281,88,359,3,16,3,20,17,65,31,103,117,464,0,0,4,8,4,7,40,97,42,115,0,0,3,4,11,30,13,28,59,144,4,7,323,886
UCL115025,282,546,3,27,26,141,6,29,212,860,253,1048,12,43,13,53,45,142,73,245,331,1294,0,5,13,50,6,12,64,176,86,246,5,9,11,18,36,86,51,108,136,360,5,22,751,2222
UCL115026,288,564,0,3,33,156,3,11,100,385,139,561,9,43,18,56,32,94,63,194,199,760,0,17,10,32,0,6,46,120,64,172,5,12,7,17,29,57,43,89,105,260,6,11,596,1588
UCL115027,152,308,0,13,7,28,3,10,61,225,71,276,0,4,16,44,22,67,36,118,109,392,0,16,8,22,0,5,48,104,59,143,3,9,16,38,34,71,53,120,115,266,8,13,383,980
UCL115028,139,276,0,0,12,45,3,15,37,141,45,194,4,10,10,42,25,79,42,137,93,330,0,3,7,18,0,7,34,88,40,114,0,0,3,5,27,54,26,57,65,176,4,7,303,787
UCL115029,406,801,0,7,28,132,7,25,108,417,140,578,12,43,13,47,35,100,54,194,197,765,0,6,17,50,4,14,37,98,53,160,3,10,11,24,28,65,48,96,101,260,7,16,705,1843
UCL115030,235,474,7,31,23,112,4,16,117,466,154,624,10,40,20,64,48,151,74,259,229,885,3,7,3,10,3,9,29,74,33,99,3,12,5,11,27,69,40,86,75,180,5,17,548,1554
UCL115031,313,610,3,32,53,249,16,60,312,1208,384,1549,20,85,43,142,65,227,131,450,516,1996,0,3,11,34,0,4,36,90,48,132,3,15,8,18,28,55,41,90,86,220,9,11,920,2837
UCL115032,128,253,8,35,16,87,22,95,141,565,190,780,15,53,12,35,44,151,70,237,253,1020,0,0,4,17,4,21,28,82,44,121,0,6,10,15,23,47,33,67,74,194,8,12,459,1481
UCL115033,309,617,4,38,33,155,16,62,209,826,263,1081,5,23,24,78,63,186,96,290,362,1362,5,10,14,49,5,16,69,193,85,268,6,16,14,23,33,72,50,113,138,385,7,18,813,2380
UCL115034,432,850,3,27,36,180,7,46,127,491,176,748,9,46,23,81,79,250,116,381,292,1127,0,13,11,37,6,30,48,141,71,221,14,34,6,19,36,79,55,127,126,348,11,19,854,2343
UCL115035,116,227,5,26,26,124,7,29,86,347,121,531,10,51,21,63,32,89,63,197,185,726,3,5,3,16,0,3,13,26,21,51,4,11,6,16,12,25,20,49,38,101,0,3,340,1055
UCL115036,156,315,0,0,10,48,3,15,69,273,76,334,0,4,8,33,21,66,32,98,111,432,0,0,8,33,3,20,35,104,52,155,0,0,8,13,30,68,39,81,85,233,6,14,362,998
UCL115037,362,721,4,16,41,192,11,47,245,985,299,1239,8,43,17,62,40,135,70,238,371,1477,0,3,8,20,0,8,66,192,81,223,0,5,8,19,55,113,62,132,139,361,11,27,891,2583
UCL115038,136,274,4,16,15,57,8,42,90,379,113,491,11,40,15,41,43,134,64,212,180,707,3,11,5,16,5,9,24,60,30,98,3,5,3,10,31,61,33,79,70,172,3,5,389,1156
UCL115039,263,520,0,10,16,78,3,21,171,677,195,790,3,28,11,38,37,125,53,189,249,977,3,14,6,35,8,24,79,259,101,332,4,13,9,18,47,108,59,141,159,475,14,37,695,2011
UCL115040,200,393,3,28,19,97,7,25,86,346,112,496,3,8,16,54,28,93,48,150,157,651,0,6,4,15,3,4,44,138,47,166,6,15,3,7,14,29,23,52,67,219,9,22,433,1278
UCL115041,277,534,3,26,17,80,5,17,94,392,119,514,12,52,15,39,43,126,67,220,189,737,4,23,10,40,7,8,63,173,83,243,0,0,7,7,46,102,52,114,135,360,15,34,609,1664
UCL115042,191,390,5,36,9,52,11,38,84,328,105,448,0,12,11,31,36,114,50,158,153,602,0,10,12,34,12,63,91,281,112,379,0,4,5,12,44,87,49,110,163,490,15,30,530,1514
UCL115043,149,284,3,7,20,89,11,45,118,457,146,597,3,20,16,59,31,85,51,158,194,753,0,8,0,0,6,15,33,90,39,109,0,4,11,20,19,51,30,71,68,180,3,11,414,1231
UCL115044,276,555,6,21,17,80,0,5,104,424,128,531,10,39,3,22,44,139,57,192,192,726,0,12,3,10,7,14,28,77,36,116,0,0,10,19,37,78,40,93,80,207,12,27,560,1505
UCL115045,471,937,4,19,28,126,12,35,140,545,185,721,11,32,24,75,66,205,102,315,282,1035,0,6,7,21,11,27,59,161,72,217,9,21,14,21,76,152,88,189,162,403,13,41,931,2419
UCL115046,122,239,3,26,10,46,5,15,55,239,78,331,4,13,3,8,21,53,25,82,100,407,0,6,5,15,3,10,28,84,37,112,0,3,3,6,16,31,23,44,56,154,0,5,287,814
UCL115047,302,587,3,14,12,56,9,25,77,335,103,428,3,5,8,32,16,57,33,99,134,523,0,0,5,16,0,0,37,109,37,122,0,3,10,24,28,53,40,85,76,206,6,11,519,1323
UCL115048,146,289,3,7,12,43,7,19,74,309,92,381,5,30,3,19,16,52,28,105,126,490,0,3,6,30,0,0,39,100,45,132,3,7,8,17,12,27,23,51,69,183,0,3,339,962
UCL115049,137,264,3,11,10,38,0,8,45,162,56,216,3,17,6,21,17,49,28,90,82,300,0,0,8,21,0,0,22,69,28,87,0,0,4,8,25,44,24,53,53,144,4,8,274,716
UCL115050,112,217,5,24,12,52,8,32,66,286,90,388,12,39,26,77,34,104,64,224,158,610,3,7,0,7,0,3,19,47,22,64,3,13,4,8,15,23,19,44,40,101,0,0,309,935
UCL115051,242,482,3,32,22,112,3,19,81,334,116,490,13,45,18,56,39,125,69,231,188,723,0,0,6,19,4,11,62,173,71,205,0,8,9,8,39,77,52,99,120,304,9,17,553,1521
UCL115052,367,722,4,14,20,105,10,26,132,500,163,643,8,40,10,35,47,142,71,219,239,860,4,19,14,42,11,36,64,195,89,287,5,15,14,22,48,92,62,131,154,418,10,25,768,2028
UCL115053,272,540,0,5,43,210,7,34,244,946,299,1198,12,50,37,104,29,98,78,259,376,1450,0,0,17,51,0,3,30,92,46,145,8,23,5,13,21,41,36,77,80,223,12,17,739,2225
UCL115054,376,750,9,33,17,80,6,22,120,479,151,604,11,35,20,57,42,123,68,219,215,823,3,8,5,26,7,29,51,153,72,211,12,27,17,38,57,119,87,181,154,392,11,21,756,1988
UCL115055,269,535,0,9,6,25,7,22,46,186,58,242,0,6,6,22,37,103,45,135,105,377,0,0,0,3,3,17,16,52,23,73,0,0,3,3,29,54,26,61,49,135,3,12,434,1060
UCL115056,233,460,0,5,17,77,7,47,80,316,101,448,3,4,3,13,21,53,23,71,130,513,0,3,4,22,7,8,41,101,51,141,0,3,10,26,28,62,42,92,92,231,7,5,457,1212
UCL115057,168,332,0,15,23,95,12,46,167,653,196,819,16,45,8,32,23,68,46,147,242,963,0,3,9,39,0,5,56,156,71,207,0,4,6,16,29,64,45,91,107,300,10,20,529,1612
UCL115058,99,200,0,17,12,68,4,22,48,186,69,294,0,13,4,19,23,66,29,94,96,383,0,8,6,15,0,7,34,103,44,134,0,3,8,12,29,59,33,73,80,209,3,11,275,806
UCL115059,120,240,5,46,9,52,12,44,98,394,129,539,13,38,14,38,48,145,67,214,192,753,3,13,6,17,5,13,12,29,21,75,0,12,7,10,26,57,34,77,56,148,4,4,374,1148
UCL115060,92,188,0,5,14,74,4,19,105,422,128,513,4,23,10,40,32,112,52,174,178,686,3,9,3,15,0,0,17,44,25,66,6,16,3,3,19,48,32,62,53,130,3,5,321,1009
UCL115061,496,987,7,38,52,254,10,44,289,1161,361,1495,20,86,50,169,99,307,176,563,537,2064,0,4,9,40,3,11,36,102,55,156,4,18,12,34,47,91,64,145,123,292,6,11,1159,3357
UCL115062,263,522,0,19,19,97,9,57,103,435,140,605,0,9,12,44,34,105,55,165,194,765,4,13,18,49,12,55,77,226,110,342,3,10,11,25,45,90,57,118,164,466,15,32,638,1788
UCL115063,225,440,4,31,23,95,13,77,227,880,261,1090,13,55,20,59,94,297,121,415,384,1502,0,0,10,37,9,21,35,107,53,163,9,30,12,22,35,68,50,120,103,286,3,8,714,2234
UCL115064,299,595,0,19,14,65,4,20,97,415,120,514,10,35,13,38,36,109,60,182,179,702,0,5,8,38,6,22,52,153,69,220,3,12,14,34,47,97,63,140,135,358,13,27,625,1675
UCL115065,121,240,3,28,21,81,3,13,217,793,241,914,10,37,11,25,14,48,27,104,276,1020,0,9,4,6,0,3,18,39,22,55,0,0,0,7,8,19,10,24,29,80,0,3,423,1336
UCL115066,223,444,3,12,3,20,0,6,41,171,54,211,3,11,7,25,28,94,42,125,89,330,0,0,0,3,0,0,17,37,13,40,0,0,4,13,20,40,26,48,44,89,3,10,360,865
UCL115067,275,543,0,0,12,55,3,21,87,350,104,423,9,18,14,31,28,86,47,141,148,566,0,5,11,32,3,11,28,76,42,115,0,4,4,6,34,65,34,72,77,191,11,23,506,1329
UCL115068,236,473,11,62,30,154,19,85,207,823,267,1118,14,59,8,29,63,206,80,294,352,1410,3,6,12,40,8,33,65,182,86,267,4,12,12,23,41,83,53,115,141,379,5,17,730,2275
UCL115069,185,366,3,10,16,84,3,7,109,440,134,547,7,30,9,21,28,97,40,147,174,695,0,0,6,27,0,3,52,147,62,176,0,10,7,17,28,55,39,86,100,263,6,17,468,1339
UCL115070,277,551,4,26,20,103,5,18,90,376,118,524,7,35,12,47,41,121,64,204,182,729,0,0,0,9,4,15,25,78,29,97,0,3,3,4,8,14,15,27,42,124,3,3,504,1402
UCL115071,236,455,7,24,19,81,7,32,83,338,111,478,3,13,9,21,39,126,50,163,167,639,0,4,4,26,4,10,41,117,53,158,0,10,4,10,34,72,42,93,100,252,12,28,508,1367
UCL115072,194,383,0,3,17,79,5,27,107,446,129,557,5,26,15,38,36,104,50,170,185,721,0,0,8,25,5,31,48,125,56,178,0,3,5,14,46,100,56,116,110,296,10,22,503,1426
UCL115073,259,510,3,9,20,112,3,17,80,331,107,467,0,10,17,38,33,105,49,157,159,627,0,0,8,26,3,4,34,103,44,136,4,11,7,12,35,80,45,104,85,236,10,18,517,1384
UCL115074,593,1176,3,13,18,82,3,12,96,356,114,457,3,20,5,26,51,155,68,201,179,661,0,3,9,28,3,13,29,83,44,128,3,11,10,25,54,115,70,151,112,279,11,20,894,2135
UCL115075,257,500,3,25,16,87,3,14,99,406,126,535,10,26,13,50,41,129,64,200,194,733,3,6,7,38,7,13,44,114,64,175,7,15,3,5,38,79,47,100,113,278,8,17,572,1525
UCL115076,179,355,4,31,22,117,11,71,161,644,205,861,6,25,10,25,64,204,82,250,286,1117,3,15,12,42,8,12,56,161,76,236,4,19,7,17,38,90,53,123,127,357,6,15,597,1836
UCL115077,116,235,0,6,10,40,4,21,56,223,71,280,0,3,5,21,13,40,20,63,97,348,0,0,3,7,0,0,19,41,20,47,0,0,3,11,16,40,21,48,43,92,4,8,257,686
UCL115078,148,286,0,0,21,104,0,14,51,202,75,320,7,13,7,14,18,61,29,87,98,412,0,0,0,13,3,12,28,83,38,106,5,10,5,15,15,28,24,50,59,162,3,3,311,865
UCL115079,328,651,3,14,28,118,3,16,127,501,157,652,11,41,5,24,45,135,61,196,217,849,0,0,8,16,4,20,35,95,46,128,4,9,10,22,27,52,40,85,82,214,7,14,638,1728
UCL115080,329,649,0,11,3,18,3,19,43,161,53,212,4,12,8,17,18,55,29,86,78,298,0,0,5,22,3,16,37,92,46,125,0,0,8,21,30,60,42,87,85,209,9,19,499,1177
UCL115081,159,314,4,13,13,53,0,0,85,317,102,387,0,0,10,27,19,52,26,81,130,460,0,0,6,22,0,3,19,45,25,66,0,7,9,19,21,37,28,60,58,129,5,13,347,914
UCL115082,110,216,6,25,16,78,3,16,99,431,118,552,10,34,8,22,23,77,43,133,159,678,0,0,8,52,4,7,14,49,28,111,0,3,0,0,19,30,16,34,50,143,0,0,321,1042
UCL115083,213,426,3,14,16,61,9,31,75,287,96,387,10,37,7,16,25,80,43,133,134,521,0,0,3,8,0,5,16,46,19,61,0,4,3,7,15,23,20,40,37,94,6,17,395,1052
UCL115084,374,751,3,20,28,139,23,93,185,771,239,1024,7,38,25,79,85,261,117,372,354,1398,3,18,10,33,15,50,89,262,112,361,5,16,19,43,73,153,99,210,209,569,18,33,958,2753
UCL115085,132,268,0,5,15,74,0,12,49,189,63,276,3,15,9,25,12,43,27,78,88,352,0,7,6,14,0,3,23,70,30,90,0,0,3,13,28,55,28,64,64,159,7,9,290,782
UCL115086,179,360,0,10,8,45,0,8,42,155,54,221,9,26,5,21,21,81,33,122,89,346,3,11,6,22,0,0,29,93,36,125,3,7,0,0,22,40,19,54,57,175,3,17,329,892
UCL115087,184,363,3,26,17,67,9,30,100,407,124,525,11,35,13,38,29,83,47,151,174,674,0,6,0,7,5,12,45,134,51,156,0,3,4,14,14,30,22,44,77,206,7,17,444,1257
UCL115088,140,271,9,32,12,66,0,6,62,245,88,355,7,41,13,38,29,76,44,150,133,508,0,0,0,3,0,0,9,25,10,30,0,0,4,12,14,32,21,45,33,78,3,4,306,865
UCL115089,297,589,4,27,20,107,3,16,109,444,142,588,3,18,18,63,36,107,52,189,195,780,6,15,13,41,3,14,63,202,83,275,3,14,17,32,56,116,72,157,157,435,15,35,661,1833
UCL115090,117,241,0,7,13,66,3,5,65,271,82,357,6,21,3,6,10,30,18,66,100,416,0,4,4,17,7,15,27,87,38,119,4,13,4,9,23,49,27,70,69,186,10,18,299,863
UCL115091,410,809,9,51,40,181,7,29,157,626,209,887,14,61,26,80,71,203,110,344,320,1234,0,5,9,34,3,14,41,107,60,164,7,11,8,26,49,98,62,136,121,304,4,14,862,2358
UCL115092,390,783,3,14,18,71,7,24,115,450,134,558,10,42,11,38,57,161,77,242,216,796,0,9,8,31,5,17,58,167,73,218,0,7,11,18,47,89,55,109,126,331,10,14,742,1922
UCL115093,126,262,0,0,8,32,7,32,45,161,56,228,0,0,3,12,13,40,19,51,73,283,0,12,4,10,6,30,56,147,63,195,3,8,3,12,27,63,36,76,104,272,10,25,314,839
UCL115094,307,609,7,20,20,104,16,63,118,475,157,656,13,43,10,25,37,125,55,194,212,850,4,14,16,60,11,40,66,189,95,300,8,13,12,22,67,133,80,169,176,472,11,23,711,1956
UCL115095,341,680,3,23,17,69,4,18,83,341,108,445,7,31,12,29,50,156,67,220,176,660,3,6,5,24,4,21,51,134,66,193,6,15,21,38,50,115,73,169,140,358,13,21,665,1721
UCL115096,386,753,3,27,15,58,6,37,88,341,114,463,8,35,12,43,35,111,53,187,173,655,0,3,0,8,0,0,38,102,39,117,7,11,7,14,29,66,46,95,86,206,3,8,641,1623
UCL115097,221,441,3,20,16,67,8,29,76,331,101,445,6,16,3,10,39,123,45,151,153,599,3,9,18,75,7,14,43,129,66,231,0,5,6,20,52,117,61,148,135,372,14,31,513,1441
UCL115098,157,305,0,5,11,44,4,15,56,239,70,301,4,17,9,30,23,66,35,111,105,412,0,0,3,3,0,7,17,58,25,74,3,3,3,6,14,31,24,42,44,115,5,4,309,840
UCL115099,164,324,6,28,20,86,5,34,109,433,137,580,4,22,15,39,29,90,48,158,189,738,0,3,7,29,3,9,39,101,47,138,0,5,9,16,22,43,32,58,75,197,5,14,427,1264
UCL115100,310,615,3,10,17,62,9,36,106,422,134,524,5,27,14,47,46,151,69,219,204,744,0,4,5,27,8,36,58,159,71,230,3,9,13,25,50,98,63,133,131,357,12,27,654,1745
UCL115101,255,497,3,9,41,173,14,57,201,737,251,974,16,51,17,41,40,121,70,213,318,1185,0,3,15,45,5,13,80,185,97,247,11,25,38,81,71,157,126,265,226,508,14,22,808,2213
UCL115102,169,327,8,39,37,184,6,38,158,637,209,897,12,49,18,49,43,132,70,227,280,1130,0,0,3,9,0,0,17,48,17,56,0,0,5,3,8,16,8,20,28,81,3,4,475,1542
UCL115103,549,1091,4,18,22,96,5,23,105,409,137,544,7,20,8,24,52,161,67,205,200,756,0,0,8,37,3,6,49,139,62,188,3,10,12,29,54,114,76,148,139,339,9,24,898,2208
UCL115104,382,744,9,27,31,130,17,63,169,662,213,885,9,45,18,63,61,175,87,278,304,1163,0,5,15,49,14,54,97,267,122,374,0,0,13,30,64,130,75,163,197,542,13,32,899,2479
UCL115105,336,656,4,26,34,169,4,28,167,674,206,894,20,69,18,48,64,203,94,319,306,1209,4,13,15,76,10,39,112,356,143,481,4,17,13,20,65,137,87,178,229,657,19,40,885,2571
UCL115106,193,384,8,33,15,78,12,42,102,427,135,576,6,36,15,45,29,79,49,160,185,731,0,8,0,11,3,4,47,131,49,153,0,3,11,17,26,59,39,76,85,228,10,16,479,1368
UCL115107,260,514,4,21,29,135,5,32,122,504,162,685,9,24,10,27,44,126,59,176,221,860,3,12,11,35,10,35,48,130,63,213,3,11,19,34,38,78,58,122,127,341,5,13,607,1725
UCL115108,443,873,4,18,30,139,7,36,230,856,274,1051,18,65,34,116,64,203,122,387,394,1433,0,3,14,52,4,16,115,285,144,364,11,22,48,93,71,155,129,271,267,636,11,28,1117,2969
UCL115109,535,1056,3,14,33,133,8,40,200,785,241,972,9,39,24,65,57,181,92,283,326,1259,0,4,15,44,9,22,101,267,116,332,8,20,5,17,57,117,72,149,188,486,11,16,1064,2817
UCL115110,211,418,0,11,12,45,0,7,65,250,75,323,10,28,11,22,27,80,45,129,115,457,3,10,3,13,3,21,34,89,41,129,0,0,3,8,29,67,35,77,74,211,0,3,408,1078
UCL115111,207,402,0,13,21,89,7,16,63,252,88,365,6,30,11,29,15,52,32,111,128,473,0,3,8,23,0,0,41,118,49,147,3,16,11,13,24,60,37,88,89,233,3,10,424,1121
UCL115112,330,651,16,71,47,232,17,89,219,859,297,1251,23,95,29,95,93,285,147,477,443,1725,4,12,14,61,4,20,52,149,77,241,5,25,13,31,63,141,83,191,160,434,14,26,950,2838
UCL115113,215,444,8,53,28,116,12,51,261,1020,310,1239,20,72,16,62,84,274,124,411,425,1646,0,0,9,29,0,3,20,59,30,91,3,5,0,3,24,47,27,57,54,145,3,4,704,2240
UCL115114,214,422,0,11,14,56,6,28,72,299,95,401,17,54,11,40,42,131,68,225,166,626,3,6,9,27,0,4,35,101,43,136,3,12,11,17,42,98,57,128,95,263,10,20,482,1331
UCL115115,282,562,3,8,30,147,14,53,106,420,152,629,7,27,13,27,51,149,67,202,215,829,7,21,21,66,5,18,72,205,100,308,10,28,16,31,57,118,78,179,177,486,14,26,694,1903
UCL115116,345,696,15,61,26,117,25,140,238,920,304,1243,26,123,38,119,101,326,163,572,471,1812,0,3,13,58,9,29,90,250,113,334,11,27,14,37,100,225,125,285,240,624,16,26,1069,3159
UCL115117,154,308,9,33,13,60,7,30,89,378,117,492,8,27,6,21,29,85,45,135,158,634,0,10,8,19,0,0,15,44,29,79,4,4,5,7,12,27,18,39,46,118,0,0,365,1061
UCL115118,387,764,6,28,40,173,14,76,231,937,289,1208,15,58,27,75,83,256,121,391,411,1597,5,12,12,54,4,5,100,269,119,349,7,22,23,49,54,110,84,182,201,530,9,18,1007,2914
UCL115119,511,1013,8,45,58,262,8,44,311,1230,383,1575,22,75,41,122,75,220,130,426,518,1999,0,8,13,44,5,14,94,259,113,327,3,16,15,27,77,151,92,194,202,519,12,25,1248,3561
UCL115120,468,932,3,24,23,104,7,33,145,562,179,719,10,27,18,53,48,153,74,234,249,955,0,0,7,23,0,0,39,94,46,118,3,6,15,32,49,98,64,136,111,251,10,19,837,2158
UCL115121,358,722,18,114,57,257,34,169,332,1365,439,1902,50,211,35,135,167,570,256,912,695,2815,5,14,14,45,5,26,58,172,85,257,4,13,18,45,50,108,75,166,152,427,10,23,1216,3989
UCL115122,138,278,0,12,22,115,3,5,52,222,84,353,9,24,18,62,30,91,59,183,142,533,0,0,4,11,0,0,9,33,16,43,3,8,4,11,6,18,13,38,33,76,0,0,312,897
UCL115123,169,336,0,6,13,58,5,29,68,271,90,367,4,14,8,24,23,64,37,108,123,468,0,8,4,18,3,14,27,84,40,123,0,0,3,14,14,29,20,46,62,172,5,5,354,978
UCL115124,195,381,0,5,18,90,4,23,144,536,166,650,4,30,14,46,29,84,51,167,220,817,0,3,14,36,3,3,57,138,75,185,5,21,19,39,28,49,52,112,123,299,5,11,538,1497
UCL115125,132,250,5,30,19,97,4,14,105,392,137,532,20,69,22,82,43,131,84,282,217,820,0,0,0,0,0,0,11,27,11,27,3,15,5,10,12,25,19,54,31,76,5,9,384,1154
UCL115126,599,1184,4,18,17,77,7,21,93,370,116,486,9,33,7,19,64,199,83,252,198,736,3,6,7,19,4,18,51,145,65,187,3,16,7,18,62,121,74,157,135,347,13,30,941,2291
UCL115127,392,784,12,73,41,183,32,145,307,1232,391,1636,21,101,34,99,123,393,177,597,563,2232,7,35,29,104,13,55,88,245,141,435,10,27,21,50,93,190,121,275,260,708,10,21,1231,3752
UCL115128,500,1000,4,35,31,143,17,79,214,882,273,1140,23,82,13,52,86,273,123,411,395,1547,0,13,17,60,3,17,95,252,115,342,7,14,10,19,71,158,82,192,197,531,18,35,1120,3110
UCL115129,219,428,0,3,11,52,3,16,79,300,94,374,5,22,6,19,26,83,40,119,135,493,0,0,4,18,0,5,16,36,21,53,0,10,8,20,18,28,29,61,54,116,9,14,412,1049
UCL115130,545,1068,4,12,13,69,3,31,55,230,83,339,5,25,7,18,35,114,54,163,134,506,0,3,3,11,3,10,18,49,25,75,0,0,5,5,27,57,36,69,60,140,12,22,745,1730
UCL115131,499,988,10,57,34,181,8,44,193,790,249,1073,10,46,26,80,88,268,123,390,372,1468,3,23,15,57,5,29,76,217,110,325,8,15,16,29,65,140,85,185,198,515,8,17,1078,2990
UCL115132,381,754,3,20,20,106,8,36,95,382,124,542,7,29,15,46,27,91,50,160,176,699,5,19,10,41,8,26,60,172,81,255,3,12,4,17,49,102,64,131,144,386,9,22,709,1863
UCL115133,142,284,3,33,23,121,17,62,114,478,163,698,13,58,15,51,57,199,90,311,249,1009,0,4,9,31,0,3,25,83,42,121,0,7,3,12,24,52,35,69,75,192,3,3,469,1483
UCL115134,281,560,8,46,37,178,25,116,191,782,262,1117,22,89,20,68,83,274,127,426,388,1545,3,15,12,30,6,17,49,124,62,192,3,15,17,32,56,112,71,160,136,348,11,16,814,2468
UCL115135,366,723,3,14,19,81,3,12,102,392,122,502,8,16,12,44,26,86,45,147,165,643,0,4,6,23,3,12,41,114,54,153,0,3,4,7,28,63,29,73,82,218,3,13,623,1595
UCL115136,160,309,0,9,7,37,0,10,40,164,53,212,0,0,5,11,26,74,23,80,77,291,0,0,4,13,0,0,8,28,15,38,0,0,4,7,9,26,17,35,30,68,0,9,266,678
UCL115137,170,335,4,18,8,42,3,18,81,328,103,414,3,7,12,46,26,73,36,125,139,539,0,0,6,32,0,0,26,74,37,102,0,8,4,8,17,34,23,53,58,154,3,8,377,1040
UCL115138,463,906,0,0,12,45,3,14,62,259,78,321,8,30,14,50,35,99,54,170,137,493,0,0,11,29,4,12,26,77,42,120,4,12,7,25,32,71,43,105,87,222,8,9,683,1632
UCL115139,272,544,3,31,23,110,6,28,122,488,159,655,6,30,15,40,43,137,63,208,222,863,0,22,7,21,6,14,56,155,70,208,0,4,12,21,43,88,55,106,119,320,9,25,628,1750
UCL115140,381,769,0,0,11,48,4,27,91,346,109,420,7,16,10,35,50,146,62,198,169,617,3,11,0,12,9,41,64,167,80,222,8,19,10,22,49,109,72,155,152,371,7,16,711,1778
UCL115141,209,418,3,11,11,58,6,16,69,265,89,349,3,12,7,23,24,66,31,101,123,455,0,4,3,12,0,0,24,60,31,77,0,3,10,14,5,17,13,29,45,109,3,3,376,980
UCL115142,439,857,0,10,18,96,0,3,127,478,155,583,13,49,21,74,54,162,86,284,240,873,0,3,3,13,0,0,36,88,37,103,5,19,12,24,37,71,55,118,90,219,10,19,780,1967
UCL115143,181,355,0,6,6,42,10,25,61,236,79,307,11,30,10,21,20,52,33,112,115,424,0,6,4,20,3,4,23,69,34,108,0,3,4,4,24,52,29,59,65,165,3,5,357,946
