UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL514001,32,110,243,201,270,197,21,0,3,1072,41,25,27,27,33,31,16,0,0,201,0,5,8,10,9,22,0,0,0,58,8,3,8,4,7,3,3,0,0,34,79,145,287,241,319,252,43,3,3,1371,22,30,39,35,40,19,0,0,0,186,10,3,3,0,5,3,0,0,0,25,29,34,42,35,47,22,0,0,0,209,105,173,333,281,360,276,47,3,3,1579,108,43,48,66,67,210,340,138,38,1051,12,17,44,33,37,51,40,28,13,279,224,239,422,380,459,532,425,168,53,2908,15,58,95,85,109,55,5,0,0,418,71,48,123,134,153,114,26,0,0,675,0,10,20,5,13,13,4,0,0,68,3,0,0,4,7,3,0,0,0,27,90,113,239,234,280,192,38,0,0,1190,7,10,19,10,17,3,0,0,0,69,10,8,14,6,10,6,0,0,0,56,24,16,33,21,22,13,0,0,0,131
UCL514002,22,48,253,335,259,110,29,3,0,1056,41,15,56,67,55,61,37,3,0,333,4,4,18,22,12,16,3,0,0,77,3,0,3,4,10,3,3,0,0,24,64,67,338,437,337,186,72,7,0,1504,0,5,5,6,11,10,0,0,0,45,6,0,0,3,0,7,5,0,0,22,7,10,5,13,11,17,5,0,0,68,70,70,344,447,348,203,74,8,0,1567,51,4,15,18,14,74,198,113,32,520,7,11,36,41,35,27,20,8,3,187,136,81,399,505,394,306,290,129,34,2276,9,34,128,114,110,58,11,0,0,461,40,36,158,263,156,111,36,4,5,807,6,5,24,23,10,12,0,0,0,89,3,0,3,7,3,0,0,0,0,20,60,71,315,406,276,189,53,6,6,1374,0,4,5,5,3,0,0,0,0,17,7,5,8,5,3,8,0,0,0,37,5,5,8,14,7,9,0,0,0,52
UCL514003,20,60,284,378,225,128,14,0,0,1115,60,16,91,83,55,63,24,0,0,388,3,10,16,26,20,12,3,0,0,86,3,7,5,13,3,0,0,0,0,32,85,89,396,490,303,202,44,0,0,1621,3,6,11,19,23,4,0,0,0,66,4,0,4,3,4,3,3,0,0,19,6,3,15,16,25,13,3,0,0,87,96,92,414,515,326,214,47,0,0,1707,64,10,22,30,28,64,109,68,27,427,10,3,36,40,39,25,11,10,3,171,175,108,479,581,398,303,167,77,36,2315,8,35,171,137,138,77,8,0,0,576,62,50,197,252,157,120,25,0,0,850,4,6,25,24,11,3,4,0,0,85,4,0,9,3,3,5,0,0,0,19,81,92,394,410,308,207,34,0,0,1536,0,6,4,14,13,5,0,0,0,38,3,0,12,9,8,11,3,0,0,44,8,5,16,20,13,17,3,0,0,85
UCL514004,29,91,193,215,214,204,53,4,0,992,19,28,36,34,32,64,35,0,0,247,0,7,11,6,8,15,3,0,0,54,0,7,5,6,3,3,0,0,0,20,50,126,243,262,258,288,85,5,0,1317,11,21,27,32,22,19,0,0,0,127,13,0,3,4,3,6,0,0,0,32,22,26,25,32,24,23,3,3,0,164,71,151,265,294,282,314,87,10,0,1480,104,26,45,45,53,105,217,144,53,789,8,20,33,38,45,45,40,19,6,252,185,199,345,379,381,456,344,172,61,2513,14,49,91,128,142,127,14,0,0,568,60,27,94,105,105,130,37,8,0,568,0,3,16,7,12,10,0,0,0,51,0,5,4,3,3,3,0,0,0,24,75,86,213,246,259,268,47,8,0,1209,3,6,11,11,15,9,0,0,0,60,7,10,9,11,5,9,0,0,0,51,8,16,19,17,24,11,3,0,0,104
UCL514005,28,114,381,455,373,151,27,0,0,1537,50,37,58,49,51,41,28,0,0,319,3,7,18,22,16,13,3,0,0,86,3,3,24,4,8,5,0,0,0,44,88,163,486,533,446,214,55,3,0,1981,14,15,35,40,32,16,0,0,0,145,19,13,10,0,5,7,4,0,0,52,28,24,40,39,35,22,4,0,0,201,114,187,521,574,482,233,62,6,0,2184,122,24,27,33,43,77,220,115,18,678,14,17,72,66,56,33,29,45,27,348,248,233,617,669,577,342,310,166,44,3212,13,80,218,174,200,95,9,0,0,794,63,79,187,187,184,110,31,0,0,837,11,9,26,16,14,8,3,0,0,93,4,4,8,4,3,3,0,0,0,35,96,169,442,388,399,215,49,0,0,1752,13,17,13,13,16,13,0,0,0,86,24,3,22,21,15,5,3,0,0,96,33,21,35,37,34,15,3,0,0,185
UCL515001,3,3,10,17,38,20,5,0,0,92,10,3,10,6,11,25,8,0,0,68,3,0,5,0,0,8,0,0,0,16,0,0,0,3,0,0,0,0,0,4,12,8,21,24,49,54,16,3,0,187,3,0,3,3,9,0,0,0,0,19,0,0,3,0,0,0,0,0,0,6,4,0,5,6,7,0,0,0,0,23,16,8,26,27,55,61,14,3,0,210,8,0,7,7,9,35,91,62,22,244,0,0,4,4,6,3,0,4,4,24,30,13,36,40,67,96,110,71,29,481,3,0,14,7,16,17,0,0,0,59,10,7,12,10,30,33,7,0,0,109,0,3,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,18,10,24,25,46,52,8,3,0,190,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,8
UCL515002,3,11,45,64,54,37,5,0,0,220,8,3,3,3,6,11,4,0,0,39,0,0,3,7,3,4,3,0,0,15,3,0,0,0,0,3,0,0,0,5,10,15,50,72,71,49,13,0,0,289,3,0,4,0,5,4,0,0,0,20,3,0,0,0,0,0,0,0,0,3,6,0,4,0,5,4,0,0,0,22,19,19,56,79,69,60,13,0,0,306,16,3,5,3,4,20,58,10,3,124,0,0,7,12,12,0,5,0,0,42,38,18,64,94,89,82,78,16,5,474,0,5,19,17,22,16,3,0,0,78,8,0,22,39,35,26,8,0,0,141,4,0,4,3,9,3,0,0,0,18,0,0,0,0,0,0,0,0,0,5,20,10,45,59,67,45,10,0,0,249,0,0,0,6,7,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9,3,0,0,9,5,3,0,0,0,20
UCL515003,14,16,34,33,53,39,8,0,0,197,4,0,6,7,14,18,9,3,0,65,0,0,3,4,3,3,5,0,0,19,0,0,0,0,0,0,0,0,0,6,23,16,41,48,77,67,14,3,0,289,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,3,3,0,0,13,0,0,0,3,4,8,8,0,0,24,25,16,43,50,81,77,19,3,0,311,24,3,3,9,10,25,76,29,9,190,0,0,3,6,7,9,13,3,3,54,50,15,55,70,100,111,105,44,11,555,8,12,9,18,33,27,0,0,0,106,11,9,8,44,38,54,14,0,0,169,0,0,9,0,4,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3,18,19,22,66,76,87,14,0,0,301,3,0,0,0,0,3,0,0,0,10,0,0,0,8,4,3,0,0,0,18,3,0,0,8,4,4,0,0,0,24
UCL515004,11,57,107,82,70,35,11,0,0,382,5,4,15,6,9,17,7,0,0,64,0,3,5,6,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,20,65,134,93,81,53,9,0,0,463,3,4,6,3,10,0,0,0,0,29,3,0,0,0,0,0,0,0,0,3,6,4,6,3,10,0,0,0,0,33,28,73,138,94,89,60,10,0,0,489,28,11,3,4,0,9,50,19,4,134,3,11,23,11,5,10,7,3,0,72,57,92,159,111,102,79,67,29,3,697,0,42,38,45,53,32,0,0,0,218,18,21,32,37,31,19,8,0,0,160,0,0,9,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,15,58,85,91,87,56,9,0,0,399,3,3,12,10,3,0,0,0,0,26,0,0,5,9,0,0,0,0,0,13,3,3,14,11,3,0,0,0,0,36
UCL515005,13,26,57,79,87,51,3,0,0,320,11,7,21,14,21,13,9,0,0,91,0,0,3,0,9,0,3,0,0,15,0,0,3,3,3,3,0,0,0,12,27,36,79,99,122,62,16,3,0,442,10,0,0,8,7,9,0,0,0,33,0,0,0,0,0,0,0,0,0,3,10,3,0,8,9,12,0,0,0,39,36,39,83,105,129,76,16,3,0,481,31,3,8,14,14,26,91,35,13,221,0,3,4,10,11,4,11,4,3,60,67,48,94,127,152,103,117,40,12,757,5,15,31,32,43,26,0,0,0,149,9,13,38,58,51,30,12,0,0,208,0,0,7,0,7,0,0,0,0,21,0,0,0,0,5,0,0,0,0,6,16,30,80,86,104,55,11,0,0,386,0,3,3,0,6,0,0,0,0,12,0,0,5,3,0,0,0,0,0,6,0,3,5,5,6,3,0,0,0,21
UCL515006,20,44,128,135,167,123,32,3,0,651,17,12,17,18,33,31,13,0,0,134,0,9,10,12,9,14,11,0,0,65,0,0,9,3,5,3,4,0,0,17,39,61,173,166,210,166,53,4,0,869,5,8,11,19,18,10,0,0,0,87,0,3,5,4,0,0,0,0,0,16,7,12,13,26,23,16,0,0,0,101,45,74,187,192,234,183,53,5,0,965,49,22,35,31,60,101,138,72,22,520,14,21,43,50,46,56,21,20,7,277,110,113,261,267,336,338,212,97,25,1762,16,50,100,93,136,82,13,0,0,492,25,19,59,64,55,48,16,4,0,282,3,5,15,8,9,12,4,0,0,66,0,6,3,4,0,5,0,0,0,20,44,79,180,163,207,143,37,7,0,854,8,10,8,4,13,3,0,0,0,32,7,0,3,4,3,3,0,0,0,16,12,8,6,6,10,4,0,0,0,55
UCL515007,7,7,47,107,58,15,0,0,0,244,12,0,12,20,17,13,5,3,0,92,0,0,3,14,3,5,0,0,0,28,0,0,0,0,0,0,0,0,0,4,20,5,69,141,86,35,8,3,0,363,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,14,20,5,68,148,89,36,8,3,0,376,11,0,3,14,9,10,27,15,6,91,8,0,11,27,12,7,3,0,0,59,35,11,82,178,105,55,36,18,8,523,0,3,17,28,34,9,3,0,0,92,11,4,39,88,29,27,4,0,0,207,4,0,7,9,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,5,15,9,64,128,68,40,4,3,0,329,0,0,0,3,3,3,0,0,0,13,0,0,0,7,0,0,0,0,0,8,3,0,0,6,4,3,0,0,0,23
UCL515008,7,10,51,81,86,28,5,0,0,272,7,3,0,4,10,10,0,3,0,29,0,0,0,9,9,6,3,0,0,24,0,0,0,0,0,0,0,0,0,0,11,10,57,96,104,45,8,3,0,327,0,3,5,3,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,5,0,0,0,15,12,17,55,99,104,44,12,3,0,347,15,0,0,3,4,3,6,0,0,40,0,0,4,5,14,7,0,0,0,32,30,13,60,108,120,55,18,8,0,417,0,11,30,34,54,11,0,0,0,140,7,0,16,41,25,7,3,0,0,89,0,0,4,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,10,12,48,72,80,18,0,0,0,245,0,0,0,4,5,3,0,0,0,11,0,0,0,3,7,0,0,0,0,12,0,3,0,7,4,3,0,0,0,17
UCL515009,9,17,36,75,64,54,10,0,0,269,24,8,10,25,27,38,18,7,0,154,0,0,7,8,8,6,0,0,0,38,0,0,0,3,0,0,3,0,0,6,39,28,53,103,105,101,35,9,0,466,0,5,8,0,3,4,0,0,0,15,0,0,0,4,0,0,0,0,0,11,0,5,8,4,3,6,0,0,0,25,41,29,61,107,112,104,34,9,0,490,65,0,14,11,13,50,114,81,28,385,4,0,8,13,11,14,15,6,5,77,109,31,77,135,140,177,157,96,32,953,5,4,25,37,48,22,6,0,0,147,34,12,26,61,63,61,21,4,0,281,0,0,5,5,6,5,3,0,0,33,0,0,4,0,0,0,0,0,0,9,47,20,62,107,122,84,25,4,0,470,0,0,0,3,0,0,0,0,0,6,3,0,0,0,5,3,0,0,0,18,3,0,3,3,6,3,0,0,0,25
UCL515010,7,26,109,104,96,96,32,0,0,483,5,4,15,16,29,24,12,0,0,108,0,0,9,8,5,10,0,0,0,31,0,3,3,0,5,6,0,0,0,16,14,37,138,131,126,141,47,3,0,640,11,12,9,17,15,8,0,0,0,66,0,0,8,5,0,4,0,0,0,17,11,12,19,24,17,9,0,0,0,86,26,44,157,148,150,147,49,3,0,725,61,26,44,44,51,61,50,23,9,360,10,12,32,23,33,23,15,3,0,156,97,87,228,219,224,234,108,35,9,1238,7,33,97,98,101,104,18,0,0,456,7,9,30,40,23,20,13,0,0,141,0,0,8,8,6,11,0,0,0,38,0,4,8,0,4,3,0,0,0,20,15,48,141,147,138,137,28,0,0,652,3,0,5,10,7,0,0,0,0,23,0,0,3,10,0,0,0,0,0,12,4,0,8,14,6,0,0,0,0,37
UCL515011,10,20,87,72,70,67,13,0,0,347,11,5,21,12,17,15,17,0,0,105,0,3,8,7,9,7,3,0,0,47,0,6,0,3,0,0,0,0,0,8,18,30,119,103,101,90,29,3,0,502,5,5,7,6,7,4,0,0,0,39,0,0,3,3,3,0,0,0,0,12,5,11,12,11,7,6,0,0,0,54,25,36,129,112,105,97,29,3,0,557,28,6,8,9,13,35,113,68,14,290,0,6,10,11,9,14,21,12,4,96,60,56,142,138,126,151,169,81,20,940,8,17,31,38,42,36,4,0,0,179,19,8,36,55,57,44,16,3,0,235,0,4,3,3,7,4,3,0,0,17,0,0,0,5,0,3,0,0,0,6,24,30,74,100,109,83,23,3,0,442,0,0,3,0,3,3,0,0,0,16,0,4,3,3,5,4,0,0,0,20,0,6,7,4,5,5,0,0,0,36
UCL515012,0,42,110,114,87,39,6,0,0,400,17,8,6,11,14,8,0,0,0,64,0,0,12,11,6,4,0,0,0,31,5,0,3,0,0,0,0,0,0,9,19,49,130,134,108,54,13,0,0,505,4,3,3,3,6,3,0,0,0,33,3,0,0,0,0,3,0,0,0,5,6,3,3,6,6,9,0,0,0,42,25,48,134,142,116,65,15,0,0,538,27,0,3,7,6,19,40,13,3,120,4,9,13,15,13,3,4,0,0,58,67,57,144,163,134,85,62,13,6,724,11,31,56,56,58,34,0,0,0,242,26,14,48,54,44,25,0,0,0,216,0,0,9,4,4,0,3,0,0,26,0,0,0,3,3,0,0,0,0,10,35,43,114,117,102,64,3,0,0,488,0,4,7,3,0,0,0,0,0,17,5,0,0,0,7,3,0,0,0,21,10,5,9,3,7,3,0,0,0,33
UCL515013,17,30,127,130,136,66,13,0,0,515,18,15,25,16,20,19,14,3,0,123,4,3,13,16,7,11,0,0,0,44,3,0,0,0,6,3,0,0,0,14,37,47,159,161,165,105,29,3,0,698,0,4,3,6,5,4,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,4,3,6,10,6,0,0,0,31,41,50,161,168,168,107,29,3,0,733,14,0,7,9,16,33,82,33,3,198,5,5,15,16,14,7,7,3,0,88,66,64,182,197,205,156,117,34,3,1018,8,21,78,57,76,42,5,0,0,284,21,18,51,85,55,31,8,3,0,280,0,4,18,12,10,8,0,0,0,39,3,0,3,0,0,0,0,0,0,11,33,44,147,156,137,83,15,3,0,618,0,3,3,0,3,0,0,0,0,12,0,0,5,3,0,0,0,0,0,14,0,3,7,3,4,0,0,0,0,26
UCL515014,5,20,53,25,25,23,10,0,0,150,0,3,5,4,3,4,0,0,0,18,0,0,3,3,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,8,7,25,62,31,28,25,7,0,0,190,0,6,4,3,3,4,0,0,0,19,0,0,3,0,0,0,0,0,0,3,0,6,4,3,5,4,0,0,0,18,12,25,66,33,31,32,7,0,0,211,26,11,27,22,27,17,14,3,3,157,9,3,22,4,14,9,3,0,0,65,40,47,114,61,71,59,24,7,3,429,3,15,61,23,27,15,5,0,0,143,3,6,11,5,5,5,0,0,0,33,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,3,16,67,30,38,22,7,0,0,184,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,0,10
UCL515015,7,50,93,111,105,71,9,0,0,446,13,9,43,22,16,18,14,8,0,138,0,3,10,4,11,7,0,0,0,39,0,0,3,3,0,0,0,0,0,8,26,60,147,143,125,98,26,6,0,628,3,3,4,5,9,3,0,0,0,25,3,0,0,0,4,0,0,0,0,13,5,5,9,5,11,8,0,0,0,45,35,66,157,150,137,105,22,6,0,670,40,8,17,13,24,31,102,94,28,352,3,0,11,13,18,13,18,10,0,88,76,70,183,177,178,147,136,113,28,1116,8,22,38,31,51,28,0,0,0,181,27,29,41,61,63,37,5,3,0,261,0,0,3,5,3,8,0,0,0,21,0,0,0,0,0,0,0,0,0,3,33,54,88,98,111,74,11,4,0,473,0,3,4,6,3,3,0,0,0,24,3,0,3,0,3,4,0,0,0,17,7,3,9,5,4,5,0,0,0,39
UCL515016,7,11,39,56,44,34,3,0,0,192,4,7,10,8,10,20,6,0,0,61,0,0,7,5,9,3,0,0,0,26,0,0,3,8,0,0,0,0,0,8,13,19,58,74,67,56,8,0,0,290,0,0,7,0,5,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,5,3,5,0,0,0,0,14,14,19,57,76,67,58,8,0,0,306,14,3,7,4,16,36,85,51,10,225,0,0,13,3,6,18,12,7,0,64,25,18,77,87,93,118,106,56,8,593,0,8,16,20,32,19,5,0,0,98,7,10,22,29,27,33,4,0,0,139,0,0,3,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,7,24,43,52,61,62,12,0,0,257,0,0,0,0,5,0,0,0,0,15,3,0,0,0,0,3,0,0,0,8,4,0,3,3,5,3,0,0,0,21
UCL515017,5,11,23,31,44,50,12,0,0,179,3,6,5,11,19,27,15,0,0,80,0,3,3,4,5,10,3,0,0,29,0,4,0,3,4,0,0,0,0,12,8,28,35,45,72,84,25,4,0,302,0,0,4,3,6,3,0,0,0,21,0,0,3,0,0,4,0,0,0,9,0,0,5,3,6,7,0,0,0,27,8,29,37,50,76,92,30,4,0,325,13,4,3,3,13,31,88,33,9,198,0,3,11,12,8,24,20,8,3,78,21,30,53,59,97,149,138,45,9,601,0,7,15,16,32,21,0,0,0,90,12,12,8,30,42,28,17,0,0,157,0,0,3,0,5,7,3,0,0,20,0,0,0,0,3,0,0,0,0,9,13,18,24,52,75,58,27,0,0,271,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11
UCL515018,5,30,85,83,96,60,5,0,0,364,4,0,5,3,9,4,5,0,0,27,0,0,12,8,3,3,0,0,0,26,0,0,0,4,3,0,0,0,0,7,10,27,101,92,107,64,17,0,0,419,0,3,7,10,11,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,7,10,11,3,0,0,0,32,14,32,113,98,115,66,17,0,0,459,37,11,10,9,17,18,31,7,0,142,6,3,18,10,17,10,9,0,0,70,56,44,144,118,147,91,54,13,0,666,12,28,38,33,47,24,3,0,0,176,13,5,26,31,29,14,3,0,0,130,0,0,9,0,3,4,0,0,0,22,0,0,0,3,3,0,0,0,0,3,22,32,76,69,78,40,5,0,0,328,0,3,0,3,3,4,0,0,0,16,0,0,3,8,0,3,0,0,0,9,3,3,3,7,3,4,0,0,0,27
UCL515019,24,74,130,127,155,114,18,4,0,642,24,19,17,22,20,27,15,3,0,150,0,3,9,6,9,12,0,0,0,41,0,0,4,3,4,3,0,0,0,18,48,96,159,155,189,160,37,6,0,847,5,3,15,4,8,8,0,0,0,51,8,5,0,3,0,3,3,0,0,16,14,9,15,7,8,18,0,0,0,67,64,97,176,163,198,175,41,6,0,920,48,10,13,22,31,51,99,70,22,365,12,13,34,30,41,38,20,18,3,213,127,129,220,213,268,255,167,99,32,1504,9,39,73,56,83,56,12,0,0,331,28,17,46,57,67,56,17,0,0,286,0,5,6,3,5,13,0,0,0,27,4,4,5,6,0,0,0,0,0,17,39,59,126,120,154,122,26,3,0,660,9,0,3,5,9,3,0,0,0,22,3,0,0,6,0,3,0,0,0,11,11,0,4,14,8,5,0,0,0,34
UCL515020,27,78,242,179,188,149,21,0,0,886,21,20,16,16,23,19,11,0,0,132,3,7,13,14,4,12,0,0,0,52,0,3,5,5,6,0,0,0,0,20,50,109,284,213,223,177,35,3,0,1084,12,9,8,10,13,6,0,0,0,57,0,0,3,3,0,3,0,0,0,12,10,9,12,13,9,9,3,0,0,65,59,115,291,224,229,187,37,3,0,1151,43,23,35,34,33,46,42,16,3,270,16,35,54,36,39,29,12,5,0,232,116,174,377,293,310,257,89,28,3,1654,15,65,218,148,153,103,11,3,0,712,23,14,59,70,51,37,10,0,0,277,0,0,15,18,6,5,3,0,0,52,0,3,8,0,4,0,0,0,0,16,44,87,299,236,217,144,29,3,0,1057,3,3,10,4,3,3,0,0,0,31,3,4,10,0,3,3,0,0,0,20,5,5,21,3,4,5,0,0,0,50
UCL515021,15,20,34,57,86,61,9,0,0,281,11,4,13,9,19,32,10,4,0,110,0,0,8,3,3,5,3,0,0,21,0,0,0,0,4,3,0,0,0,10,26,25,53,68,114,105,24,8,0,430,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,8,0,5,3,0,4,3,0,0,0,12,26,26,55,75,116,108,24,8,0,442,27,3,10,7,10,30,85,54,6,234,0,0,8,0,5,8,4,12,0,39,56,30,68,84,133,142,118,70,6,709,6,12,21,22,39,32,0,0,0,140,20,8,17,48,48,42,15,0,0,201,0,0,6,0,4,3,3,0,0,16,0,0,0,0,3,3,0,0,0,3,30,16,45,77,99,84,23,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,3,7,0,0,0,0,14
