UCL_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL422013,0,3,6,0,3,5,0,0,0,12,0,0,0,0,0,4,0,0,7,8,7,28,26,33,45,34,12,31,6,214
UCL422014,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,24,16,18,37,22,17,40,0,181
UCL422015,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,4,11,10,13,15,16,13,12,0,110
UCL422016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,9,10,14,9,10,8,3,87
UCL422017,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,13,10,16,13,18,7,12,4,87
UCL422018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,6,10,12,6,3,6,0,55
UCL422019,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,15,10,4,4,4,8,11,0,66
UCL422020,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,3,11,7,11,18,7,10,6,0,75
UCL422021,0,3,0,0,0,3,0,3,0,10,3,0,0,0,0,0,0,0,0,3,9,14,15,10,16,17,9,24,3,109
UCL422022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,23,9,23,14,25,7,19,4,132
UCL422023,0,0,0,0,0,5,0,3,0,4,0,3,0,0,0,0,0,0,0,3,5,26,4,8,15,14,9,28,5,112
UCL422024,0,3,0,4,0,0,5,0,0,16,0,3,0,0,0,3,4,0,0,13,7,47,27,39,38,54,25,51,4,288
UCL422025,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,3,20,8,12,3,5,0,70
UCL422026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,5,11,7,14,8,33,3,14,3,91
UCL422027,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,4,3,21,14,8,3,3,3,55
UCL422028,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,13,12,10,15,17,12,18,0,110
UCL422029,0,0,0,4,3,5,0,0,0,9,0,4,0,0,0,3,0,0,0,5,10,18,21,23,41,46,19,27,0,204
UCL422030,0,0,0,4,3,0,4,0,0,11,0,0,0,0,0,0,0,0,3,6,9,39,27,20,36,28,20,32,3,214
UCL422031,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,7,14,6,15,9,11,33,3,106
UCL422032,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,14,12,11,15,14,4,21,0,96
UCL422033,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,7,13,19,10,15,0,3,0,66
UCL422034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,6,16,16,6,6,17,3,98
UCL422035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,3,11,28,21,3,9,3,98
UCL422036,0,0,0,0,0,4,0,3,0,7,0,0,0,3,0,0,0,0,0,3,15,18,15,26,19,30,13,19,0,153
UCL422037,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,4,13,13,13,31,17,15,23,0,143
UCL422038,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,0,0,0,0,4,9,19,13,27,29,38,18,35,0,182
UCL422039,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,7,12,13,27,33,31,17,30,0,171
UCL422040,0,0,0,3,0,0,0,0,0,5,0,3,0,0,3,3,0,0,0,14,9,15,18,14,39,26,6,18,3,157
UCL422041,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,7,11,15,23,11,18,13,14,0,107
UCL422042,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,10,11,17,12,11,6,17,3,90
UCL422043,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,14,6,8,15,13,7,19,0,81
UCL422044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,15,23,15,5,10,10,0,121
UCL422045,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,12,15,16,3,14,14,5,26,0,111
UCL422046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,8,18,16,12,13,15,0,107
UCL422047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,5,8,6,7,0,55
UCL422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,3,11,7,5,15,4,74
UCL422049,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,21,22,23,9,21,9,27,3,131
UCL422050,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,3,7,3,8,16,22,10,10,8,6,86
UCL422051,0,0,0,0,0,3,0,5,0,13,0,0,3,0,0,0,0,0,0,7,3,9,18,19,16,26,4,23,0,115
UCL422052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,14,18,17,10,5,19,3,110
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,10,20,10,3,15,3,100
UCL422054,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,17,28,14,13,16,13,5,13,3,124
UCL422055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,19,4,12,15,11,0,79
UCL422056,0,0,0,0,6,0,0,0,0,9,4,0,0,0,0,0,0,4,0,9,13,12,10,19,42,40,7,24,0,164
UCL422057,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,7,13,11,10,3,23,0,70
UCL422058,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,3,5,19,6,9,17,12,8,11,0,92
UCL422059,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,14,8,16,20,22,12,19,3,123
UCL422060,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,0,0,0,0,4,12,14,11,12,7,19,12,30,0,116
UCL422061,0,0,0,0,0,3,0,0,0,11,4,0,0,0,3,4,0,0,4,14,10,19,21,32,53,42,14,25,7,218
UCL422062,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,17,10,9,3,7,9,13,3,67
UCL422063,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,24,11,18,34,31,25,21,0,164
UCL422064,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,3,0,0,0,10,10,17,15,22,31,16,21,32,4,164
UCL422065,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,9,17,5,15,10,13,6,12,0,86
UCL422066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,33,21,10,29,0,101
UCL422067,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,3,14,11,9,22,7,17,28,0,108
UCL422068,0,0,3,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,5,6,3,3,42
UCL431777,72,293,200,271,434,400,212,401,28,2312,138,284,171,242,303,327,128,371,585,2561,3009,8494,7062,8735,9530,10457,5871,15263,1470,69883
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL499994,0,10,0,4,0,3,0,0,0,23,3,3,6,4,10,3,0,7,14,46,53,82,68,103,139,100,63,98,32,734
UCL501001,922,4928,3727,3988,6956,6552,3252,4660,329,35315,1394,4413,3173,3035,6385,7955,2932,5607,6529,41422,32305,109042,91536,95287,162204,166574,83045,134635,14577,889202
UCL511001,32,197,112,172,231,225,155,201,31,1349,66,146,80,86,165,217,84,179,217,1240,1398,3936,3110,3733,5289,4821,3457,5238,529,31516
UCL512001,18,90,54,75,122,105,47,74,6,586,18,68,42,57,62,74,30,61,102,514,559,1760,1290,1671,2248,1885,1212,1689,222,12532
UCL512002,17,67,41,47,54,72,43,51,3,402,8,47,30,32,49,50,29,61,77,382,504,1549,1209,1431,1601,1526,941,1656,184,10603
UCL512003,14,78,55,66,109,136,49,107,7,618,21,65,28,44,83,87,44,94,120,596,670,1591,1231,1636,2366,2306,1279,2378,250,13710
UCL512004,29,58,47,51,98,117,92,255,9,740,17,50,27,39,57,90,50,133,137,591,567,1238,896,1219,1938,2291,1844,4445,332,14768
UCL513001,3,26,20,31,57,50,27,57,9,292,13,27,14,32,46,51,18,58,78,340,325,511,458,758,1388,1252,682,1247,153,6774
UCL513002,11,19,25,30,54,45,34,26,3,253,11,24,5,12,27,35,15,30,35,194,250,604,369,566,689,722,490,814,89,4585
UCL513003,15,26,25,23,43,44,39,109,0,316,25,39,18,27,54,65,56,156,59,501,405,567,437,606,1023,1272,1231,2370,133,8040
UCL513004,9,15,8,17,40,24,33,119,8,267,17,19,12,18,28,26,25,75,62,284,382,419,339,461,846,865,816,2511,155,6797
UCL514001,6,17,13,6,11,12,20,14,0,107,8,8,5,5,12,18,3,13,19,96,127,349,254,271,347,273,474,404,64,2557
UCL514002,5,19,8,15,11,20,6,13,0,94,4,15,9,18,14,17,11,11,25,121,166,427,318,407,374,428,245,470,50,2874
UCL514003,6,18,15,18,13,22,4,11,3,105,13,18,13,14,17,21,18,19,23,163,169,433,371,434,480,518,247,445,56,3161
UCL514004,3,21,15,3,20,20,11,24,0,112,10,17,6,4,22,22,16,16,12,112,102,293,256,265,453,436,312,356,48,2517
UCL514005,3,21,23,21,33,28,13,20,0,162,9,18,5,7,39,20,16,24,39,172,177,391,358,401,683,669,283,690,77,3741
UCL515001,0,0,0,0,3,0,0,3,0,7,3,3,3,0,0,0,0,0,0,14,37,81,43,55,46,41,23,44,5,372
UCL515002,0,3,3,4,0,3,0,4,0,22,0,5,0,3,3,0,3,3,3,19,38,59,56,65,79,68,54,105,16,534
UCL515003,0,0,6,0,4,3,3,0,0,23,3,4,0,3,5,7,0,3,3,26,41,92,75,70,88,78,51,93,11,590
UCL515004,0,3,3,5,16,3,6,7,0,44,3,5,3,7,5,13,4,9,4,49,33,77,75,75,160,174,98,158,5,857
UCL515005,0,7,0,5,6,10,4,0,0,39,0,3,3,3,7,3,0,4,10,37,40,118,96,86,125,127,69,146,22,825
UCL515006,3,3,5,6,0,13,8,7,0,49,3,4,0,0,19,10,0,3,13,61,129,106,121,190,327,312,210,296,40,1724
UCL515007,4,5,0,0,0,3,0,3,0,24,4,3,0,0,3,3,0,4,3,20,53,116,97,89,80,85,57,113,6,696
UCL515008,0,0,0,0,0,0,0,5,0,9,3,0,3,0,3,3,0,15,0,28,36,43,38,45,53,83,120,153,4,577
UCL515009,3,7,6,0,5,7,0,3,0,33,3,13,4,9,4,6,0,3,5,44,69,186,114,134,118,100,61,132,13,934
UCL515010,0,11,4,10,4,15,4,14,3,65,4,10,4,6,9,5,3,7,19,58,67,70,66,109,264,271,119,284,39,1291
UCL515011,7,3,4,3,5,3,4,3,0,28,9,3,0,3,3,7,5,12,9,42,61,117,110,113,125,125,88,181,15,944
UCL515012,0,4,3,5,5,7,3,6,0,31,0,0,3,0,3,9,0,4,10,28,56,93,88,97,135,176,102,230,13,995
UCL515013,0,6,6,5,3,9,0,11,0,48,9,6,9,0,4,7,3,9,12,66,91,141,99,164,203,230,120,245,26,1314
UCL515014,0,0,3,8,6,9,3,0,3,26,0,0,0,3,3,0,0,0,4,16,12,16,13,20,86,71,52,84,14,371
UCL515015,0,6,3,4,10,3,10,4,0,37,3,3,0,0,5,4,3,5,4,40,59,143,87,167,198,133,122,179,13,1101
UCL515016,0,5,0,4,3,0,5,0,0,18,0,3,0,3,0,0,3,3,7,20,36,80,69,56,60,76,49,106,13,545
UCL515017,0,3,6,3,0,4,3,3,0,24,0,0,0,0,0,5,0,14,8,27,45,93,67,79,54,58,42,119,16,575
UCL515018,3,3,0,0,0,3,0,3,0,15,0,3,3,0,3,7,0,0,4,21,48,66,35,49,83,82,71,306,15,750
UCL515019,0,10,10,10,7,19,4,12,0,72,0,12,7,5,13,8,5,3,11,63,67,146,118,172,325,281,163,208,29,1508
UCL515020,3,4,3,9,17,29,8,21,0,88,6,4,4,12,27,18,5,18,18,109,106,116,104,180,401,438,270,487,38,2140
UCL515021,0,10,3,6,10,9,4,0,0,39,0,5,0,3,0,6,3,4,9,34,37,130,88,100,115,132,66,107,17,793
UCL515022,3,9,4,9,17,18,7,6,0,81,6,4,0,11,10,12,4,12,14,71,109,228,178,197,289,326,162,310,34,1828
UCL515023,3,3,4,8,13,15,5,16,0,66,3,0,0,0,6,5,3,6,11,32,57,105,89,125,208,200,138,180,31,1143
UCL515024,0,5,0,3,9,6,14,3,0,38,0,0,0,0,4,9,8,0,4,27,32,63,53,68,88,168,65,120,10,663
UCL515025,0,4,3,3,12,3,3,3,0,37,0,4,3,4,3,3,0,3,12,33,38,79,67,96,132,111,61,98,20,699
UCL515026,0,9,10,8,10,31,7,13,0,88,9,11,3,0,9,13,9,10,20,84,112,171,176,164,264,319,162,281,38,1688
UCL515027,7,9,7,8,13,10,6,52,0,107,5,8,7,4,6,6,0,6,7,46,137,120,96,141,243,241,496,785,42,2302
UCL515028,0,3,0,0,0,0,0,3,0,15,0,3,0,0,0,0,0,0,3,9,62,60,28,47,28,81,94,287,13,698
UCL515029,3,10,4,13,5,9,3,5,0,51,3,8,3,7,8,10,3,10,12,62,56,174,164,168,235,173,102,238,26,1346
UCL515030,0,9,0,3,14,0,0,5,0,38,3,3,3,4,3,3,3,9,13,42,45,171,105,126,113,123,79,218,29,1006
UCL515031,3,7,6,3,3,8,8,16,0,40,0,3,3,0,0,6,3,9,12,32,139,94,89,80,110,180,187,590,24,1493
UCL515032,0,9,3,3,8,8,0,10,0,43,0,4,4,3,4,6,3,11,10,48,47,97,83,94,112,123,64,166,23,808
UCL515033,0,3,3,0,0,10,10,7,0,26,0,0,3,5,0,0,3,4,3,16,23,83,50,63,39,112,55,87,3,506
UCL515034,0,5,3,9,3,10,3,4,0,40,3,3,0,3,4,4,0,10,11,35,70,103,97,96,155,105,72,164,26,882
UCL515035,0,3,0,0,0,0,0,3,0,4,0,3,0,0,3,3,0,3,7,23,45,48,39,31,58,83,208,193,13,724
UCL515036,0,3,5,0,5,0,3,7,0,31,7,6,3,3,3,11,5,7,4,47,42,143,85,128,124,127,83,168,11,909
UCL521001,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,3,8,13,31,27,19,35,29,51,28,6,242
UCL521002,0,0,0,0,5,3,3,3,0,16,0,0,0,0,3,4,3,3,4,20,24,33,19,23,68,59,38,48,10,316
UCL521003,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,3,0,4,0,10,16,46,24,40,28,50,11,54,5,266
UCL521004,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,6,8,17,21,12,5,13,3,92
UCL521005,0,0,0,0,0,5,0,3,0,15,0,0,0,0,3,0,0,3,3,13,41,52,39,40,42,64,51,165,16,509
UCL521006,0,0,3,0,3,3,0,0,0,16,0,0,0,4,3,3,0,0,0,18,26,38,37,76,69,57,33,64,7,406
UCL521007,4,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,4,8,23,29,14,31,16,17,6,22,4,167
UCL521008,0,3,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,3,9,11,23,18,28,23,22,13,41,3,178
UCL521009,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,0,0,6,9,21,18,24,11,63,9,39,0,206
UCL521010,0,0,0,3,7,3,0,0,0,18,0,3,0,0,0,0,0,5,3,13,19,29,27,42,58,35,27,46,10,290
UCL521011,0,3,0,0,3,0,3,0,0,13,0,4,0,0,3,0,3,3,0,15,6,32,27,24,42,38,31,43,0,263
UCL521012,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,3,0,0,0,7,21,21,21,25,34,36,26,43,4,222
UCL521013,0,3,3,4,3,3,0,3,0,21,0,0,0,0,3,0,3,0,0,9,3,28,26,35,40,57,39,50,5,295
UCL521014,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,14,21,21,32,18,24,36,22,44,4,213
UCL521015,0,3,4,0,3,3,0,4,0,18,3,3,0,0,3,0,0,3,5,23,30,58,32,36,55,75,34,67,8,397
UCL521016,0,0,0,0,0,0,7,4,0,13,0,0,0,0,0,3,0,5,0,18,20,24,17,33,37,40,38,114,9,321
UCL521017,0,0,0,0,0,4,3,3,0,10,3,0,3,0,0,7,0,0,0,17,19,30,27,26,29,63,36,60,3,302
UCL521018,0,0,0,0,0,3,0,3,0,8,0,3,0,0,0,0,0,5,0,13,11,39,22,34,52,57,34,83,7,328
UCL521019,0,0,0,0,0,0,4,3,0,12,0,3,3,3,0,3,0,7,0,26,14,32,25,30,34,93,50,95,8,367
UCL521020,0,3,0,0,0,5,0,0,0,9,0,3,0,0,8,0,0,0,3,19,11,31,25,37,47,40,20,62,12,292
UCL521021,0,4,0,0,0,3,0,0,0,12,0,0,3,3,0,3,3,0,3,18,12,32,40,28,36,31,18,41,10,242
UCL521022,0,3,3,0,0,0,0,0,0,14,3,3,0,3,0,3,0,3,7,24,20,45,34,39,48,66,34,66,11,362
UCL521023,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,10,20,75,34,53,43,58,18,51,7,363
UCL521024,0,0,0,0,0,0,3,3,0,10,0,4,3,3,0,0,0,9,4,28,6,31,11,17,29,51,34,60,8,242
UCL521025,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,3,3,9,25,22,18,18,42,16,25,9,179
UCL521026,3,0,0,5,3,7,3,8,0,23,0,3,3,0,0,0,0,0,5,21,11,9,17,20,70,79,56,94,19,378
UCL521027,0,0,0,3,0,0,0,0,0,11,0,0,0,3,3,0,0,0,3,15,17,47,29,35,59,54,26,65,11,337
UCL521028,0,3,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,6,14,27,19,9,6,20,18,95,5,219
UCL521029,0,0,0,3,0,0,0,6,0,10,0,3,3,0,3,0,0,0,0,11,19,31,32,38,53,67,28,62,4,334
UCL521030,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,3,20,25,18,20,27,19,33,143,11,314
UCL521031,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,17,11,34,38,47,37,41,18,67,11,302
UCL521032,3,0,0,3,3,7,7,3,0,22,5,0,0,0,0,0,4,0,8,18,31,58,59,56,61,95,35,108,16,517
UCL521033,0,3,3,0,4,8,3,4,0,25,0,0,0,0,0,7,0,0,4,12,14,13,22,32,21,65,27,58,4,254
UCL521034,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,12,22,28,28,21,23,38,39,74,16,297
UCL521035,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,7,7,10,24,28,28,23,71,7,199
UCL521036,0,11,0,0,5,0,0,5,0,20,0,0,0,0,0,0,0,0,5,8,0,13,8,4,11,4,0,8,5,57
UCL521037,0,3,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,3,0,17,17,26,29,29,31,44,30,54,5,277
UCL521038,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,13,16,9,13,7,16,30,25,17,61,15,194
UCL521039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,13,17,19,31,33,18,45,3,177
UCL521040,0,3,0,7,7,3,0,9,0,24,0,5,0,0,0,3,7,7,0,29,23,38,31,41,60,54,34,74,4,359
UCL521041,0,6,3,0,6,5,7,10,0,37,0,4,5,0,6,3,3,8,10,40,26,92,63,76,94,118,78,126,18,687
UCL521042,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,0,0,0,5,12,14,32,18,33,40,29,10,49,11,239
UCL521043,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,3,4,18,5,23,16,22,22,35,15,74,11,215
UCL521044,0,3,0,0,3,0,0,3,0,15,0,8,0,0,3,0,0,0,0,10,12,37,28,26,64,34,37,53,4,298
UCL521045,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,0,0,0,13,18,21,27,33,22,39,28,57,4,252
UCL521046,0,0,4,0,0,3,0,0,0,12,3,0,0,0,0,0,0,0,0,10,29,48,56,50,25,52,31,38,3,331
UCL521047,0,0,0,0,0,4,3,8,0,13,0,0,0,0,0,3,3,5,3,24,27,17,15,26,32,61,83,173,9,442
UCL521048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,35,10,13,23,19,25,49,212,6,384
UCL521049,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,3,6,19,24,45,31,28,56,39,26,48,13,310
UCL521050,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,3,3,15,6,40,33,23,20,34,18,41,9,225
UCL521051,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,3,0,3,4,14,8,16,28,22,22,21,16,43,12,189
UCL521052,3,0,4,0,0,0,0,0,0,9,0,3,0,4,7,3,0,3,3,21,8,20,12,18,22,20,11,31,5,154
UCL521053,0,0,9,4,3,4,0,9,0,26,0,0,4,0,4,5,0,3,0,19,37,55,61,60,89,107,54,114,3,579
UCL521054,3,0,0,0,0,4,0,3,0,7,0,0,3,4,0,0,0,0,0,9,29,19,18,23,27,28,18,108,3,279
UCL521055,0,3,4,4,0,0,0,0,0,9,0,0,0,0,0,4,0,0,4,17,14,49,39,40,46,45,28,58,10,332
UCL521056,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,11,10,10,16,31,14,14,17,3,121
UCL521057,0,0,4,3,3,4,0,0,0,9,0,3,0,0,0,0,5,5,0,21,13,41,30,35,29,76,51,52,11,330
UCL521058,0,0,3,3,0,3,0,0,0,8,0,3,0,0,0,0,0,0,7,16,11,39,21,19,32,33,16,50,3,226
UCL521059,3,0,3,0,3,5,0,0,0,14,3,4,3,3,0,5,0,3,5,30,28,41,29,40,73,82,32,53,9,386
UCL521060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,11,7,15,9,16,39,41,18,56,8,208
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,17,3,0,8,8,46
UCL522002,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,23,5,7,15,12,12,15,0,100
UCL522003,0,3,3,4,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,4,11,15,23,10,3,3,4,79
UCL522004,0,0,0,3,3,6,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,0,4,0,32
UCL522005,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,5,3,0,10,14,10,6,13,0,8,7,64
UCL522006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,21,36,24,18,30,19,37,0,195
UCL522007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,8,8,13,28,3,26,0,112
UCL522008,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,7,9,9,17,12,17,10,16,3,83
UCL522009,0,0,0,0,3,5,4,0,0,15,3,0,0,0,0,6,0,4,3,17,9,13,17,26,37,31,12,29,4,187
UCL522010,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,4,10,24,9,14,25,37,16,22,3,157
UCL522011,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,3,4,0,11,9,10,13,9,26,34,13,42,0,150
UCL522012,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,9,19,10,17,24,17,14,27,0,130
UCL522013,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,9,13,10,15,20,9,12,14,0,96
UCL522014,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,8,10,6,23,40,18,13,35,0,151
UCL522015,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,7,8,15,10,11,5,14,16,27,3,107
UCL522016,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,21,13,13,27,26,19,40,0,157
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,9,5,4,3,22,0,66
UCL522018,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,3,6,10,29,22,26,29,26,24,47,3,212
UCL522019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,3,14,5,12,17,7,8,12,3,83
UCL522020,0,7,8,5,0,4,0,0,0,29,0,0,0,0,0,0,0,0,3,11,7,22,17,27,13,17,5,33,3,138
UCL522021,0,0,0,0,3,3,0,0,0,5,0,3,0,0,0,3,3,0,0,14,6,11,12,17,13,37,12,34,4,142
UCL522022,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,9,4,5,14,16,5,22,3,80
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,25,23,13,17,16,6,45,8,145
UCL522024,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,7,4,8,5,12,3,17,3,71
UCL522025,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,8,13,9,14,4,11,16,34,8,116
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,14,4,5,10,12,0,4,3,61
UCL522027,0,0,0,0,4,0,0,3,3,9,0,3,0,0,0,0,0,0,3,10,6,16,14,26,26,30,21,32,8,183
UCL522028,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,10,9,12,21,24,14,35,0,135
UCL522029,7,5,12,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,10,10,8,0,4,8,0,4,0,44
UCL522030,0,0,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,3,0,10,7,19,4,7,5,9,3,69
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,9,5,18,14,17,12,16,8,8,4,108
UCL522032,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,3,3,4,0,23
UCL522033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,7,7,19,7,23,21,0,95
UCL522034,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,7,3,8,8,6,10,16,6,34,0,107
UCL522035,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,13,14,7,10,15,22,39,0,122
