UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL113012,86,98,92,113,48,13,507,5,26,28,49,66,32,17,0,233,75,326,283,250,258,202,122,40,1556,105,181,240,289,286,196,155,48,1499,331,576,516,579,565,373,251,81,3269,49,49,40,28,28,20,5,3,215,24,44,52,71,103,110,77,22,497,400,664,610,677,691,502,336,105,3982,7,8,17,19,20,37,37,8,152,118,103,117,148,216,280,283,299,1569,708,1371,1378,1528,1630,1351,1001,517,9489
UCL113013,40,16,16,18,5,3,119,0,20,23,25,19,12,8,0,105,35,256,190,110,90,87,33,11,810,22,125,126,111,103,59,30,10,596,222,503,376,351,208,119,82,17,1875,42,31,25,18,22,13,0,0,148,12,26,17,49,39,27,6,3,190,276,562,420,413,270,164,95,18,2217,0,10,6,5,12,12,12,8,64,146,128,149,157,178,164,125,52,1087,483,1132,954,839,685,510,302,103,5000
UCL113014,31,30,9,10,0,0,98,0,13,16,13,16,3,0,0,64,24,146,108,104,66,43,4,4,490,19,103,97,122,74,31,17,0,457,194,474,358,390,268,112,38,7,1842,40,40,25,23,16,4,0,0,154,6,25,16,40,30,23,7,0,150,237,539,408,450,308,138,46,8,2138,3,8,3,12,12,10,4,0,50,101,115,102,117,123,102,84,35,777,388,941,759,849,612,330,153,61,4078
UCL113015,72,61,58,68,13,0,313,0,12,29,38,49,28,7,3,166,50,177,244,194,228,244,74,14,1216,35,129,212,254,279,243,86,19,1256,150,369,402,448,406,408,203,48,2428,34,21,17,16,26,25,6,0,156,12,27,32,56,83,104,36,8,358,192,417,448,518,521,530,249,62,2942,0,5,15,12,20,37,19,8,116,93,83,97,146,160,290,274,251,1395,379,850,1126,1224,1314,1443,723,347,7413
UCL113016,19,17,19,12,7,0,97,0,5,11,15,16,11,0,0,63,37,136,127,77,96,50,20,7,546,50,116,135,138,122,79,24,9,679,277,511,457,424,367,202,72,28,2340,55,41,26,37,23,8,0,0,197,23,23,35,41,49,25,17,0,211,356,571,520,504,436,243,90,28,2751,7,18,5,8,15,6,7,7,69,146,163,126,179,181,173,108,43,1123,595,1044,942,936,897,574,247,90,5319
UCL113017,48,36,23,8,0,0,159,0,17,29,22,16,3,3,0,97,58,235,193,112,100,48,21,6,781,44,143,148,178,110,41,18,4,691,299,650,573,524,328,137,64,17,2581,47,48,27,43,13,8,3,0,193,21,30,34,75,47,26,14,7,252,363,731,641,642,384,167,80,25,3025,3,5,16,18,9,7,5,3,64,124,126,125,130,130,104,88,48,883,598,1287,1201,1139,783,384,219,90,5700
UCL113018,18,16,20,13,6,0,74,0,10,15,16,20,18,7,0,77,15,52,90,58,89,66,13,0,385,16,57,122,121,152,113,38,3,623,148,276,285,346,340,308,158,33,1893,25,26,16,25,19,22,4,0,139,8,19,34,45,64,59,20,4,248,183,323,334,413,420,384,186,35,2276,3,6,6,8,14,23,8,3,70,81,67,55,108,140,191,200,81,925,299,518,641,736,850,810,453,125,4427
UCL113019,38,22,34,18,4,3,149,0,22,28,30,39,20,6,0,141,39,164,144,141,185,114,54,20,859,55,132,177,210,217,130,81,27,1022,276,487,444,499,462,309,195,65,2742,100,64,56,35,28,17,4,0,303,28,39,55,71,89,79,28,21,422,404,591,553,612,576,403,234,93,3461,4,13,18,14,41,26,22,8,139,203,138,139,217,263,322,345,262,1888,704,1087,1090,1243,1344,1041,744,404,7667
UCL113020,32,28,48,51,18,6,210,3,25,30,26,53,38,14,3,179,16,141,175,137,193,151,74,20,903,18,82,139,145,213,205,73,21,896,139,318,363,407,436,362,233,52,2313,22,26,16,35,42,16,9,3,178,7,23,32,53,82,72,41,12,324,175,360,415,499,565,450,286,64,2813,4,9,7,15,11,36,16,3,112,119,71,93,133,203,272,221,100,1216,332,713,887,985,1283,1203,707,223,6320
UCL114001,16,18,28,19,8,8,111,3,3,15,22,22,19,11,0,89,14,62,129,108,110,77,59,19,580,8,48,91,73,96,66,39,11,432,48,109,124,143,151,101,66,25,773,10,6,6,11,5,10,0,3,48,7,3,11,20,23,23,17,8,105,63,121,135,176,179,133,83,37,919,0,0,3,3,3,6,10,5,45,25,25,34,36,47,72,64,56,352,117,266,434,424,489,397,278,136,2526
UCL114002,23,22,8,14,3,0,73,0,6,8,17,19,12,3,0,69,12,51,96,87,99,32,9,3,386,16,37,77,85,76,65,23,0,381,81,125,162,238,182,132,58,14,992,14,5,6,3,6,9,3,0,47,7,7,10,11,27,22,7,3,97,104,142,174,256,215,163,74,11,1132,3,3,3,3,6,4,6,0,28,42,25,35,50,83,149,100,28,514,182,271,416,518,511,430,207,44,2584
UCL114003,60,74,72,49,15,3,344,0,25,34,37,50,30,0,0,188,49,378,344,260,268,160,44,11,1506,29,172,151,131,166,84,16,9,756,80,228,233,216,219,97,35,14,1122,15,19,7,12,9,8,0,0,73,19,22,27,31,39,19,12,3,179,106,267,269,268,268,125,47,15,1377,7,6,11,3,9,10,0,3,58,188,272,220,233,278,165,69,61,1480,374,1191,1083,1004,1114,630,205,103,5711
UCL114004,8,14,18,26,8,0,91,0,3,3,8,28,19,9,4,76,5,52,58,61,89,99,50,16,428,5,22,42,64,124,143,75,13,491,54,116,147,228,308,303,193,64,1407,17,8,18,20,14,21,4,4,101,0,14,14,28,51,61,38,3,207,72,138,173,269,373,386,231,71,1718,0,4,0,12,11,21,13,12,63,41,38,32,65,107,213,238,169,901,127,265,329,495,753,906,615,282,3774
UCL114005,19,11,6,10,0,0,48,0,5,5,11,6,7,3,0,44,11,58,77,58,53,42,24,6,337,23,58,48,64,76,54,33,14,367,173,324,241,244,237,162,75,28,1481,46,35,22,27,20,8,4,0,160,17,27,16,32,36,23,11,3,164,231,381,282,304,295,197,90,26,1810,5,4,5,4,5,12,3,3,45,152,97,119,145,126,156,155,73,1019,425,609,560,594,576,476,309,117,3670
UCL114006,26,25,32,21,3,0,119,3,11,12,6,23,10,8,0,74,24,102,81,93,82,61,27,8,483,17,57,62,79,67,60,30,8,390,90,205,159,203,156,121,70,21,1027,12,8,9,16,14,4,3,0,80,7,16,14,20,31,18,15,6,122,117,235,181,235,204,146,93,25,1231,4,3,4,8,11,4,4,0,35,80,128,123,128,121,126,134,77,920,244,547,495,573,535,426,290,126,3238
UCL114007,9,5,10,5,5,0,42,0,3,5,11,14,6,0,0,40,16,56,74,30,59,38,24,10,296,16,40,55,60,61,68,30,4,327,65,133,149,185,179,101,70,19,893,10,16,12,7,10,13,3,0,71,3,14,15,17,22,32,12,9,127,77,161,177,210,208,145,89,22,1093,3,4,3,3,4,13,12,4,36,58,51,53,52,92,123,122,49,595,165,319,375,371,450,388,276,87,2428
UCL114008,13,6,10,4,0,0,47,0,3,7,5,14,3,3,0,42,20,54,56,54,56,33,21,3,293,14,42,43,55,58,58,29,5,297,105,151,130,170,166,137,55,7,916,15,12,15,10,12,3,0,0,68,14,5,4,23,19,18,10,0,97,126,172,150,199,194,158,68,9,1073,0,0,5,0,9,4,8,0,22,70,32,46,69,84,101,120,91,612,237,305,325,393,425,359,237,110,2399
UCL114009,13,8,15,12,0,0,57,0,7,10,9,23,12,4,0,63,29,75,87,70,72,59,23,11,421,19,50,57,77,89,62,30,14,392,121,230,225,226,213,137,65,25,1236,23,19,14,18,14,8,3,0,100,10,20,24,26,33,35,12,0,157,160,261,262,261,264,181,79,27,1491,0,4,6,3,7,11,5,0,47,115,86,78,117,121,137,140,69,871,322,497,512,546,583,481,286,125,3345
UCL114010,23,16,11,9,0,0,74,0,7,13,19,18,6,0,0,67,20,103,114,51,61,40,13,9,404,17,39,84,66,74,41,20,15,357,120,205,175,171,194,112,50,15,1040,20,22,14,7,15,3,3,0,76,12,14,17,26,22,17,6,0,117,144,232,202,204,231,134,63,17,1229,4,6,8,3,0,4,0,3,29,121,73,80,99,153,163,140,61,885,311,482,520,466,557,390,227,102,3047
UCL114011,14,15,14,4,0,0,57,3,15,9,6,8,6,0,0,46,28,132,83,63,51,35,16,3,413,13,49,66,66,70,53,23,6,347,119,212,193,171,167,101,47,9,1019,12,20,9,16,18,12,3,0,86,10,19,12,29,24,22,12,0,128,141,252,218,212,211,129,59,9,1231,3,4,3,6,12,3,3,0,31,108,71,73,99,119,143,114,24,765,293,531,474,466,480,373,228,49,2904
UCL114012,17,15,7,10,8,3,57,0,4,8,5,8,7,0,0,35,11,42,54,45,46,45,11,9,265,13,42,60,50,64,38,24,0,289,79,137,90,133,153,84,35,10,723,21,20,9,3,9,4,4,3,69,9,14,12,20,19,20,7,4,105,111,171,113,156,181,108,49,13,898,0,3,5,3,12,8,0,4,33,72,67,54,60,85,123,93,77,629,204,331,313,331,398,332,180,106,2194
UCL114013,12,19,10,9,4,0,78,3,12,17,13,16,0,3,0,66,27,156,112,59,51,36,19,4,464,15,75,81,60,78,37,18,10,377,138,330,198,204,176,103,56,14,1216,29,17,15,18,11,13,0,0,98,4,31,16,35,35,34,12,0,168,168,377,228,262,222,145,70,13,1484,5,5,0,3,7,3,5,3,29,110,99,87,107,101,124,136,58,818,328,745,544,520,487,349,248,94,3317
UCL114014,63,37,25,10,0,0,189,4,13,23,20,19,11,0,0,97,45,157,199,122,73,19,6,3,629,34,86,136,121,84,29,7,3,507,118,214,244,266,152,75,20,6,1093,5,6,16,7,8,4,0,0,51,13,8,35,27,25,11,3,0,127,134,229,294,306,182,89,25,5,1276,0,8,13,7,9,8,3,0,53,36,30,45,57,60,44,22,7,303,260,579,777,677,448,221,69,19,3041
UCL114015,16,7,12,7,0,0,52,0,15,11,21,15,3,0,3,64,35,120,123,60,78,65,32,8,526,18,66,79,93,71,58,33,9,425,201,337,237,245,217,155,73,20,1472,33,24,13,24,13,3,6,0,119,20,25,24,31,32,32,10,7,174,251,381,276,295,260,191,87,21,1768,3,8,0,3,3,8,8,0,38,131,114,113,104,120,168,138,63,942,439,714,615,585,566,499,298,109,3820
UCL114016,21,17,5,6,0,0,65,0,8,14,6,15,3,3,0,50,35,123,116,78,59,30,17,0,454,14,48,62,50,53,43,20,7,296,119,221,171,208,181,94,34,0,1032,21,14,9,17,7,10,0,0,85,7,16,14,31,22,16,9,0,118,149,250,197,256,207,118,44,0,1227,3,4,8,4,7,12,4,0,42,120,76,80,113,111,110,119,78,800,319,526,491,532,462,319,199,90,2942
UCL114017,66,71,55,28,8,0,269,0,15,30,39,58,15,0,0,160,27,190,262,208,208,104,23,13,1025,10,50,99,129,117,77,25,3,512,51,124,176,176,178,78,31,11,828,4,0,7,13,12,6,3,0,41,7,12,20,25,20,27,10,3,128,65,141,198,210,213,110,43,11,991,5,3,14,11,11,13,8,4,66,41,44,51,57,72,55,22,16,357,151,484,715,736,738,399,119,43,3392
UCL114018,34,26,24,8,4,0,120,0,18,31,21,13,7,0,0,86,32,135,174,88,72,54,7,0,571,34,125,203,205,130,88,24,4,819,157,389,424,380,235,145,48,8,1787,29,22,28,20,16,7,0,0,119,10,21,30,26,33,24,12,0,159,200,434,484,420,283,179,57,7,2065,6,4,10,14,12,13,0,0,59,97,104,113,85,83,74,43,3,613,367,843,1049,865,626,421,138,13,4324
UCL114019,21,26,39,37,9,3,154,0,4,19,18,58,27,4,0,138,21,83,115,118,162,153,69,17,737,12,40,73,99,135,141,56,17,582,110,158,168,225,261,219,103,31,1275,7,12,3,18,21,13,3,5,85,7,10,23,33,47,46,25,8,191,122,187,195,276,327,279,127,39,1561,3,0,3,6,10,11,8,8,51,67,54,39,85,111,149,163,94,762,234,384,475,623,847,800,439,176,3987
UCL114020,25,10,15,3,0,0,77,0,13,13,9,11,3,3,0,52,26,171,108,56,48,26,14,3,459,18,72,75,73,59,34,12,9,347,109,202,176,181,156,86,43,12,967,14,18,14,18,7,7,0,0,77,6,21,14,22,15,14,4,3,99,129,241,212,222,175,102,48,10,1142,3,7,3,4,8,7,3,0,37,148,148,132,168,143,157,125,31,1051,331,674,563,543,452,340,210,56,3164
UCL114021,46,23,34,41,18,3,197,3,22,23,19,36,25,3,0,133,26,116,152,115,123,103,50,3,692,20,71,103,102,106,113,34,7,553,125,268,224,234,207,123,46,17,1254,17,9,7,17,11,10,3,0,75,7,19,25,31,39,48,20,7,196,150,295,258,287,261,185,72,21,1523,0,6,3,11,11,14,12,3,59,59,75,82,67,82,105,79,24,566,258,615,666,632,646,574,263,67,3732
UCL114022,36,20,25,24,12,3,127,3,8,18,25,27,17,3,0,115,21,108,153,119,123,80,31,21,654,21,73,112,125,143,84,35,12,603,101,245,270,285,277,185,69,21,1454,20,16,29,24,18,7,0,0,116,10,18,32,48,38,43,22,3,215,129,283,329,351,338,231,95,28,1780,3,4,3,9,11,19,4,0,55,112,69,65,120,139,137,155,158,960,284,561,719,769,801,593,335,216,4289
UCL114023,3,11,14,11,4,0,43,0,5,10,8,19,11,6,0,67,9,40,39,36,82,80,26,7,328,15,33,35,66,110,64,30,16,368,54,120,125,162,237,182,104,48,1035,16,7,12,23,13,9,0,0,79,6,11,10,28,31,42,21,10,162,77,132,148,208,283,232,127,56,1272,0,3,5,7,8,13,9,4,40,74,47,46,93,111,174,166,119,825,177,261,289,427,624,591,364,205,2939
UCL114024,18,17,10,4,0,0,79,0,13,10,13,10,3,3,0,46,22,126,68,63,49,22,10,0,355,15,49,52,61,49,27,15,0,263,79,190,170,132,156,82,33,5,842,11,15,7,10,12,3,0,0,65,7,7,17,19,17,9,7,0,90,101,214,201,162,180,91,33,5,988,0,4,3,3,3,8,0,0,21,121,82,67,101,127,79,100,56,724,261,517,412,421,413,231,156,59,2479
UCL114025,29,25,4,10,0,0,91,3,9,21,13,25,6,0,0,78,36,177,131,97,65,40,15,4,563,29,90,86,85,78,54,29,9,469,188,361,306,294,227,125,43,18,1554,42,30,17,28,15,10,3,3,149,18,23,25,27,38,26,17,5,175,245,410,352,348,279,159,64,24,1883,3,4,9,6,19,9,7,3,56,149,105,101,145,161,187,169,95,1109,469,818,729,730,629,456,287,129,4244
UCL114026,43,26,30,8,3,0,126,3,13,23,16,20,10,6,0,96,20,109,206,106,96,74,15,0,625,17,80,113,104,92,80,17,6,510,60,192,277,186,175,139,54,9,1098,3,5,18,8,5,5,4,0,48,3,5,21,21,31,21,5,4,115,67,206,317,217,212,166,62,14,1265,3,7,5,0,9,7,6,0,45,30,27,43,40,71,86,75,97,469,134,458,751,513,531,438,183,118,3131
UCL114027,16,35,28,22,3,0,113,0,7,6,3,12,13,0,0,52,12,38,83,70,77,78,33,13,403,10,27,62,69,87,91,53,17,414,55,103,159,187,175,161,108,34,990,4,9,15,13,12,13,0,3,69,9,7,10,18,20,45,26,8,146,73,122,186,215,208,225,138,43,1204,3,0,0,4,7,19,8,4,38,57,30,31,52,69,87,103,50,486,155,236,384,451,488,527,347,123,2713
UCL114028,4,8,17,5,3,0,46,0,7,3,7,13,10,0,0,42,6,31,67,54,76,60,11,4,311,3,23,49,54,84,77,27,3,318,51,97,130,165,202,190,108,21,962,0,8,4,7,10,3,7,0,52,3,4,24,20,29,31,14,4,131,61,114,155,198,246,223,127,21,1142,0,3,0,4,5,13,13,0,39,37,25,24,55,80,121,99,41,484,105,208,311,379,521,519,279,66,2387
UCL114029,5,9,14,17,0,0,52,0,7,4,7,5,10,4,0,40,20,49,66,38,52,38,12,0,274,16,51,70,65,62,64,11,4,345,96,205,221,242,209,178,78,21,1255,14,9,15,11,11,5,0,0,66,9,13,17,30,35,23,4,0,133,123,231,250,286,257,207,87,24,1451,0,0,3,5,7,9,9,0,37,39,34,30,46,44,82,54,17,339,198,375,435,456,441,420,179,46,2541
UCL114030,8,8,11,3,0,0,48,0,3,10,9,10,3,5,0,45,12,111,94,50,51,30,15,6,370,16,46,60,52,77,46,26,10,330,102,183,168,167,153,87,49,14,907,9,13,9,15,8,9,0,0,68,7,18,18,22,16,19,5,3,105,119,211,193,201,176,111,52,15,1076,0,0,3,0,3,3,3,0,18,96,68,86,108,115,120,115,95,796,246,456,454,429,439,317,220,124,2679
UCL114031,10,3,12,4,0,0,39,3,9,13,3,7,4,0,0,46,18,43,67,60,57,36,29,6,312,18,56,74,78,66,47,19,17,375,108,207,252,225,205,127,67,20,1203,26,25,20,19,17,7,3,0,112,16,19,19,24,24,19,10,0,137,151,253,296,260,237,150,80,24,1449,0,0,12,4,3,6,4,0,25,95,42,81,81,102,114,112,65,693,283,406,542,488,491,372,252,113,2940
UCL114032,19,12,17,19,8,0,94,0,8,11,18,20,20,7,3,78,11,91,105,48,101,86,31,15,490,7,40,49,75,112,98,34,23,433,59,117,129,168,195,187,124,28,1003,6,3,6,15,14,14,0,7,60,8,16,8,30,33,40,13,13,159,65,136,148,213,251,242,141,42,1228,3,0,3,4,13,15,9,3,53,69,48,48,74,103,117,112,61,640,163,339,375,437,618,602,334,141,3018
UCL114033,0,3,0,3,0,0,19,0,3,5,3,5,5,0,0,20,0,18,15,9,15,12,8,0,76,7,14,17,25,19,33,15,0,128,22,58,70,55,60,73,29,7,370,0,4,3,3,4,0,0,0,14,4,3,3,3,7,7,6,0,42,28,62,75,64,76,78,33,7,425,0,0,0,5,0,4,0,0,17,17,19,18,17,32,64,47,12,226,45,123,133,134,147,196,117,21,912
UCL114034,32,18,23,11,6,0,116,0,9,13,13,12,16,4,0,68,13,119,119,83,65,60,15,4,489,15,47,76,60,59,40,9,3,321,78,179,158,147,117,58,45,14,802,14,12,9,10,7,3,0,0,51,10,4,22,29,21,20,10,0,113,97,195,189,187,150,80,51,14,966,0,0,3,4,6,3,0,0,20,66,44,51,63,74,79,107,109,591,195,429,485,432,388,287,200,137,2564
UCL114035,11,7,9,6,0,0,49,4,13,12,13,7,10,0,0,55,20,96,106,57,43,39,18,5,401,19,58,66,66,54,41,28,11,343,133,210,201,166,139,122,50,12,1030,27,24,10,8,4,8,0,0,86,14,8,17,26,26,25,9,8,134,167,247,230,199,172,154,56,17,1248,0,4,6,5,6,5,8,0,35,81,67,69,88,84,137,94,61,670,301,494,505,438,370,394,210,88,2800
UCL115001,0,0,3,0,0,0,8,0,0,3,3,3,0,0,0,5,4,23,11,13,9,3,3,0,53,7,13,12,6,13,11,0,0,63,31,103,71,65,52,10,12,3,350,4,4,6,9,3,0,0,0,28,4,3,10,7,6,0,3,0,34,35,111,89,82,58,12,15,3,408,0,0,3,0,4,0,0,0,12,25,22,34,32,27,31,11,10,185,68,169,148,136,113,61,28,14,736
UCL115002,0,7,3,0,0,0,12,0,5,3,8,5,0,0,0,16,4,26,25,17,15,3,0,0,90,11,16,19,28,19,7,0,0,96,19,59,74,76,43,15,3,0,283,7,0,3,9,4,0,0,0,21,0,3,4,4,8,4,0,0,26,24,64,77,86,52,19,3,0,330,4,3,0,0,4,0,0,0,9,14,5,6,12,13,8,9,0,69,52,113,134,149,107,42,17,3,629
UCL115003,3,5,7,9,0,0,31,0,3,5,3,18,4,0,0,29,4,24,33,28,40,26,9,3,165,4,13,17,15,29,22,10,4,108,12,28,34,48,73,53,21,4,277,3,0,0,3,5,0,0,0,16,0,4,3,6,13,17,0,0,37,13,30,37,53,88,67,22,7,330,0,11,3,0,3,0,0,0,17,13,27,18,19,20,39,41,7,180,37,104,109,131,208,165,75,26,860
UCL115004,4,3,0,0,0,0,7,0,0,0,3,3,0,0,0,5,0,14,10,6,5,4,0,3,43,0,13,12,9,10,3,0,0,50,12,28,23,21,31,13,4,3,136,4,5,3,3,5,0,0,0,15,0,0,4,3,0,0,0,0,13,22,29,28,25,31,10,6,3,159,0,0,0,0,0,0,3,0,3,22,10,13,23,28,22,17,11,140,48,63,58,76,80,44,31,11,423
UCL115005,23,10,16,12,3,0,74,0,0,8,12,11,4,0,0,35,3,41,92,76,43,25,5,3,282,3,13,36,41,29,23,7,3,159,11,15,48,47,34,10,0,3,169,0,0,3,0,3,3,0,0,11,0,5,0,3,6,3,0,0,15,14,22,49,52,40,16,0,3,196,0,0,0,3,3,6,0,0,13,16,7,26,18,20,13,21,22,152,32,95,243,207,154,91,35,33,906
UCL115006,11,8,10,0,3,0,39,4,3,4,0,3,3,0,0,22,6,26,61,30,20,9,4,3,163,17,30,54,52,51,20,9,4,230,53,138,129,146,84,56,47,10,662,6,15,9,6,6,3,3,0,47,5,7,11,17,19,5,6,0,70,62,162,148,163,114,67,53,12,771,0,4,0,3,3,6,0,0,17,26,25,19,22,29,38,33,10,212,117,262,299,279,233,134,103,29,1454
UCL115007,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,12,3,15,16,7,14,9,0,4,58,0,10,9,18,12,7,5,3,63,15,13,17,27,35,29,12,3,159,0,0,0,0,0,0,0,0,3,0,3,0,3,4,3,3,0,27,14,16,19,33,47,38,17,3,186,0,0,0,0,0,3,3,4,10,10,8,3,22,24,26,44,25,154,27,53,44,80,93,83,65,31,481
UCL115008,0,0,0,0,0,0,9,0,0,4,3,3,0,0,0,13,0,30,18,17,21,9,8,3,108,9,23,19,21,11,14,10,0,101,21,56,54,41,54,24,14,0,262,0,0,3,0,0,0,0,0,10,4,3,0,8,3,4,0,0,27,28,65,59,46,54,32,13,3,298,0,0,0,3,0,0,3,0,8,23,24,14,14,31,48,31,8,189,62,139,116,108,119,109,62,16,730
UCL115009,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,10,0,13,5,8,14,8,0,0,58,0,4,5,6,10,4,0,0,34,3,22,20,21,32,31,15,6,147,4,3,0,0,3,0,0,0,12,3,0,4,4,4,4,0,0,17,10,30,20,23,42,34,15,4,174,0,0,0,0,0,3,0,0,5,12,7,6,23,19,34,27,11,151,28,63,42,68,86,86,54,17,442
UCL115010,3,0,3,4,0,0,14,0,0,4,5,0,4,0,0,11,0,10,21,13,22,16,3,0,77,5,16,18,18,27,16,12,0,113,28,49,43,64,45,42,13,4,297,6,4,3,3,0,0,0,0,15,0,7,3,9,8,4,3,0,37,35,59,53,73,57,53,18,4,347,0,0,0,3,3,3,3,0,8,15,12,7,13,15,31,22,38,151,53,104,102,123,125,121,53,38,728
UCL115011,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,7,10,29,7,7,9,3,3,0,62,5,7,11,3,17,9,0,0,55,7,17,18,36,40,18,5,8,150,0,3,3,3,0,0,0,0,16,0,3,3,5,3,3,0,0,15,9,21,22,36,42,23,10,8,174,0,0,0,0,0,0,0,0,0,6,5,15,11,23,31,21,13,127,28,67,60,68,93,64,31,24,439
UCL115012,7,12,8,7,4,0,46,3,8,7,9,8,3,0,0,43,3,43,56,56,51,25,13,9,259,8,22,32,52,59,25,20,4,217,69,129,109,101,95,48,34,13,602,24,9,17,8,12,4,3,0,67,4,6,6,7,14,8,4,4,58,93,150,135,117,121,62,38,14,723,0,0,0,4,11,3,0,0,15,49,39,41,57,62,62,68,40,427,160,265,277,309,317,179,145,73,1725
UCL115013,25,28,18,18,5,0,94,0,6,12,13,20,10,3,0,65,3,48,118,100,81,45,15,0,418,4,33,39,55,66,41,13,4,259,19,64,74,63,100,43,18,4,391,7,9,6,3,4,4,0,0,35,4,0,10,10,19,16,0,4,68,24,73,90,77,119,59,21,11,490,3,3,8,0,3,3,4,0,21,31,22,32,32,37,35,30,13,232,74,182,322,307,343,218,99,31,1576
UCL115014,4,5,14,9,0,0,36,0,0,4,4,16,8,3,0,30,0,8,19,25,30,41,12,3,120,3,8,18,15,29,24,18,0,106,5,26,30,49,59,57,16,3,249,3,5,8,3,3,3,0,0,21,3,3,3,4,9,16,0,3,41,15,31,35,55,72,76,18,10,314,0,0,3,3,3,4,0,4,16,12,5,9,19,25,37,22,4,144,27,49,88,126,186,191,68,27,774
UCL115015,20,15,16,11,12,4,84,0,0,8,4,16,14,5,0,45,10,42,48,30,60,47,31,7,274,0,16,27,25,41,59,41,13,212,16,36,30,33,33,42,35,15,250,0,3,0,5,3,4,0,0,25,0,0,0,5,10,9,15,8,49,17,40,35,43,49,59,59,26,320,0,0,0,3,6,10,7,4,27,18,7,11,19,25,33,53,50,215,42,115,144,128,209,231,200,103,1178
UCL115016,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,3,3,6,11,9,5,11,3,0,49,4,4,6,12,6,6,3,6,50,6,23,14,24,32,25,14,3,134,5,0,0,0,0,4,0,0,10,0,0,4,4,4,4,5,0,22,12,21,23,27,33,31,12,8,166,0,0,0,3,3,4,0,0,6,10,3,14,18,23,30,36,25,167,27,40,55,70,75,83,58,34,441
UCL115017,35,66,72,57,18,0,280,0,7,16,25,29,29,3,0,115,17,64,123,144,144,140,46,7,679,11,36,59,93,99,81,34,8,418,48,85,91,88,112,57,40,10,533,3,4,12,14,12,4,0,3,42,0,4,12,12,27,31,5,3,102,49,101,111,115,143,97,51,9,677,0,0,5,3,9,10,8,0,34,11,23,33,55,50,82,30,14,300,90,252,381,503,549,502,186,35,2507
