UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL422007,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,7,3,9,3,7,3,3,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,30,10,9,14,8,3,3,16,0,100
UCL422008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,6,3,3,0,3,0,32
UCL422009,0,3,0,7,0,0,0,0,0,10,4,0,0,11,0,0,0,0,0,14,6,0,15,11,3,3,4,5,0,46,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,20,17,15,24,12,3,13,13,0,113
UCL422010,0,3,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,9,6,0,6,3,0,0,4,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,6,16,3,0,4,7,0,63
UCL422011,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,3,4,0,0,18,8,4,9,3,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,11,25,20,15,14,5,4,5,0,103
UCL422012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,4,4,0,0,4,0,25
UCL422013,0,0,0,3,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,16,0,6,25,11,3,6,10,6,0,67,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,10,3,24,29,30,12,8,17,13,3,134
UCL422014,0,4,0,3,0,0,0,0,0,12,8,0,0,7,3,0,0,0,0,16,4,0,21,4,6,4,6,7,3,44,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,20,14,15,3,4,5,4,111
UCL422015,0,0,0,3,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,7,5,0,3,3,0,4,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,7,7,10,10,0,6,0,67
UCL422016,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,6,0,0,8,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,18,0,0,6,5,0,48
UCL422017,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,9,7,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,10,3,0,3,7,0,44
UCL422018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,6,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,3,3,0,6,0,37
UCL422019,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,6,0,0,4,3,0,35
UCL422020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,3,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,7,3,0,7,3,0,39
UCL422021,3,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,8,0,15,3,7,0,3,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,8,13,9,6,0,3,13,0,69
UCL422022,0,0,0,4,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,11,9,0,12,6,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,21,12,11,12,0,4,7,0,84
UCL422023,4,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,4,0,15,3,0,0,4,3,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,11,9,14,11,14,10,0,3,9,3,76
UCL422024,3,0,0,4,3,0,0,0,0,13,4,3,0,3,4,0,0,3,0,21,12,3,24,0,8,0,6,4,0,68,0,0,0,0,3,0,0,0,0,3,3,5,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,36,60,28,13,29,3,6,8,0,185
UCL422025,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,15,3,12,3,0,0,0,0,36
UCL422026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,5,6,4,0,3,0,42
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,10,0,3,0,0,0,0,0,15
UCL422028,0,3,0,3,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,7,3,0,12,6,0,0,0,3,0,28,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,12,13,4,3,0,3,0,62
UCL422029,0,3,3,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,12,7,3,30,3,5,9,3,12,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,15,31,29,10,14,7,4,12,0,124
UCL422030,0,3,0,4,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,19,6,3,21,5,6,3,4,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,23,31,23,22,10,6,11,11,0,133
UCL422031,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,7,6,0,3,7,3,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,11,11,13,3,3,5,3,0,59
UCL422032,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,8,7,0,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,4,8,9,7,4,3,0,0,45
UCL422033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,0,0,0,0,0,15,12,9,0,11,0,0,0,0,0,34
UCL422034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,10,3,4,4,3,3,43
UCL422035,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,3,4,4,3,13,0,39
UCL422036,0,4,0,3,0,0,0,0,0,8,0,3,0,4,3,0,0,0,0,10,9,0,15,0,0,0,3,4,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,19,14,3,0,4,6,0,100
UCL422037,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,4,3,4,25,0,3,0,5,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,22,28,5,10,0,10,6,0,90
UCL422038,3,3,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,4,8,0,13,0,4,3,3,7,0,38,3,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,18,18,5,3,3,3,7,3,88
UCL422039,0,6,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,14,5,0,15,7,3,8,6,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,21,24,5,13,4,14,0,102
UCL422040,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,3,0,3,5,3,3,8,10,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,18,8,10,12,15,4,4,11,16,0,68
UCL422041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,3,3,0,6,3,0,32,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,20,14,5,7,3,5,0,0,64
UCL422042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,8,3,0,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,4,6,0,5,10,0,45
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,14,3,8,3,0,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,7,3,4,0,5,0,42
UCL422044,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,9,3,3,0,3,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,11,8,12,4,3,9,0,65
UCL422045,0,3,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,3,0,15,0,0,5,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,16,8,4,3,0,9,0,58
UCL422046,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,7,4,3,0,8,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,7,11,13,9,3,0,9,4,0,59
UCL422047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,3,0,25
UCL422048,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,5,4,0,0,10,3,39
UCL422049,0,4,0,0,0,4,0,0,0,3,0,3,0,3,0,0,0,0,0,3,9,0,14,3,3,3,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,14,7,9,5,0,8,0,73
UCL422050,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,3,7,0,0,0,3,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,20,3,19,0,0,0,3,0,54
UCL422051,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,17,6,5,0,3,4,0,42,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,4,15,17,6,3,5,14,0,76
UCL422052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,12,8,3,0,0,0,5,0,42
UCL422053,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,5,0,6,10,3,0,3,4,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,13,3,4,6,8,0,50
UCL422054,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,18,4,5,0,0,10,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,15,6,13,0,0,15,0,68
UCL422055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,9,0,4,3,4,42
UCL422056,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,8,5,26,6,0,0,4,5,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,20,25,10,4,9,3,12,0,99
UCL422057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,8,0,3,10,0,35
UCL422058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,8,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,15,14,3,0,0,6,0,46
UCL422059,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,0,9,3,3,0,0,8,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,5,11,11,3,0,0,5,0,47
UCL422060,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,0,8,8,0,0,7,4,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,6,9,4,3,7,9,0,60
UCL422061,0,0,0,3,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,7,4,3,29,3,4,8,16,13,0,74,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,10,10,18,35,9,12,11,14,16,3,131
UCL422062,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,3,4,8,3,4,0,38
UCL422063,0,0,0,0,4,0,0,0,0,4,0,3,0,3,5,0,0,0,0,9,10,4,18,3,4,5,0,10,0,52,0,0,0,0,0,0,0,3,0,7,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,10,22,14,13,4,3,14,0,88
UCL422064,0,5,0,3,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,8,6,0,10,8,5,0,4,5,0,46,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,25,22,12,10,3,7,10,0,97
UCL422065,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,0,4,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,14,4,6,5,3,0,0,0,48
UCL422066,3,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,3,0,12,3,0,13,6,6,0,3,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,15,7,9,0,3,9,0,64
UCL422067,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,7,3,17,3,6,5,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,5,8,16,9,10,5,4,4,0,66
UCL422068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,4,0,0,0,3,0,23
UCL431777,901,855,200,461,384,130,75,139,32,3174,986,582,300,783,577,211,89,215,36,3779,3350,638,5302,1617,1422,749,1230,1921,192,16420,238,55,91,137,235,142,81,238,15,1235,462,108,155,297,247,150,117,241,23,1805,105,59,57,37,53,20,30,71,13,444,514,182,212,176,161,140,188,301,128,2011,9096,8651,6653,4155,3965,1772,1897,3528,533,40253
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL499994,4,5,3,0,0,0,3,5,0,23,0,6,3,8,6,3,3,13,0,40,11,3,67,11,9,9,18,33,3,157,0,0,0,0,0,4,0,3,0,7,0,0,3,3,0,0,0,7,0,12,0,0,0,0,0,0,3,4,0,16,4,0,3,0,0,0,8,11,4,31,35,96,77,32,34,20,36,109,7,444
UCL501001,6450,11125,5268,5755,6381,2592,1529,1885,503,41486,7989,9022,8228,11659,9634,4538,2360,3134,706,57268,15482,8481,74113,21778,17495,9895,13113,13438,2775,176568,805,529,1033,1798,2268,1835,749,1568,134,10719,1757,1457,1895,3706,4120,1902,1297,1657,236,18018,970,1809,1015,944,1292,612,451,760,169,8016,1274,2106,1993,2151,2117,1520,1358,1899,1477,15894,75198,185192,105779,66119,70184,34257,25469,32406,8849,603457
UCL511001,161,333,164,195,177,46,63,65,15,1209,264,254,306,436,255,130,83,108,23,1862,615,370,3792,1062,849,540,856,780,134,9001,41,17,57,77,125,161,36,111,9,623,75,55,77,160,161,94,80,87,3,800,26,40,28,31,22,15,34,38,7,238,39,52,72,87,61,65,78,140,51,646,1873,4664,4728,2400,2039,1182,1308,1547,286,20026
UCL512001,102,180,39,119,103,18,18,40,4,625,107,119,72,196,131,56,16,54,14,763,287,131,1232,558,311,234,246,303,46,3346,21,10,22,44,55,53,22,55,7,289,25,16,22,69,52,30,22,45,3,297,13,18,9,21,12,5,4,13,0,96,28,27,34,44,43,29,34,45,24,307,848,1850,1516,1219,860,491,389,647,108,7913
UCL512002,82,125,56,72,65,42,18,29,0,490,80,73,83,127,80,40,20,37,3,545,275,102,1187,401,272,187,249,265,46,2977,13,11,19,40,30,47,15,38,0,218,31,7,18,64,55,34,17,37,0,271,7,15,11,11,22,3,8,6,0,78,22,21,37,20,20,28,11,36,22,221,740,1379,1472,873,691,439,352,502,78,6535
UCL512003,85,159,37,84,80,24,17,21,7,525,98,152,87,227,124,56,18,43,11,817,322,182,1546,472,343,217,293,329,71,3782,33,15,20,44,71,52,22,57,6,317,32,22,25,55,57,39,27,34,4,295,15,19,6,16,20,8,12,12,4,103,27,30,31,53,21,29,32,53,29,298,894,2021,1833,1104,858,447,436,616,150,8359
UCL512004,68,123,61,59,60,13,33,8,4,430,118,137,98,166,108,38,60,30,12,756,300,156,2064,321,292,148,626,222,61,4192,15,5,30,23,40,44,34,31,7,228,37,12,30,56,58,23,56,34,6,302,5,16,9,11,10,9,20,13,0,94,13,24,47,35,15,27,86,49,40,350,846,1910,2462,835,721,353,1004,446,147,8728
UCL513001,62,95,24,56,42,22,5,19,0,329,70,69,51,140,96,31,6,23,4,493,181,109,607,206,177,110,97,119,26,1641,10,13,17,19,23,24,6,13,3,128,31,20,15,39,40,20,10,22,4,198,9,6,3,4,4,9,0,8,3,45,16,17,26,30,17,17,17,27,20,187,636,1283,797,664,587,276,155,282,85,4774
UCL513002,36,41,15,17,25,16,4,8,0,168,27,43,29,45,45,13,8,17,3,235,115,74,479,123,106,69,120,109,19,1217,11,3,9,12,24,22,13,22,3,110,12,3,17,15,24,12,7,17,0,108,3,6,7,3,4,0,3,5,0,35,16,13,16,18,16,11,16,21,14,134,318,591,585,290,301,153,181,205,39,2656
UCL513003,44,62,60,40,44,12,18,8,4,304,74,68,82,88,85,22,28,36,10,493,191,89,1210,158,230,65,267,173,75,2465,15,11,15,26,26,18,17,23,0,166,17,13,32,20,51,21,28,28,3,222,3,7,5,3,3,4,9,9,0,46,18,17,43,21,30,28,33,28,16,244,616,1092,1581,460,593,229,436,367,132,5508
UCL513004,41,57,50,29,31,6,17,16,5,254,68,58,69,82,78,17,32,11,9,419,137,95,1193,114,169,54,265,165,63,2259,9,11,17,11,27,15,10,18,0,125,7,7,16,22,12,11,25,17,0,122,5,11,9,9,8,4,3,12,0,48,10,11,28,19,21,26,37,29,15,199,446,824,1469,361,449,188,420,320,114,4581
