UCL_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL215012,35,49,10,11,3,133,31,18,69,61,43,8,228,3,3,3,3,4,0,14,4,0,7,3,15,3,32,3,0,8,6,11,0,29,80,88,261,181,309,48,964
UCL215013,8,21,9,14,0,50,4,7,23,16,20,3,69,0,0,0,0,6,0,9,0,0,4,11,12,4,31,5,0,5,0,20,8,38,17,13,99,126,263,36,556
UCL215014,5,10,11,4,0,32,0,5,11,16,25,0,48,0,0,0,0,3,3,3,0,0,0,0,14,0,16,0,0,0,6,11,3,22,5,7,41,64,221,16,358
UCL215015,8,36,4,3,3,67,4,11,26,22,19,0,82,0,0,4,3,3,0,14,0,0,3,0,8,0,17,0,0,3,7,6,0,18,32,35,181,121,237,30,632
UCL215016,14,35,12,14,4,90,3,7,30,42,41,8,135,0,0,0,5,10,0,21,0,0,0,5,36,3,43,0,0,0,9,28,9,40,18,25,115,184,558,61,969
UCL215017,9,23,11,13,0,66,4,5,16,20,32,4,79,0,0,0,0,0,0,4,0,0,0,4,34,3,45,0,0,3,0,11,8,20,11,16,82,102,314,29,559
UCL215018,11,52,10,18,0,99,7,5,37,27,55,8,142,0,0,0,0,0,0,3,0,0,3,3,28,0,39,0,0,3,3,12,7,21,34,18,151,89,362,46,694
UCL215019,19,45,9,9,0,82,3,3,23,15,18,0,60,5,0,11,11,12,0,39,0,0,0,3,8,0,14,0,0,0,0,6,5,19,21,24,140,88,228,28,528
UCL215020,3,15,3,3,0,34,3,3,14,16,23,3,70,0,0,0,0,0,0,3,0,0,0,0,9,0,7,0,0,0,0,7,3,8,9,7,40,40,131,23,241
UCL215021,0,3,3,4,0,22,0,9,23,13,19,0,65,0,0,0,0,0,0,0,0,0,3,0,15,0,16,0,0,0,3,7,3,14,6,14,55,60,172,20,323
UCL215022,16,51,23,26,3,145,11,13,65,42,51,4,187,0,0,3,0,7,0,12,0,0,5,5,22,0,36,0,0,3,4,16,9,31,49,32,204,154,493,54,995
UCL215023,3,12,8,8,0,36,0,3,17,8,30,3,62,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,9,3,13,0,12,58,52,210,23,353
UCL215024,3,22,3,7,0,40,3,3,16,13,18,4,56,0,0,0,0,0,0,3,0,0,0,3,19,0,24,0,0,0,0,7,3,14,7,13,59,53,188,22,343
UCL215025,12,14,0,5,0,36,6,4,11,11,23,0,56,0,0,0,0,6,0,3,0,0,0,0,23,0,20,0,0,0,0,3,3,6,11,12,39,36,152,16,272
UCL215026,12,57,12,7,0,93,11,10,45,34,48,12,165,0,0,22,23,17,8,73,0,0,9,7,28,3,45,0,0,4,5,13,11,31,40,42,227,220,493,79,1097
UCL215027,13,27,13,6,0,71,11,14,31,34,39,9,128,0,0,4,3,5,0,14,0,0,0,7,27,3,34,3,0,0,3,12,3,24,26,38,107,128,314,27,640
UCL215028,12,41,9,10,3,96,15,25,74,51,34,10,195,0,0,7,8,9,0,28,0,6,3,6,13,3,33,4,0,4,4,10,10,30,88,69,291,187,319,58,1012
UCL215029,13,27,6,7,4,67,4,8,25,21,33,4,89,0,0,3,3,0,8,11,0,0,3,9,27,3,39,0,0,3,0,24,0,29,25,22,153,131,344,47,709
UCL215030,3,23,3,3,0,38,0,0,15,29,28,3,74,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,12,6,6,49,64,133,11,273
UCL215031,10,25,5,5,0,44,3,0,14,13,23,3,58,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,3,8,10,61,45,147,26,287
UCL215032,13,36,12,15,3,77,3,8,30,30,35,3,106,0,0,3,9,13,0,24,0,3,4,5,21,0,35,0,0,3,3,12,10,22,25,31,134,115,333,41,672
UCL215033,28,81,17,14,9,160,3,19,31,19,27,7,108,0,0,3,0,5,0,11,0,0,3,5,21,0,33,0,0,6,3,20,3,28,49,59,246,184,409,40,1001
UCL215034,3,11,5,5,0,27,3,3,7,7,8,3,38,3,0,0,0,3,0,9,0,0,3,0,13,0,18,0,0,0,0,3,7,9,10,13,47,33,111,15,227
UCL215035,8,28,9,9,0,50,0,9,11,14,16,0,51,0,0,0,0,3,0,3,0,0,0,3,20,3,25,0,0,0,4,14,0,14,14,15,57,52,226,9,373
UCL215036,4,23,4,5,0,42,0,0,15,16,18,6,52,0,3,3,0,0,0,9,0,0,0,3,15,0,22,0,0,4,0,5,0,15,7,15,86,53,177,23,365
UCL215037,3,10,3,3,0,19,3,0,9,13,20,4,48,0,0,0,0,3,0,3,0,0,0,0,14,0,19,0,0,0,0,4,4,8,10,10,43,49,179,19,308
UCL215038,4,7,0,3,3,21,0,0,16,8,30,0,50,0,0,0,4,0,0,8,0,0,0,8,12,0,19,0,0,0,0,10,4,14,8,3,41,35,191,27,300
UCL215039,5,3,0,3,3,19,3,0,8,10,21,0,40,0,0,0,0,3,0,3,0,0,0,3,4,0,10,0,0,0,0,14,9,21,0,6,26,34,163,31,268
UCL215040,12,46,9,15,6,90,7,7,40,37,67,13,171,0,0,0,0,4,0,9,0,0,3,7,38,0,44,0,0,0,7,17,14,39,17,28,162,131,442,79,848
UCL215041,4,19,6,20,0,55,0,4,20,20,32,4,83,0,0,0,0,4,0,8,0,0,0,3,26,0,36,0,0,0,0,15,4,21,9,17,72,92,360,35,580
UCL215042,7,25,12,7,0,61,6,15,20,20,33,4,95,0,0,0,0,3,0,4,0,0,0,0,24,0,26,0,0,0,3,6,5,11,20,22,89,68,245,28,472
UCL215043,13,34,15,10,4,78,3,8,42,20,66,16,159,0,3,0,0,6,0,11,0,0,4,4,42,0,49,0,0,0,0,19,17,44,15,36,148,118,480,69,858
UCL215044,36,67,17,21,4,171,22,20,68,35,60,9,206,6,0,12,4,5,0,26,0,0,8,7,34,5,51,3,0,6,9,17,8,41,100,94,338,222,507,84,1340
UCL215045,12,23,8,15,0,58,5,5,20,17,8,3,62,0,0,0,0,3,0,6,0,0,0,8,22,3,31,0,0,3,3,21,0,23,12,20,73,85,229,25,451
UCL215046,9,8,3,5,0,27,0,3,11,14,22,3,51,0,0,0,0,3,0,3,0,0,3,0,16,0,21,0,0,0,0,12,0,18,0,9,33,40,186,25,295
UCL215047,3,11,8,8,0,35,3,0,7,13,27,3,60,0,0,0,0,3,0,7,0,0,0,4,20,0,26,0,0,0,0,3,3,5,10,7,40,62,215,23,362
UCL215048,4,13,3,0,0,27,3,3,9,6,10,3,35,0,0,3,0,4,0,12,0,0,0,3,3,0,5,0,0,6,0,3,3,15,27,14,91,55,109,20,315
UCL215049,31,75,18,8,3,167,16,17,56,19,22,7,125,5,0,9,3,4,3,22,3,0,12,6,14,3,35,4,4,19,3,13,7,51,117,80,341,157,258,52,1009
UCL215050,25,61,16,27,5,143,13,9,55,40,63,4,187,0,3,5,3,4,0,12,0,0,3,8,51,3,66,0,0,7,3,33,0,47,35,44,211,154,584,53,1082
UCL215051,7,14,3,6,3,39,5,9,27,8,12,0,59,3,4,3,0,3,0,11,0,0,0,0,10,0,11,0,0,3,0,3,0,7,30,21,95,54,122,19,340
UCL215052,21,49,25,21,3,129,7,4,42,35,33,5,119,3,0,0,5,5,0,14,0,0,3,7,48,0,56,0,0,0,3,21,6,34,41,36,200,157,537,52,1031
UCL215053,11,13,0,11,3,36,0,3,14,19,41,5,86,0,0,0,0,0,0,0,0,0,0,3,14,0,21,0,0,0,0,10,4,10,3,11,39,53,261,22,397
UCL215054,5,10,6,4,0,19,0,3,11,10,40,3,80,0,0,0,0,6,0,8,0,0,0,0,21,0,25,0,0,0,3,3,3,10,6,12,44,50,218,22,341
UCL215055,12,34,8,7,0,63,3,4,27,18,26,4,83,0,0,3,0,0,0,3,0,0,0,3,7,0,18,0,0,0,3,9,3,14,8,19,109,92,226,31,481
UCL215056,0,12,3,5,0,21,0,0,6,23,14,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,9,8,6,36,40,123,19,239
UCL215057,17,47,12,14,0,100,3,5,19,19,18,0,63,0,0,13,0,12,0,27,0,0,4,0,6,0,17,0,0,0,0,3,0,6,24,30,137,83,191,23,493
UCL215058,5,17,3,7,0,40,4,5,41,26,49,6,133,0,0,0,0,3,0,3,0,0,5,4,30,0,34,0,0,3,6,16,3,28,13,16,100,107,337,45,621
UCL215059,3,30,6,4,0,46,3,0,18,15,19,0,59,0,0,0,3,3,0,7,0,0,0,0,10,0,9,0,0,0,0,9,7,18,10,8,85,74,226,20,415
UCL215060,11,19,3,14,0,59,4,5,18,20,17,3,72,0,0,0,3,0,0,5,0,0,0,3,17,0,22,0,0,0,3,8,4,20,16,21,60,54,169,29,346
UCL215061,4,29,0,3,0,38,4,11,31,22,63,5,134,0,0,0,0,3,0,3,0,0,0,0,16,0,17,0,0,0,0,8,5,18,14,11,80,54,232,23,419
UCL215062,14,40,17,15,0,97,3,16,36,40,65,9,172,0,0,0,0,7,0,4,0,0,3,5,36,0,43,0,0,0,3,14,4,25,16,33,131,147,431,48,816
UCL215063,8,19,4,15,0,43,8,7,12,21,28,7,82,0,0,4,0,0,0,10,0,0,0,3,8,0,10,0,0,0,0,3,5,11,11,15,46,56,167,38,325
UCL215064,0,16,3,4,0,29,0,4,16,12,26,3,59,0,0,0,0,0,0,0,0,0,4,0,6,3,10,0,0,0,3,0,0,3,7,11,46,32,128,16,234
UCL215065,15,37,17,15,6,96,3,6,43,38,47,4,140,0,0,0,3,4,0,10,0,0,0,7,17,0,20,0,0,3,4,16,10,33,27,40,130,115,329,36,677
UCL215066,18,67,20,6,3,141,31,8,78,33,20,3,174,0,4,11,3,3,0,21,3,0,6,8,12,0,27,4,6,7,3,9,3,28,119,74,370,179,229,29,1002
UCL215067,15,61,13,8,0,114,24,11,65,32,29,5,170,0,3,7,3,6,0,18,0,3,0,6,8,0,20,0,0,6,3,4,0,17,62,48,263,139,298,28,846
UCL215068,5,25,12,7,0,55,5,3,15,22,43,3,80,0,0,0,0,3,0,5,0,0,0,5,19,0,31,0,0,0,7,21,0,29,4,17,79,93,323,45,562
UCL215069,26,47,18,21,8,131,5,10,55,44,46,5,162,0,0,9,3,6,0,21,3,0,6,3,45,3,58,4,0,11,0,17,6,34,53,62,291,199,478,39,1120
UCL215070,11,18,8,9,0,42,3,0,25,4,13,3,48,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,0,0,17,20,9,15,63,53,139,36,309
UCL215071,12,30,9,13,4,68,0,11,18,19,44,7,109,0,0,0,3,0,0,0,0,0,4,5,13,0,25,0,0,0,3,11,3,18,10,25,82,81,312,39,553
UCL215072,28,40,31,23,0,135,9,12,43,42,40,3,138,0,0,7,7,5,0,15,0,0,0,4,58,0,62,0,0,4,3,26,10,40,28,53,210,240,583,57,1170
UCL215073,3,10,0,5,0,19,3,0,12,12,21,4,56,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,0,0,3,9,7,18,4,6,38,47,214,27,335
UCL215074,3,22,10,7,0,43,3,8,18,23,28,5,79,0,0,0,0,5,3,7,0,0,4,3,20,0,33,0,0,3,3,5,9,18,22,24,110,98,282,38,581
UCL215075,3,18,7,8,0,41,6,4,17,5,13,0,50,0,0,4,3,3,0,11,0,0,0,3,9,0,17,0,0,0,0,4,0,4,13,12,78,72,155,8,339
UCL215076,5,20,12,4,3,44,3,3,16,27,39,10,100,0,0,3,0,6,0,7,0,0,3,9,33,3,47,0,0,3,4,26,14,37,11,13,83,107,364,48,630
UCL215077,5,15,6,3,0,37,0,0,33,18,36,8,101,0,0,0,0,0,0,0,0,0,3,0,20,3,29,0,0,0,7,14,5,25,4,14,77,64,242,35,433
UCL215078,3,16,5,18,3,50,0,12,19,15,33,0,84,0,0,3,0,4,0,8,0,0,6,3,18,0,26,0,0,0,3,12,3,17,10,22,70,80,290,15,492
UCL215079,15,47,14,16,0,104,8,4,39,55,48,4,162,0,0,0,0,9,0,13,0,3,3,6,40,0,56,0,0,3,6,19,8,41,47,42,218,189,479,59,1037
UCL215080,14,23,4,9,3,55,3,5,28,20,31,5,97,0,0,0,0,0,0,3,0,0,3,0,18,0,26,0,0,0,0,7,8,21,14,26,73,64,228,35,441
UCL215081,0,8,8,7,0,22,0,0,9,14,14,3,41,0,0,0,0,4,0,4,0,0,3,0,11,0,14,0,0,0,3,4,3,11,3,0,39,56,170,25,288
UCL215082,7,14,4,5,0,34,3,0,3,7,18,0,33,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,4,4,7,0,19,3,7,47,42,193,17,304
UCL215083,23,50,11,15,4,122,7,12,59,36,48,7,171,0,0,3,0,10,0,10,3,0,6,5,27,4,47,0,0,4,3,25,7,37,44,48,196,156,488,47,981
UCL215084,8,18,7,12,0,50,3,4,11,20,23,4,56,0,0,3,0,0,0,3,0,0,3,3,20,0,25,0,0,0,3,23,4,30,20,13,68,102,298,17,520
UCL215085,13,25,18,9,4,89,3,4,19,29,25,4,89,0,0,7,3,3,0,15,0,0,3,0,16,0,23,0,0,5,3,25,5,41,40,32,115,95,191,45,509
UCL215086,7,31,3,10,0,59,4,7,34,43,74,13,169,0,0,0,0,0,0,0,0,0,7,0,29,0,36,0,0,0,0,9,6,13,11,18,92,77,275,28,507
UCL215087,12,50,22,17,5,127,4,9,41,41,54,5,163,0,0,3,0,11,0,17,3,0,0,6,45,0,61,0,0,7,7,33,4,54,40,21,171,172,571,69,1050
UCL215088,3,12,11,8,0,32,4,4,19,7,34,0,78,0,0,0,0,3,0,11,0,0,3,0,9,0,20,0,0,0,0,8,4,17,12,10,73,55,202,22,369
UCL215089,6,22,13,3,3,57,9,8,24,13,16,3,78,0,0,3,0,3,0,9,0,0,5,8,24,0,36,4,0,8,3,15,4,27,49,25,181,111,211,17,588
UCL215090,33,60,10,19,4,182,24,18,94,37,43,7,213,0,0,4,7,7,0,18,3,3,13,5,17,0,46,4,5,18,8,15,6,52,147,103,394,192,341,39,1214
UCL215091,14,37,31,36,4,123,3,7,40,60,80,6,194,0,0,0,11,6,0,16,4,0,3,5,70,7,93,0,0,4,10,42,13,69,23,32,150,213,774,70,1264
UCL215092,0,8,3,3,3,20,0,0,6,8,16,7,39,0,0,0,0,3,0,4,0,0,0,0,9,0,11,0,0,0,4,5,0,9,4,7,28,33,161,12,252
UCL215093,13,43,12,7,3,81,3,8,25,26,22,3,84,0,0,0,6,5,0,9,0,0,4,5,37,0,50,0,0,6,7,19,5,42,24,33,142,140,357,29,721
UCL215094,13,30,20,19,3,97,6,13,20,22,52,3,116,0,0,3,6,10,3,16,0,0,0,10,32,4,49,0,0,8,3,26,10,43,26,32,94,146,437,48,771
UCL215095,3,14,8,3,3,36,0,0,14,14,25,3,58,0,0,0,0,0,0,3,0,0,0,3,15,0,25,0,0,0,0,10,0,8,6,6,59,63,172,11,311
UCL215096,4,16,3,5,0,41,3,0,17,18,30,3,75,0,0,0,3,0,0,3,0,0,4,0,16,0,19,0,0,0,0,4,3,12,8,16,62,51,172,10,320
UCL215097,7,17,5,3,0,35,3,0,15,9,5,0,37,0,0,0,0,0,0,3,3,0,0,0,7,0,13,0,0,0,0,4,7,16,13,8,57,42,120,22,262
UCL221001,0,8,5,3,0,16,0,0,16,15,11,0,42,0,0,0,0,0,0,3,0,0,0,0,11,0,15,0,0,0,0,11,0,11,4,4,41,39,137,6,232
UCL221002,0,14,4,4,0,26,0,0,11,7,8,0,27,0,0,0,0,5,0,3,0,0,3,0,4,0,8,0,0,0,3,0,3,14,11,3,50,45,117,14,244
UCL221003,0,8,5,3,0,13,0,0,8,7,11,4,37,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,4,0,7,5,5,32,41,83,16,183
UCL221004,7,8,0,0,0,17,0,0,7,12,7,0,32,0,0,0,4,3,0,4,0,0,0,0,11,0,14,0,0,0,0,3,0,9,0,10,22,37,96,10,175
UCL221005,3,6,3,4,0,21,3,3,16,8,7,3,34,0,0,0,0,5,0,5,0,0,0,0,10,3,17,0,0,4,3,4,4,12,10,8,62,47,115,22,266
UCL221006,8,8,3,5,0,30,0,0,10,5,7,5,29,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,9,14,44,23,86,11,177
UCL221007,5,8,3,0,0,16,0,0,9,8,7,0,28,0,0,3,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,3,3,7,3,9,39,24,72,9,169
UCL221008,6,8,3,3,0,21,0,3,9,12,12,3,39,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,8,12,8,26,22,66,9,150
UCL221009,3,11,0,3,0,20,3,0,13,6,6,3,38,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,3,3,3,6,3,9,42,19,67,16,155
UCL221010,3,7,4,3,0,27,0,0,6,7,8,0,21,0,0,0,0,0,0,4,0,0,0,0,15,0,13,0,0,3,0,13,3,15,7,8,33,29,89,12,179
UCL221011,4,3,0,5,0,17,0,0,9,5,12,0,25,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,0,0,0,4,0,6,5,8,19,36,59,13,132
UCL221012,3,16,3,3,0,33,3,8,16,8,3,0,36,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,3,0,4,8,10,45,33,93,9,194
UCL221013,3,10,0,4,0,20,0,0,8,5,8,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,4,4,8,37,30,64,6,150
UCL221014,3,9,4,3,0,19,0,0,5,6,11,0,23,0,0,0,0,6,0,6,0,0,0,0,8,0,8,0,0,0,3,5,3,8,8,3,31,35,99,11,188
UCL221015,6,15,0,4,0,29,4,3,11,12,12,0,43,0,0,3,0,4,0,5,0,0,0,5,3,0,15,0,0,3,0,3,0,11,9,11,62,36,103,9,230
UCL221016,0,8,5,3,0,19,3,0,7,10,12,0,40,0,0,0,0,4,0,4,0,0,0,3,4,0,10,0,0,0,0,3,0,3,10,6,30,39,87,0,174
UCL221017,3,9,6,3,0,18,0,0,3,10,11,4,33,0,0,0,0,3,0,6,0,0,0,3,11,0,12,0,0,0,0,9,0,8,3,8,24,32,127,16,206
UCL221018,4,11,3,8,0,39,0,0,12,14,3,0,27,0,0,0,0,0,0,3,3,0,3,0,10,0,13,0,0,0,0,5,0,12,6,6,38,32,110,19,211
UCL221019,8,20,5,9,0,49,3,6,9,11,20,3,57,0,0,0,4,3,0,8,0,0,0,0,14,0,13,0,0,0,3,7,3,14,24,22,62,61,143,22,334
UCL221020,3,6,0,3,0,12,0,0,6,9,26,3,44,0,0,0,0,3,0,3,0,0,0,0,14,0,12,0,0,0,0,5,3,7,3,3,23,21,119,9,177
UCL221021,0,3,0,0,0,7,0,0,6,6,7,0,24,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,3,0,0,0,6,6,16,27,88,15,155
UCL221022,7,7,0,0,0,10,0,0,3,3,10,3,21,0,0,0,0,4,0,8,0,0,0,3,8,0,11,0,0,0,3,3,0,7,3,8,20,23,73,10,136
UCL221023,5,10,5,4,0,34,0,0,10,3,4,3,19,0,0,3,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,8,12,9,39,30,61,14,164
UCL221024,0,3,0,0,3,11,0,0,3,3,3,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,4,3,3,3,14,11,35,5,70
UCL221025,7,10,6,5,0,39,0,3,17,9,9,0,44,0,0,0,0,4,0,6,0,0,0,0,5,0,6,0,0,0,0,5,0,3,10,11,52,29,101,6,211
UCL221026,8,12,3,8,0,25,4,0,12,8,12,3,42,0,0,0,0,3,0,6,0,0,0,0,12,0,12,0,0,0,3,11,3,20,11,7,47,30,135,14,250
UCL221027,3,10,0,4,0,16,0,0,15,5,6,0,31,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,0,0,10,31,23,68,11,143
UCL221028,12,12,5,12,4,50,0,0,4,3,14,3,24,0,3,0,0,0,0,5,0,0,0,0,8,0,8,0,0,0,0,7,0,9,4,18,21,18,90,9,152
UCL221029,0,8,3,4,0,12,5,5,7,0,3,0,25,0,0,0,0,3,0,3,0,0,0,0,8,3,9,0,0,0,0,3,0,3,10,10,23,14,66,11,128
UCL221030,5,5,0,0,0,14,7,0,12,5,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,20,14,68,36,46,14,193
UCL221031,3,18,0,7,0,27,0,5,9,0,17,0,36,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,7,0,9,0,7,43,23,131,13,220
UCL221032,4,3,0,0,0,16,0,0,4,3,10,3,27,0,0,3,0,3,0,8,0,0,0,0,4,0,12,3,0,0,0,3,4,7,10,4,31,22,97,21,186
UCL221033,3,6,0,3,0,13,3,0,4,9,7,0,24,0,0,0,0,0,0,5,0,0,0,0,10,0,9,0,0,0,0,3,0,4,16,10,27,43,90,16,200
UCL221034,3,8,3,0,0,22,0,0,6,14,7,3,36,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,3,10,10,31,32,65,11,154
UCL221035,5,14,3,0,0,26,0,0,3,7,16,3,28,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,26,16,58,3,116
UCL221036,3,10,3,6,0,20,3,3,0,6,6,0,15,0,0,4,0,0,0,3,0,0,0,0,16,0,14,0,0,0,0,3,0,3,5,8,33,41,129,4,224
UCL221037,0,9,0,3,0,12,0,0,4,8,15,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,13,18,70,12,121
UCL221038,4,13,4,3,0,34,0,3,8,7,10,0,30,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,9,0,8,13,14,54,43,117,11,253
UCL221039,8,11,0,3,0,24,0,0,8,8,14,0,36,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,3,0,0,0,6,6,8,30,20,89,6,162
UCL221040,3,14,10,12,3,40,0,3,16,20,23,3,56,0,0,0,3,0,0,4,0,0,0,3,17,3,26,0,0,3,3,13,4,17,12,13,48,73,196,30,372
UCL221041,7,4,11,7,0,25,0,0,9,14,14,0,39,0,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,3,12,0,20,3,7,37,50,142,16,261
UCL221042,0,8,3,7,0,19,4,4,7,6,11,3,33,0,0,0,0,0,0,3,0,0,0,0,13,0,11,0,0,0,0,0,3,4,8,5,35,35,104,13,197
UCL221043,5,13,3,3,0,26,0,0,12,4,8,0,30,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,6,3,10,37,20,69,11,147
UCL221044,0,4,0,7,0,10,0,0,7,12,14,0,34,0,0,0,3,0,0,3,0,0,0,0,8,0,10,0,0,0,0,0,0,0,5,7,20,32,101,0,175
UCL221045,0,0,0,0,0,7,0,0,5,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,12,11,47,11,78
UCL221046,8,13,3,4,0,36,4,3,11,7,10,0,30,0,0,4,0,4,0,5,0,0,0,0,5,0,7,0,0,0,0,0,0,3,9,10,46,32,105,12,217
UCL221047,11,11,4,8,0,34,3,6,11,6,9,3,32,3,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,3,0,4,3,10,19,15,50,24,105,16,230
UCL221048,3,18,0,4,0,27,0,8,19,14,20,0,62,0,0,0,0,0,0,0,0,0,0,5,8,0,13,0,0,0,0,5,0,11,4,11,63,44,164,10,296
UCL221049,4,17,4,4,0,28,0,3,7,6,9,0,32,0,0,0,0,4,0,4,0,0,3,0,9,0,13,0,0,0,0,11,4,15,4,7,36,30,106,10,198
UCL221050,7,16,3,6,0,24,3,9,18,16,16,0,61,0,0,0,0,3,0,3,0,0,0,3,3,0,7,0,0,3,3,7,0,14,13,17,67,60,146,16,319
UCL221051,4,14,8,3,3,38,0,6,15,3,8,0,39,0,0,0,3,0,0,3,0,0,3,0,9,0,15,0,0,0,3,3,0,8,23,16,71,37,106,7,255
UCL221052,5,7,3,3,0,22,0,0,9,13,13,0,40,0,0,0,0,0,0,0,0,0,0,5,10,0,12,0,0,0,0,4,3,5,4,13,14,38,94,8,169
UCL221053,3,9,7,5,0,25,0,0,12,5,15,4,42,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,4,4,10,3,4,33,21,82,10,159
UCL221054,0,6,0,5,0,11,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,3,3,3,14,0,3,15,34,110,20,185
UCL221055,3,15,5,13,0,41,4,3,11,5,8,4,36,0,0,0,0,0,0,0,3,0,0,0,15,0,19,0,0,0,0,4,0,6,5,15,40,43,103,10,224
UCL221056,0,10,0,4,0,14,3,3,5,3,14,3,28,0,0,0,0,4,0,4,0,0,0,0,7,0,12,0,0,0,0,3,0,7,7,8,25,13,83,9,139
UCL221057,8,6,5,0,0,11,0,3,13,7,7,0,25,0,0,0,0,0,0,3,0,0,0,4,6,0,10,0,0,0,0,3,0,3,4,18,35,26,76,3,154
UCL221058,0,0,0,0,0,3,0,0,8,4,9,0,18,0,0,0,0,3,0,5,0,0,0,0,14,0,14,0,0,0,0,7,5,12,3,3,22,20,123,12,182
UCL221059,5,5,3,3,0,20,0,3,7,10,7,5,36,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,3,6,0,8,9,16,33,37,99,13,211
UCL221060,0,3,4,3,0,8,3,0,7,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,6,7,4,17,20,40,6,92
UCL221061,0,7,3,5,0,21,0,0,0,7,4,0,15,0,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,3,5,4,15,7,0,18,37,84,20,165
UCL221062,5,3,3,3,0,16,0,0,7,14,13,0,40,0,0,0,0,0,0,3,0,0,0,0,9,0,9,0,0,0,0,3,7,8,7,7,22,25,87,18,160
UCL221063,7,8,0,0,0,22,0,0,6,3,4,3,20,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,7,15,10,59,9,105
UCL221064,4,8,5,0,0,21,3,0,4,5,17,0,30,0,0,0,0,4,0,4,0,0,0,3,14,0,14,0,0,0,0,5,3,15,11,5,23,51,127,9,228
UCL221065,3,0,3,4,0,14,0,0,6,10,14,0,29,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,5,0,9,3,10,21,37,96,5,170
UCL221066,0,3,0,5,0,7,0,0,0,5,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,16,11,63,12,108
