UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL321079,0,19,15,418,4,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,15,34,13,14,287,13,362,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,59,0,67,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,6,4,7,88,0,101,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,10,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,6,3,3,57,0,75,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,3,36,0,50,0,3,0,17,121,139,86,37,30,718,134,1001
UCL321080,0,37,22,243,5,310,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,7,0,0,10,0,17,65,28,26,200,5,326,7,0,4,0,0,9,3,0,0,0,0,4,9,3,3,35,3,53,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,14,8,12,5,88,6,119,4,3,12,15,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,17,10,5,57,0,94,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,24,0,5,20,0,48,0,0,0,6,55,65,146,59,50,483,73,815
UCL321081,0,17,17,375,3,411,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,5,0,0,3,0,14,19,8,8,274,0,318,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,27,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,66,0,77,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,59,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,3,0,18,4,0,0,9,42,54,58,24,15,652,49,803
UCL321082,4,65,35,265,3,360,0,0,0,4,0,4,0,0,0,3,0,6,0,0,0,0,0,0,13,3,0,9,0,23,118,41,22,204,0,381,4,0,0,0,0,4,0,0,0,0,0,0,5,3,0,35,0,43,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,7,17,6,4,49,3,80,8,4,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,3,0,0,0,0,3,17,7,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,30,12,3,66,0,113,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,35,15,7,3,0,61,6,0,0,5,108,114,221,89,49,473,115,943
UCL321083,0,0,0,203,9,208,0,3,0,604,6,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,299,3,315,0,0,0,0,8,10,11,3,0,904,22,950
UCL321084,3,9,5,171,3,190,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,5,27,5,7,127,0,164,10,0,3,0,0,11,0,0,0,0,0,0,4,0,0,11,0,22,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,7,0,6,37,0,51,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,26,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,12,0,24,0,0,0,0,114,116,77,11,19,287,119,513
UCL321085,3,11,11,242,3,276,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,9,39,17,9,128,5,199,0,0,3,0,0,3,0,0,0,0,0,0,10,0,9,17,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,52,0,68,3,6,0,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,14,3,4,64,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,3,17,0,36,0,0,0,5,13,20,78,29,31,411,19,560
UCL321086,3,8,12,780,30,830,0,0,0,64,3,64,0,0,0,14,0,14,0,0,0,0,0,0,7,0,3,0,0,10,16,10,10,221,22,282,5,0,3,0,0,12,0,0,0,3,0,4,3,0,0,23,0,23,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,4,0,5,56,4,66,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,15,4,38,0,0,0,11,72,86,59,18,20,987,122,1210
UCL321087,14,41,38,630,4,731,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,9,0,18,92,28,18,453,14,614,10,0,3,4,0,17,0,0,0,0,0,0,15,3,0,91,0,113,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,21,11,8,121,0,148,3,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,15,4,0,5,6,0,11,0,0,0,0,0,0,25,3,3,79,4,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,19,3,3,33,0,57,0,0,0,14,616,631,177,59,58,1081,637,2004
UCL321088,10,27,14,198,6,247,0,0,0,5,0,5,3,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,17,44,26,26,173,7,272,14,0,0,0,0,14,0,0,0,0,0,0,14,0,0,29,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,52,0,59,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,7,4,0,0,3,0,6,0,0,0,0,0,3,7,10,7,36,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,10,0,15,0,36,0,0,0,17,147,167,106,41,35,408,165,755
UCL321089,0,25,16,220,4,259,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,8,43,26,13,155,3,238,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,21,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,51,0,64,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,3,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,10,3,3,35,3,52,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,0,20,0,0,0,0,19,21,73,48,22,390,23,554
UCL321090,3,39,26,471,15,557,0,0,0,3,0,7,4,0,0,3,0,7,0,0,0,0,0,0,17,3,4,3,0,22,71,33,20,355,9,487,8,3,5,0,0,17,0,0,0,0,0,0,13,4,4,128,3,155,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,3,20,11,3,97,0,130,6,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,3,0,0,0,9,3,0,0,3,0,7,3,0,0,0,0,4,0,0,0,0,0,0,12,15,0,71,9,110,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,27,3,3,11,0,42,3,3,0,3,79,89,165,75,45,865,101,1251
UCL321091,0,27,17,203,9,252,0,0,0,7,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,13,46,27,23,186,8,288,5,0,0,0,0,7,0,4,0,3,0,8,4,6,5,35,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3,78,0,108,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,7,10,10,0,72,0,98,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,24,3,4,10,0,41,3,0,0,4,87,100,105,54,30,423,102,713
UCL321092,0,4,5,44,0,50,0,0,0,575,0,578,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,14,0,18,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,26,0,41,0,0,0,3,14,19,31,3,8,646,14,705
UCL321093,6,17,15,166,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,11,153,0,217,3,0,0,0,0,4,0,0,0,3,0,4,14,0,0,65,0,75,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,6,4,91,0,121,0,0,0,3,0,7,4,0,0,0,0,4,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,54,0,80,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,31,3,0,7,0,42,0,0,0,3,17,19,116,31,24,369,18,571
UCL321094,0,10,11,262,9,291,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,10,180,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40,4,53,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,79,0,84,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,39,0,50,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,14,0,0,0,11,26,39,34,16,17,459,41,566
UCL321095,0,30,20,367,6,429,0,0,0,23,0,23,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,6,0,16,50,25,18,191,8,285,3,0,0,0,0,3,3,0,0,0,0,3,10,4,0,17,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,68,3,88,4,3,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,8,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,4,5,6,0,53,3,67,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,15,0,36,4,0,0,7,80,93,99,50,33,562,104,849
UCL321096,3,9,18,212,0,240,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,3,0,0,6,0,5,13,3,5,165,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,63,0,75,0,3,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,41,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,5,0,16,0,0,0,11,46,60,42,10,23,395,53,517
UCL321097,3,13,11,166,3,190,0,0,0,8,0,8,0,0,0,3,0,5,0,0,0,0,0,0,7,3,3,0,0,9,61,11,10,143,8,236,0,0,0,0,0,0,8,0,0,0,0,10,13,3,3,29,5,55,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,48,0,59,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,4,4,59,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,4,0,36,0,3,0,13,99,117,129,28,20,351,116,640
UCL321098,11,53,17,243,6,328,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,11,121,59,14,193,7,392,0,0,0,0,0,0,3,0,0,0,0,3,13,4,3,31,0,51,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,13,13,3,71,3,101,9,3,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,4,0,3,0,20,0,0,0,3,0,5,0,0,0,0,0,4,20,5,0,50,0,77,0,0,0,0,0,0,9,0,0,0,3,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8,26,11,0,13,0,49,0,3,0,11,26,40,188,95,33,439,43,796
UCL321099,3,14,19,152,9,189,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,67,18,18,123,9,231,3,0,0,0,0,3,0,0,0,0,0,0,7,0,3,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,41,0,62,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,27,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,19,3,0,7,0,31,0,0,0,7,102,107,108,24,27,293,118,572
UCL321100,0,27,9,268,11,313,0,0,0,4,0,4,0,0,0,10,0,9,0,0,0,0,0,0,4,0,0,0,0,4,39,28,11,231,6,310,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,37,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,42,0,55,0,4,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,9,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,5,4,68,0,87,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,5,0,33,0,0,0,12,28,38,81,40,24,502,42,698
UCL321101,6,23,6,209,7,249,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,4,0,9,36,19,11,186,0,256,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,30,0,49,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,3,41,0,59,3,4,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,8,0,0,0,3,0,3,0,0,0,0,0,0,20,6,0,53,3,84,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,9,0,0,8,0,23,0,0,0,3,14,21,93,41,17,403,25,570
UCL321102,7,27,24,291,0,351,0,0,0,4,0,4,3,0,0,0,0,4,0,0,0,0,0,3,11,0,5,3,0,18,66,26,21,205,6,323,11,3,0,0,0,13,3,0,0,3,0,6,3,7,0,36,0,42,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,79,3,106,6,4,0,30,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,23,10,7,71,0,107,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,3,9,17,0,99,0,0,0,5,91,97,193,55,47,533,100,920
UCL321103,0,8,12,370,3,398,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,21,11,12,280,8,338,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,33,0,38,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,6,117,0,130,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,80,0,92,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,18,0,4,7,0,25,0,3,0,14,88,102,53,18,24,663,98,857
UCL321104,3,23,34,352,14,423,0,0,0,10,0,11,4,0,0,0,0,5,0,3,0,0,0,3,8,0,3,5,0,18,73,16,35,247,5,381,3,0,0,0,0,3,0,0,0,3,0,6,14,0,4,50,3,73,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,3,6,70,0,92,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,5,3,0,0,0,8,3,0,0,4,0,10,0,0,0,0,0,0,15,7,4,62,0,83,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,10,13,9,8,16,4,46,3,0,0,8,70,76,145,42,61,611,91,949
UCL321105,0,26,11,333,8,381,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,15,11,9,224,0,261,7,0,0,7,0,10,0,0,0,0,0,0,0,3,0,48,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,79,0,85,3,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,54,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,6,0,25,0,0,0,11,134,151,42,34,21,574,139,808
UCL321106,0,13,12,213,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12,188,11,226,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,74,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,37,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,15,0,0,0,23,40,63,18,13,16,425,56,533
