UCL_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
UCL322067,74,0,0,3,0,79,20,0,8,0,0,29,0,0,0,0,0,0,100,0,12,3,0,112
UCL322068,97,0,0,6,0,95,33,0,0,0,0,37,3,0,0,5,0,5,128,0,0,9,0,141
UCL322069,123,0,3,3,0,129,45,0,4,4,0,53,7,0,0,0,0,8,173,4,8,10,0,194
UCL322070,157,0,0,0,0,157,45,0,0,0,0,49,11,0,0,0,0,11,211,0,0,0,0,213
UCL322071,16,0,0,0,0,16,17,0,0,0,0,17,3,0,0,3,0,6,33,0,0,3,0,36
UCL322072,63,0,0,0,0,63,16,0,0,0,0,16,3,0,0,0,0,3,83,0,0,0,0,83
UCL322073,117,0,0,17,0,136,31,0,0,6,0,41,4,0,0,0,0,4,152,0,3,27,0,179
UCL322074,76,0,0,6,0,82,17,0,0,8,0,30,7,0,0,0,0,7,96,0,0,17,0,112
UCL322075,12,0,0,0,0,9,31,0,0,0,0,31,0,0,0,0,0,0,43,0,0,0,0,47
UCL322076,47,0,4,0,0,48,32,0,3,0,0,29,3,0,0,0,0,3,74,0,4,3,0,84
UCL322077,73,0,4,0,0,75,11,0,0,0,0,9,3,0,0,0,0,3,84,0,3,0,0,86
UCL322078,52,0,0,0,0,52,10,0,0,0,0,10,3,0,0,0,0,3,72,0,0,0,0,72
UCL322079,95,0,0,0,0,95,12,0,0,0,0,12,0,0,0,0,0,0,108,0,0,0,0,108
UCL322080,60,0,0,0,0,61,23,0,0,0,0,21,0,0,0,0,0,0,83,0,0,0,0,87
UCL322081,83,0,0,0,0,85,24,0,3,0,0,29,9,0,0,0,0,9,118,0,4,5,0,120
UCL322082,126,0,5,4,0,134,32,0,6,3,0,38,3,0,0,0,0,3,162,0,11,9,0,178
UCL322083,47,0,0,0,0,48,22,0,0,0,0,22,4,0,0,0,0,4,71,0,0,0,0,72
UCL322084,38,0,0,0,0,43,34,0,4,0,0,35,0,0,0,0,0,3,79,0,3,0,3,80
UCL322085,139,0,0,0,0,136,18,0,0,0,0,18,6,0,0,0,11,20,162,0,0,0,9,174
UCL322086,69,0,0,0,0,72,21,0,0,0,0,23,3,0,0,0,0,3,93,0,0,0,0,93
UCL322087,151,0,0,0,0,151,6,0,0,0,0,6,0,0,0,0,0,0,163,0,0,0,0,163
UCL322088,61,0,4,3,0,69,22,0,0,3,0,24,9,0,0,0,0,7,92,0,5,3,0,104
UCL322089,105,3,4,0,0,114,36,0,3,0,0,41,8,0,0,0,0,8,145,3,5,3,0,161
UCL322090,62,0,0,0,0,64,7,0,0,0,0,7,0,0,0,0,0,0,74,0,0,0,0,74
UCL322091,74,0,0,0,0,74,7,0,0,0,0,7,3,0,0,0,0,3,81,0,0,0,0,81
UCL322092,77,11,0,0,0,88,0,0,0,0,0,3,0,0,0,0,0,0,80,7,0,0,0,90
UCL322093,96,3,5,0,0,105,26,0,0,0,0,25,3,0,0,0,0,6,123,3,4,0,0,132
UCL322094,65,0,0,0,0,65,8,0,0,0,0,8,0,0,0,0,0,0,72,0,0,3,0,76
UCL322095,70,0,0,26,0,98,25,0,0,26,0,47,4,0,0,3,0,5,98,0,0,53,0,154
UCL322096,138,0,0,3,0,145,18,0,0,0,0,16,3,0,0,0,0,3,163,0,0,3,0,164
UCL322097,130,0,0,0,0,130,17,0,0,0,0,17,0,0,0,0,0,0,144,0,0,0,0,144
UCL322098,84,0,21,0,7,114,23,0,17,0,0,39,3,0,0,0,0,3,115,0,30,0,7,154
UCL322099,103,0,0,0,0,107,8,0,0,0,0,8,3,0,0,0,0,3,111,0,0,0,0,118
UCL322100,142,0,0,5,3,155,32,0,0,3,0,38,7,0,0,0,0,9,188,0,0,9,3,202
UCL322101,88,0,0,3,0,87,24,0,0,3,0,32,4,0,0,0,0,5,117,0,0,9,0,124
UCL322102,70,0,0,0,0,68,11,0,0,0,0,11,0,0,0,0,0,0,78,0,0,0,0,81
UCL322103,102,11,0,0,3,119,19,0,0,0,0,18,3,0,0,0,0,3,127,10,0,0,3,139
UCL322104,115,0,0,0,4,118,21,0,0,0,0,27,7,0,0,0,0,7,147,3,0,0,7,152
UCL322105,68,0,0,0,0,64,22,0,0,0,0,26,3,0,0,0,0,3,90,0,0,0,0,98
UCL322106,143,0,0,6,0,149,39,3,0,3,0,48,7,0,0,0,0,11,188,3,0,9,0,204
UCL322107,44,0,0,3,0,52,10,0,0,0,0,18,8,0,0,0,0,9,64,0,0,7,0,74
UCL322108,23,0,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,11,0,34
UCL322109,47,0,0,0,0,49,21,0,0,0,0,22,8,0,0,0,0,8,75,0,0,0,0,78
UCL322110,110,0,0,0,0,110,15,0,0,0,0,15,6,0,0,0,0,6,132,0,0,0,0,132
UCL322111,113,0,0,0,0,113,33,0,3,0,0,37,7,0,0,0,0,7,158,0,4,0,0,160
UCL322112,84,0,0,0,0,86,12,0,0,0,0,12,4,0,0,0,0,4,100,0,0,0,0,101
UCL322113,107,0,0,0,0,103,8,0,0,0,0,8,3,0,0,0,0,3,118,0,0,0,0,117
UCL322114,37,6,0,0,0,44,14,0,0,0,0,13,0,0,0,0,0,0,53,5,0,0,0,58
UCL322115,93,0,0,0,3,96,55,5,0,0,0,61,3,0,0,0,0,5,157,6,0,0,3,169
UCL322116,84,0,0,3,0,89,43,0,0,0,0,43,7,0,0,0,0,7,133,0,0,3,3,135
UCL322117,133,0,0,0,0,131,5,0,0,0,0,5,0,0,0,0,0,0,139,0,0,0,0,143
UCL322118,73,0,0,0,0,73,13,0,0,0,0,13,0,0,0,0,0,0,83,0,0,0,0,83
UCL322119,89,0,4,4,0,97,30,0,7,4,0,36,11,0,0,0,0,11,134,0,8,4,0,146
UCL322120,77,0,3,0,0,77,22,0,0,0,0,25,3,0,0,0,0,3,99,0,3,0,0,100
UCL322121,71,0,0,0,3,77,23,0,0,0,0,30,3,0,0,0,0,8,101,0,0,3,7,113
UCL322122,111,0,0,3,0,113,20,0,0,0,0,20,3,0,0,0,0,3,130,0,0,3,0,133
UCL322123,107,0,6,7,0,118,43,6,0,6,0,56,8,0,0,8,0,16,156,8,4,15,4,186
UCL322124,139,0,3,0,0,140,46,0,3,0,0,48,3,0,0,0,0,3,188,0,5,0,0,191
UCL322125,75,5,0,14,0,99,8,0,0,14,0,19,0,0,0,4,0,3,90,5,0,29,0,120
UCL322126,70,0,0,0,0,70,12,0,0,0,0,12,0,0,0,0,0,0,82,0,0,0,0,82
UCL322127,61,0,0,5,0,67,20,0,0,0,0,24,0,0,0,0,0,0,79,0,0,3,0,85
UCL322128,70,0,0,3,0,68,42,0,0,0,3,40,8,0,0,0,0,8,115,0,0,3,3,115
UCL322129,74,0,3,0,0,78,14,0,3,0,0,18,3,0,0,0,0,3,93,0,3,0,0,96
UCL322130,131,0,3,11,0,141,35,0,6,11,0,46,3,0,0,3,0,7,163,0,7,18,3,192
UCL322131,50,11,0,4,0,63,15,0,0,3,0,26,0,0,0,0,0,0,70,9,0,4,0,91
UCL322132,79,0,0,16,0,97,14,0,0,5,0,23,0,0,0,0,0,0,93,0,0,22,0,117
UCL322133,125,0,0,0,0,133,53,0,0,0,0,56,6,0,0,0,0,6,186,0,0,3,0,194
UCL322134,100,0,0,0,0,101,14,0,0,0,0,14,4,0,0,0,0,4,119,0,0,0,0,115
UCL322135,44,3,0,0,0,51,18,0,0,0,0,18,6,0,0,0,0,6,69,3,0,0,0,77
UCL322136,81,0,6,0,0,85,28,0,3,0,0,33,6,0,0,0,0,6,119,0,11,0,0,127
UCL322137,14,0,0,0,0,14,45,0,0,0,0,45,0,0,0,0,0,0,51,0,0,0,0,51
UCL322138,34,0,0,0,9,43,18,0,0,0,5,22,0,0,0,0,0,0,56,0,0,3,13,66
UCL322139,46,0,4,0,0,49,16,0,8,0,0,25,0,0,0,0,0,0,66,0,15,0,0,78
UCL322140,103,0,0,0,0,103,11,0,0,0,0,11,0,0,0,0,0,0,108,0,0,0,0,108
UCL322141,60,0,0,0,0,58,18,0,0,0,0,18,5,0,0,0,0,5,81,0,0,0,0,82
UCL322142,41,0,0,0,0,47,42,0,0,0,0,47,3,0,0,0,0,3,88,0,0,3,0,89
UCL322143,54,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,57
UCL331777,112657,470,287,2058,977,116449,21880,162,121,1128,278,23574,3528,28,36,392,241,4229,138072,658,437,3577,1503,144249
UCL379997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL399994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL401001,275440,60146,28181,741,923,365426,43155,18000,8633,270,170,70226,6209,2553,1206,54,160,10178,324804,80704,38014,1057,1254,445836
UCL412001,7226,801,60,19,19,8131,1161,480,53,12,10,1715,144,58,8,3,0,209,8531,1340,124,35,30,10059
UCL412002,6288,838,538,23,26,7710,1427,526,343,3,12,2306,172,49,40,0,5,269,7880,1405,923,29,44,10282
UCL412003,3885,2066,189,18,21,6182,808,1205,175,9,8,2203,92,147,25,3,4,267,4785,3417,392,33,27,8654
UCL413001,4866,65,21,8,13,4968,341,26,9,3,0,381,73,3,0,0,0,84,5280,100,33,16,14,5433
UCL413002,4918,220,24,14,4,5184,592,143,14,7,0,757,93,19,0,0,0,108,5600,380,39,22,10,6053
UCL413003,4181,410,24,21,23,4656,1225,358,18,14,8,1624,161,40,3,0,0,209,5567,813,44,29,30,6484
UCL413004,2734,324,125,22,19,3226,850,270,147,25,10,1292,114,43,14,9,0,180,3695,640,282,48,24,4694
UCL413005,3473,390,168,23,18,4081,749,252,122,14,4,1133,101,36,10,0,7,150,4317,678,302,38,32,5364
UCL413006,3319,360,40,9,19,3747,1167,389,70,14,4,1641,106,39,10,9,3,157,4590,786,112,27,32,5546
UCL413007,4655,387,78,21,14,5157,976,223,62,13,3,1275,148,35,0,0,0,185,5779,644,142,32,16,6616
UCL414001,2381,125,28,29,9,2573,593,54,31,18,0,702,73,0,6,4,3,93,3045,177,73,55,20,3371
UCL414002,1361,40,23,5,3,1436,376,46,28,7,0,452,53,8,4,0,0,63,1790,94,55,6,5,1946
UCL414003,1646,143,7,10,3,1819,349,114,0,0,0,468,23,6,0,0,0,34,2019,264,16,14,7,2315
UCL414004,1681,28,28,10,0,1749,331,12,24,5,0,371,26,3,0,0,0,32,2035,35,54,19,0,2149
UCL415001,577,56,15,0,7,655,112,31,12,0,0,151,3,3,3,0,0,12,689,92,33,0,7,817
UCL415002,724,47,0,0,3,776,42,21,0,0,0,64,8,0,0,0,0,12,774,65,0,0,3,845
UCL415003,547,14,14,3,3,577,163,7,24,5,0,198,15,3,6,0,0,20,719,21,43,7,5,791
UCL415004,486,3,9,3,3,512,60,0,12,0,0,74,6,0,0,0,0,6,555,6,24,3,3,585
UCL415005,451,38,32,12,0,539,160,50,37,3,0,251,30,8,6,0,0,43,644,95,82,19,0,836
UCL415006,990,104,56,7,10,1160,282,81,61,3,3,432,58,18,3,0,3,86,1330,206,120,12,14,1679
UCL415007,675,12,3,6,3,701,271,4,3,3,0,286,30,0,0,0,0,30,979,10,10,10,5,1016
UCL415008,533,9,16,15,0,575,166,5,28,5,0,209,23,3,3,0,0,29,722,19,54,16,6,814
UCL415009,965,41,13,6,19,1032,211,47,9,0,3,269,33,3,0,0,0,36,1205,88,22,6,26,1341
UCL415010,364,3,0,0,18,383,211,3,0,0,4,216,34,0,0,0,8,41,608,7,0,0,30,644
UCL415011,376,7,0,8,4,392,116,8,0,0,0,126,17,0,0,0,0,17,505,19,0,5,6,535
UCL415012,583,4,0,3,0,594,87,7,0,0,0,88,13,0,0,0,0,13,676,7,0,7,0,694
UCL415013,557,46,9,18,3,641,56,26,0,10,0,96,15,3,0,0,0,23,635,79,14,32,5,754
UCL415014,422,7,0,8,4,439,130,10,0,3,0,150,7,0,0,0,0,13,563,22,0,12,4,597
UCL415015,1240,42,6,5,5,1294,358,70,4,13,0,441,39,5,0,3,0,42,1636,109,12,25,5,1785
UCL415016,779,19,3,6,3,814,216,25,5,3,0,245,12,3,3,0,0,14,1005,45,14,12,3,1081
UCL415017,517,14,18,3,0,547,156,12,11,0,0,178,18,0,0,0,5,22,693,23,23,3,6,747
UCL415018,451,28,3,6,0,487,162,11,5,0,0,184,25,0,0,0,0,28,642,37,13,3,0,694
UCL415019,448,0,0,0,0,448,52,0,0,0,0,57,12,0,0,0,0,12,512,0,0,0,0,508
UCL415020,599,7,6,0,22,633,111,9,0,0,26,149,4,0,0,0,0,7,720,16,3,0,56,793
UCL415021,1016,72,33,3,3,1134,287,62,54,8,0,403,21,9,3,0,0,36,1326,151,88,14,3,1580
UCL415022,523,7,10,0,0,537,67,4,8,0,0,78,11,0,0,0,0,11,600,6,15,0,0,620
UCL415023,272,0,0,3,0,286,98,0,16,0,0,120,11,0,0,0,0,6,380,3,16,7,0,410
UCL415024,676,15,0,5,5,704,279,17,7,3,0,302,30,0,0,0,0,30,980,35,3,5,9,1032
UCL415025,324,3,0,0,0,321,18,3,0,0,0,24,4,0,0,0,0,4,347,4,0,0,0,347
UCL415026,938,29,8,18,11,1003,178,20,7,3,3,207,24,3,0,0,0,23,1141,52,14,20,8,1236
UCL415027,1277,53,19,11,7,1360,432,46,14,0,4,499,52,7,0,0,0,61,1760,103,33,10,10,1918
UCL415028,1163,30,50,4,3,1244,379,35,41,0,4,455,25,3,4,0,0,31,1570,60,99,4,6,1734
UCL415029,321,0,0,0,0,322,36,0,0,0,0,36,8,0,0,0,0,8,369,0,0,0,0,373
UCL415030,1532,22,0,0,3,1561,150,7,0,0,0,155,26,0,0,0,0,26,1709,27,3,0,3,1739
UCL415031,608,35,3,14,3,653,112,12,4,10,0,145,17,0,0,3,0,24,741,49,11,25,3,822
UCL415032,358,19,7,5,3,386,88,16,4,0,0,113,7,0,0,0,0,12,455,38,10,5,3,508
UCL415033,382,5,4,3,0,392,217,12,7,0,0,235,24,0,0,0,0,25,623,20,7,3,0,655
UCL415034,261,16,7,7,3,300,120,15,5,4,0,147,11,0,0,3,0,13,395,36,8,13,3,456
UCL415035,1096,83,86,9,3,1277,394,59,70,3,0,526,49,7,13,0,4,68,1541,147,166,11,11,1879
UCL415036,292,8,8,3,0,313,73,5,0,0,0,82,11,0,0,0,0,10,375,18,6,3,0,407
UCL415037,923,113,35,0,3,1073,41,21,8,3,0,76,19,0,0,0,0,25,984,138,47,8,3,1181
UCL415038,395,16,0,5,0,424,150,15,0,7,0,179,13,4,0,0,0,19,559,36,0,14,0,615
UCL415039,1256,73,17,9,3,1354,249,35,38,4,0,328,27,0,5,0,3,37,1528,110,56,20,8,1723
UCL415040,395,22,10,9,3,438,134,36,14,12,3,191,17,0,0,0,0,13,542,58,30,19,8,648
UCL415041,513,3,0,7,0,526,108,3,0,0,0,109,15,0,0,0,0,18,634,9,0,5,8,656
UCL415042,422,41,14,0,0,483,126,61,22,3,0,203,22,11,3,0,0,35,567,115,33,6,0,725
UCL415043,1116,46,6,4,3,1180,405,53,21,0,0,474,51,6,0,0,3,58,1574,100,31,8,4,1713
UCL415044,646,5,4,0,3,656,65,10,0,0,0,71,8,0,0,0,0,8,715,10,4,0,3,742
UCL415045,695,7,0,0,0,706,72,3,0,0,0,72,6,0,0,0,0,6,770,9,0,0,0,784
UCL415046,509,65,0,0,0,576,72,31,0,0,0,107,9,0,0,0,0,9,591,101,0,0,0,690
UCL421001,145,29,0,12,17,203,14,5,0,3,5,30,0,0,0,0,0,3,161,38,0,15,21,240
UCL421002,333,3,0,27,7,373,145,0,0,18,0,162,13,0,0,3,0,16,496,0,0,42,6,555
UCL421003,264,3,3,5,3,279,31,3,4,0,0,40,0,0,0,0,0,0,298,7,8,5,3,318
UCL421004,264,23,0,7,3,296,61,12,0,0,0,79,8,0,0,0,0,9,331,42,0,13,10,389
UCL421005,245,0,0,4,0,249,80,0,0,3,0,81,9,0,0,3,0,7,328,0,0,10,0,336
UCL421006,186,0,0,0,0,187,11,0,0,0,0,11,0,0,0,0,0,0,194,0,0,0,0,191
UCL421007,187,0,0,9,0,203,40,0,0,3,0,41,7,0,0,0,0,7,228,4,0,14,0,247
UCL421008,252,13,0,8,0,269,79,16,0,3,0,93,8,0,0,0,0,8,339,27,3,16,0,380
UCL421009,223,7,0,0,0,224,53,6,0,0,0,58,7,3,0,0,0,10,283,11,0,0,0,298
UCL421010,187,0,0,0,0,187,15,0,0,0,0,17,3,0,0,0,0,3,201,0,0,0,0,200
UCL421011,163,0,0,0,3,167,70,0,0,0,0,68,9,0,0,0,0,16,248,0,0,0,4,253
UCL421012,180,0,0,3,0,188,60,6,0,3,0,70,4,0,0,0,0,12,243,12,0,4,3,261
UCL421013,297,0,0,0,0,299,29,0,0,0,0,31,9,0,0,0,0,10,331,0,0,0,0,330
UCL421014,205,0,8,3,0,214,19,0,12,0,0,34,7,0,4,0,0,8,232,0,22,3,3,257
UCL421015,158,0,3,0,0,169,38,0,3,0,0,41,10,0,0,0,0,10,205,0,7,0,0,216
UCL421016,134,0,0,0,0,141,20,0,0,0,0,20,6,0,0,0,0,6,160,0,0,0,0,159
UCL421017,316,4,3,0,0,319,85,11,0,0,0,99,6,0,0,0,0,6,407,16,0,3,0,431
UCL421018,178,3,0,0,3,183,60,5,0,0,0,63,5,0,0,0,0,5,241,9,0,0,3,252
UCL421019,159,6,0,3,0,163,41,3,0,0,0,47,6,0,0,0,0,12,204,6,0,6,0,220
UCL421020,312,0,3,3,0,324,32,0,0,0,0,32,6,0,0,0,0,5,354,0,3,3,3,366
UCL421021,208,6,3,0,0,213,45,3,0,0,0,47,6,0,0,0,0,6,255,12,5,0,0,272
UCL421022,265,3,0,0,3,269,26,3,0,0,0,30,4,0,0,0,0,4,290,8,0,0,3,299
UCL421023,215,4,3,0,0,219,99,9,5,3,0,114,6,0,0,0,0,13,317,10,9,3,0,348
UCL421024,311,3,0,3,0,319,57,0,0,0,0,59,3,0,0,0,0,3,377,3,0,3,0,387
UCL421025,234,3,0,3,0,240,58,4,3,5,0,65,11,0,3,0,0,12,301,4,6,7,0,323
UCL421026,209,10,0,13,0,234,80,6,0,3,0,88,8,0,0,0,0,8,295,14,0,16,0,329
UCL421027,164,9,0,9,0,181,47,3,7,0,0,57,3,0,0,0,0,3,217,9,7,10,0,243
UCL421028,174,3,0,0,0,171,10,0,0,0,0,10,0,0,0,0,0,0,182,3,0,0,0,183
UCL421029,141,0,0,0,3,148,50,5,0,0,13,65,4,0,0,0,0,4,195,3,0,7,13,222
UCL421030,253,0,14,4,3,268,60,0,8,0,0,70,6,0,0,0,0,10,323,0,22,4,6,356
UCL421031,140,0,3,3,0,149,68,0,0,7,0,75,5,0,0,3,0,12,215,0,4,9,0,232
UCL421032,159,3,4,0,0,171,65,0,0,0,0,67,7,0,0,0,0,7,235,3,4,0,3,246
UCL421033,138,8,0,8,0,146,61,8,0,4,0,66,5,0,0,3,0,13,198,11,0,14,0,227
UCL421034,325,10,3,3,0,336,127,10,10,0,0,146,11,0,3,0,0,16,463,16,9,0,0,494
UCL421035,221,5,0,17,0,249,77,8,0,0,0,86,9,0,0,0,0,12,311,16,4,14,0,342
UCL421036,257,0,0,0,0,257,28,0,0,0,0,27,12,0,0,0,0,12,294,0,0,0,0,299
UCL421037,159,3,0,3,0,164,50,4,3,3,0,57,3,0,0,0,0,3,211,10,3,13,0,225
UCL421038,265,10,0,3,0,279,77,13,0,0,0,89,15,0,0,0,0,15,351,20,0,8,0,380
UCL421039,256,13,0,0,3,271,28,6,0,0,0,35,6,0,0,0,0,6,294,19,0,0,3,317
UCL421040,197,3,0,0,3,203,32,0,0,0,0,32,8,0,0,0,0,8,233,3,0,0,3,234
UCL421041,158,0,0,0,0,158,16,0,0,0,0,16,4,0,0,0,0,4,180,0,0,0,0,180
UCL421042,158,0,0,8,3,165,30,11,0,0,0,43,7,0,0,0,0,10,190,10,3,8,3,215
UCL421043,223,0,7,4,0,235,49,0,9,3,0,53,8,0,0,0,0,13,280,0,10,7,0,300
UCL421044,208,4,0,3,0,217,74,9,0,0,0,83,3,0,0,0,0,3,280,10,0,3,0,297
UCL422001,70,0,0,0,0,65,13,0,0,0,0,13,3,0,0,0,0,3,86,0,0,0,0,87
UCL422002,16,0,0,0,0,16,59,0,0,0,0,59,6,0,0,0,0,6,81,0,0,0,0,81
UCL422003,68,0,0,0,0,69,21,3,0,0,0,24,3,0,0,0,0,3,98,5,0,0,0,98
UCL422004,92,0,0,0,0,92,48,0,0,0,0,50,5,0,0,0,0,10,145,0,0,0,0,150
UCL422005,68,0,0,3,0,74,21,0,0,0,0,16,0,0,0,0,0,0,87,0,0,4,0,91
UCL422006,134,3,0,0,0,140,28,0,4,0,0,29,4,0,0,0,0,4,167,3,4,0,0,178
UCL422007,120,0,4,3,0,130,34,0,0,0,0,32,3,0,0,0,0,3,154,0,5,3,0,164
UCL422008,63,0,0,0,3,68,42,0,0,0,0,42,4,0,0,0,0,7,110,0,0,0,5,118
UCL422009,122,0,0,7,0,121,31,0,0,0,0,35,4,0,0,0,0,3,153,0,0,7,0,163
UCL422010,69,4,0,0,0,74,27,9,0,0,0,38,4,0,0,0,0,4,101,8,0,0,0,111
UCL422011,117,0,0,0,0,112,12,0,0,0,0,12,0,0,0,0,0,0,125,0,0,0,0,123
UCL422012,70,0,0,3,0,69,38,0,0,0,0,36,0,0,0,0,0,0,104,0,3,3,0,107
UCL422013,131,0,0,0,0,131,39,0,0,0,0,36,0,0,0,0,0,0,171,3,0,0,0,168
UCL422014,97,0,0,0,0,97,3,0,0,0,0,3,0,0,0,0,0,0,100,0,0,0,0,100
UCL422015,64,0,0,4,0,66,3,0,0,0,0,3,3,0,0,0,0,3,65,0,0,4,0,68
UCL422016,107,0,0,0,0,111,36,0,0,3,0,35,6,0,0,0,0,6,149,0,0,3,0,149
UCL422017,50,0,0,0,3,51,13,0,0,0,0,14,4,0,0,0,0,4,68,0,3,0,3,70
UCL422018,60,0,0,3,0,69,13,0,0,0,0,16,0,0,0,0,0,0,82,0,0,3,0,83
UCL422019,56,0,0,3,0,59,23,0,0,0,0,22,0,0,0,0,0,0,80,0,0,4,0,82
UCL422020,60,0,0,3,0,58,19,0,0,0,0,14,3,0,0,0,0,3,77,0,0,3,0,81
UCL422021,107,3,0,14,0,124,74,8,0,9,0,83,3,0,0,0,0,8,188,13,0,21,0,213
UCL422022,94,0,0,4,0,102,26,0,0,8,0,29,0,0,0,0,0,0,124,0,4,12,0,132
UCL422023,63,0,0,0,0,67,16,4,0,0,0,17,5,0,0,0,0,5,82,4,0,0,3,89
UCL422024,153,0,0,0,0,152,8,0,0,0,0,8,4,0,0,0,0,4,163,0,0,0,0,164
UCL422025,17,4,0,0,0,24,31,0,0,0,0,31,0,0,0,0,0,0,48,4,0,0,0,50
UCL422026,75,0,0,0,0,77,34,0,0,0,0,41,3,0,0,0,0,3,111,0,0,0,0,113
UCL422027,16,3,0,0,0,17,32,0,0,0,0,32,0,0,0,0,0,0,52,3,0,0,0,55
UCL422028,83,0,0,3,0,90,50,0,0,0,0,50,0,0,0,0,0,3,135,0,0,6,0,143
UCL422029,120,0,0,0,0,120,17,0,0,0,0,17,4,0,0,0,0,5,141,0,0,0,0,143
UCL422030,149,0,0,3,3,157,49,0,0,0,0,50,5,0,0,0,0,5,204,0,0,6,4,216
UCL422031,58,0,6,0,0,61,10,0,0,0,0,10,0,0,0,0,0,0,65,0,6,0,0,78
UCL422032,71,0,0,0,0,73,25,0,0,3,0,28,3,0,0,0,0,6,99,3,0,3,0,106
UCL422033,20,0,0,0,0,20,44,0,0,0,0,44,0,0,0,0,0,0,62,0,0,0,0,62
UCL422034,91,3,3,4,0,104,41,0,3,0,0,46,0,0,0,0,0,3,137,3,8,4,0,148
UCL422035,85,0,0,0,4,89,40,0,0,0,0,40,3,0,0,0,0,3,128,0,0,0,4,129
UCL422036,93,0,0,0,0,93,12,0,0,0,0,13,0,0,0,0,0,0,107,0,0,0,0,108
UCL422037,73,0,0,0,0,80,15,0,0,0,0,15,3,0,0,0,0,3,89,0,0,0,0,93
UCL422038,104,0,0,0,0,102,14,0,0,0,0,14,0,0,0,0,0,0,122,0,0,0,0,118
UCL422039,116,0,0,0,0,118,19,0,0,0,0,19,3,0,0,0,0,3,138,0,0,0,0,144
UCL422040,128,0,0,0,0,128,64,0,0,0,0,64,5,0,0,0,0,5,192,0,0,0,0,192
UCL422041,85,0,0,0,0,85,25,0,0,0,0,24,3,0,0,0,0,3,106,0,0,3,0,111
UCL422042,78,0,0,0,0,82,25,0,0,0,0,25,0,0,0,0,0,0,107,0,0,0,0,107
UCL422043,72,0,0,0,0,75,32,0,0,0,3,36,0,0,0,0,0,0,108,0,0,0,3,107
UCL422044,84,0,0,0,6,83,17,0,0,0,0,22,5,0,0,0,0,5,105,0,0,0,6,110
UCL422045,96,0,0,3,0,96,22,0,0,0,0,20,6,0,0,0,0,6,120,0,0,3,0,126
UCL422046,91,0,0,0,0,93,46,0,0,0,3,47,0,0,0,0,0,0,141,0,0,0,4,145
UCL422047,46,0,3,0,0,43,20,0,0,0,0,22,3,0,0,0,0,3,70,0,3,0,0,75
UCL422048,84,0,0,0,0,84,37,0,0,0,0,39,4,0,0,0,0,4,122,0,0,0,0,123
UCL422049,149,8,0,4,0,157,47,8,0,0,0,54,3,0,0,0,0,3,194,12,0,7,0,217
UCL422050,46,7,0,0,0,61,46,0,0,0,0,46,3,0,0,0,0,3,97,7,0,0,0,107
UCL422051,105,6,0,0,0,109,43,3,0,0,3,50,3,0,0,3,0,4,149,6,0,5,3,166
UCL422052,51,0,0,9,0,58,10,0,0,5,0,22,3,0,0,5,0,6,66,0,0,15,0,86
UCL422053,102,3,0,6,0,110,58,3,0,3,0,63,0,0,0,0,0,0,158,6,0,11,0,176
UCL422054,83,0,0,0,0,79,22,0,0,0,0,20,3,0,0,0,0,3,101,0,0,0,0,105
UCL422055,67,0,0,0,0,64,23,0,3,0,0,23,0,0,0,0,0,0,88,0,3,0,0,93
UCL422056,129,0,0,0,0,131,25,0,0,0,0,25,0,0,0,0,0,0,153,0,0,0,0,152
UCL422057,60,0,0,0,0,60,32,0,0,0,0,32,11,0,0,0,0,11,96,0,0,0,0,100
UCL422058,64,0,0,0,0,64,26,0,0,0,0,26,0,0,0,0,0,0,89,0,0,0,0,89
UCL422059,105,0,0,0,0,102,47,3,0,0,0,49,0,0,0,0,0,0,152,3,0,3,0,155
UCL422060,72,0,0,0,0,78,22,0,0,0,0,22,3,0,0,0,0,3,105,0,0,0,0,103
UCL422061,111,0,0,0,0,114,20,0,0,0,0,26,0,0,0,0,0,0,136,0,0,0,0,135
UCL422062,58,0,0,0,0,54,25,0,0,0,0,25,4,0,0,0,0,4,86,0,0,0,0,87
UCL422063,100,0,0,0,0,105,21,0,0,0,0,21,0,0,0,0,0,0,131,0,0,0,0,131
UCL422064,117,0,3,0,4,119,34,0,0,0,0,34,0,0,0,0,0,0,153,0,3,0,4,156
