UCL_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL222104,0,0,0,0,0,4,7,4,0,21,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,4,0,0,25,7,10,30,65,54,53,37,16,3,287
UCL222105,0,3,0,0,0,3,3,0,5,12,0,0,0,0,0,3,0,0,0,3,3,0,0,4,3,10,13,0,0,30,4,8,22,30,44,77,50,10,10,251
UCL222106,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,8,0,0,21,12,12,35,53,53,48,24,5,3,244
UCL222107,0,0,3,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,9,0,5,4,5,0,0,28,15,14,112,39,60,62,41,11,0,360
UCL222108,0,0,0,3,0,3,10,13,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,10,3,35,15,18,39,36,53,72,75,49,12,363
UCL222109,0,0,0,0,0,8,16,4,3,35,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,15,7,6,0,38,5,20,31,16,49,63,70,24,6,280
UCL222110,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,15,7,17,53,63,48,67,37,10,4,301
UCL222111,4,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,17,11,17,27,27,62,28,21,13,0,207
UCL222112,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,23,3,4,12,29,27,30,22,16,3,148
UCL222113,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,0,0,0,6,0,0,3,5,7,0,5,0,3,20,3,8,29,44,48,53,31,18,5,244
UCL222114,0,0,0,0,0,5,4,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,3,0,21,0,16,43,10,25,36,18,4,4,165
UCL222115,0,0,0,3,0,3,9,7,0,22,0,0,0,0,0,0,0,0,0,0,3,3,0,5,12,0,15,5,4,53,4,9,14,21,42,44,57,23,10,218
UCL222116,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,3,0,18,7,9,26,23,43,37,32,6,3,181
UCL222117,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,17,3,5,0,38,11,12,37,40,65,71,42,13,4,290
UCL222118,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,11,10,14,21,31,27,32,10,0,153
UCL222119,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,3,0,22,9,7,12,31,38,32,16,10,5,146
UCL222120,0,0,0,0,3,0,9,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,6,0,17,9,16,28,25,40,45,36,15,3,218
UCL222121,0,0,0,0,3,7,6,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,10,17,15,28,25,37,37,18,12,0,181
UCL222122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,8,19,13,20,28,36,15,7,0,145
UCL231777,178,202,506,628,1210,2605,5773,4088,1670,16854,24,26,95,99,127,135,218,246,81,1058,1842,1735,3963,4836,6392,6660,5798,2940,940,35112,10689,19114,35214,47971,66400,69068,50333,18866,5264,322915
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
UCL299994,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
UCL301001,448,873,2537,3369,4999,7653,19099,16196,9107,64280,103,464,1458,1506,1911,1857,1303,1095,552,10248,6270,10560,22518,17904,17072,14567,12841,10597,8274,120615,69535,159359,321707,291007,267392,214574,152084,76530,34987,1587160
UCL302001,91,140,454,581,945,1705,3667,3350,1995,12924,21,61,224,198,210,233,207,194,117,1470,2159,3021,6426,5572,5641,5303,5243,4089,2990,40444,17180,36455,74956,74459,72189,61783,51296,26330,11498,426142
UCL303001,46,57,195,258,377,577,1227,949,484,4161,7,38,152,164,177,131,105,73,29,879,768,966,2246,2090,2225,1875,1376,813,395,12737,4424,8513,20098,21095,21090,17316,11461,4732,1781,110512
UCL303002,30,32,150,205,347,639,2145,2267,1449,7263,14,24,42,38,65,66,58,48,36,399,690,884,1736,1887,2152,2106,2387,2171,1660,15671,6999,12551,25810,30359,33521,31702,28932,16303,7047,193231
UCL303003,50,69,153,171,307,474,1629,1606,812,5260,11,11,58,82,95,88,59,39,39,477,447,528,946,794,859,909,1000,1009,875,7360,3313,7178,13522,11664,11964,11458,9459,5995,2884,77440
UCL303004,62,56,189,263,425,755,1710,1474,689,5629,6,25,67,94,98,78,67,65,25,528,836,1577,2491,1887,1849,1537,1250,874,444,12755,6802,14974,25967,22331,21592,17553,11681,5718,2192,128816
UCL311001,16,27,80,135,217,361,1224,1175,613,3852,4,3,28,19,37,42,27,32,13,215,174,244,466,390,513,545,652,686,382,4047,1642,3018,5919,5339,6042,6131,5719,3940,1688,39439
UCL311002,15,18,59,92,151,330,1089,933,386,3072,3,3,18,20,25,20,25,33,11,155,200,179,351,425,527,645,877,737,352,4288,1374,2161,4486,5356,6336,7423,8460,4702,1511,41802
UCL311003,18,28,75,105,198,402,1084,960,491,3366,3,7,18,28,39,18,29,24,18,179,229,376,979,922,1056,859,608,473,264,5763,2296,4801,11076,10101,10777,8880,5399,3033,1278,57637
UCL311004,18,34,143,171,241,317,1090,1154,444,3615,0,20,46,44,40,34,25,25,10,242,281,347,655,608,748,716,586,615,489,5031,2264,4223,8332,7372,8026,7019,4987,3186,1403,46805
UCL312001,9,9,24,56,102,145,358,310,118,1135,3,3,9,13,8,16,12,4,3,70,153,206,425,373,412,326,182,129,47,2258,1081,2431,5384,4761,4657,3410,1809,932,334,24798
UCL312002,7,9,26,61,99,191,543,534,246,1723,0,0,6,8,19,16,20,6,4,76,82,79,177,246,210,284,321,313,134,1844,635,1125,2099,2358,2678,3131,3033,1797,727,17583
UCL313001,0,4,4,16,26,55,194,171,49,523,0,3,0,3,3,6,3,4,0,18,23,29,49,54,62,109,123,83,33,571,275,410,935,1272,1390,1631,1743,861,217,8734
UCL313002,6,3,19,30,52,125,500,439,197,1364,0,0,3,6,0,15,13,9,3,46,25,23,63,90,145,238,381,333,260,1567,366,543,959,1398,2098,3114,4143,2327,876,15820
UCL313003,4,15,16,26,61,91,193,186,91,679,0,0,0,3,3,6,7,5,0,31,56,61,115,153,127,118,108,110,65,913,448,802,1520,1596,1469,1244,891,528,245,8733
UCL313004,4,3,8,8,32,57,86,58,18,278,0,4,3,0,3,3,8,0,3,27,117,126,306,296,287,159,58,33,13,1394,453,929,2331,2033,1845,1232,466,180,55,9522
UCL313005,0,3,11,18,31,65,139,110,43,421,0,0,0,0,0,5,0,4,0,18,40,56,145,115,90,93,59,49,24,669,364,818,1927,1321,1170,1036,520,292,89,7549
UCL313006,4,9,34,52,59,132,399,396,209,1306,0,0,0,17,13,10,8,11,3,58,53,62,159,136,165,195,268,263,214,1522,553,1011,2070,1959,2213,2236,2071,1334,642,14079
UCL313007,4,5,23,24,27,47,212,195,109,645,0,0,3,3,9,12,3,7,0,34,41,50,90,83,74,99,97,108,76,715,356,672,1276,1167,1131,1141,972,585,270,7573
UCL313008,11,11,21,32,71,92,195,114,31,582,0,0,7,6,9,8,25,4,5,70,135,166,452,295,365,252,134,53,18,1869,589,1372,3477,2565,2466,1660,872,322,81,13409
UCL313009,3,11,25,23,54,99,195,237,147,794,0,0,5,5,13,18,5,3,0,56,50,94,146,139,152,127,192,182,157,1238,541,1003,2176,2277,2340,2111,1818,1166,619,14053
UCL313010,4,8,18,23,65,127,295,260,96,905,0,3,7,8,0,3,15,4,3,38,35,48,80,100,103,118,177,175,130,978,401,865,1433,1438,1640,1695,1619,1005,374,10460
UCL313011,3,3,8,11,31,77,265,239,129,769,3,0,6,4,7,3,3,9,11,43,48,73,145,180,213,219,169,153,81,1277,469,856,1734,1958,2335,2260,1706,948,411,12680
UCL314001,3,4,6,11,18,18,40,17,5,131,3,0,3,0,4,0,4,0,0,15,59,102,312,216,187,152,111,28,9,1164,227,608,1753,1498,1279,1093,712,184,34,7387
UCL314002,3,3,5,9,22,61,121,180,88,497,0,0,0,7,5,8,3,8,3,33,31,34,39,65,69,94,70,101,52,547,237,383,646,713,820,906,840,622,275,5430
UCL314003,0,3,10,17,40,64,210,237,134,713,0,0,3,4,12,5,8,13,7,49,37,39,84,76,99,105,118,108,54,717,224,491,888,919,1044,1123,935,662,282,6581
UCL314004,0,5,17,9,25,44,152,149,113,516,0,0,0,3,4,0,5,7,0,20,27,39,76,41,75,81,103,86,61,591,205,317,609,592,741,685,698,438,246,4532
UCL314005,0,0,4,7,11,28,65,43,25,182,0,0,0,0,0,0,0,0,0,3,22,9,44,50,48,51,57,42,65,383,166,274,645,681,594,546,461,243,138,3750
UCL314006,4,5,36,36,29,31,91,102,52,389,3,3,3,0,4,0,0,6,3,26,23,34,67,80,71,59,36,33,10,421,191,365,875,839,751,569,325,214,92,4216
UCL314007,3,0,17,26,41,68,166,119,64,506,0,5,11,7,3,3,8,3,0,44,50,77,164,123,157,141,152,93,53,1003,242,493,1242,948,1184,1227,985,466,191,6974
UCL314008,4,3,8,21,49,92,202,179,71,637,0,0,0,0,10,9,3,4,6,29,44,55,96,114,122,118,108,101,28,784,281,399,826,920,980,997,841,517,180,5948
UCL314009,3,0,10,8,27,36,105,102,65,365,0,0,0,0,3,4,0,5,0,15,28,60,139,116,112,73,65,44,33,670,164,391,916,736,703,531,402,278,135,4269
UCL314010,0,11,67,23,31,44,200,168,66,607,0,6,31,22,9,7,5,3,0,80,30,42,104,57,59,48,72,69,43,521,211,627,1234,667,623,596,570,381,171,5081
UCL314011,3,5,8,9,13,32,95,78,50,296,0,0,0,0,0,3,8,0,0,15,34,23,92,69,74,87,72,63,32,542,179,333,750,678,648,642,482,291,122,4123
UCL314012,3,3,4,7,14,32,77,77,40,263,0,0,0,4,3,3,4,7,0,17,36,26,44,69,68,71,66,30,17,432,233,360,634,805,798,683,488,240,95,4334
UCL314013,0,0,6,4,4,13,95,85,38,248,0,0,0,0,0,4,0,0,0,9,18,16,40,61,62,64,76,62,12,409,226,372,919,1248,1378,1135,977,432,125,6811
UCL314014,6,9,20,29,31,81,167,187,141,663,0,3,0,3,9,20,6,16,13,65,45,56,150,105,104,124,104,84,21,796,234,417,881,757,874,971,723,510,265,5632
UCL314015,0,3,3,3,9,22,42,17,6,110,0,0,3,0,4,5,0,0,0,15,28,19,29,49,57,22,13,6,0,224,217,309,708,931,761,434,233,74,15,3687
UCL314016,3,6,19,26,41,80,183,246,104,711,0,0,7,4,4,3,19,26,14,73,48,65,135,107,106,137,136,134,79,953,232,503,938,824,906,871,887,643,237,6041
UCL314017,6,3,8,9,15,22,26,3,0,87,0,0,0,0,3,0,0,0,0,3,41,53,212,180,149,64,20,7,4,724,220,496,1698,1475,1051,533,131,14,8,5616
UCL314018,0,3,3,0,7,9,14,7,0,42,0,0,3,0,0,0,0,0,0,3,4,4,33,25,25,8,10,6,0,120,137,260,961,1071,770,462,195,59,9,3921
UCL314019,4,3,14,14,20,52,72,88,43,304,0,0,0,0,9,4,4,9,8,30,32,49,162,117,112,101,71,54,36,739,223,467,1240,857,833,697,399,287,129,5137
UCL314020,0,6,6,16,24,44,206,135,32,470,0,0,7,3,5,0,10,6,0,33,42,27,73,65,91,100,152,90,39,669,279,367,789,962,1129,1291,1533,702,153,7211
UCL314021,0,0,4,3,6,16,57,47,25,159,0,0,0,0,4,0,0,4,0,13,32,26,39,67,84,152,117,83,29,632,156,211,409,813,1142,1238,1164,547,170,5853
UCL314022,4,0,8,5,14,33,78,53,20,206,0,0,0,0,3,0,0,0,5,15,32,25,69,92,90,84,44,33,32,506,280,452,1146,1468,1470,1158,591,223,75,6858
UCL315001,0,0,3,3,0,12,22,9,0,55,0,0,0,0,0,0,0,0,0,4,4,0,15,28,22,14,11,7,0,107,81,91,208,356,365,258,140,47,9,1544
UCL315002,0,0,0,3,7,13,33,13,10,70,0,0,0,0,0,0,4,0,0,4,4,4,4,17,12,15,26,12,7,107,21,39,75,129,154,232,211,89,26,983
UCL315003,15,16,47,45,28,31,23,8,3,215,0,0,4,0,0,0,0,3,0,11,4,5,5,9,7,3,5,0,0,36,62,116,201,169,167,96,43,9,0,873
UCL315004,0,0,0,0,3,20,19,6,6,50,0,0,0,0,0,0,0,0,0,0,3,0,10,13,17,8,0,0,0,53,51,93,172,141,127,87,33,6,6,716
UCL315005,0,0,7,12,10,31,58,68,25,209,0,0,0,0,0,4,0,3,0,10,14,7,20,17,27,39,58,36,12,231,83,102,301,374,405,538,604,310,75,2791
UCL315006,0,0,9,10,21,36,28,3,0,105,0,0,0,7,3,0,3,0,0,10,25,41,144,101,85,55,18,0,0,470,120,352,951,767,620,366,108,18,4,3305
UCL315007,0,0,0,3,5,20,83,112,69,305,0,0,0,0,3,0,3,4,0,11,10,5,21,24,18,26,46,36,14,192,66,139,260,295,281,338,355,274,141,2155
UCL315008,0,0,3,7,18,37,64,43,10,194,0,0,0,0,0,0,0,0,0,3,8,4,6,22,22,38,36,23,7,170,83,104,200,284,333,517,459,169,34,2180
UCL315009,0,0,0,4,4,13,73,38,12,149,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,28,38,25,6,113,6,10,42,66,123,282,437,156,28,1162
UCL315010,0,0,3,3,6,15,44,34,8,114,0,0,0,0,0,0,0,0,0,0,20,18,59,48,45,34,24,6,10,263,94,185,575,516,404,310,159,68,18,2335
UCL315011,0,0,3,6,12,7,21,11,3,61,0,0,0,0,0,0,0,0,0,0,5,9,17,13,22,13,16,3,4,97,23,88,166,126,156,114,83,37,5,801
UCL315012,0,0,0,3,3,15,38,25,15,101,0,0,0,0,0,3,0,0,0,3,3,5,15,13,21,28,29,24,12,145,28,42,100,106,164,249,228,127,58,1100
UCL315013,0,0,0,4,4,13,17,8,4,51,0,0,0,0,0,0,0,3,0,3,4,3,13,19,28,18,13,6,0,110,78,121,204,258,364,259,140,50,10,1494
UCL315014,0,0,0,3,4,13,21,10,3,55,0,0,0,0,0,3,0,0,0,5,4,6,16,26,24,27,10,3,0,122,71,100,303,453,343,247,116,42,9,1691
UCL315015,4,4,9,9,23,50,65,58,23,243,0,0,0,3,3,0,4,4,3,22,10,24,40,31,38,47,32,36,24,278,90,231,398,337,400,411,239,153,76,2345
UCL315016,3,0,10,10,12,17,22,4,0,81,0,0,3,0,5,0,4,3,5,26,3,20,6,7,8,0,0,0,0,49,78,122,148,146,121,82,37,10,5,754
UCL315017,0,0,0,4,3,13,45,44,20,123,0,0,0,0,0,0,7,0,0,4,8,0,16,11,15,23,32,21,20,146,44,68,106,115,135,178,213,154,55,1064
UCL315018,0,3,0,0,4,9,35,31,25,109,0,0,0,0,0,0,0,0,0,7,9,15,33,37,14,25,25,15,7,184,47,100,350,283,201,198,162,77,51,1482
UCL315019,0,0,3,0,8,9,31,47,30,123,0,0,0,0,0,0,0,0,0,3,7,3,3,20,20,16,13,14,6,109,20,47,92,136,133,176,185,114,58,965
UCL315020,0,3,5,4,11,28,44,16,5,112,0,0,0,0,3,0,7,0,0,12,20,25,68,53,41,57,29,20,8,320,77,142,391,292,304,307,140,47,17,1718
UCL315021,0,0,0,3,3,20,28,34,14,101,0,0,0,0,0,0,0,3,0,3,4,9,20,22,33,22,27,15,3,139,27,50,132,135,176,175,122,69,22,904
UCL315022,0,0,4,7,4,9,33,12,8,76,0,0,0,0,0,0,3,0,0,5,14,16,39,31,38,53,55,18,8,256,43,78,205,198,198,290,229,73,28,1353
UCL315023,0,0,0,6,8,34,109,52,11,219,0,0,0,0,0,0,3,0,0,3,3,9,11,18,24,47,49,27,3,190,38,83,150,209,303,503,672,209,32,2199
UCL315024,0,0,3,5,8,5,55,66,37,181,0,0,0,0,3,0,6,0,0,13,6,6,19,19,32,34,35,36,25,204,79,109,245,338,401,377,374,256,99,2272
UCL315025,0,0,0,3,7,10,67,71,32,190,0,0,0,0,0,0,3,0,0,0,0,3,5,3,8,16,38,50,26,157,35,46,130,141,165,212,330,235,83,1372
UCL315026,0,0,0,3,3,9,16,7,5,45,0,0,0,0,0,0,4,0,0,4,3,3,15,18,8,12,12,11,3,90,29,48,149,138,135,107,98,42,13,762
UCL315027,0,3,0,0,0,4,30,15,16,75,0,0,0,0,3,0,0,0,0,3,6,0,13,27,13,5,20,3,9,88,56,65,165,330,291,219,188,54,31,1395
UCL315028,6,5,17,10,13,21,15,4,0,99,0,0,3,0,0,0,0,0,0,7,3,10,5,9,8,3,0,3,0,46,76,126,222,177,102,80,24,12,0,814
UCL315029,0,0,0,4,13,10,11,4,0,43,0,0,0,0,0,3,0,0,0,8,21,55,133,79,77,33,10,0,0,406,66,186,470,382,351,204,58,15,0,1727
UCL315030,3,4,4,12,7,17,93,70,27,241,0,0,0,0,0,3,0,0,0,3,20,10,40,54,61,70,74,59,63,453,120,216,468,500,566,653,540,303,130,3506
UCL315031,0,0,4,8,7,17,32,22,3,93,0,0,0,0,0,0,0,0,0,0,18,13,37,45,18,32,16,7,3,180,107,161,377,427,317,261,171,63,11,1896
UCL315032,0,0,4,3,6,16,49,50,25,162,0,0,8,0,0,0,0,0,4,10,14,16,25,24,34,33,30,26,10,224,70,105,213,159,224,228,225,124,54,1394
UCL315033,0,0,4,9,11,27,49,40,15,145,0,0,0,0,0,0,3,0,0,7,4,12,14,25,33,29,24,17,3,157,118,142,347,496,491,486,414,185,42,2728
UCL315034,0,0,0,0,6,9,27,19,3,68,0,0,0,0,0,0,4,0,0,5,3,0,4,9,14,13,11,6,0,60,41,81,136,161,203,151,117,57,8,960
UCL315035,0,0,0,0,3,10,27,12,0,59,0,0,0,0,0,0,0,0,0,0,6,4,15,10,15,13,10,5,0,83,62,85,230,302,297,252,115,37,10,1392
UCL315036,4,3,4,5,9,27,18,5,0,85,0,0,0,0,0,4,5,0,0,16,13,6,22,19,18,7,10,4,0,97,91,83,178,146,134,77,51,17,0,771
UCL315037,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,23,150,269,100,63,43,19,4,0,659,51,399,679,276,160,104,35,5,0,1720
UCL315038,0,3,0,0,0,13,20,18,3,52,0,0,0,0,0,0,0,0,0,0,4,7,17,20,24,25,8,10,0,121,46,57,137,201,202,216,127,42,12,1036
UCL315039,0,0,6,4,9,31,103,79,48,270,0,0,0,0,0,0,4,3,3,12,8,22,12,25,35,51,74,55,40,320,103,159,235,312,369,439,418,214,108,2356
UCL315040,0,4,0,3,12,13,48,34,9,111,0,0,0,0,0,0,0,0,0,3,9,5,13,10,20,24,31,35,14,169,17,36,59,99,125,176,209,127,33,889
UCL315041,0,3,0,4,21,39,123,205,132,525,0,0,5,3,3,3,11,5,8,30,13,24,35,32,40,61,64,88,43,405,103,223,390,399,552,579,555,510,233,3540
UCL315042,0,0,0,3,0,7,32,22,6,73,0,0,0,0,0,0,0,0,0,3,3,4,18,9,33,14,12,13,3,105,39,71,198,227,309,286,217,67,20,1431
UCL315043,0,0,3,6,17,18,45,17,7,114,0,0,0,3,7,6,0,0,0,16,22,12,41,36,39,29,26,12,4,207,179,247,521,642,651,385,295,85,31,3022
UCL315044,0,0,0,10,23,48,92,31,7,212,0,0,0,3,5,0,0,0,0,8,22,8,40,48,56,51,43,14,5,275,150,194,537,702,737,574,403,133,23,3450
UCL315045,0,3,8,10,14,7,45,46,32,173,0,0,0,3,0,0,0,0,0,10,7,3,18,34,19,20,20,19,10,146,62,91,274,258,192,215,205,106,57,1455
UCL315046,0,0,0,5,9,17,41,25,4,98,0,0,0,0,3,0,3,0,0,6,10,8,12,14,18,21,15,6,0,114,55,99,211,178,249,202,160,63,9,1234
UCL315047,3,3,0,3,3,17,19,5,4,52,0,0,0,0,0,0,0,0,0,6,3,10,3,14,35,20,40,3,0,131,46,67,107,218,251,250,290,80,12,1318
UCL315048,0,0,3,5,3,8,19,9,4,51,0,0,0,0,0,0,0,0,0,5,15,9,23,28,54,47,46,16,3,244,55,60,182,317,350,417,304,85,20,1785
UCL315049,0,0,10,8,19,37,126,115,77,388,0,0,0,0,3,5,0,3,0,11,26,33,42,35,43,50,77,56,59,419,136,228,375,343,373,396,418,250,160,2686
UCL315050,0,0,3,6,10,24,55,27,18,138,0,0,0,0,3,0,0,3,0,3,10,22,31,38,54,40,53,19,11,271,123,221,389,480,584,538,417,172,42,2978
UCL315051,0,0,4,3,9,16,17,30,3,84,0,0,0,0,0,0,0,0,0,0,14,15,25,29,30,26,21,7,0,167,97,142,248,347,372,344,286,110,8,1952
UCL315052,0,0,3,10,14,20,51,31,18,149,0,0,0,0,0,0,0,0,0,8,20,12,30,33,30,47,50,35,24,285,137,180,363,305,373,356,226,146,70,2150
UCL315053,0,3,14,7,20,33,91,62,35,267,0,0,0,0,3,3,3,0,0,7,27,34,26,43,58,55,43,32,3,325,156,273,448,416,515,446,356,169,63,2837
UCL315054,0,0,4,3,15,28,67,44,6,172,0,0,3,4,0,3,3,0,0,7,10,4,18,20,30,48,67,30,9,235,61,72,147,187,342,588,688,233,37,2360
UCL315055,0,0,0,4,0,7,42,42,12,107,0,0,0,0,0,0,0,0,0,6,3,5,19,18,22,20,34,43,38,205,49,55,129,156,219,261,252,159,76,1348
UCL315056,0,0,0,3,3,9,29,28,17,87,0,0,0,0,0,0,0,0,0,0,4,0,12,14,24,23,37,32,25,178,36,74,142,292,335,471,586,300,110,2352
UCL315057,0,0,8,3,0,9,24,12,4,63,0,0,0,0,0,0,0,0,0,0,14,12,32,39,32,36,10,5,3,175,74,133,392,354,289,207,108,36,11,1606
UCL315058,0,5,0,0,0,3,9,7,0,24,0,0,0,0,0,0,0,0,0,0,6,3,6,5,8,8,9,0,0,48,44,75,167,251,172,100,73,13,0,906
UCL315059,0,0,3,0,6,5,16,12,3,49,0,0,0,0,0,0,0,3,0,3,6,5,17,27,11,13,5,8,0,98,61,91,350,326,294,221,136,43,3,1530
UCL315060,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,23,76,51,37,19,0,0,0,213,30,108,434,344,215,129,18,0,0,1269
UCL315061,0,0,0,0,6,6,36,34,19,103,0,0,0,0,0,3,3,0,0,10,8,11,20,17,17,19,17,21,11,138,31,70,154,121,127,126,102,84,46,865
UCL315062,0,0,0,0,7,24,37,35,15,122,0,0,6,0,0,0,0,0,0,8,7,3,14,16,19,18,15,12,9,107,34,82,159,149,171,184,153,92,34,1061
UCL315063,0,0,0,4,7,10,35,57,35,142,0,0,0,0,0,0,0,3,0,3,0,11,7,18,25,20,22,21,20,146,23,54,88,97,126,139,135,105,72,835
UCL315064,0,0,3,3,3,8,34,18,10,82,0,0,0,0,0,0,0,0,0,3,8,7,26,28,27,21,17,13,10,152,91,147,304,474,467,366,284,119,34,2299
UCL315065,0,0,0,3,9,14,40,18,3,77,0,0,0,0,0,0,0,0,0,0,18,17,23,24,32,47,65,31,3,253,59,89,212,190,291,320,353,116,16,1661
UCL315066,0,3,3,0,4,13,23,23,14,80,0,0,0,0,0,0,3,0,0,9,11,6,32,31,43,43,38,28,4,232,52,80,181,225,248,257,184,104,38,1355
UCL315067,0,0,4,12,23,50,111,64,25,292,0,0,0,3,4,0,6,4,3,18,20,12,22,20,34,43,60,40,13,253,72,109,201,233,332,392,390,172,63,1970
UCL315068,0,0,0,0,3,16,40,15,0,75,0,0,0,0,0,0,0,0,0,3,6,6,32,31,31,25,8,8,4,154,40,93,268,221,177,182,105,44,9,1147
UCL315069,0,0,3,0,0,10,9,12,3,39,0,0,0,0,0,0,0,0,0,0,10,4,16,17,35,17,9,4,3,115,35,62,132,131,165,134,73,26,3,762
UCL315070,0,3,3,4,6,11,33,29,20,103,0,0,9,3,0,0,0,0,0,16,0,8,27,15,8,14,20,23,6,128,36,76,215,119,123,126,111,76,40,921
UCL315071,0,3,4,6,12,16,62,78,46,228,0,0,0,4,0,0,0,4,0,10,11,18,22,27,36,29,29,34,8,208,73,124,203,209,244,237,255,173,76,1592
UCL315072,3,3,5,17,24,36,124,72,41,314,0,0,0,0,0,3,3,3,0,14,24,31,60,59,57,56,70,51,21,433,100,154,302,318,435,469,552,265,83,2677
UCL315073,0,0,0,3,0,5,8,13,3,30,0,0,0,0,0,0,0,0,0,4,3,8,20,23,23,54,28,9,11,183,12,30,116,128,167,265,188,83,21,1015
UCL315074,0,3,9,24,17,46,129,114,41,390,0,0,3,5,5,3,5,0,0,21,14,12,41,44,52,46,57,43,13,327,167,256,479,512,543,520,395,263,105,3238
UCL315075,9,13,10,20,43,61,40,10,0,211,0,0,0,4,0,3,0,0,0,9,7,5,15,18,19,0,0,0,0,68,167,232,347,268,325,199,69,8,0,1613
UCL315076,0,0,3,5,5,12,46,42,28,150,0,0,3,0,0,0,0,3,0,8,8,5,14,26,34,35,19,29,36,203,88,168,412,560,589,483,448,261,141,3161
UCL315077,3,5,3,5,15,14,75,95,65,273,0,0,0,0,0,0,0,7,0,9,16,8,27,23,39,35,55,69,81,363,104,150,305,295,338,287,334,287,202,2298
UCL315078,0,0,0,3,3,15,13,24,12,74,0,0,0,0,3,0,0,3,0,7,0,3,9,27,16,17,16,10,4,106,39,58,145,238,281,292,196,86,30,1363
UCL315079,0,0,4,0,9,9,12,17,0,58,0,0,4,0,0,0,0,0,0,3,14,51,143,100,70,112,84,68,38,678,80,253,805,607,598,657,460,205,49,3718
UCL315080,0,0,3,10,13,25,67,62,39,220,0,0,0,0,0,3,5,0,0,10,23,16,44,49,43,62,56,50,46,382,92,147,354,398,436,487,355,236,125,2638
UCL315081,0,0,3,0,0,4,20,7,0,36,0,0,0,0,0,0,0,0,0,0,3,12,17,16,27,35,38,6,0,156,23,52,101,132,179,224,221,66,6,1006
UCL315082,0,0,0,4,3,0,21,12,3,40,0,0,0,0,0,0,0,0,0,3,3,3,5,8,17,5,6,0,0,50,39,71,75,131,208,172,85,31,6,822
UCL315083,0,0,3,0,7,13,31,14,0,73,0,0,0,0,0,0,0,3,0,6,5,9,15,9,12,20,22,8,0,97,29,61,136,152,205,315,288,77,6,1279
