UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL314021,0,0,10,12,24,16,6,3,73,0,3,11,16,9,9,0,0,45,8,29,52,72,87,128,55,20,449,7,21,36,58,50,44,21,0,238,3,8,16,20,15,11,7,3,81,3,9,16,32,16,16,11,4,114,0,3,20,27,38,25,15,3,123,11,16,31,45,53,42,25,3,237,11,8,24,41,30,27,12,5,156,5,11,19,14,10,13,0,0,77,7,7,21,20,18,10,4,0,84,0,5,0,0,0,0,0,0,6,0,0,0,10,6,0,3,0,22,36,23,40,40,65,59,37,16,320,104,135,295,413,432,388,194,55,2010,0,0,8,16,5,12,0,0,43,0,0,0,0,3,4,0,0,13,0,0,3,7,9,7,5,0,32,0,0,6,10,3,3,3,0,29,0,0,3,10,4,0,3,0,26,8,34,72,77,83,56,33,5,362,5,24,67,71,89,70,24,6,342,23,27
UCL314022,0,4,11,6,3,9,0,0,28,3,8,0,0,0,0,0,0,11,68,214,274,290,226,89,34,6,1187,13,54,65,59,54,21,13,0,289,3,8,19,11,3,3,0,0,51,0,8,13,16,22,9,0,0,67,4,15,19,26,12,3,3,0,76,12,35,45,44,31,11,0,0,185,9,8,8,7,6,3,3,0,44,0,0,0,4,0,0,0,0,9,9,3,12,19,15,5,0,0,57,3,0,0,0,0,0,0,0,7,3,3,10,14,5,3,0,0,38,34,42,66,56,48,20,13,13,296,170,395,541,552,433,178,56,21,2349,0,0,12,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,7,17,9,13,3,0,0,0,52,0,0,3,0,0,0,0,0,5,3,6,4,8,0,0,0,0,27,15,50,64,78,45,21,3,4,277,11,61,101,82,39,20,8,3,330,55,118
UCL315001,0,0,0,6,0,0,0,0,14,0,0,3,0,0,0,0,0,10,15,50,61,50,47,12,7,0,244,6,8,25,18,19,4,0,0,74,0,0,0,0,3,0,0,0,7,0,5,5,11,0,0,0,0,21,0,0,7,6,3,0,0,0,15,3,3,15,14,12,3,0,0,41,4,4,0,0,3,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,7,5,10,15,18,11,6,3,0,72,39,88,134,131,90,38,10,3,535,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,14,23,30,17,6,0,0,85,3,7,21,20,18,3,0,0,69,12,24
UCL315002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,23,17,36,26,8,3,133,0,3,0,5,18,6,3,0,40,0,0,4,0,3,3,0,0,10,0,0,3,3,3,0,0,0,8,0,0,4,6,3,0,0,0,17,0,3,0,0,6,3,0,0,13,0,0,3,0,4,3,0,0,14,0,0,0,0,3,0,0,0,3,3,0,0,6,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,6,10,13,12,20,10,0,71,24,23,49,54,83,66,26,4,331,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,13,3,3,0,39,0,4,7,9,9,7,4,0,40,3,4
UCL315003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,5,0,0,0,0,20,8,10,7,10,4,0,0,0,32,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,5,4,0,0,0,36,27,28,27,34,19,9,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,16,4,0,0,3,7,0,0,0,16,3,4
UCL315004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,9,13,3,0,0,0,49,10,11,6,3,10,0,0,0,45,0,0,3,3,3,0,0,0,9,0,0,6,3,3,3,0,0,17,0,3,0,7,0,0,0,0,16,0,3,0,3,4,0,0,0,16,3,4,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,12,11,0,3,0,0,46,29,50,44,48,30,11,3,0,221,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,12,0,0,0,30,7,16,13,4,5,0,0,0,49,9,14
UCL315005,0,3,0,0,3,0,0,0,10,3,4,3,0,0,6,0,0,18,6,18,26,38,59,64,56,12,281,3,10,19,22,24,20,13,3,113,0,4,3,8,0,6,8,0,32,0,0,4,5,10,3,0,0,26,0,0,3,4,8,7,5,0,22,0,9,14,8,18,17,6,0,75,0,0,9,3,10,0,4,0,36,0,0,5,0,3,3,0,0,13,0,8,4,4,8,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,16,10,19,17,19,31,12,0,135,41,64,122,122,158,171,102,16,789,0,0,0,0,3,4,0,0,13,4,0,0,3,0,0,0,0,6,0,3,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,7,4,13,21,23,29,16,13,0,114,5,10,12,3,19,17,11,0,70,10,27
UCL315006,0,8,4,0,0,0,0,0,12,0,3,4,3,0,0,0,0,8,48,180,155,100,59,17,0,0,557,3,25,23,20,5,0,0,0,72,0,9,9,10,0,0,0,0,24,0,0,9,8,0,0,0,0,19,0,3,11,4,3,0,0,0,22,3,17,13,6,10,0,0,0,46,7,4,5,3,0,0,0,0,24,0,0,0,0,3,0,0,0,9,3,15,17,4,3,0,0,0,37,4,0,0,0,0,0,0,0,4,3,3,3,7,4,0,0,0,18,42,96,71,61,38,7,0,0,318,113,368,322,232,122,28,3,0,1186,3,12,3,0,0,0,0,0,20,0,4,0,0,0,0,0,0,4,11,21,4,7,0,0,0,0,48,0,0,0,0,0,0,0,0,5,0,10,4,0,0,0,0,0,16,0,26,15,13,9,0,0,0,71,20,43,18,13,11,0,0,0,107,30,63
UCL315007,0,0,0,5,3,0,0,0,10,3,0,0,0,3,0,0,0,10,9,20,24,21,31,24,12,0,148,3,11,9,4,8,8,4,0,58,0,0,11,7,0,0,6,0,20,0,3,3,0,4,3,3,4,22,3,3,5,10,7,5,4,0,42,0,7,13,7,10,8,4,5,45,0,8,3,3,7,6,0,0,27,3,0,0,0,0,0,0,0,11,0,9,5,0,3,3,0,0,21,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,10,11,11,8,13,16,19,3,95,44,73,93,66,83,89,47,16,506,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,4,0,0,7,0,0,4,0,0,11,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,10,7,4,5,15,19,14,10,4,79,7,11,25,14,12,12,4,0,76,8,9
UCL315008,0,0,0,0,3,3,0,0,5,3,0,5,0,0,0,0,0,11,8,19,33,39,57,62,13,4,230,4,11,12,14,26,27,9,0,109,0,3,3,3,9,3,0,0,19,0,3,3,0,14,3,0,0,23,0,0,4,0,7,3,0,0,19,3,10,4,5,3,9,0,0,43,3,3,8,3,3,5,3,0,32,0,0,3,0,3,0,0,0,15,3,3,4,4,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,13,3,12,14,22,14,5,3,85,34,61,92,89,149,144,41,3,615,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,8,3,14,13,23,35,12,9,0,105,0,6,14,7,17,13,3,0,60,6,19
UCL315009,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,4,18,36,45,21,0,126,0,0,3,4,20,28,13,0,70,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,5,0,0,0,0,5,7,3,0,13,0,0,3,0,7,9,0,0,20,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,4,0,6,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,13,13,18,0,60,3,14,21,35,86,120,53,3,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,11,3,0,35,0,0,5,0,10,13,0,0,30,4,0
UCL315010,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,29,122,82,74,45,16,7,0,371,12,31,30,12,13,3,0,0,96,0,4,0,3,0,0,0,0,5,0,0,3,3,3,0,0,0,14,0,3,4,8,0,0,0,0,13,3,8,11,9,4,3,0,0,34,0,0,3,3,3,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0,13,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,23,30,26,31,20,9,4,3,147,71,203,182,142,92,40,12,3,743,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,12,7,6,4,0,0,0,29,0,0,0,3,0,0,0,0,5,0,5,3,0,0,0,0,0,7,0,20,18,14,10,3,0,0,64,8,31,28,7,3,3,0,0,74,18,58
UCL315011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,24,20,12,16,3,0,0,82,8,8,7,13,10,3,0,0,42,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,11,3,9,7,4,5,0,0,0,23,0,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,12,9,5,9,8,4,0,4,55,33,58,47,45,42,23,3,4,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,6,5,0,3,0,30,0,9,6,9,3,0,3,0,29,9,19
UCL315012,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,4,18,27,29,17,5,103,0,4,4,9,12,12,8,0,46,0,3,7,7,3,3,0,0,27,0,3,0,4,5,0,0,0,10,0,0,0,0,3,0,0,0,6,5,0,0,4,6,4,4,0,18,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,9,17,13,9,4,67,9,32,27,55,70,66,45,12,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,4,5,3,3,7,5,0,3,29,0,0,0,3,10,6,4,0,30,4,9
UCL315013,0,0,0,0,3,0,0,0,6,3,4,0,3,0,0,0,0,9,11,28,35,48,29,22,4,0,180,4,15,14,19,15,3,0,3,71,0,0,0,0,3,3,0,0,12,0,3,0,5,3,0,0,0,13,0,3,4,3,4,0,0,0,13,5,8,15,15,11,0,0,0,53,0,0,7,0,3,0,0,0,16,3,0,0,0,0,0,0,0,3,4,3,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,19,14,11,12,9,10,3,0,75,54,80,84,110,82,43,16,3,472,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,10,3,7,20,15,14,5,0,0,62,0,3,9,20,7,3,3,0,48,8,29
UCL315014,0,0,6,3,0,0,0,0,8,0,4,9,0,4,0,0,0,13,6,34,69,51,28,12,3,0,202,4,25,21,20,11,5,0,0,84,0,8,5,0,0,0,0,0,9,0,4,0,3,5,0,0,0,13,0,3,0,3,3,0,0,0,14,3,8,17,14,9,0,0,0,52,0,0,12,3,5,0,0,0,21,0,3,7,0,0,0,0,0,7,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,17,13,12,19,16,13,7,0,0,82,36,91,168,121,80,27,8,3,533,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,7,6,17,18,15,13,3,3,0,72,0,22,36,23,7,3,3,0,94,8,37
UCL315015,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,10,35,16,31,28,3,7,0,129,3,11,14,4,13,3,3,0,62,4,7,9,8,9,0,0,0,33,0,0,9,3,4,4,0,0,17,3,5,4,3,0,0,0,0,13,4,4,9,7,6,0,0,0,35,3,3,7,4,10,0,0,0,29,0,0,3,0,0,0,0,0,4,9,4,14,4,3,4,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,34,24,21,25,19,15,13,8,149,71,110,106,89,96,34,24,10,532,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,9,3,0,4,0,0,0,15,14,25,12,22,34,13,0,3,128,11,27,16,29,11,4,3,0,111,18,24
UCL315016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,0,20,0,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,8,3,3,0,0,0,47,30,22,16,15,10,3,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,8,0,0,0,0,6,0,0,0,8,3,4
UCL315017,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,4,8,15,24,8,0,71,0,3,8,5,3,5,13,3,40,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,3,0,8,0,0,0,4,3,0,0,0,11,4,0,0,0,0,0,3,0,9,0,6,0,0,7,4,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,7,15,18,12,16,88,24,22,26,29,52,51,39,14,272,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,4,9,5,3,3,38,3,3,7,13,0,7,9,0,37,5,7
UCL315018,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,63,60,22,30,8,0,0,195,0,5,10,4,4,11,0,0,34,0,10,3,0,0,3,0,0,18,0,3,0,3,0,0,0,0,10,0,6,5,0,0,0,0,0,13,0,3,3,5,4,0,0,0,20,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,9,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,21,28,12,20,12,5,3,106,25,118,117,52,59,40,9,3,425,0,3,3,0,0,0,0,0,13,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,9,11,3,0,0,0,0,0,17,4,13,8,14,9,0,3,3,55,7,24,16,8,4,3,0,0,61,3,32
UCL315019,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,10,21,12,15,7,11,0,77,0,8,3,0,6,8,3,0,27,0,0,3,3,0,0,3,0,15,0,0,4,4,6,3,0,0,13,0,0,0,0,0,0,0,0,5,3,3,0,3,3,0,0,0,15,0,0,0,0,3,3,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,11,9,9,11,3,55,19,29,44,38,42,33,21,4,244,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,8,5,7,12,3,0,37,0,4,9,3,5,8,5,0,30,5,5
UCL315020,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,14,52,37,35,32,5,4,3,185,0,7,14,10,6,3,0,0,43,3,4,4,3,0,0,0,0,15,0,8,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,9,0,5,4,12,3,0,0,0,28,0,0,3,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,3,28,40,41,24,30,17,8,7,184,50,135,111,97,85,33,11,5,531,0,3,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,16,0,15,9,8,7,3,0,0,40,6,20,5,13,10,3,0,0,60,13,19
UCL315021,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,22,11,26,30,13,7,0,120,0,0,5,0,5,7,0,0,15,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,7,19,16,15,10,0,87,28,38,40,48,60,39,17,0,270,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,6,0,0,17,0,10,8,3,6,5,0,0,30,9,4
UCL315022,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,19,19,16,32,14,8,3,125,4,7,9,9,13,17,3,0,52,0,3,4,6,4,3,0,0,24,0,3,0,4,3,0,3,0,18,0,5,11,0,3,3,0,0,23,0,0,3,5,7,3,0,0,25,0,3,0,3,3,3,6,0,22,3,0,0,0,0,0,3,0,13,0,4,0,5,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,18,16,23,22,28,39,12,0,164,43,69,84,78,95,90,30,4,496,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,9,10,10,27,12,4,3,73,3,15,12,4,14,4,0,0,58,3,16
UCL315023,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,3,9,25,29,63,82,34,3,240,0,4,11,11,18,43,10,0,98,0,0,4,3,7,3,3,0,25,0,0,0,0,0,9,0,0,11,0,0,4,3,3,4,0,0,17,0,4,0,3,18,15,5,0,41,0,0,0,3,7,6,0,0,14,0,0,0,0,3,0,3,0,5,6,3,3,5,8,7,0,0,26,0,0,0,0,3,0,0,0,4,0,3,0,0,0,6,0,0,8,11,9,16,16,17,29,15,3,117,27,40,58,81,146,198,78,9,627,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,10,0,4,5,10,15,14,3,0,64,0,0,9,3,14,20,0,0,46,0,10
UCL315024,0,0,0,0,0,0,3,0,7,4,0,0,3,0,0,0,0,9,11,26,20,28,40,36,21,4,193,3,9,17,17,8,8,15,0,79,5,4,6,10,7,0,0,0,32,0,3,4,11,3,11,0,0,31,0,0,0,8,4,5,3,0,18,8,5,10,18,9,10,4,0,61,0,7,3,11,3,3,0,4,34,3,0,3,0,3,0,0,0,12,0,5,13,9,3,6,0,0,33,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,16,8,12,12,17,15,19,12,7,102,46,76,91,131,106,102,61,20,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,14,0,4,3,0,0,0,0,0,8,0,4,0,5,0,0,0,0,8,7,13,19,31,13,17,5,0,109,0,3,14,18,10,14,4,0,71,11,16
UCL315025,0,0,0,0,4,3,0,0,3,0,0,3,0,3,0,0,0,7,3,23,16,17,13,33,14,3,120,3,3,4,4,8,6,10,0,38,0,0,3,8,0,3,0,0,23,0,3,0,3,3,3,0,0,10,0,0,3,5,0,0,8,0,13,3,3,7,3,10,4,3,0,31,3,0,5,3,3,5,3,0,16,0,0,0,0,3,0,0,0,3,3,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,4,9,19,24,7,75,12,38,54,51,49,75,65,14,357,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,16,11,18,10,0,66,0,0,9,0,11,6,5,0,36,0,11
