UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL315107,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,0,3,0,0,17,12,10,0,4,3,0,24,3,6,0,3,3,0,14,10,8,3,0,0,0,19,7,12,3,3,0,0,21,3,11,3,0,0,0,15,10,13,3,0,0,0,33,7,4,0,0,0,0,13,0,5,0,0,0,0,8,0,8,0,0,0,0,11,0,3,0,0,0,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,3,0,15,78,80,21,18,11,3,219
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL315109,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,5,4,0,0,17,5,11,0,3,3,0,26,23,25,4,3,0,0,55,26,30,6,7,3,0,72,33,48,0,0,0,0,87,25,35,6,3,0,0,66,4,21,0,0,0,0,31,4,6,0,0,0,0,15,13,16,3,0,0,0,27,8,12,0,0,0,0,13,0,0,0,0,0,0,7,0,4,0,0,0,0,9,5,10,0,0,0,0,15,155,219,30,32,13,4,449
UCL315110,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,3,0,0,0,0,5,0,0,0,0,0,0,4,3,4,0,0,0,0,10,0,3,0,0,0,0,3,3,7,0,0,0,0,12,3,0,0,0,0,0,3,0,6,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,29,37,10,4,5,0,87
UCL321001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,10,4,0,0,0,0,0,7,4,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,3,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,40,26,4,0,0,0,71
UCL321002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,7,0,0,0,0,0,5,0,3,6,0,4,0,14,4,7,0,3,0,0,16,5,9,0,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,23,10,3,9,0,76
UCL321003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,9,3,3,3,0,0,0,6,0,3,0,0,0,0,3,0,7,5,0,0,0,12,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,27,9,7,6,0,62
UCL321004,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,3,0,0,0,0,10,3,0,0,0,0,0,8,0,0,0,0,0,0,7,0,3,0,0,0,0,5,6,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,9,3,4,0,57
UCL321005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,8,8,3,0,0,0,0,8,4,3,0,3,0,0,12,9,3,0,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,3,3,0,0,0,12,7,7,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,25,5,7,0,0,80
UCL321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,3,0,0,0,0,0,5,0,4,0,0,0,0,3,3,7,3,0,0,0,13,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,27,11,0,9,0,59
UCL321007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,3,4,6,0,0,0,0,10,0,3,5,0,0,0,9,3,6,0,0,0,0,11,4,5,4,3,0,0,12,3,3,3,0,0,0,12,3,11,3,4,0,0,19,0,3,0,0,0,0,9,3,7,0,0,0,0,7,5,5,3,0,0,0,11,3,5,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,53,24,13,3,0,136
UCL321009,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,3,0,12,6,0,0,0,0,0,7,4,8,4,0,0,0,13,0,3,0,0,0,0,7,8,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,22,4,8,10,0,81
UCL321010,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,3,10,0,0,0,0,15,3,3,0,0,0,0,13,9,3,3,3,0,0,18,4,3,4,0,0,0,9,0,7,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,37,40,9,8,0,0,91
UCL321011,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,3,0,0,9,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,4,0,0,0,0,4,3,4,0,0,0,0,13,3,3,4,0,0,0,8,9,6,0,0,0,0,12,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,37,27,20,7,3,0,91
UCL321012,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,7,0,4,0,0,0,0,3,3,8,0,3,0,0,16,0,10,0,0,0,0,9,0,8,3,0,0,0,12,0,3,0,0,0,0,5,5,3,3,0,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,21,45,12,3,3,0,83
UCL321013,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,3,3,0,0,0,0,3,4,3,0,3,0,0,9,4,7,0,0,0,0,14,5,0,3,0,0,0,8,0,8,4,3,0,0,11,3,5,0,0,0,0,13,0,5,0,0,0,0,5,3,3,0,0,0,0,3,10,10,0,0,0,0,19,4,12,3,0,0,0,23,0,3,0,0,0,0,4,4,4,0,0,0,0,9,0,4,0,0,0,0,5,38,78,20,6,3,0,150
UCL321014,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,3,0,5,3,0,0,0,3,0,9,3,3,0,0,0,0,9,0,3,0,0,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,12,5,3,8,0,48
UCL321015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,4,0,5,0,0,0,7,4,0,3,0,0,0,8,3,6,3,0,0,0,8,3,5,0,0,0,0,7,4,7,6,0,0,0,11,0,7,0,0,0,0,4,0,0,0,0,0,0,5,3,9,0,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,8,37,41,21,4,4,0,99
UCL321016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,5,9,3,7,0,0,0,15,4,7,0,0,0,0,8,8,6,0,0,3,0,13,6,8,3,3,0,0,21,0,10,0,0,0,0,20,7,16,3,0,0,0,19,0,3,0,0,0,0,4,0,0,0,0,3,0,4,3,0,0,3,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,48,70,22,5,8,3,159
UCL321017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,7,4,0,0,0,0,12,9,3,4,0,3,0,14,0,4,0,3,3,0,9,4,3,3,0,0,0,9,3,5,0,0,0,0,16,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,34,10,8,3,0,82
UCL321018,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,3,0,0,0,7,3,5,0,0,0,0,6,0,5,3,0,0,0,4,0,4,0,0,0,0,7,0,4,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,3,3,0,0,41
UCL321019,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,5,3,0,0,0,0,0,7,0,3,0,0,0,0,5,0,7,0,0,0,0,7,3,3,3,0,0,0,8,4,3,0,0,0,0,5,3,3,0,0,0,0,8,9,3,0,0,3,0,14,0,5,0,0,0,0,6,3,0,0,0,0,0,5,0,16,3,0,0,0,18,5,9,0,0,0,0,13,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,11,44,58,18,4,7,0,127
UCL321020,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,9,4,8,0,0,0,0,10,3,6,0,0,4,0,14,3,6,0,0,0,0,10,0,9,0,0,0,0,9,7,10,5,0,0,0,20,3,0,0,0,0,0,10,3,0,0,4,0,0,8,4,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,4,42,48,11,6,8,0,114
UCL321021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,7,4,0,0,0,0,0,3,3,3,0,3,0,0,8,4,5,4,0,0,0,10,7,4,4,0,0,0,18,6,3,0,3,0,0,17,5,6,3,0,0,0,11,8,6,4,0,0,0,24,5,3,3,0,0,0,7,5,11,0,0,0,0,12,8,13,4,0,0,0,26,10,4,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,11,65,80,26,9,3,3,186
UCL321022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,5,0,0,0,0,0,11,8,3,0,0,0,0,7,3,3,0,0,0,0,7,4,8,3,0,0,0,15,3,5,0,0,0,0,7,7,8,0,3,0,0,11,3,3,0,0,0,0,8,0,6,0,0,0,0,7,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,41,46,14,3,3,0,111
UCL321023,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,4,3,0,3,0,0,0,3,0,7,0,0,0,0,5,4,0,0,0,0,0,11,8,3,4,0,0,0,11,0,5,0,0,0,0,11,0,4,0,0,0,0,6,3,7,5,0,0,0,13,0,3,0,0,0,0,3,3,0,0,0,0,0,5,3,3,0,3,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,36,16,9,0,0,107
UCL321024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,8,0,5,0,0,0,0,5,0,7,0,0,0,0,12,3,3,0,0,0,0,5,0,5,3,0,0,0,8,0,4,0,0,0,0,8,3,0,0,0,0,0,3,3,15,4,0,0,0,16,7,5,0,4,0,0,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,11,30,57,12,6,0,0,111
UCL321025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,3,0,5,4,0,0,0,9,3,3,0,0,0,0,12,0,4,0,0,0,0,4,0,7,0,0,0,0,10,5,0,4,0,0,0,11,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,23,30,12,5,0,0,74
UCL321026,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,3,3,3,0,0,0,0,5,0,3,0,0,0,0,3,0,0,3,0,0,0,7,3,3,0,0,0,0,11,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,23,11,0,0,0,67
UCL321027,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,6,0,4,0,0,0,0,3,3,3,0,0,0,0,7,3,4,0,0,0,0,14,4,12,0,0,0,0,20,3,10,0,0,0,0,13,4,3,0,0,0,0,8,0,0,0,0,0,0,6,3,3,0,0,0,0,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,30,48,13,8,4,0,102
UCL321028,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,5,0,3,0,0,0,0,11,3,3,0,0,0,0,6,0,5,0,0,0,0,7,0,4,0,0,0,0,6,3,4,4,0,0,0,12,0,5,3,0,0,0,10,0,4,0,0,0,0,3,3,7,0,0,0,0,7,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,55,13,4,0,0,102
UCL321029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,0,0,0,0,8,5,0,0,3,0,0,5,3,3,0,0,0,0,8,3,4,0,0,0,0,8,3,0,0,0,0,0,12,0,0,3,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,35,9,11,5,3,0,73
UCL321030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,3,0,0,0,0,5,6,0,0,3,0,0,10,0,3,0,0,3,0,9,0,7,0,0,0,0,4,0,3,0,3,0,0,9,4,3,0,0,0,0,3,0,4,3,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,31,6,5,5,0,70
UCL321031,5,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,3,0,3,3,3,0,0,0,0,6,3,3,0,0,0,0,8,4,0,0,0,3,0,10,8,3,0,0,3,0,17,8,3,0,4,0,0,16,3,12,0,3,0,0,16,0,4,0,0,0,0,5,3,6,0,0,0,0,7,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,10,41,55,8,8,19,3,133
UCL321032,0,0,6,0,0,0,6,3,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,0,0,17,9,8,0,0,0,0,17,7,7,4,4,3,0,21,12,5,0,3,0,0,22,4,10,3,0,0,0,14,0,7,0,0,0,0,7,13,16,8,0,0,0,35,5,4,0,0,0,0,15,0,7,3,0,0,0,18,7,13,7,0,0,0,28,7,15,5,3,3,0,32,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,9,80,110,48,11,14,0,257
UCL321033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,3,0,0,6,4,4,0,0,0,0,13,0,3,0,0,0,0,9,4,4,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,9,5,6,0,59
UCL321034,0,3,3,0,0,0,5,3,0,0,0,0,0,4,3,5,0,3,0,0,10,0,0,0,0,0,0,5,3,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,4,6,0,0,51
UCL321035,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,5,7,0,0,0,3,0,6,12,0,0,0,0,0,19,6,8,4,7,0,0,22,16,10,0,3,3,0,38,8,13,9,0,0,0,25,6,16,3,3,0,0,26,8,9,7,3,0,0,29,3,9,3,0,0,0,13,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,79,76,33,19,10,0,213
UCL321036,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,3,6,4,0,0,0,0,12,0,11,3,0,0,0,11,0,3,3,0,0,0,6,0,3,0,0,0,0,4,0,0,4,0,0,0,3,3,9,5,0,0,0,15,0,3,0,0,0,0,4,0,6,0,0,0,0,11,5,9,3,0,0,0,21,6,10,0,0,0,0,19,0,0,3,0,0,0,6,0,3,0,0,0,0,4,0,0,0,0,0,0,6,31,65,34,6,6,0,133
UCL321037,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,0,3,3,0,4,3,0,0,12,0,0,3,0,0,0,8,4,5,4,0,0,0,14,3,4,0,0,4,0,12,0,5,3,0,0,0,7,7,3,0,0,0,0,9,3,11,3,0,0,0,12,8,16,3,0,0,0,23,3,8,0,0,0,0,5,0,3,0,0,0,0,4,4,8,3,0,0,0,15,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,67,20,5,8,0,147
UCL321038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,15,4,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,17,5,6,0,0,55
