UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL315104,245,0,0,16,0,262,247,0,0,0,3,249,91,0,0,0,3,90,4,0,0,0,0,4,48,0,0,0,0,50,3,0,0,0,0,3,0,0,0,0,3,9,4,0,0,0,0,4,148,0,0,0,3,158,0,0,0,0,0,3,14,0,3,3,0,17,659,0,4,22,6,693
UCL315105,249,3,0,6,0,264,60,0,0,0,0,57,61,13,0,0,0,74,0,0,0,0,0,0,21,3,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,89,17,0,0,0,104,3,0,0,0,0,5,8,0,0,0,0,8,406,24,4,11,0,439
UCL315106,96,0,0,0,0,96,263,0,0,0,0,263,64,0,0,0,0,64,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,88,0,0,0,0,0,0,4,0,0,0,0,4,445,0,0,0,0,445
UCL315107,164,10,3,19,5,196,236,17,3,0,3,257,66,15,18,0,0,99,5,11,24,0,0,39,42,0,3,0,0,45,0,0,0,0,0,4,0,0,0,35,0,32,3,0,0,6,0,6,120,24,42,37,0,223,3,0,0,0,0,3,10,0,4,8,0,14,529,50,55,62,7,704
UCL315108,11,0,0,41,0,51,3,0,0,0,0,3,0,0,0,0,0,0,264,38,34,0,0,336,3,0,0,0,0,3,27,3,0,0,0,32,10,5,0,0,0,18,3,0,0,3,0,3,300,51,34,3,0,390,4,3,0,4,0,7,4,0,0,4,0,11,327,54,35,52,0,465
UCL315109,91,3,0,0,0,97,505,30,0,0,0,528,485,62,0,0,0,545,12,0,0,0,0,12,43,0,0,0,0,44,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,551,66,0,0,0,617,3,0,0,0,0,3,37,0,0,0,0,37,1182,101,0,0,0,1284
UCL315110,170,4,0,3,0,174,108,0,0,0,0,109,42,0,3,0,0,44,10,0,0,0,0,11,36,0,7,0,0,46,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,96,0,11,0,0,111,0,0,0,0,0,0,12,0,0,0,0,12,385,3,13,4,4,409
UCL321001,74,0,13,4,0,91,68,0,3,0,5,83,60,3,18,0,8,89,0,0,0,0,0,0,15,0,5,0,0,25,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,86,3,27,0,11,125,0,0,0,0,0,0,9,0,0,0,0,14,239,4,43,9,22,318
UCL321002,88,0,0,0,0,88,89,0,0,0,0,89,32,0,0,0,0,32,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,52,0,0,0,0,0,0,8,0,0,0,0,6,239,0,0,3,0,243
UCL321003,144,0,0,6,0,152,73,0,0,0,0,79,35,7,4,0,0,45,3,0,3,0,0,3,26,0,3,0,0,29,0,0,3,0,0,3,10,0,0,0,0,8,0,0,0,0,0,3,73,8,14,0,0,99,0,0,0,0,0,0,18,0,0,0,0,15,309,8,21,9,0,345
UCL321004,89,0,0,0,0,89,73,0,0,0,0,73,29,0,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,41,0,0,3,0,41,0,0,0,0,0,0,6,0,0,0,0,6,210,0,0,7,0,219
UCL321005,58,0,0,3,0,63,92,0,0,0,0,95,55,0,0,0,0,55,0,0,0,0,0,0,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,69,0,0,0,0,0,0,7,0,0,0,0,7,228,0,0,3,0,234
UCL321006,141,0,0,10,0,151,82,0,0,0,0,82,48,0,10,0,0,61,15,3,5,0,0,25,32,0,3,0,0,44,0,0,0,0,0,0,9,0,0,0,0,9,11,0,0,0,0,14,112,7,25,0,0,147,3,0,0,0,0,3,4,3,0,0,0,9,343,13,25,11,4,396
UCL321007,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,142,29,0,0,0,168,0,0,0,0,0,0,3,0,0,0,0,3,8,9,0,0,0,15,0,0,0,0,0,0,160,37,0,0,0,197,0,0,0,0,0,0,4,0,0,0,0,4,171,37,0,0,0,202
UCL321008,98,0,0,7,0,103,152,0,0,0,0,152,53,8,0,0,0,66,3,0,0,0,0,3,26,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,89,8,0,0,0,103,3,0,0,0,0,4,16,0,0,15,4,32,353,7,0,24,3,394
UCL321009,168,0,0,0,0,168,105,0,0,0,0,105,73,0,0,0,0,73,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,97,0,0,0,0,99,3,0,0,0,0,3,14,0,0,4,0,14,379,0,0,4,0,386
UCL321010,199,0,0,9,6,216,105,0,0,0,0,106,27,0,3,0,0,30,19,0,4,0,0,25,33,0,0,0,0,37,4,0,0,0,0,4,36,0,3,0,0,46,10,0,0,0,0,10,128,0,14,0,3,151,0,0,0,0,0,0,8,0,0,0,0,16,451,0,14,12,13,487
UCL321011,63,0,0,0,0,60,108,0,0,0,0,108,16,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,193,0,0,0,0,199
UCL321012,92,0,3,0,0,95,83,0,3,0,0,93,39,0,28,0,4,67,9,0,3,0,0,14,18,0,4,0,0,24,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,68,0,35,0,3,112,0,0,0,0,0,0,7,0,0,0,0,7,258,0,46,0,5,310
UCL321013,58,0,0,14,0,77,148,0,0,0,0,151,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,5,0,19,3,0,0,0,0,3,6,0,0,0,0,4,227,0,0,23,0,251
UCL321014,146,0,0,17,0,158,59,0,0,0,0,63,14,0,0,0,0,14,6,9,0,0,0,15,25,0,3,0,0,31,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,5,64,7,3,0,0,72,0,0,0,0,0,0,14,3,0,0,0,14,282,7,3,16,0,309
UCL321015,120,0,0,0,0,122,110,0,0,0,0,110,22,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,9,0,0,0,0,9,270,0,0,0,0,267
UCL321016,76,0,0,0,0,77,184,0,0,0,0,184,13,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,8,0,0,0,0,8,297,0,0,0,0,301
UCL321017,178,0,0,5,0,183,91,0,0,0,0,93,42,0,0,0,0,42,19,3,3,0,0,24,33,0,0,0,0,36,3,17,0,0,0,24,14,0,3,0,0,21,11,0,0,0,0,11,119,22,6,3,0,156,0,0,0,0,0,0,11,5,0,0,0,18,400,26,7,12,4,454
UCL321018,132,0,0,7,0,138,47,0,0,0,0,50,38,0,0,0,0,41,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,7,0,0,0,0,6,3,0,0,0,0,3,77,0,3,0,0,86,0,0,0,0,0,0,7,0,0,0,0,10,263,0,3,9,4,275
UCL321019,158,0,0,0,0,158,126,0,0,0,0,128,17,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,3,312
UCL321020,74,0,0,4,0,79,123,0,0,3,0,125,17,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,34,3,0,0,0,0,0,4,0,0,0,0,4,230,0,5,9,0,244
UCL321021,64,0,0,0,0,68,194,0,0,0,0,194,28,0,0,0,0,28,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,40,0,0,0,0,0,0,7,0,0,0,0,7,308,0,0,4,0,313
UCL321022,94,0,0,0,0,99,111,0,0,3,0,118,19,0,0,0,0,19,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,42,0,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,251,0,0,3,0,259
UCL321023,93,0,0,3,0,101,120,0,0,3,0,122,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,34,0,0,0,0,34,0,0,0,0,0,0,13,0,0,0,0,10,255,0,0,9,0,263
UCL321024,46,0,0,0,0,46,114,0,0,0,0,115,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,185,0,0,0,0,184
UCL321025,125,0,0,3,0,125,87,0,0,3,0,91,36,0,3,0,0,43,5,0,0,0,0,5,19,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,60,0,7,0,0,64,0,0,0,0,0,0,6,0,0,0,0,9,282,0,7,5,0,288
UCL321026,58,0,0,0,0,56,70,3,0,0,0,76,36,3,0,0,0,36,0,0,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,3,180,12,0,0,0,190
UCL321027,71,0,0,0,0,67,113,0,0,0,0,115,47,5,0,0,0,47,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,62,5,3,0,0,70,0,0,0,0,0,3,4,0,0,0,0,4,248,6,3,3,0,265
UCL321028,68,0,0,3,0,69,111,0,3,0,0,114,45,0,3,0,0,48,7,0,9,0,0,19,31,0,0,0,0,31,0,0,0,0,0,0,17,0,16,4,0,36,3,0,0,0,0,3,108,0,26,4,3,137,0,0,0,0,0,0,11,0,0,0,0,11,290,0,31,7,3,332
UCL321029,149,0,0,0,0,149,90,0,0,0,0,90,49,0,3,0,0,56,0,0,0,0,0,0,44,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,97,0,3,0,3,102,0,0,0,0,0,0,15,0,0,0,0,15,356,0,3,0,3,361
UCL321030,71,0,0,0,3,77,85,0,0,0,0,87,13,0,0,0,3,16,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,3,39,0,0,0,0,0,0,4,0,0,0,0,4,200,0,0,0,7,205
UCL321031,112,0,0,0,0,112,173,0,0,0,0,173,36,0,0,0,0,36,3,0,0,0,0,3,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,0,0,0,0,0,0,8,0,0,0,0,8,359,0,0,0,0,359
UCL321032,233,0,0,0,0,236,266,0,0,3,0,272,39,0,0,0,0,44,0,0,0,0,0,0,35,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,74,0,0,0,3,82,8,0,0,0,0,8,8,0,0,0,0,8,592,0,0,5,3,597
UCL321033,51,3,0,0,0,57,74,0,3,0,0,71,19,12,11,0,0,43,3,0,0,0,0,3,12,0,4,0,0,18,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,43,12,17,0,0,74,0,0,0,0,0,0,3,0,0,0,0,10,170,17,18,0,0,209
UCL321034,149,3,0,3,0,159,63,0,0,0,3,60,3,0,0,0,0,3,53,10,0,0,0,65,38,0,0,3,0,46,6,3,0,0,0,9,20,0,0,0,0,25,3,0,0,0,0,4,131,14,4,5,3,156,0,0,0,0,0,0,15,0,0,0,0,15,359,15,4,6,7,395
UCL321035,214,0,0,0,0,221,242,0,0,0,0,242,62,0,0,0,0,60,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,112,0,0,0,0,113,3,0,0,0,0,3,13,0,0,0,0,13,586,0,0,0,0,590
UCL321036,52,0,0,0,0,52,132,0,0,0,0,132,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,198
UCL321037,65,0,0,0,0,66,154,0,0,0,0,154,12,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,251,0,0,0,0,247
UCL321038,108,0,0,8,0,107,72,0,0,3,0,75,24,0,4,0,0,24,21,0,0,0,0,23,34,0,0,4,0,43,36,0,3,0,0,39,0,0,0,3,0,4,4,0,0,0,0,4,124,0,7,8,0,142,3,0,0,0,0,3,17,0,0,0,0,20,315,0,7,21,0,349
UCL321039,124,0,0,14,0,133,86,0,0,0,0,86,73,0,7,0,0,80,0,0,0,0,0,0,40,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,110,0,7,0,0,124,3,0,0,0,0,3,9,0,0,0,0,9,328,0,11,16,0,354
UCL321040,222,0,0,0,30,251,139,0,0,0,0,139,88,3,11,0,0,98,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,4,0,0,0,3,11,3,0,0,0,0,3,134,3,9,0,3,154,4,0,0,0,0,8,20,0,0,0,7,29,518,3,9,3,41,571
UCL321041,96,4,0,3,4,103,152,0,0,0,0,151,45,0,0,0,0,45,0,0,0,0,0,0,23,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,0,5,81,0,0,0,0,0,0,9,0,0,0,0,7,325,8,3,3,10,348
UCL321042,210,0,0,0,8,218,118,0,0,0,3,120,20,0,0,0,0,20,0,0,0,0,0,0,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,45,0,0,0,0,0,0,7,0,0,0,0,7,373,0,0,4,10,391
UCL321043,68,0,0,0,0,68,124,0,0,0,0,124,22,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,228,0,0,0,0,228
UCL321044,132,0,0,7,0,145,56,0,3,0,0,56,53,0,8,0,0,65,4,0,11,0,0,12,50,0,0,0,0,60,3,0,0,0,0,6,11,0,0,3,0,11,0,0,0,0,0,3,119,3,29,3,3,152,0,0,0,0,0,0,14,0,5,0,0,18,314,3,37,17,5,371
UCL321045,55,0,0,0,0,59,100,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,3,167
UCL321046,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,4,117,7,12,0,0,139,3,0,0,0,0,4,133,4,16,0,0,158,0,0,0,0,0,0,4,0,0,0,0,3,151,4,16,0,3,172
UCL321047,71,0,0,0,0,71,87,0,0,0,0,88,24,0,0,0,0,24,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0,0,4,190,0,0,0,3,190
UCL321048,173,0,0,0,0,174,290,0,0,0,3,296,29,0,0,0,0,28,0,0,0,0,0,0,35,0,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,66,0,8,3,4,77,8,0,0,0,0,7,9,0,0,0,0,7,534,0,7,3,6,552
UCL321049,288,0,0,10,3,299,214,0,0,5,0,216,43,0,0,0,0,43,0,0,0,0,0,0,40,0,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,84,0,0,3,3,86,5,0,0,0,0,7,19,0,0,0,0,23,607,0,0,22,4,629
UCL321050,55,0,0,0,0,60,214,0,0,0,0,214,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,3,285,0,0,0,3,289
UCL321051,103,0,0,0,0,101,75,0,0,0,0,75,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,189,0,0,0,0,193
UCL321052,93,0,0,0,0,98,103,0,0,0,0,106,33,0,0,0,0,33,0,0,0,0,0,0,25,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,66,0,0,0,0,65,0,0,0,0,0,0,11,0,0,0,0,16,276,3,0,3,0,290
UCL321053,84,0,3,3,0,91,40,0,0,0,0,40,36,0,3,0,0,36,0,0,9,0,0,4,22,0,4,0,0,27,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,66,0,13,0,0,81,0,0,0,0,0,0,4,0,3,0,0,8,192,0,20,10,0,213
UCL321054,30,0,0,0,0,30,95,0,0,0,0,95,21,5,0,0,0,27,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,0,45,0,0,0,0,0,0,5,0,0,0,0,5,163,5,0,0,0,172
UCL321055,71,0,0,0,0,70,68,0,0,0,0,68,61,4,7,0,0,71,0,0,0,0,0,0,21,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,83,10,8,0,3,103,0,0,0,0,0,0,14,0,3,0,0,15,236,9,14,0,4,260
UCL321056,134,0,0,0,3,132,92,0,0,0,0,92,42,0,0,0,0,42,5,0,3,0,0,8,29,3,0,0,0,26,0,0,0,0,0,3,10,0,0,0,0,12,3,0,0,0,0,3,83,6,6,0,0,99,3,0,0,0,0,3,4,0,0,0,0,13,315,6,12,0,5,333
UCL321057,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,160,6,0,0,0,165,0,0,0,0,0,0,13,3,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,184,7,0,0,0,190,0,0,0,0,0,0,3,0,0,0,0,3,208,7,0,0,0,210
UCL321058,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,32,0,0,0,0,32,14,0,3,0,0,16,9,0,0,0,0,9,18,3,0,0,0,18,0,0,0,0,0,0,74,3,3,0,0,80,0,0,0,0,0,0,35,0,3,0,0,44,132,3,8,0,0,141
UCL321059,90,0,0,0,3,90,69,0,0,0,0,69,43,0,0,0,0,43,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,66,0,0,0,0,63,3,0,0,0,0,3,3,0,0,0,0,3,225,0,0,0,4,229
UCL321060,95,59,0,0,3,156,53,24,0,0,5,81,12,8,0,0,0,19,19,5,0,0,3,23,31,8,0,0,3,42,4,0,0,0,0,4,29,16,3,0,3,49,3,3,0,0,0,4,97,31,8,0,7,143,0,4,0,0,0,4,13,11,0,0,0,25,259,120,4,0,17,407
UCL321061,108,0,0,0,11,121,78,0,0,0,4,78,25,3,0,0,3,33,4,0,0,0,3,10,35,0,0,5,0,45,0,0,0,0,0,0,15,0,3,0,0,22,0,0,0,0,0,0,83,3,10,5,11,110,3,0,0,0,0,3,7,0,0,0,0,7,276,9,7,4,23,319
UCL321062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,11,0,4,0,96,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,94,15,0,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,98,15,0,4,0,113
UCL321063,201,0,0,0,0,204,114,0,0,0,0,115,24,3,0,0,0,22,4,0,9,0,0,13,59,0,0,0,0,59,0,0,0,0,0,0,17,0,0,3,0,20,5,0,0,0,0,5,107,3,9,6,0,126,4,0,0,0,0,7,18,0,4,0,0,21,446,3,14,7,4,472
UCL321064,115,0,0,0,0,115,97,0,0,0,0,97,32,0,0,0,0,32,0,0,0,0,0,0,28,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,62,0,0,0,0,62,0,0,0,0,0,0,9,0,0,0,0,9,284,0,0,0,0,289
UCL321065,56,0,0,36,9,109,28,0,0,4,0,27,0,0,0,0,0,0,7,0,5,0,0,13,30,0,7,3,0,34,0,0,0,0,0,0,8,0,6,8,0,21,6,0,0,0,0,6,54,0,15,7,3,82,0,0,0,0,0,3,8,0,0,6,0,12,145,0,15,59,18,237
UCL321066,123,0,0,0,0,129,157,0,0,0,0,157,18,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,4,322,0,0,0,3,318
UCL321067,117,0,0,0,0,114,64,0,0,0,0,64,35,0,0,0,0,34,0,0,0,0,0,3,22,0,0,0,0,23,3,0,4,0,0,6,10,0,3,0,0,10,3,0,0,0,0,3,71,0,9,0,7,81,3,0,0,0,0,3,6,0,0,0,0,8,258,0,10,0,12,273
UCL321068,70,0,0,60,0,133,58,0,0,0,0,62,19,0,0,0,0,19,0,0,0,0,0,0,13,3,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,4,0,3,34,3,0,19,0,50,0,0,0,3,0,3,8,0,0,6,0,14,165,3,5,83,0,258
UCL321069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,24,0,0,0,84,0,0,0,0,0,0,101,29,0,0,0,126,5,18,0,0,0,21,3,0,0,0,0,3,171,64,0,0,0,233,4,0,0,0,0,4,3,0,0,0,0,3,173,66,0,0,0,241
UCL321070,132,0,0,0,0,134,126,0,0,0,0,126,17,0,0,0,0,17,0,0,0,0,0,0,14,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,37,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,303,0,0,0,0,300
UCL321071,125,0,0,17,0,148,44,0,0,0,0,48,40,3,0,0,0,44,0,0,0,0,0,0,30,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,0,81,0,0,0,0,0,0,5,0,0,4,0,10,254,5,3,19,0,284
UCL321072,150,0,0,0,0,153,199,0,0,0,0,201,29,0,0,0,0,29,0,0,0,0,0,0,17,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,56,0,0,0,0,56,0,0,0,0,0,0,11,0,0,0,0,11,417,0,0,0,0,421
UCL321073,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,107,3,3,0,0,111,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,0,0,0,0,0,0,129,3,3,0,0,131,0,0,0,0,0,0,5,0,0,0,0,10,140,3,3,0,0,144
UCL321074,77,0,0,0,0,77,175,0,0,0,0,175,25,0,0,0,0,28,0,0,0,0,0,0,14,0,0,3,0,19,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,45,0,0,6,0,49,0,0,0,0,0,0,9,0,0,0,0,9,309,0,0,6,0,309
UCL321075,155,4,0,15,0,176,104,0,0,0,0,105,27,0,0,0,0,22,4,3,0,0,0,4,23,0,0,3,0,30,0,0,0,0,0,0,0,0,0,22,0,24,3,0,0,0,0,0,61,4,0,27,0,92,0,0,0,0,0,0,14,0,0,3,0,18,328,11,0,50,3,391
UCL321076,60,0,0,6,0,69,95,0,0,0,0,95,20,0,0,0,0,20,0,0,0,0,0,0,25,0,0,0,3,27,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,57,3,0,0,3,59,0,0,0,0,0,0,6,0,0,0,0,6,207,3,0,6,3,226
UCL321077,89,0,3,3,0,96,80,0,0,4,0,83,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,184,0,5,5,0,191
