UCL_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
UCL315102,42,76,80,91,64,49,68,107,4,584
UCL315103,93,78,79,66,44,43,29,82,10,517
UCL315104,63,78,108,97,84,90,92,139,15,760
UCL315105,50,26,42,24,28,26,13,39,4,256
UCL315106,57,69,154,71,90,63,63,77,8,653
UCL315107,64,97,142,101,93,75,73,117,16,779
UCL315108,21,60,35,93,42,8,10,50,25,343
UCL315109,174,241,340,217,270,216,208,203,26,1895
UCL315110,71,105,58,49,56,36,8,40,11,436
UCL321001,55,59,54,48,38,37,25,41,3,354
UCL321002,14,17,32,27,14,17,13,28,5,164
UCL321003,27,34,55,36,22,24,26,48,4,282
UCL321004,22,16,28,18,16,22,21,34,3,185
UCL321005,13,26,60,21,26,23,55,52,3,280
UCL321006,44,43,50,49,33,19,32,71,10,359
UCL321007,17,35,35,34,13,14,4,20,10,175
UCL321008,39,53,111,40,59,46,91,89,10,539
UCL321009,22,28,50,26,24,21,34,54,3,262
UCL321010,79,98,89,66,82,45,38,92,7,606
UCL321011,34,46,56,22,37,23,9,33,3,273
UCL321012,43,62,49,52,46,40,33,67,7,400
UCL321013,43,40,77,20,63,37,51,41,8,380
UCL321014,18,21,28,23,15,17,19,33,0,165
UCL321015,27,61,47,37,45,32,24,37,4,321
UCL321016,38,42,92,34,65,31,51,60,4,417
UCL321017,46,47,68,63,40,52,34,74,6,437
UCL321018,16,10,21,21,9,17,15,37,0,153
UCL321019,88,171,42,33,74,36,17,24,3,478
UCL321020,36,27,73,28,60,22,30,32,0,308
UCL321021,48,63,80,43,59,42,62,59,11,456
UCL321022,29,30,46,51,44,16,31,42,0,291
UCL321023,27,28,52,32,49,21,54,44,7,315
UCL321024,36,50,73,33,39,31,14,27,9,294
UCL321025,25,28,55,33,33,34,60,66,3,337
UCL321026,17,27,51,20,28,14,48,30,3,226
UCL321027,51,34,72,55,46,18,34,35,3,343
UCL321028,66,47,93,29,54,13,92,67,4,466
UCL321029,24,49,25,29,28,35,21,26,3,254
UCL321030,15,11,27,28,22,9,27,55,0,198
UCL321031,26,73,68,54,36,28,37,44,7,362
UCL321032,92,112,151,94,106,102,54,118,14,843
UCL321033,21,23,38,47,29,25,18,44,3,253
UCL321034,56,52,58,52,50,29,27,49,11,386
UCL321035,33,40,83,53,40,45,55,93,12,462
UCL321036,46,72,84,37,71,43,23,35,3,404
UCL321037,32,36,79,46,44,48,29,55,0,373
UCL321038,40,66,38,47,31,12,42,50,9,337
UCL321039,29,65,57,36,36,13,12,43,4,292
UCL321040,38,43,44,59,38,36,29,68,8,353
UCL321041,56,84,81,49,48,36,20,46,7,430
UCL321042,59,82,46,40,38,32,10,42,9,353
UCL321043,25,55,59,33,38,22,18,39,3,294
UCL321044,21,25,24,37,22,27,32,44,7,250
UCL321045,20,46,52,29,37,34,34,21,3,282
UCL321046,22,47,75,14,32,18,70,29,8,309
UCL321047,11,24,41,27,27,19,37,37,9,226
UCL321048,127,144,167,86,145,87,62,87,20,917
UCL321049,16,35,45,34,26,34,34,43,3,261
UCL321050,50,76,90,45,68,35,37,46,5,454
UCL321051,24,68,42,27,32,25,12,16,3,255
UCL321052,17,35,42,31,36,13,38,49,11,269
UCL321053,15,17,27,21,8,13,5,25,0,139
UCL321054,20,27,43,26,32,14,12,28,5,212
UCL321055,23,19,32,26,40,25,30,60,3,266
UCL321056,27,40,34,43,31,20,30,49,6,286
UCL321057,15,24,18,37,20,3,24,43,9,208
UCL321058,22,42,27,35,22,14,10,24,3,200
UCL321059,25,33,45,54,20,32,21,29,4,270
UCL321060,81,50,68,45,54,40,64,94,10,511
UCL321061,36,22,32,42,19,17,37,99,8,305
UCL321062,13,11,5,23,15,0,9,23,3,104
UCL321063,117,42,60,53,45,19,48,65,7,456
UCL321064,31,40,42,37,36,20,30,69,5,301
UCL321065,41,23,40,29,35,7,21,66,7,255
UCL321066,84,115,86,34,66,35,17,37,7,492
UCL321067,29,21,34,29,25,31,43,49,0,260
UCL321068,25,26,42,19,23,21,18,26,3,204
UCL321069,25,24,35,63,15,9,9,31,11,227
UCL321070,36,81,85,45,58,44,29,38,11,415
UCL321071,36,24,32,24,17,28,22,33,3,232
UCL321072,31,62,60,57,53,41,57,69,9,445
UCL321073,12,35,19,39,11,4,12,45,21,186
UCL321074,50,98,81,61,40,29,15,46,11,425
UCL321075,37,65,41,43,40,26,15,36,9,314
UCL321076,23,33,39,39,33,22,29,51,3,277
UCL321077,33,33,44,36,40,28,25,33,8,280
UCL321078,25,44,64,37,48,33,54,49,10,356
UCL321079,28,71,79,41,38,28,74,44,4,405
UCL321080,49,48,66,36,40,32,24,39,8,342
UCL321081,39,32,38,42,29,34,48,64,9,330
UCL321082,56,58,69,37,64,46,38,46,8,414
UCL321083,5,17,29,22,11,3,35,22,4,149
UCL321084,16,9,47,13,22,8,82,27,8,221
UCL321085,31,35,57,30,48,28,33,35,0,302
UCL321086,53,71,60,83,53,14,30,52,18,440
UCL321087,71,102,100,100,98,62,72,58,14,672
UCL321088,14,17,26,31,22,13,13,34,0,170
UCL321089,27,36,52,16,33,31,18,40,0,253
UCL321090,54,61,75,50,70,48,52,65,8,487
UCL321091,40,57,48,35,26,33,16,46,3,318
UCL321092,17,31,25,44,17,13,12,24,5,184
UCL321093,50,120,23,18,44,24,6,13,3,297
UCL321094,47,28,43,32,39,15,44,42,12,305
UCL321095,34,22,22,37,16,29,35,37,4,235
UCL321096,38,31,34,22,33,12,35,59,10,268
UCL321097,25,5,17,16,8,12,32,19,3,146
UCL321098,40,106,42,34,54,24,8,28,4,336
UCL321099,8,4,15,14,16,23,26,12,4,115
UCL321100,25,40,45,30,25,31,27,44,7,266
UCL321101,22,62,44,31,31,16,15,23,0,252
UCL321102,68,57,52,36,54,36,35,60,7,410
UCL321103,45,45,72,35,48,27,82,45,8,402
UCL321104,39,59,73,54,45,43,32,41,5,391
UCL321105,28,44,33,45,32,24,29,45,3,285
UCL321106,22,20,33,33,26,16,36,42,3,230
UCL321107,25,29,20,33,22,22,27,45,0,228
UCL321108,29,36,66,42,58,23,46,41,6,342
UCL321109,18,43,70,48,53,46,44,72,5,404
UCL321110,58,99,107,66,71,69,41,56,5,571
UCL321111,54,37,52,61,38,31,29,75,8,391
UCL321112,29,23,54,34,31,23,24,37,6,250
UCL321113,16,20,44,29,33,30,28,46,3,259
UCL321114,72,39,72,46,43,23,45,65,8,419
UCL321115,49,76,57,37,33,37,13,40,8,344
UCL321116,17,34,43,42,38,31,24,42,11,289
UCL321117,20,23,15,60,22,10,9,35,11,193
UCL321118,21,17,48,24,32,18,43,35,4,236
UCL321119,16,13,28,25,15,17,22,37,3,191
UCL322001,27,52,31,22,24,8,15,15,0,184
UCL322002,50,18,14,13,19,10,27,44,0,201
UCL322003,6,15,19,11,13,3,6,16,5,90
UCL322004,24,15,26,11,11,11,10,20,0,131
UCL322005,15,14,4,12,10,6,26,20,0,112
UCL322006,17,15,32,27,17,19,16,39,3,175
UCL322007,6,22,10,15,10,9,0,11,0,82
UCL322008,49,20,16,16,12,7,19,52,6,199
UCL322009,16,14,9,17,13,3,21,16,0,108
UCL322010,0,9,10,11,12,8,4,17,3,72
UCL322011,20,16,12,13,16,19,11,21,6,126
UCL322012,15,13,31,11,21,16,19,17,0,148
UCL322013,41,16,22,14,22,15,20,26,5,178
UCL322014,10,16,21,17,15,15,8,16,3,129
UCL322015,9,6,11,8,16,6,74,24,0,152
UCL322016,0,7,6,4,9,4,3,9,4,46
UCL322017,7,8,17,12,19,12,10,12,3,100
UCL322018,11,15,14,12,7,9,3,13,4,92
UCL322019,31,4,11,9,11,4,21,31,3,129
UCL322020,8,8,8,10,3,4,3,17,0,53
UCL322021,12,19,48,21,25,16,35,15,5,207
UCL322022,22,6,8,4,13,0,4,9,0,77
UCL322023,11,18,13,15,17,18,8,19,0,126
UCL322024,10,19,19,19,15,14,11,11,0,126
UCL322025,23,18,62,23,37,13,20,25,3,225
UCL322026,6,3,7,10,3,3,7,9,0,54
UCL322027,5,12,7,7,6,9,11,15,3,72
UCL322028,12,6,3,13,10,6,31,15,0,90
UCL322029,17,7,3,7,0,3,6,7,0,57
UCL322030,19,14,19,9,18,4,6,18,4,116
UCL322031,16,33,11,22,14,3,4,13,3,119
UCL322032,3,5,16,10,7,8,13,28,4,104
UCL322033,10,10,23,16,24,0,17,15,3,115
UCL322034,20,12,6,8,5,0,4,7,0,66
UCL322035,6,6,9,10,3,0,0,3,4,44
UCL322036,18,14,11,17,7,12,13,37,0,129
UCL322037,18,15,13,17,16,9,24,27,3,147
UCL322038,6,10,21,24,16,21,26,22,3,151
UCL322039,12,8,16,6,7,5,24,9,4,87
UCL322040,14,11,8,11,12,8,26,30,0,122
UCL322041,9,3,16,14,11,10,20,23,0,103
UCL322042,27,33,38,15,36,13,17,14,0,196
UCL322043,3,19,11,18,11,3,0,4,9,71
UCL322044,9,9,23,8,13,6,24,20,5,114
UCL322045,32,23,31,10,22,13,12,11,0,163
UCL322046,3,5,15,7,5,6,22,11,0,87
UCL322047,25,24,28,19,11,13,15,14,0,147
UCL322048,12,13,31,22,22,20,15,63,3,198
UCL322049,0,0,3,3,0,0,0,0,0,7
UCL322050,31,17,16,9,17,0,11,37,5,141
UCL322051,15,10,18,16,11,4,20,35,0,120
UCL322052,7,14,23,14,24,9,10,19,4,125
UCL322053,10,0,4,9,0,0,7,33,0,64
UCL322054,7,23,22,13,7,6,20,13,3,121
UCL322055,12,8,31,6,13,7,21,7,4,116
UCL322056,12,11,22,8,10,16,26,35,3,142
UCL322057,3,14,13,15,5,5,4,20,3,77
UCL322058,24,10,38,33,25,15,14,36,4,200
UCL322059,19,13,24,9,15,7,19,22,7,135
UCL322060,4,11,8,5,8,4,0,6,6,57
UCL322061,10,0,22,26,14,3,19,33,0,129
UCL322062,14,18,20,17,14,10,30,39,3,167
UCL322063,58,13,27,18,23,12,26,36,3,221
UCL322064,3,13,17,8,10,11,10,21,0,90
UCL322065,9,9,11,4,7,4,5,21,0,73
UCL322066,4,19,11,9,12,10,3,8,0,69
UCL322067,16,3,15,8,11,15,12,24,0,92
UCL322068,12,9,29,12,13,8,12,17,6,114
UCL322069,17,10,25,12,14,3,10,15,0,108
UCL322070,7,15,8,7,7,10,9,6,3,79
UCL322071,0,3,5,0,4,0,3,8,0,30
UCL322072,0,6,9,9,8,5,13,23,3,76
UCL322073,15,15,27,7,15,5,14,22,3,126
UCL322074,3,8,4,9,6,3,3,12,0,47
UCL322075,4,13,0,4,9,5,0,9,0,49
UCL322076,10,13,10,8,14,4,4,7,0,76
UCL322077,5,18,9,11,10,10,0,8,3,75
UCL322078,4,3,12,10,6,7,17,27,3,90
UCL322079,10,23,34,17,22,10,6,17,3,149
UCL322080,13,8,12,3,7,3,10,10,0,67
UCL322081,13,8,11,9,9,4,11,24,0,91
UCL322082,13,16,32,16,9,11,24,26,3,151
UCL322083,11,10,9,6,8,5,13,16,3,82
UCL322084,4,3,0,4,3,0,8,11,4,35
UCL322085,27,28,50,13,36,35,31,30,7,252
UCL322086,5,12,18,10,4,9,23,20,0,103
UCL322087,25,73,27,18,29,12,5,19,3,211
UCL322088,11,8,12,3,8,3,6,4,3,65
UCL322089,17,15,19,17,9,24,16,46,4,166
UCL322090,9,20,18,11,9,9,12,10,0,108
UCL322091,10,9,19,8,18,3,15,11,0,79
UCL322092,9,12,10,14,13,4,4,18,3,85
UCL322093,21,26,25,21,15,12,6,13,0,138
UCL322094,24,21,11,5,11,4,3,13,0,106
UCL322095,20,17,15,8,8,7,12,21,0,104
UCL322096,20,32,41,18,23,17,17,32,3,211
UCL322097,23,17,47,26,37,15,22,32,8,234
UCL322098,22,19,23,16,15,13,5,23,4,139
UCL322099,26,31,27,21,30,22,26,21,4,207
UCL322100,7,10,8,4,14,8,9,16,4,89
UCL322101,9,8,4,6,4,6,6,3,3,60
UCL322102,3,13,3,7,12,3,0,8,7,56
UCL322103,15,22,25,14,13,17,30,10,3,150
UCL322104,20,31,22,21,22,12,17,17,3,166
UCL322105,5,0,21,7,9,8,28,17,0,89
UCL322106,21,11,29,7,16,12,42,24,0,164
UCL322107,5,8,16,19,14,12,4,10,0,82
UCL322108,9,4,3,3,3,5,0,3,0,33
UCL322109,6,3,7,12,9,4,18,17,0,77
UCL322110,7,17,30,11,20,14,21,21,3,150
UCL322111,15,19,27,18,11,14,28,55,4,189
UCL322112,22,8,25,14,16,6,15,18,0,136
UCL322113,9,22,11,14,19,12,4,13,3,110
UCL322114,3,13,6,12,7,6,0,11,0,68
UCL322115,18,20,22,25,15,10,25,38,0,168
UCL322116,34,19,16,18,15,8,23,29,7,164
UCL322117,37,19,31,31,47,23,22,28,3,239
UCL322118,10,15,15,15,11,7,9,18,0,92
UCL322119,9,20,18,9,10,3,20,16,0,103
UCL322120,10,12,24,7,10,9,20,30,0,121
UCL322121,44,10,21,5,27,6,22,21,9,170
UCL322122,11,19,39,16,20,19,20,20,0,160
UCL322123,19,25,24,22,16,12,46,33,0,190
UCL322124,15,7,15,13,9,9,16,20,3,112
UCL322125,23,16,14,10,14,9,8,10,7,111
UCL322126,11,12,14,3,12,8,8,7,0,79
UCL322127,3,11,10,0,6,9,4,11,0,63
UCL322128,3,4,9,10,3,12,3,6,3,57
UCL322129,14,13,28,12,10,12,24,17,0,142
UCL322130,14,10,21,7,13,12,29,32,3,152
UCL322131,9,4,7,23,15,16,12,10,0,88
UCL322132,20,7,11,17,15,7,17,20,0,117
UCL322133,17,5,17,22,13,4,13,30,4,122
UCL322134,14,22,24,9,23,16,17,20,0,143
UCL322135,20,3,8,14,9,3,12,10,0,84
UCL322136,27,14,32,14,11,8,32,35,5,181
UCL322137,5,19,8,11,6,0,0,16,0,71
UCL322138,9,0,0,0,0,0,6,5,0,19
UCL322139,7,9,7,17,9,0,7,14,0,64
UCL322140,12,34,32,8,19,11,27,17,0,172
UCL322141,17,6,12,10,10,11,11,21,0,86
UCL322142,4,0,3,6,4,0,11,20,0,47
UCL322143,9,9,4,13,9,3,0,13,0,60
UCL331777,40056,25528,29500,16818,22704,13842,18124,25493,3401,195465
UCL379997,13,8,9,0,7,7,0,6,4,60
UCL399994,264,446,392,349,226,182,300,825,97,3087
UCL401001,58326,118145,68309,64919,74931,51853,28543,51514,8022,524576
UCL412001,1253,1788,1817,1573,1613,1225,871,1416,208,11762
UCL412002,1096,1674,1670,1463,1342,1447,1122,1577,158,11549
UCL412003,619,1191,1453,966,798,774,1214,937,185,8144
UCL413001,1184,2817,768,714,818,552,152,399,92,7498
UCL413002,915,1523,1093,992,1099,907,375,812,107,7826
UCL413003,571,560,838,821,642,737,512,1731,118,6529
UCL413004,415,722,649,848,587,528,440,592,92,4875
UCL413005,683,964,936,735,719,735,350,907,98,6127
UCL413006,403,670,759,711,525,607,575,641,93,4987
UCL413007,498,731,681,698,514,544,225,610,61,4569
UCL414001,259,316,363,342,246,246,131,290,38,2236
UCL414002,305,257,332,186,216,266,138,664,29,2401
UCL414003,262,301,377,257,325,216,219,539,24,2532
UCL414004,203,326,344,321,289,222,176,320,29,2224
UCL415001,130,148,143,88,93,69,60,197,10,938
UCL415002,175,152,269,130,229,127,138,161,28,1414
UCL415003,89,94,106,74,88,60,95,129,12,746
UCL415004,107,191,116,90,106,75,44,68,3,798
UCL415005,60,72,98,89,56,61,31,105,9,586
UCL415006,166,277,153,176,175,142,102,292,19,1507
UCL415007,131,106,188,83,126,115,99,401,31,1263
UCL415008,114,150,117,168,113,87,86,135,30,1006
UCL415009,203,242,225,165,183,163,104,230,23,1543
UCL415010,82,82,62,112,64,45,47,67,24,595
UCL415011,73,84,76,49,62,42,38,59,9,487
UCL415012,99,98,161,126,116,84,114,142,12,947
UCL415013,128,222,134,114,121,111,20,70,4,916
UCL415014,96,122,125,54,63,59,50,79,3,645
UCL415015,158,228,267,224,211,252,157,230,30,1762
UCL415016,110,143,169,143,121,100,85,179,18,1062
UCL415017,97,95,100,102,82,87,37,133,10,745
UCL415018,130,63,92,71,58,85,41,133,14,676
UCL415019,74,77,133,96,102,87,99,110,10,792
UCL415020,105,130,189,112,127,73,54,176,12,983
UCL415021,204,227,192,197,158,155,103,286,22,1542
UCL415022,95,136,144,105,97,72,51,103,12,822
UCL415023,62,38,56,47,45,27,29,59,3,383
UCL415024,73,68,138,109,63,87,66,133,11,741
UCL415025,68,102,94,75,95,51,34,44,8,566
UCL415026,151,234,197,163,157,148,57,125,18,1245
UCL415027,174,183,279,251,182,174,191,310,17,1768
UCL415028,176,167,223,198,148,121,89,192,16,1333
UCL415029,40,64,99,80,64,41,43,59,5,502
UCL415030,260,453,412,355,336,253,156,267,30,2516
UCL415031,79,88,102,79,81,71,19,86,15,608
UCL415032,114,88,71,58,56,64,51,137,10,639
UCL415033,62,36,37,58,26,33,38,83,15,381
UCL415034,66,54,35,32,26,15,26,51,9,314
UCL415035,217,194,177,184,143,188,117,405,32,1663
UCL415036,121,43,77,45,35,44,16,84,10,479
UCL415037,139,268,513,137,179,103,397,184,50,1970
UCL415038,58,38,55,62,36,67,65,102,11,492
UCL415039,304,404,258,221,223,169,122,319,19,2036
UCL415040,98,66,79,49,56,46,55,71,5,527
UCL415041,95,88,165,97,123,76,117,129,18,903
UCL415042,64,83,64,71,56,46,34,95,13,531
UCL415043,152,177,178,158,125,148,93,223,34,1283
UCL415044,101,159,189,134,137,77,88,140,21,1037
UCL415045,111,226,153,134,129,88,46,98,16,1004
UCL415046,89,157,121,107,124,79,46,81,4,823
UCL421001,34,64,40,32,27,20,11,34,0,257
UCL421002,45,44,51,49,26,35,49,58,6,360
UCL421003,47,64,71,67,60,32,30,48,4,424
UCL421004,60,39,46,37,30,18,23,59,8,328
UCL421005,53,38,66,39,37,33,30,46,13,350
UCL421006,41,48,65,27,53,24,23,20,3,309
UCL421007,69,22,33,23,20,14,16,29,0,229
UCL421008,77,37,65,43,35,27,58,51,9,399
UCL421009,51,49,56,34,50,28,25,47,9,346
UCL421010,35,72,58,40,42,15,15,37,4,313
UCL421011,31,15,27,13,16,26,27,43,0,198
UCL421012,31,32,18,26,11,16,37,39,4,203
UCL421013,76,65,85,55,61,35,37,67,7,486
UCL421014,41,56,57,39,39,18,21,32,8,315
UCL421015,28,17,39,17,16,17,20,50,7,211
UCL421016,28,37,48,24,31,20,31,32,0,250
UCL421017,72,51,93,39,65,50,49,75,8,509
UCL421018,59,36,41,28,28,29,22,34,3,287
UCL421019,59,21,33,19,30,17,17,34,0,231
UCL421020,59,105,84,51,55,43,35,46,8,490
UCL421021,38,20,55,28,34,27,46,55,11,323
UCL421022,55,71,76,55,49,34,35,50,0,425
UCL421023,47,27,45,48,31,37,31,62,7,330
UCL421024,59,86,63,72,44,25,19,46,3,418
UCL421025,33,26,48,42,29,18,30,46,0,279
UCL421026,43,34,33,39,35,31,23,44,3,280
UCL421027,26,27,45,30,21,22,20,42,3,239
UCL421028,43,57,58,36,64,32,17,35,0,329
UCL421029,52,34,33,34,13,12,6,28,5,217
UCL421030,72,58,61,48,59,27,38,107,3,474
UCL421031,60,24,31,27,16,18,33,47,11,260
UCL421032,23,26,33,19,22,11,25,40,10,221
UCL421033,27,3,30,20,17,13,11,98,8,226
UCL421034,34,80,65,69,31,41,55,58,9,440
UCL421035,37,32,31,34,24,17,24,47,4,262
UCL421036,59,55,92,57,63,48,49,70,12,506
UCL421037,29,7,28,22,12,9,19,25,3,162
UCL421038,71,57,61,38,41,44,21,76,7,423
UCL421039,70,129,64,42,67,40,17,38,3,472
UCL421040,65,52,52,34,51,35,46,36,6,369
UCL421041,42,34,49,24,30,24,17,31,4,261
UCL421042,49,40,41,21,29,28,23,42,0,273
UCL421043,22,23,46,30,20,23,11,44,3,226
UCL421044,34,30,41,32,19,30,14,44,5,237
UCL422001,4,5,26,22,3,15,17,21,0,110
UCL422002,15,34,0,20,5,3,0,7,0,88
UCL422003,16,7,12,16,4,6,5,7,0,64
UCL422004,9,8,26,13,8,6,26,12,4,116
UCL422005,18,8,20,12,9,3,8,20,0,101
UCL422006,36,30,26,21,18,17,11,35,0,186
UCL422007,45,18,23,17,13,9,10,37,4,174
UCL422008,8,3,15,4,3,3,3,14,4,64
UCL422009,32,20,26,29,22,14,28,45,3,207
UCL422010,20,18,9,15,8,3,11,16,8,109
UCL422011,24,28,28,23,28,15,8,8,4,171
UCL422012,6,13,3,5,6,4,3,18,3,62
UCL422013,11,28,40,33,21,17,25,35,3,214
UCL422014,19,32,28,18,24,16,14,23,5,181
UCL422015,20,15,15,10,20,14,10,8,0,110
UCL422016,12,9,6,16,4,8,8,15,0,87
UCL422017,4,8,12,16,5,9,7,23,0,87
UCL422018,13,0,10,10,3,5,3,8,0,55
UCL422019,6,7,14,6,3,7,10,15,0,66
UCL422020,11,3,17,12,8,12,9,10,0,75
UCL422021,18,16,21,16,13,0,9,20,3,109
UCL422022,24,19,22,21,16,4,4,19,0,132
UCL422023,17,14,17,18,11,6,9,11,3,112
UCL422024,34,62,48,35,45,26,15,23,3,288
UCL422025,3,24,3,17,5,0,0,6,0,70
UCL422026,13,6,14,8,8,5,9,20,0,91
UCL422027,12,17,0,16,3,3,0,6,0,55
UCL422028,19,15,18,20,4,12,9,12,0,110
UCL422029,22,31,44,28,34,13,13,20,0,204
UCL422030,26,35,35,30,15,19,24,24,3,214
UCL422031,17,14,16,11,8,9,13,19,0,106
UCL422032,13,4,20,22,7,13,15,14,0,96
UCL422033,17,16,0,17,3,0,0,8,0,66
UCL422034,15,4,12,15,9,13,3,22,0,98
UCL422035,0,7,18,4,5,13,18,34,0,98
UCL422036,20,32,26,15,12,13,11,20,0,153
UCL422037,15,22,30,10,15,3,33,10,0,143
UCL422038,43,27,32,7,16,16,14,26,4,182
UCL422039,18,18,26,24,17,28,17,21,0,171
UCL422040,12,9,14,14,15,12,34,45,3,157
UCL422041,0,20,19,14,14,6,19,16,0,107
UCL422042,13,5,15,12,7,3,10,18,0,90
UCL422043,7,5,16,10,4,5,8,20,0,81
UCL422044,27,10,16,20,12,15,5,18,0,121
UCL422045,9,12,21,10,14,6,12,14,0,111
UCL422046,13,14,20,13,8,0,21,17,3,107
UCL422047,12,3,5,7,5,7,5,11,0,55
UCL422048,7,7,13,6,7,0,6,25,4,74
UCL422049,32,14,19,17,12,11,3,18,3,131
UCL422050,9,30,3,30,0,0,0,3,3,86
UCL422051,12,9,19,16,11,10,10,27,0,115
UCL422052,34,12,17,6,11,4,7,21,0,110
UCL422053,13,3,6,23,9,4,20,27,0,100
UCL422054,24,7,23,7,16,9,3,35,0,124
UCL422055,12,7,7,5,6,3,14,17,3,79
UCL422056,18,21,35,16,11,19,12,28,7,164
UCL422057,13,7,7,10,8,6,6,16,3,70
UCL422058,9,8,15,13,6,6,11,19,6,92
UCL422059,12,8,12,10,8,6,28,27,4,123
UCL422060,33,11,19,8,11,9,10,19,0,116
UCL422061,16,20,44,13,24,26,28,41,6,218
UCL422062,7,3,14,3,4,10,7,10,3,67
UCL422063,14,14,30,23,22,14,22,32,0,164
UCL422064,31,21,21,19,22,9,15,22,0,164
UCL422065,12,12,18,14,6,3,8,9,0,86
UCL422066,20,8,22,12,19,0,7,14,0,101
UCL422067,17,10,23,9,15,18,11,9,3,108
UCL422068,4,14,0,11,4,0,0,3,3,42
UCL431777,18338,9423,9099,5934,7297,4688,4748,9277,1082,69883
UCL479997,0,3,0,0,0,0,0,0,0,3
UCL499994,54,103,112,53,57,49,85,212,11,734
UCL501001,101408,200198,137393,96505,121136,81754,57296,79117,14396,889202
UCL511001,2754,4962,5975,3362,3696,3249,3003,4017,504,31516
UCL512001,1310,1995,2021,1713,1450,1346,898,1612,190,12532
UCL512002,1155,1468,1948,1258,1226,1204,806,1409,138,10603
UCL512003,1363,2223,2347,1621,1700,1404,1175,1615,254,13710
UCL512004,1295,2115,3138,1368,1600,1154,2551,1281,269,14768
UCL513001,898,1392,1029,939,941,536,324,577,136,6774
UCL513002,521,654,770,444,555,478,492,601,78,4585
UCL513003,855,1195,1848,694,1003,555,900,801,191,8040
UCL513004,624,892,1722,541,776,431,929,723,162,6797
UCL514001,155,208,571,275,248,223,449,383,46,2557
UCL514002,384,523,574,319,301,294,154,307,38,2874
UCL514003,383,477,618,388,286,326,188,463,44,3161
UCL514004,256,353,408,324,340,233,233,332,40,2517
UCL514005,306,484,813,460,461,351,341,472,54,3741
UCL515001,57,35,59,56,44,45,22,61,3,372
UCL515002,41,64,131,36,74,47,51,77,10,534
UCL515003,64,102,119,78,48,40,65,66,5,590
UCL515004,73,106,171,84,119,71,109,117,13,857
UCL515005,52,110,171,80,77,71,100,150,17,825
UCL515006,213,241,257,197,260,133,134,246,33,1724
UCL515007,96,122,142,58,74,72,37,85,13,696
UCL515008,63,92,131,44,83,18,76,45,10,577
UCL515009,116,168,153,108,102,101,39,123,15,934
UCL515010,134,290,147,262,162,70,53,139,36,1291
UCL515011,91,107,171,91,106,78,131,144,17,944
UCL515012,111,179,182,125,125,90,93,83,12,995
UCL515013,173,182,269,157,151,124,68,163,29,1314
UCL515014,49,103,32,92,33,21,5,33,10,371
UCL515015,86,68,189,100,100,83,120,347,19,1101
UCL515016,75,65,104,51,63,45,49,90,3,545
UCL515017,78,66,75,68,55,48,33,131,12,575
UCL515018,27,73,174,56,62,53,219,64,14,750
UCL515019,153,189,225,131,135,135,100,406,30,1508
UCL515020,260,431,320,291,282,149,142,226,42,2140
UCL515021,83,154,145,91,98,75,47,88,14,793
UCL515022,188,210,296,182,243,183,200,314,24,1828
UCL515023,128,143,206,112,128,112,162,129,17,1143
UCL515024,76,62,122,73,87,72,70,91,6,663
UCL515025,67,58,122,74,78,70,73,150,8,699
UCL515026,174,286,299,227,169,152,114,236,26,1688
UCL515027,200,254,614,167,191,107,509,228,40,2302
UCL515028,48,61,173,45,52,25,220,52,14,698
UCL515029,79,132,273,181,136,121,202,182,38,1346
UCL515030,122,114,196,100,132,68,86,168,24,1006
UCL515031,135,170,422,96,143,52,366,85,18,1493
UCL515032,60,84,191,86,77,58,108,137,12,808
UCL515033,63,53,81,62,43,47,66,74,8,506
UCL515034,49,68,211,115,75,54,177,128,14,882
UCL515035,26,64,229,63,73,30,166,64,14,724
UCL515036,95,129,133,118,105,85,88,143,10,909
UCL521001,13,25,68,23,21,8,43,31,3,242
UCL521002,25,32,60,44,43,29,35,40,6,316
UCL521003,37,23,48,38,26,23,41,28,0,266
UCL521004,14,35,3,18,12,0,0,11,5,92
UCL521005,49,60,96,39,52,19,140,51,12,509
UCL521006,29,52,80,35,60,42,45,54,8,406
UCL521007,22,16,23,15,12,17,17,29,9,167
UCL521008,30,15,17,26,13,11,19,31,12,178
UCL521009,33,27,33,31,12,10,24,29,0,206
UCL521010,12,18,46,36,31,28,54,56,9,290
UCL521011,21,37,55,27,43,15,31,34,3,263
UCL521012,24,35,34,25,34,13,33,19,5,222
UCL521013,35,36,72,26,51,16,23,29,0,295
UCL521014,29,22,21,19,34,7,16,61,10,213
UCL521015,35,44,76,53,43,35,45,51,11,397
UCL521016,27,24,58,36,31,21,77,45,6,321
UCL521017,58,31,46,23,40,24,33,47,3,302
UCL521018,56,38,66,27,36,30,29,41,3,328
UCL521019,71,31,68,24,51,32,30,53,0,367
UCL521020,46,43,42,44,26,26,10,47,3,292
UCL521021,26,18,47,18,27,16,35,44,5,242
UCL521022,58,31,57,25,38,24,49,73,4,362
UCL521023,71,89,40,51,29,41,4,29,3,363
UCL521024,38,23,52,14,30,14,20,38,3,242
UCL521025,27,23,25,14,30,10,22,21,3,179
UCL521026,40,100,42,86,40,13,11,44,16,378
