UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL414004,0,13,8,24,25,42,33,50,7,203,9,31,44,57,56,52,31,38,3,326,13,18,28,36,82,68,50,42,7,344,21,62,59,69,53,18,17,17,0,321,19,37,37,56,61,45,23,18,0,289,0,56,32,36,41,16,22,14,3,222,10,13,9,7,38,22,20,54,0,176,3,61,34,51,67,49,26,15,5,320,5,4,0,0,0,3,0,3,4,29,85,312,240,342,423,332,212,257,30,2224
UCL415001,3,9,6,8,12,34,21,38,0,130,13,8,15,16,19,23,22,24,3,148,6,6,13,10,23,28,18,32,0,143,3,22,19,15,9,10,0,3,0,88,3,14,19,10,16,12,14,4,0,93,3,13,11,14,10,6,8,8,0,69,3,0,0,7,16,18,12,10,0,60,5,42,24,26,26,44,11,10,3,197,0,0,0,0,0,0,3,0,3,10,45,116,105,110,122,173,108,137,14,938
UCL415002,3,3,4,13,26,42,30,48,0,175,7,8,26,22,26,26,14,19,0,152,7,15,13,24,64,63,35,53,4,269,9,20,21,22,24,15,8,6,3,130,6,21,25,55,60,32,16,13,3,229,4,41,19,17,24,10,8,12,0,127,8,3,7,15,31,19,18,34,3,138,3,41,16,17,22,21,11,14,0,161,3,0,0,0,5,7,0,0,9,28,44,162,130,195,284,232,136,204,26,1414
UCL415003,0,6,7,10,6,17,7,37,0,89,0,6,6,20,14,11,10,17,0,94,5,7,6,5,25,29,13,14,3,106,3,22,13,27,3,3,3,3,0,74,3,5,11,14,24,9,3,6,0,88,0,19,8,13,3,5,3,3,0,60,9,0,11,9,16,7,16,29,0,95,9,29,10,13,34,14,4,8,3,129,0,0,0,3,3,0,0,0,5,12,35,94,78,113,132,95,66,121,13,746
UCL415004,3,8,7,8,17,23,24,26,0,107,10,22,20,36,28,31,26,22,0,191,3,7,8,7,28,25,20,15,3,116,11,27,10,19,14,3,5,5,0,90,9,18,9,16,24,14,11,7,0,106,0,20,14,12,8,7,5,8,0,75,0,3,3,4,7,8,5,6,0,44,6,20,8,8,6,13,3,3,4,68,0,0,0,0,0,0,0,3,0,3,44,118,86,106,127,120,95,96,8,798
UCL415005,0,9,0,8,12,13,10,17,0,60,0,4,6,10,19,5,10,12,0,72,3,3,0,9,33,26,12,15,0,98,5,24,19,14,10,8,3,7,0,89,9,4,7,7,14,5,5,4,0,56,3,8,7,16,11,3,4,3,0,61,0,6,3,3,8,3,5,9,0,31,3,19,9,15,20,21,3,10,0,105,0,3,0,0,0,0,0,0,0,9,25,69,60,77,126,91,53,73,4,586
UCL415006,13,3,10,12,35,26,26,49,0,166,14,9,22,28,74,45,39,38,5,277,3,8,6,17,42,35,16,23,4,153,6,23,23,40,34,24,10,8,3,176,5,15,15,36,58,20,11,15,5,175,8,29,15,31,33,9,10,9,0,142,0,4,3,6,25,23,12,20,6,102,6,64,29,41,60,51,20,30,0,292,3,0,3,3,0,0,3,0,5,19,60,151,122,202,367,241,148,196,25,1507
UCL415007,9,4,11,15,16,19,18,36,0,131,3,9,13,9,19,23,14,20,4,106,9,12,6,14,35,44,30,27,6,188,4,20,18,13,12,7,0,3,3,83,12,25,29,17,24,10,4,4,3,126,6,22,7,28,16,18,8,9,3,115,3,3,0,0,22,19,10,30,0,99,23,50,16,22,216,35,22,9,7,401,3,0,0,3,8,3,0,3,4,31,64,150,106,124,362,184,107,138,36,1263
UCL415008,10,7,3,5,20,16,32,26,0,114,8,8,11,13,34,26,27,29,0,150,6,9,5,9,12,41,14,17,3,117,17,24,25,26,30,21,4,19,4,168,5,12,10,19,38,15,7,5,3,113,3,20,9,9,20,8,9,0,8,87,5,6,8,3,16,14,9,27,0,86,8,23,12,33,22,15,7,20,3,135,0,3,0,0,4,0,6,4,7,30,62,103,78,118,196,158,104,154,32,1006
UCL415009,14,8,7,21,21,31,22,73,4,203,9,15,23,27,39,46,31,51,3,242,13,10,7,12,42,58,35,48,0,225,15,24,37,46,15,16,7,6,8,165,7,29,24,36,33,24,11,11,0,183,11,32,27,23,21,18,16,17,0,163,3,5,7,12,12,18,22,35,3,104,12,58,41,22,34,30,15,17,4,230,3,0,0,0,0,0,0,0,11,23,80,181,172,216,213,239,153,249,37,1543
UCL415010,4,4,3,3,13,6,11,42,4,82,9,5,3,5,18,23,5,8,3,82,0,7,4,7,13,15,9,11,0,62,8,7,15,17,30,18,10,12,8,112,3,5,4,5,23,11,3,4,0,64,3,3,10,3,15,3,3,3,0,45,4,4,3,8,7,0,3,16,0,47,0,9,3,14,12,7,4,6,4,67,4,0,3,0,3,0,0,3,12,24,39,47,47,65,137,83,43,106,33,595
UCL415011,4,3,4,4,9,14,4,22,0,73,9,7,10,9,14,15,10,15,0,84,6,0,9,14,8,18,15,16,0,76,4,12,12,5,4,7,0,3,0,49,4,11,4,10,6,9,0,0,0,62,3,12,6,3,3,9,7,3,0,42,0,3,0,0,7,10,5,5,0,38,3,18,9,3,6,9,3,11,3,59,0,0,0,0,0,0,0,3,3,9,29,71,56,54,66,84,48,74,10,487
UCL415012,3,4,3,5,9,22,15,31,0,99,3,4,12,13,20,18,19,16,0,98,0,3,4,16,53,35,20,26,0,161,11,21,15,43,13,9,3,9,0,126,5,7,19,18,38,21,9,3,0,116,3,14,14,15,22,5,8,7,0,84,5,4,4,6,25,22,24,26,4,114,3,27,15,19,25,21,16,10,7,142,0,0,4,0,3,0,3,0,3,12,31,86,83,130,212,151,113,131,11,947
UCL415013,3,0,4,9,16,32,10,51,3,128,6,34,23,32,34,35,18,37,0,222,8,5,8,15,19,38,17,18,4,134,8,30,19,17,21,12,4,5,0,114,4,10,21,23,27,10,14,11,3,121,3,32,14,14,10,9,11,7,0,111,0,0,0,0,6,4,0,5,0,20,3,29,4,9,13,3,3,4,0,70,0,0,0,0,0,0,0,0,3,4,35,146,99,114,144,145,84,134,19,916
UCL415014,4,0,3,5,4,19,13,43,6,96,10,9,13,10,11,20,13,24,0,122,4,7,6,12,17,34,19,25,0,125,0,11,17,15,5,4,3,0,0,54,3,3,6,14,14,9,3,4,0,63,0,15,4,12,6,8,7,6,0,59,0,0,8,3,0,7,8,25,0,50,8,20,7,15,10,12,5,5,3,79,0,0,0,3,0,0,0,0,0,3,35,71,65,83,67,111,68,136,10,645
UCL415015,12,7,11,15,23,38,15,40,3,158,5,16,11,23,49,40,34,42,0,228,12,15,16,19,61,62,21,51,6,267,11,47,33,56,26,21,12,18,3,224,7,21,32,42,54,27,7,17,0,211,16,77,33,37,42,27,11,22,0,252,6,12,5,15,22,25,18,37,3,157,13,72,25,25,37,24,9,18,6,230,0,5,0,0,3,7,0,0,11,30,90,279,163,253,311,265,129,245,33,1762
UCL415016,4,4,6,11,19,22,12,34,0,110,5,11,11,21,30,21,17,30,0,143,9,9,12,16,34,35,29,19,0,169,12,39,23,29,25,6,8,4,0,143,4,20,13,22,27,16,10,5,0,121,5,24,14,18,17,6,5,7,0,100,3,10,3,3,15,14,11,22,0,85,7,34,20,32,30,29,15,8,0,179,3,0,0,4,0,0,0,0,3,18,57,153,110,155,196,143,106,133,5,1062
UCL415017,5,8,10,9,14,13,3,39,0,97,7,6,11,16,14,10,9,16,0,95,4,9,15,13,18,20,6,14,3,100,11,14,17,16,9,10,6,10,0,102,3,14,7,21,18,11,6,0,0,82,3,20,14,18,12,5,5,6,0,87,3,4,3,3,12,4,7,3,0,37,4,34,28,21,19,13,6,0,7,133,3,0,0,0,0,0,0,3,4,10,47,103,108,116,125,94,52,91,15,745
UCL415018,10,8,12,19,8,26,12,43,3,130,3,8,5,4,4,8,7,14,3,63,7,4,8,7,13,18,11,14,3,92,3,20,15,9,6,4,5,0,5,71,4,15,7,13,11,9,3,5,0,58,8,20,18,18,3,3,3,6,6,85,0,5,3,4,4,0,5,12,4,41,10,30,17,14,21,21,9,3,3,133,0,0,0,0,0,0,0,0,9,14,44,114,85,97,75,87,58,93,24,676
UCL415019,0,3,6,4,10,18,5,29,0,74,3,3,5,11,13,21,9,9,0,77,4,14,5,12,39,24,22,22,3,133,3,16,13,22,16,12,12,3,0,96,9,11,4,21,32,5,6,14,0,102,3,24,17,13,6,7,8,3,0,87,8,0,3,15,21,15,15,26,0,99,8,22,5,12,23,18,11,8,0,110,0,0,0,0,4,0,3,5,0,10,33,102,60,114,159,117,83,111,4,792
UCL415020,4,3,10,3,14,17,17,33,3,105,4,10,17,17,22,23,17,26,0,130,9,13,16,14,38,48,29,21,3,189,8,24,24,14,14,15,0,7,0,112,4,18,9,28,30,18,9,7,0,127,3,12,14,16,15,3,4,3,0,73,0,0,3,5,9,12,11,10,0,54,9,25,26,21,33,40,10,9,4,176,0,0,0,3,4,0,3,0,3,12,40,113,111,119,180,172,98,118,20,983
UCL415021,7,8,11,10,27,44,39,58,3,204,17,12,27,29,38,34,23,35,4,227,5,15,9,14,34,56,37,19,4,192,11,23,32,52,40,14,9,9,0,197,9,14,16,31,37,18,9,8,3,158,11,34,24,31,26,13,10,13,0,155,4,4,12,0,23,14,11,30,0,103,5,35,38,41,58,55,20,24,3,286,3,0,0,0,5,3,0,0,7,22,69,153,170,218,276,255,169,207,27,1542
UCL415022,4,3,8,9,14,15,25,32,0,95,3,7,17,19,29,23,15,23,0,136,8,3,8,11,28,40,12,25,4,144,10,17,22,16,10,9,6,5,0,105,0,9,19,21,22,12,6,5,0,97,3,19,11,15,12,7,5,0,3,72,3,7,0,4,8,3,4,14,0,51,4,20,7,10,26,18,10,7,0,103,0,0,0,3,3,0,0,3,0,12,36,85,86,109,151,139,76,125,12,822
UCL415023,0,3,6,5,4,12,4,22,0,62,0,4,6,3,9,6,4,12,0,38,5,4,7,7,11,15,3,6,3,56,3,13,5,4,5,8,0,3,0,47,0,7,8,13,9,7,3,3,0,45,0,3,3,3,0,8,0,3,0,27,0,3,4,0,9,5,5,10,0,29,5,13,14,12,5,5,3,5,0,59,0,3,0,0,0,0,0,0,0,3,18,48,54,50,45,64,25,60,6,383
UCL415024,0,0,0,16,11,12,4,23,3,73,9,3,13,11,15,10,10,4,0,68,3,7,7,12,40,15,22,21,0,138,3,21,21,27,18,3,3,16,5,109,3,10,10,11,13,9,3,5,0,63,3,26,21,12,15,3,9,5,0,87,4,3,6,3,7,13,11,19,0,66,7,38,15,21,17,20,9,5,0,133,0,0,0,0,0,0,0,0,9,11,32,105,98,112,132,79,66,100,19,741
UCL415025,4,3,3,3,7,14,8,16,0,68,5,3,17,12,16,20,12,12,3,102,3,7,12,4,23,20,8,12,0,94,7,17,14,11,9,11,0,3,0,75,0,13,13,17,21,12,11,7,0,95,3,15,15,3,3,10,4,4,0,51,3,4,3,0,6,4,0,7,0,34,6,14,6,5,5,5,0,3,0,44,0,0,0,0,0,3,0,0,0,8,34,79,75,57,91,104,49,71,8,566
UCL415026,3,4,8,15,20,43,16,38,0,151,11,22,30,31,41,46,25,24,3,234,5,3,15,22,39,49,22,33,8,197,9,43,37,35,22,11,3,7,0,163,4,22,25,41,29,26,8,5,0,157,10,47,22,24,19,19,9,7,5,148,3,10,3,4,10,9,11,16,0,57,6,32,22,15,21,21,5,8,4,125,0,3,0,0,4,3,0,3,3,18,47,180,152,173,207,218,99,149,23,1245
UCL415027,10,11,5,16,14,28,23,62,0,174,13,10,11,38,30,28,16,35,0,183,12,19,18,25,65,70,33,46,3,279,15,50,49,58,31,17,7,18,5,251,9,21,28,40,40,23,10,9,0,182,5,45,29,39,24,16,5,10,0,174,18,10,8,5,54,38,36,23,3,191,25,80,31,27,54,34,30,12,6,310,0,0,3,0,0,7,3,3,5,17,112,248,190,241,317,251,169,211,27,1768
UCL415028,5,16,13,17,27,26,18,42,0,176,11,9,19,25,24,17,20,33,0,167,3,21,16,25,56,48,19,32,3,223,9,39,41,52,24,16,12,3,6,198,3,36,25,29,33,10,10,5,0,148,0,42,16,8,21,6,15,9,0,121,0,6,8,6,13,13,10,30,3,89,14,64,27,34,21,6,11,14,3,192,0,0,0,4,4,0,0,0,9,16,56,237,160,204,224,152,102,172,26,1333
UCL415029,0,4,3,5,8,13,7,7,0,40,3,4,17,10,9,15,5,7,0,64,4,9,7,7,20,18,7,18,0,99,5,14,13,21,8,4,3,3,3,80,4,12,20,8,13,9,0,0,0,64,4,4,11,6,8,0,0,3,0,41,0,3,4,3,4,5,8,15,0,43,3,11,5,12,10,10,9,4,0,59,0,0,0,0,3,0,0,0,0,5,26,63,71,68,85,76,36,63,5,502
UCL415030,15,15,9,19,35,60,39,67,0,260,38,26,50,55,97,76,47,65,3,453,10,25,22,35,93,89,64,76,4,412,13,73,56,75,47,47,19,29,4,355,11,29,39,58,90,52,28,16,3,336,10,75,46,41,33,15,20,12,0,253,5,8,14,13,32,25,11,43,4,156,11,65,30,41,60,16,23,16,3,267,0,3,0,3,3,3,3,0,7,30,110,315,258,344,490,377,261,321,32,2516
UCL415031,3,10,3,6,4,10,8,29,0,79,6,10,12,14,22,16,3,17,0,88,4,17,5,17,25,13,10,12,3,102,6,14,15,24,11,6,0,3,3,79,5,18,11,18,7,11,0,0,0,81,0,25,8,10,11,9,8,0,0,71,3,0,0,5,7,0,3,6,0,19,4,28,18,12,8,6,3,3,0,86,3,0,0,0,0,4,0,0,5,15,33,122,71,113,87,68,37,71,14,608
UCL415032,7,10,4,8,16,17,5,37,0,114,3,7,11,5,16,14,9,21,5,88,0,4,4,6,20,12,8,20,0,71,0,14,9,12,7,0,4,3,0,58,6,5,6,12,9,11,0,9,0,56,3,15,7,7,11,7,3,4,0,64,0,0,3,3,5,10,3,24,0,51,3,27,17,15,34,28,9,7,3,137,0,0,0,0,0,0,0,0,4,10,33,80,57,73,114,97,44,129,9,639
UCL415033,4,10,0,10,3,3,10,21,0,62,3,3,4,0,14,5,3,4,0,36,0,10,6,3,4,0,0,10,5,37,0,12,10,16,0,8,3,3,0,58,3,0,4,3,3,5,3,3,0,26,0,13,7,7,3,0,0,4,0,33,3,4,5,4,7,3,0,7,0,38,3,22,11,19,9,16,4,3,3,83,0,0,0,0,0,0,0,0,10,15,13,67,58,66,48,38,15,58,21,381
UCL415034,6,5,3,8,6,6,4,18,3,66,4,3,9,3,9,12,5,16,0,54,0,0,0,3,6,3,5,5,0,35,0,3,0,12,7,3,0,3,0,32,0,8,4,5,4,5,0,0,0,26,0,0,5,0,0,0,3,3,0,15,0,4,3,0,4,5,4,7,0,26,3,19,5,8,0,0,0,12,0,51,0,0,0,0,0,0,0,0,4,9,20,41,32,42,34,39,24,77,10,314
UCL415035,13,17,11,13,31,32,23,69,3,217,7,7,12,27,40,42,17,29,3,194,7,4,16,14,48,41,17,24,4,177,9,33,21,48,24,19,18,11,4,184,8,15,20,18,40,25,12,7,0,143,6,44,20,47,37,18,14,8,0,188,3,3,8,8,39,18,10,28,0,117,15,74,57,63,78,55,35,31,10,405,0,3,4,0,7,3,0,0,9,32,66,196,173,241,338,250,142,213,37,1663
UCL415036,7,16,10,8,9,15,6,39,3,121,0,4,3,5,9,11,7,8,0,43,8,8,7,4,16,13,13,9,0,77,0,8,11,10,8,0,0,0,3,45,3,8,12,7,3,3,0,3,0,35,5,10,5,6,3,3,5,3,0,44,3,0,0,0,3,4,0,6,0,16,9,28,9,9,14,3,0,3,0,84,0,0,0,0,0,0,0,4,0,10,42,87,52,59,71,56,40,68,12,479
UCL415037,0,0,3,10,10,23,21,70,0,139,20,9,19,11,24,45,52,83,5,268,20,13,28,19,30,53,70,283,9,513,10,16,29,37,15,12,4,9,3,137,3,15,25,21,32,33,16,31,0,179,11,19,15,18,10,12,11,9,0,103,21,8,26,9,21,12,68,230,8,397,7,22,20,16,16,15,14,56,11,184,5,0,0,0,5,3,3,15,5,50,97,104,166,138,163,210,258,786,41,1970
UCL415038,0,3,0,0,8,9,6,21,0,58,0,4,3,5,6,5,3,5,0,38,0,5,3,9,13,10,4,9,0,55,4,10,5,17,6,3,5,5,3,62,0,0,6,3,8,6,3,0,0,36,0,16,16,18,6,4,0,3,0,67,3,4,3,5,22,6,7,12,0,65,3,23,11,16,19,10,8,5,0,102,0,0,0,0,3,0,0,0,0,11,14,65,51,75,93,68,42,68,5,492
UCL415039,11,11,10,16,30,55,52,118,3,304,9,27,34,50,63,83,61,80,0,404,13,16,16,24,52,54,31,49,0,258,9,57,46,47,13,18,12,17,0,221,16,31,32,37,37,36,27,19,0,223,3,42,27,19,28,13,16,13,0,169,3,15,10,11,13,20,19,31,0,122,10,68,37,38,49,79,24,18,0,319,0,3,0,0,0,6,3,4,5,19,76,270,201,240,294,362,245,346,15,2036
UCL415040,8,9,4,4,8,16,9,41,0,98,3,12,8,14,9,6,5,7,3,66,0,5,9,15,13,22,6,8,3,79,0,7,11,13,5,0,0,3,0,49,3,3,11,7,12,10,0,5,0,56,0,10,3,9,9,0,0,3,0,46,0,3,4,0,13,5,11,17,0,55,5,23,9,8,13,3,10,6,0,71,0,0,0,0,0,0,0,0,0,5,28,72,59,67,67,76,45,98,13,527
UCL415041,5,0,8,9,17,19,14,30,0,95,3,7,9,13,15,19,7,12,0,88,4,11,7,17,42,38,12,27,0,165,5,18,12,24,19,8,6,9,3,97,8,12,17,17,32,25,6,12,0,123,0,17,10,9,14,11,4,4,0,76,4,3,5,10,21,19,11,31,6,117,5,25,10,23,26,20,3,10,0,129,0,0,0,0,3,3,5,0,3,18,28,94,69,124,187,164,72,136,18,903
UCL415042,0,0,9,6,6,16,6,22,0,64,4,5,10,6,17,13,5,11,0,83,0,8,8,5,18,19,3,10,0,64,0,14,20,15,9,9,0,8,0,71,0,6,11,13,16,4,0,0,0,56,0,12,11,6,9,0,3,3,0,46,0,3,3,3,9,6,3,5,0,34,3,14,4,15,27,11,11,3,7,95,0,0,0,3,3,0,0,3,5,13,8,70,68,72,122,76,38,67,9,531
UCL415043,14,10,5,9,21,18,14,49,6,152,6,10,17,25,30,27,19,40,0,177,8,13,13,26,35,40,11,23,6,178,3,29,27,32,35,10,5,9,0,158,10,20,15,26,28,7,10,13,0,125,8,35,22,22,19,11,14,5,3,148,8,6,0,5,14,14,12,27,3,93,14,64,24,26,28,29,12,13,3,223,0,0,3,0,7,3,0,3,14,34,74,188,129,177,221,167,101,188,34,1283
UCL415044,6,6,4,12,13,21,19,28,0,101,8,17,17,20,31,27,25,23,0,159,7,18,13,15,35,47,16,25,4,189,5,27,23,30,15,13,7,7,0,134,15,19,17,19,25,20,6,10,0,137,6,12,16,20,12,7,12,0,0,77,6,0,3,10,25,5,4,30,0,88,4,26,14,16,21,32,9,11,0,140,0,3,0,0,3,5,3,0,3,21,43,126,108,142,188,179,102,143,14,1037
UCL415045,0,10,8,8,15,28,16,30,0,111,8,21,30,39,28,48,21,26,4,226,10,12,13,15,38,26,19,23,0,153,5,42,22,32,20,13,3,0,0,134,0,21,23,21,37,11,6,10,0,129,3,30,8,11,7,7,9,5,0,88,3,3,5,4,11,11,3,12,0,46,6,33,9,18,9,10,4,9,0,98,0,0,0,7,0,0,0,3,3,16,45,164,106,153,171,157,81,115,14,1004
UCL415046,4,3,3,12,10,15,11,29,0,89,13,12,16,21,35,21,24,27,4,157,3,3,8,10,31,32,18,13,0,121,3,21,13,24,12,16,7,6,0,107,6,12,13,28,32,14,9,4,0,124,4,24,15,16,10,8,3,7,0,79,5,0,0,3,6,8,4,19,0,46,0,15,9,15,23,11,4,0,3,81,0,0,0,0,3,0,0,0,0,4,35,94,82,117,163,130,80,110,9,823
UCL421001,0,3,3,7,3,8,3,3,0,34,0,11,7,13,13,7,4,4,0,64,0,7,3,3,5,9,3,4,0,40,0,6,3,7,5,0,0,0,4,32,0,3,6,0,13,0,0,4,0,27,0,9,5,0,4,0,3,3,0,20,0,0,0,0,4,0,0,4,0,11,0,7,3,10,3,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,12,49,27,41,45,36,17,30,4,257
UCL421002,0,3,3,8,0,3,6,19,0,45,0,7,3,6,8,9,4,5,0,44,3,3,0,9,6,13,6,17,0,51,0,10,4,8,4,8,0,6,0,49,4,5,6,4,5,3,0,4,0,26,0,11,7,5,3,0,7,4,0,35,0,0,3,0,6,7,12,11,0,49,4,12,7,11,3,10,5,3,0,58,0,0,0,0,0,0,0,0,0,6,15,51,36,53,39,44,38,69,4,360
UCL421003,0,0,0,7,0,9,8,16,0,47,0,4,6,4,12,20,8,13,0,64,5,4,3,5,25,15,4,9,0,71,8,17,14,14,3,9,0,0,0,67,5,7,9,3,16,13,6,3,0,60,3,9,3,3,8,3,3,3,0,32,0,0,8,0,7,4,3,5,0,30,3,12,5,8,9,7,8,3,3,48,0,0,0,0,0,3,0,0,0,4,23,52,41,52,72,82,41,52,8,424
UCL421004,0,9,0,7,0,16,4,23,4,60,0,4,6,12,7,0,0,8,0,39,3,4,7,7,11,13,5,3,0,46,0,13,8,8,3,0,4,0,0,37,0,9,6,3,9,0,3,0,0,30,3,6,3,6,7,0,0,0,0,18,0,5,0,0,0,3,10,4,0,23,3,17,9,8,12,3,3,8,3,59,0,0,0,3,4,0,0,0,0,8,14,52,37,53,41,37,29,47,7,328
UCL421005,0,3,3,4,6,12,4,19,0,53,0,3,4,10,7,7,4,10,0,38,0,5,3,8,15,17,3,12,0,66,0,5,4,17,3,0,0,3,0,39,4,5,3,12,3,3,3,0,0,37,0,7,3,3,8,3,3,5,0,33,0,3,0,0,5,0,10,8,0,30,0,13,3,12,3,7,4,3,4,46,3,0,0,0,0,0,0,0,6,13,16,47,25,61,47,46,36,60,6,350
UCL421006,3,3,0,3,4,4,9,14,0,41,3,3,6,10,12,8,4,3,0,48,3,0,0,10,15,11,5,13,0,65,0,6,8,7,6,3,0,0,0,27,0,12,10,7,14,3,4,0,3,53,0,7,0,4,3,6,0,0,0,24,0,3,4,3,0,3,0,4,0,23,0,9,4,0,0,3,4,3,0,20,0,0,0,0,0,0,0,0,0,3,12,44,33,45,60,43,28,38,13,309
UCL421007,5,3,4,8,9,14,4,20,0,69,0,3,4,0,6,0,3,7,0,22,0,6,3,3,13,5,3,5,0,33,0,6,0,0,3,5,0,0,0,23,0,4,6,3,6,0,0,0,0,20,0,8,0,0,5,0,3,0,0,14,0,3,0,4,3,0,0,5,0,16,0,9,4,3,0,5,3,3,0,29,0,0,0,0,0,0,0,0,0,0,10,36,20,26,42,33,20,38,3,229
UCL421008,3,3,3,3,13,16,3,31,0,77,6,3,4,0,3,8,5,6,0,37,0,11,3,6,15,11,0,19,0,65,5,8,10,10,7,3,0,4,0,43,3,7,5,6,8,3,3,4,0,35,0,6,5,9,5,0,0,0,0,27,7,3,3,0,9,7,6,18,3,58,0,13,6,13,5,5,3,8,0,51,0,0,0,0,0,3,0,0,0,9,24,57,39,47,55,46,28,90,9,399
UCL421009,3,5,4,7,3,9,7,16,0,51,3,3,11,3,6,14,10,8,0,49,3,3,3,5,10,24,7,13,0,56,0,5,7,4,5,0,0,0,0,34,3,6,5,13,13,8,8,0,0,50,0,3,4,6,3,3,3,0,0,28,0,0,4,0,8,3,3,7,0,25,0,15,8,11,3,3,0,0,0,47,0,0,0,0,0,0,0,0,7,9,9,53,48,44,48,65,30,44,9,346
UCL421010,0,0,3,4,8,3,6,11,0,35,5,3,7,6,12,11,3,17,0,72,0,10,4,0,10,11,13,12,0,58,4,8,7,10,3,0,6,0,0,40,0,8,10,9,11,6,3,5,0,42,0,8,3,3,0,0,0,0,0,15,3,0,0,0,0,3,0,5,0,15,3,10,7,9,4,4,4,3,0,37,0,0,0,0,0,0,0,0,0,4,16,43,38,35,48,47,38,52,3,313
UCL421011,3,4,4,0,3,3,3,13,0,31,0,0,0,0,6,3,0,0,0,15,0,0,0,0,8,3,3,9,0,27,0,3,4,3,0,0,0,5,0,13,0,0,0,10,0,0,0,3,0,16,0,7,0,4,4,3,3,3,0,26,3,3,0,0,6,4,3,9,0,27,0,14,6,13,12,4,0,0,3,43,0,0,0,0,0,0,0,0,0,0,11,24,18,29,41,21,16,33,4,198
UCL421012,3,0,3,4,0,6,0,11,0,31,3,0,4,5,3,3,3,10,0,32,0,0,0,7,4,3,0,3,0,18,0,3,4,3,3,0,0,7,0,26,0,4,0,0,0,0,0,0,0,11,0,7,0,3,0,0,0,0,0,16,3,7,4,0,6,4,4,10,0,37,0,8,7,8,5,5,0,3,0,39,0,0,0,0,0,0,0,0,0,4,13,36,28,29,25,25,18,35,0,203
UCL421013,3,0,3,7,9,20,5,28,0,76,5,3,4,4,5,15,6,14,4,65,7,3,4,14,12,16,14,24,0,85,4,10,5,11,4,3,4,3,0,55,0,7,5,9,10,11,3,3,0,61,0,11,11,3,6,8,0,4,0,35,0,0,3,0,8,3,3,6,0,37,3,10,6,5,16,12,7,7,0,67,4,0,0,0,0,0,0,0,4,7,21,43,52,55,78,92,40,91,11,486
UCL421014,0,0,0,0,3,18,10,7,0,41,3,3,3,10,17,9,7,5,0,56,7,7,4,3,13,13,3,8,0,57,0,8,8,12,3,4,0,0,0,39,0,5,3,4,12,5,0,3,3,39,0,4,3,3,0,3,0,3,0,18,0,0,0,0,3,4,9,3,0,21,0,8,8,4,8,4,0,0,0,32,0,0,0,0,3,0,0,0,0,8,17,39,31,35,62,54,39,35,7,315
UCL421015,3,5,0,0,9,5,3,3,0,28,0,0,0,5,3,0,0,5,0,17,3,0,0,7,10,7,8,3,0,39,3,0,9,0,3,4,0,3,0,17,0,3,4,4,4,0,0,0,0,16,0,3,6,9,3,0,0,0,0,17,0,3,4,0,4,8,4,0,0,20,0,5,16,4,10,11,5,4,0,50,0,0,0,0,0,0,0,0,3,7,11,20,32,28,41,31,23,22,6,211
UCL421016,0,0,0,0,4,4,3,12,0,28,0,0,3,9,9,10,0,3,0,37,5,0,3,6,13,3,4,7,0,48,0,3,7,3,3,3,3,0,0,24,0,8,3,6,9,3,0,3,0,31,0,6,6,4,3,0,0,0,0,20,3,0,0,3,5,8,0,12,0,31,0,8,7,3,6,4,4,6,0,32,0,0,0,0,0,0,0,0,0,0,14,27,25,31,47,37,15,52,3,250
