UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL415017,0,0,0,0,3,4,0,0,0,5,3,0,4,0,3,0,0,8,0,8,18,7,3,0,26,7,8,16,0,22,38,0,5,0,54,25,8,6,0,38,32,15,8,0,56,28,19,4,0,46,8,23,3,0,32,15,12,0,0,29,26,19,0,0,43,0,18,0,0,16,3,5,0,0,10,3,3,0,0,6,3,0,0,0,3,18,13,4,0,37,4,0,0,0,4,231,144,59,3,435
UCL415018,0,0,0,0,0,3,0,0,0,6,3,0,6,0,12,0,0,5,0,3,17,0,3,0,20,19,3,3,0,23,50,9,8,0,74,22,11,3,0,45,35,13,5,0,48,24,12,3,0,37,12,8,3,0,23,13,10,0,0,26,18,18,0,0,35,5,14,0,0,25,6,6,0,0,10,0,4,0,0,3,9,10,0,0,18,20,14,3,0,43,3,0,0,0,4,264,134,48,5,452
UCL415019,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,5,0,10,9,4,3,0,14,22,3,4,0,28,10,7,3,0,15,21,24,0,0,45,20,19,8,0,43,8,28,5,0,41,13,13,3,0,29,20,39,0,0,67,11,26,3,0,43,7,16,0,0,23,3,11,0,0,7,7,9,0,0,13,6,31,3,0,39,0,0,3,0,3,164,225,46,4,433
UCL415020,0,0,0,0,0,3,0,7,0,6,0,0,3,0,5,0,0,0,0,3,11,0,6,0,15,4,0,12,0,18,42,6,11,3,55,23,7,19,0,52,37,21,7,0,61,26,25,11,0,62,12,30,3,0,41,19,16,0,0,40,28,48,3,0,81,16,34,0,0,54,3,14,0,3,23,4,6,0,0,9,0,12,0,0,13,15,25,8,0,47,0,3,0,0,3,250,248,87,8,594
UCL415021,9,0,0,0,9,5,0,0,0,5,4,0,4,0,10,3,0,11,0,9,34,3,9,0,48,16,7,22,0,44,112,4,15,0,135,51,13,20,3,86,46,21,18,5,90,59,33,19,0,115,21,35,8,0,65,29,28,9,0,69,49,46,9,0,108,14,40,0,0,55,13,10,0,0,23,8,12,3,0,18,6,7,3,0,12,30,51,13,0,86,15,4,5,0,24,500,323,178,12,1015
UCL415022,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,0,7,0,17,7,0,10,0,16,31,3,8,3,42,16,5,6,0,30,21,20,7,0,39,25,17,8,0,54,19,23,4,0,48,16,21,7,0,39,26,34,3,0,59,11,32,3,0,49,3,13,0,0,13,8,8,0,0,16,3,19,0,0,18,15,28,8,0,47,0,0,0,0,0,221,215,58,3,497
UCL415023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,9,3,3,4,0,11,31,3,3,0,38,24,12,4,0,35,14,11,4,0,29,16,14,5,3,31,10,6,0,0,18,15,6,0,0,23,17,15,0,0,33,4,0,0,0,4,3,3,0,0,3,3,3,0,0,3,3,0,0,0,9,4,9,8,0,25,5,0,0,0,5,162,80,28,5,274
UCL415024,3,0,0,0,3,3,0,0,0,3,3,0,8,0,6,0,0,6,3,10,21,0,14,0,32,17,3,24,0,45,96,8,18,0,123,40,13,19,0,75,43,13,12,0,70,33,17,10,0,62,19,17,3,0,36,12,14,3,0,32,13,21,4,0,39,6,3,0,0,10,3,3,0,0,7,7,0,0,0,6,3,3,0,0,5,22,26,16,0,61,7,0,3,4,13,350,144,130,12,637
UCL415025,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,3,4,0,7,4,0,0,0,4,14,3,6,0,28,5,3,3,0,11,10,11,3,0,19,6,11,0,0,17,4,16,5,0,23,7,17,3,0,27,19,36,0,0,52,6,33,0,0,38,4,15,0,0,20,4,11,0,0,14,3,12,0,0,14,5,21,0,0,27,3,0,0,0,3,95,190,26,0,319
UCL415026,0,0,0,0,3,6,0,0,0,7,4,0,0,0,7,0,0,3,0,3,39,0,8,0,44,14,0,17,0,29,63,7,3,0,78,53,5,14,0,73,60,14,26,4,108,38,23,9,0,69,26,35,8,0,65,13,23,7,0,46,52,51,4,0,108,17,31,0,0,53,18,27,0,0,44,3,8,4,0,17,10,24,0,0,31,31,46,6,0,85,4,5,3,0,14,454,299,111,10,865
UCL415027,4,0,0,0,9,4,0,0,0,12,3,0,3,0,3,3,0,3,0,10,44,13,18,0,73,15,6,30,0,50,114,15,27,5,159,54,29,33,4,117,68,41,24,0,135,50,42,14,4,111,25,36,12,0,68,24,33,10,0,63,40,63,3,0,106,24,40,0,0,68,7,29,0,0,40,10,8,0,0,21,7,16,0,0,20,41,54,17,3,115,14,0,6,0,29,559,424,210,19,1206
UCL415028,9,0,3,0,11,3,0,3,0,7,8,0,5,0,13,3,0,8,0,9,49,6,11,0,64,19,3,13,0,38,177,15,20,3,214,76,18,16,3,116,87,34,7,0,133,67,35,6,0,103,23,29,8,0,62,33,29,3,0,71,48,39,3,0,89,19,27,0,0,44,12,10,0,0,27,8,4,0,0,11,9,13,0,0,23,40,41,13,0,96,18,0,0,0,24,703,297,134,9,1152
UCL415029,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,0,14,0,0,10,0,8,17,3,5,0,24,12,3,4,0,24,15,16,4,0,35,15,18,3,0,44,16,15,0,0,27,3,21,3,0,30,16,27,0,0,40,0,14,0,0,15,3,0,0,0,7,0,5,0,0,3,0,7,0,0,7,12,19,4,0,39,0,0,0,0,3,130,156,39,0,326
UCL415030,0,0,0,0,3,3,0,0,0,7,3,0,6,0,6,0,0,5,0,7,11,0,14,0,25,12,4,17,3,33,65,11,29,0,109,36,28,22,0,87,46,51,32,3,132,40,63,16,3,125,27,65,12,0,113,35,78,10,0,119,66,115,17,4,199,47,85,3,0,138,17,48,3,3,75,7,13,0,0,26,15,17,0,0,36,35,71,15,0,119,3,3,8,0,9,478,660,208,12,1362
UCL415031,0,0,0,0,0,4,0,0,0,4,0,0,10,0,6,0,0,3,0,3,17,0,3,0,21,9,3,7,0,24,90,0,12,0,99,46,7,9,0,61,49,12,7,0,66,32,15,4,0,50,16,13,3,0,38,25,12,0,0,38,25,15,0,0,36,8,11,0,0,21,3,6,0,0,9,3,3,0,0,4,3,3,0,0,10,13,13,6,0,37,0,0,0,0,7,351,116,72,0,541
UCL415032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,7,5,3,6,0,16,9,0,10,0,19,19,8,4,0,33,10,5,5,0,21,15,13,7,0,28,20,15,3,0,44,8,4,3,0,16,5,18,3,0,28,17,20,0,0,38,4,21,0,0,24,0,5,0,0,6,3,3,0,0,7,9,5,0,0,13,9,12,4,0,28,3,0,0,0,4,154,129,52,0,334
UCL415033,0,0,3,0,3,0,0,0,0,0,0,0,5,0,7,3,0,5,0,13,20,0,10,0,30,4,3,7,0,19,51,3,9,0,68,20,8,10,0,42,15,13,6,0,42,10,11,9,0,28,3,5,0,0,15,3,3,0,0,7,8,4,0,0,16,8,7,0,0,10,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,15,18,3,0,32,4,0,3,0,12,179,80,88,6,348
UCL415034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,0,5,0,17,4,0,7,0,7,44,0,3,0,46,20,0,0,0,17,19,0,0,0,29,30,10,0,0,38,10,3,0,0,16,6,4,0,0,17,7,11,0,0,20,7,6,0,0,12,10,7,0,0,13,3,0,0,0,3,4,3,0,0,4,10,3,8,0,19,5,0,0,0,6,189,57,24,3,265
UCL415035,7,4,0,0,4,0,0,3,0,4,0,0,10,3,15,0,0,19,0,16,31,10,26,3,66,16,6,35,3,56,111,23,39,3,170,53,35,38,0,127,69,42,26,0,136,68,44,16,3,126,20,33,8,0,68,31,27,6,0,65,46,45,3,0,96,11,27,0,0,41,3,10,0,0,13,3,8,0,0,12,12,10,0,0,31,34,43,24,0,106,16,5,7,0,29,539,365,261,21,1187
UCL415036,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,5,0,0,0,3,23,0,4,0,27,14,4,3,0,15,17,9,0,0,29,20,12,0,0,31,6,8,3,0,17,14,0,0,0,11,19,9,0,0,29,13,9,0,0,22,5,7,0,0,10,0,3,0,0,4,3,3,0,0,4,8,15,3,0,30,3,0,0,0,3,156,76,18,3,252
UCL415037,0,0,0,0,3,3,0,0,0,4,0,0,3,0,3,0,0,5,0,5,0,0,0,0,7,0,0,7,0,10,0,3,3,0,3,0,0,9,0,12,10,3,3,0,10,12,12,3,0,24,6,21,6,0,29,13,38,4,0,54,46,92,18,0,156,55,85,3,0,149,45,49,0,0,94,23,50,0,0,73,60,97,5,0,160,26,56,6,0,90,0,3,6,0,8,305,505,90,0,891
UCL415038,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,3,0,0,0,8,10,3,4,0,12,9,3,17,0,27,51,4,13,0,66,21,8,9,0,35,23,19,12,3,58,18,8,8,0,36,6,5,6,3,22,15,9,0,0,21,10,16,4,0,34,6,4,0,0,6,3,3,0,0,4,0,3,0,0,4,3,3,0,0,7,15,18,8,3,35,3,5,0,0,10,188,113,80,8,393
UCL415039,0,3,3,0,4,5,0,0,0,6,3,0,4,0,5,3,0,4,0,8,18,0,10,0,26,13,6,18,0,34,83,3,16,0,99,58,12,6,0,88,71,25,28,0,119,58,25,13,0,102,28,33,9,0,69,32,32,4,3,74,63,80,14,3,158,39,54,5,0,104,16,38,0,0,58,7,24,0,0,35,21,54,0,0,77,30,53,20,0,98,7,3,3,0,15,556,456,165,9,1184
UCL415040,7,0,0,0,7,3,0,0,0,3,0,0,3,0,4,0,0,3,0,3,10,0,4,0,12,10,0,9,0,18,46,5,3,0,52,20,5,3,0,25,33,9,3,0,45,24,6,3,0,36,9,9,7,0,24,10,3,0,0,14,21,13,0,0,37,11,7,0,0,18,0,4,0,0,10,5,3,0,0,8,3,0,0,0,8,25,21,5,0,54,12,0,0,3,14,238,99,40,3,383
UCL415041,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,3,3,0,3,8,3,7,0,18,5,3,3,0,13,23,14,9,0,38,17,8,9,0,42,20,18,8,0,43,21,17,11,0,46,12,24,3,0,41,15,22,0,0,32,26,33,10,0,74,13,30,0,0,46,4,17,0,0,24,3,8,3,0,12,4,11,0,0,12,6,39,6,0,56,0,0,3,0,5,186,247,70,9,511
UCL415042,9,0,0,0,9,4,0,3,0,8,4,0,5,0,8,0,0,4,0,4,16,0,7,0,24,5,3,16,3,29,68,6,12,0,88,18,5,13,3,36,17,11,12,0,42,20,12,3,0,38,12,9,0,0,25,12,15,3,0,28,19,9,0,0,38,8,7,0,0,17,3,0,0,0,5,0,3,0,0,4,3,3,0,0,8,14,12,8,0,37,8,0,3,0,16,234,114,91,11,447
UCL415043,9,0,0,0,9,5,0,0,3,12,4,0,3,0,11,0,0,7,0,9,48,3,17,0,73,19,11,19,0,54,133,18,33,7,190,62,28,30,8,122,67,36,18,0,123,69,28,6,0,102,14,12,4,0,31,25,19,6,0,54,47,40,3,0,96,22,12,0,0,38,10,13,0,0,27,4,8,0,0,9,16,9,3,0,25,48,50,9,0,113,19,4,4,0,33,631,302,175,19,1130
UCL415044,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,0,8,0,11,10,8,13,0,28,25,3,7,0,36,17,12,9,0,39,34,18,10,0,63,18,27,3,0,50,9,23,0,0,40,18,28,3,0,56,29,54,0,0,91,18,34,0,0,51,8,17,0,0,25,4,4,0,0,9,5,22,0,0,22,13,32,9,0,58,0,0,0,0,4,232,297,73,3,603
UCL415045,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,3,0,4,0,12,3,0,11,0,16,38,5,7,0,49,26,12,12,0,41,39,18,7,0,63,29,22,7,0,56,13,15,3,0,38,14,24,5,0,43,24,65,3,0,91,20,29,3,0,51,7,21,0,0,33,8,17,0,0,22,0,21,0,0,24,13,32,9,0,56,5,0,0,0,9,249,280,81,5,618
UCL415046,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,4,0,11,0,12,13,0,6,0,16,37,3,9,0,50,21,6,7,3,37,28,10,7,0,44,20,17,10,0,51,4,17,3,0,24,8,18,0,0,34,21,45,6,0,69,13,41,0,0,54,7,21,0,0,21,0,5,0,0,9,0,8,0,0,7,21,31,3,0,59,5,0,0,0,3,192,218,81,13,504
UCL421001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,3,5,0,14,3,3,3,0,5,4,0,3,0,10,11,8,5,0,22,8,5,3,0,19,3,9,0,0,12,4,5,0,0,7,4,8,0,0,16,3,7,0,0,7,4,3,0,0,7,0,0,0,0,0,0,3,0,0,4,3,13,4,0,18,0,0,0,0,0,58,67,29,0,153
UCL421002,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,5,0,17,10,0,6,0,11,65,3,0,0,77,17,3,8,0,25,21,3,7,0,36,16,6,3,0,28,7,5,0,0,15,9,10,0,0,20,13,13,4,0,28,8,3,0,0,15,8,0,0,0,5,0,0,0,0,3,4,0,0,0,3,14,19,5,0,37,7,0,0,0,6,217,72,42,3,332
UCL421003,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,3,15,0,5,0,25,9,0,4,0,13,18,8,4,0,28,4,13,0,0,20,5,11,3,0,22,5,11,3,0,22,8,15,0,0,23,3,14,0,0,18,0,6,0,0,8,0,5,0,0,12,3,5,0,0,13,10,16,3,0,26,0,0,0,0,4,91,114,30,0,239
UCL421004,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,10,9,0,4,0,16,21,3,3,0,24,9,6,5,0,27,19,0,3,0,28,14,10,3,0,27,9,9,3,0,21,6,4,0,0,10,13,3,0,0,11,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,7,13,3,0,27,0,0,3,0,4,131,66,34,6,228
UCL421005,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,19,4,0,0,0,3,14,0,3,0,18,3,3,0,0,13,14,0,5,0,17,8,10,3,0,19,13,13,0,0,24,3,8,0,0,7,9,3,0,0,14,9,4,0,0,9,3,9,0,0,10,0,0,0,0,0,3,3,0,0,6,6,8,3,0,20,0,0,0,0,0,123,60,17,4,197
UCL421006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,0,3,7,0,3,0,11,9,0,0,0,9,9,3,0,0,18,3,5,0,0,12,4,0,0,0,4,8,6,3,0,13,8,12,0,0,19,5,12,0,0,19,3,9,0,0,8,0,9,0,0,10,0,9,0,0,11,3,12,3,0,18,0,0,0,0,0,67,96,14,0,172
UCL421007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,3,5,6,0,11,19,0,0,0,19,18,3,3,0,26,11,3,4,0,17,9,5,0,0,12,7,3,3,0,17,6,3,3,0,13,6,3,0,0,10,4,0,0,0,4,5,0,0,0,3,0,3,0,0,3,0,0,0,0,5,8,7,0,0,12,0,0,0,0,0,95,45,21,0,161
UCL421008,3,0,0,0,3,3,0,3,0,8,0,0,0,0,3,0,0,0,0,0,11,0,3,0,14,5,0,0,0,6,33,3,0,0,38,14,3,6,0,18,13,4,0,0,23,23,10,3,0,34,3,7,0,0,13,11,0,0,0,14,17,9,0,0,22,9,11,0,0,21,4,6,0,0,11,0,0,0,0,7,3,7,0,0,5,5,8,0,0,21,6,0,0,0,6,163,77,20,0,260
UCL421009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,0,0,12,5,0,0,0,9,18,3,4,0,26,3,0,4,0,7,13,3,3,0,18,13,4,0,0,21,4,3,4,0,8,10,6,0,0,16,19,16,0,0,32,0,3,0,0,3,3,3,0,0,3,5,0,0,0,4,3,7,0,0,8,6,9,3,0,18,0,0,0,0,0,118,56,24,3,205
UCL421010,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,9,3,0,0,0,3,6,5,0,0,10,3,8,0,0,13,0,3,3,0,15,8,12,0,0,16,10,11,0,0,25,3,14,0,0,16,0,3,0,0,4,3,0,0,0,3,3,6,0,0,8,7,14,3,0,23,3,0,0,0,4,57,86,15,3,157
UCL421011,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,3,0,3,0,3,0,4,7,0,14,21,0,0,0,24,12,0,0,0,15,6,3,0,0,8,13,12,0,0,24,3,3,0,0,6,3,0,0,0,3,3,4,0,0,10,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,9,3,0,0,0,3,88,35,26,0,143
UCL421012,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,11,3,0,3,0,7,26,3,8,0,40,8,4,3,0,18,11,7,3,0,16,10,3,0,0,18,4,0,3,0,7,6,5,0,0,14,3,3,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,6,0,0,17,3,0,0,0,7,96,45,22,3,169
UCL421013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,13,3,0,3,0,4,13,0,3,0,18,13,3,3,0,16,14,6,0,0,22,13,14,0,0,30,5,10,0,0,19,12,15,0,0,29,9,30,0,0,34,10,17,0,0,25,7,15,0,0,18,0,5,0,0,10,0,3,0,0,3,5,18,3,0,22,0,4,0,0,5,118,140,24,0,277
UCL421014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,6,0,0,4,0,8,15,0,3,0,21,5,0,3,0,12,9,5,3,0,17,7,4,3,0,16,5,4,0,0,13,3,5,0,0,12,9,10,0,0,20,4,12,0,0,12,3,10,0,0,13,3,4,0,0,3,0,7,0,0,7,10,13,3,0,20,0,3,0,0,5,81,80,24,3,190
UCL421015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,8,0,4,5,0,9,3,0,3,0,9,4,3,6,0,13,8,6,0,0,16,10,8,3,0,19,4,5,3,0,12,0,9,0,0,13,3,4,0,0,9,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,0,18,0,0,0,0,3,48,62,33,0,146
UCL421016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,0,7,0,3,3,0,8,3,8,0,0,10,7,7,0,0,17,4,3,0,0,8,8,9,0,0,23,7,7,0,0,14,3,8,0,0,13,3,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,11,3,0,13,0,0,0,0,3,44,74,13,0,130
UCL421017,3,0,0,0,3,0,0,3,0,3,0,3,3,0,3,0,0,3,0,3,11,0,4,0,15,4,0,3,0,7,23,0,0,0,28,12,0,10,0,23,19,3,3,0,26,17,14,0,0,32,12,7,3,0,23,14,9,0,0,19,16,5,0,0,20,8,19,0,0,21,0,3,0,0,5,0,3,0,0,3,7,3,0,0,11,14,15,4,0,33,8,0,0,0,8,150,86,41,3,283
UCL421018,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,0,3,0,9,12,3,0,0,15,5,3,3,0,8,7,8,3,0,22,13,7,0,0,29,6,9,0,0,11,3,3,0,0,7,14,9,0,0,22,3,6,0,0,5,6,0,0,0,6,3,0,0,0,3,6,0,0,0,4,3,5,0,0,10,3,0,4,0,3,94,52,18,0,165
UCL421019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,4,0,3,12,0,3,0,16,8,0,3,0,10,8,9,0,0,19,3,7,3,0,14,4,4,0,0,12,7,12,0,0,19,9,4,0,0,21,3,0,0,0,6,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,3,0,0,0,7,70,44,21,0,144
UCL421020,3,0,3,0,3,0,3,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,3,0,0,4,0,8,10,0,6,0,18,10,5,3,0,23,12,12,0,0,19,8,18,6,0,24,14,13,3,0,33,12,12,0,0,23,18,17,3,0,41,4,10,0,0,14,3,6,0,0,10,0,6,0,0,3,3,3,0,0,8,5,17,4,0,25,3,0,0,0,3,113,126,30,3,276
UCL421021,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,14,17,0,3,0,16,6,0,3,0,10,6,8,3,0,22,12,16,3,0,28,8,9,0,0,19,3,0,0,0,10,12,9,0,0,26,3,9,4,0,17,3,0,0,0,3,0,0,0,0,3,0,6,0,0,5,3,16,0,0,18,0,0,0,0,3,88,84,23,3,199
UCL421022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,5,0,4,0,10,4,4,4,0,15,4,3,5,0,12,17,9,0,0,30,3,8,4,0,12,6,12,3,0,24,6,9,0,0,17,19,17,0,0,37,7,11,0,0,18,7,5,0,0,11,0,4,0,0,6,0,0,0,0,0,6,16,9,0,29,0,0,0,0,0,86,104,41,0,240
UCL421023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,9,0,3,0,13,0,0,3,0,3,28,6,6,0,42,6,11,0,0,16,14,5,5,0,33,7,6,3,0,17,6,7,0,0,16,8,3,0,0,9,5,3,0,0,13,3,3,0,0,6,3,0,0,0,7,0,0,0,0,0,0,3,0,0,4,15,4,0,0,22,6,3,0,0,12,117,62,35,4,222
UCL421024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,10,0,11,0,20,14,0,3,0,23,15,6,8,0,21,22,13,0,0,35,13,9,3,0,21,5,9,0,0,12,9,8,3,0,17,13,19,0,0,36,3,4,0,0,12,6,3,0,0,4,3,0,0,0,3,3,6,0,0,10,17,15,3,0,32,0,0,0,0,0,142,93,32,0,260
UCL421025,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,0,0,0,13,4,0,10,0,10,35,4,7,0,43,14,6,0,0,21,6,12,0,0,20,3,9,6,0,17,4,9,0,0,13,3,6,0,0,9,10,3,0,0,15,3,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12,0,5,0,15,3,0,0,0,4,115,57,30,0,197
UCL421026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,11,0,0,10,0,8,29,0,4,0,38,13,3,0,0,18,14,9,7,0,31,3,9,3,0,17,6,6,0,0,8,6,8,0,0,15,13,9,0,0,15,3,8,0,0,11,4,0,0,0,3,0,0,0,0,3,0,4,0,0,4,7,9,0,0,16,3,0,0,0,4,115,54,23,3,196
UCL421027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,8,3,0,4,0,8,17,3,3,0,22,8,4,8,0,16,7,5,4,0,18,10,7,3,0,16,3,0,4,0,9,4,3,0,0,5,4,7,0,0,17,4,10,0,0,8,4,4,0,0,8,0,3,0,0,3,0,0,0,0,0,4,5,3,0,16,0,0,0,0,0,72,56,36,0,164
UCL421028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,5,0,0,0,6,9,0,0,0,7,6,0,0,0,8,5,8,0,0,10,9,3,0,0,10,4,8,0,0,10,14,10,3,0,27,3,16,0,0,16,5,19,0,0,19,0,9,0,0,11,0,9,0,0,14,5,17,0,0,18,0,0,0,0,0,65,87,11,3,166
UCL421029,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,6,0,0,0,10,0,0,4,0,6,9,0,4,0,16,6,4,0,0,8,4,10,0,0,16,4,3,0,0,10,3,4,0,0,6,9,3,0,0,9,8,3,0,0,17,5,0,0,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,16,0,0,0,0,5,76,40,8,0,127
