UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL121094,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,0,3,0,0,0,16,25,40,14,10,12,4,0,105,0,0,0,0,0,0,0,0,31,43,18,14,13,6,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,8,31,43,18,14,13,6,0,130
UCL121095,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,3,14,16,10,13,15,0,0,70,0,0,0,0,0,0,0,3,18,15,16,13,14,0,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,8,0,5,0,0,27,25,28,25,17,17,6,0,112
UCL121096,6,0,0,0,3,0,0,5,3,3,0,0,3,0,0,12,5,3,4,0,0,0,0,13,19,33,21,12,14,0,0,96,0,3,0,0,0,0,0,3,30,35,27,9,20,0,0,125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,4,5,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,16,34,44,27,12,25,0,0,143
UCL121097,3,4,0,0,4,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,32,24,20,25,7,3,123,0,0,0,0,0,0,0,0,19,41,22,19,27,7,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,4,4,0,0,30,0,0,0,0,0,0,0,0,10,8,4,4,8,0,0,37,30,44,31,23,30,6,3,177
UCL121098,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,27,21,14,13,7,3,0,85,0,0,0,0,0,0,0,0,29,26,17,13,7,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,6,3,4,0,0,25,0,0,0,0,0,0,0,0,9,9,7,5,4,0,0,31,38,36,25,16,7,5,0,129
UCL121099,3,0,3,0,3,0,0,17,8,0,0,3,4,0,0,17,3,3,0,0,0,0,0,5,33,43,20,14,14,3,3,130,0,0,0,0,0,0,0,0,46,46,26,22,19,3,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,23,0,0,0,0,0,0,0,5,0,9,7,3,4,0,0,22,45,56,29,25,21,7,3,189
UCL121100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,0,0,0,0,19,38,52,32,20,28,5,0,169,0,0,0,0,0,0,0,0,43,54,33,21,30,5,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,7,4,0,0,34,3,0,0,0,0,0,0,6,9,7,5,6,4,3,0,37,56,62,38,24,35,8,3,232
UCL121101,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,11,4,8,0,0,0,0,0,13,33,33,20,7,6,0,0,99,0,0,0,0,0,0,0,0,32,46,22,7,16,0,0,121,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,3,4,5,0,0,37,0,0,0,0,0,0,0,0,10,13,3,4,8,0,0,40,41,64,23,13,23,0,0,167
UCL121102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,19,14,12,3,0,135,0,0,0,0,0,0,0,0,43,41,19,17,12,3,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,14,4,11,0,0,55,0,0,0,0,0,0,0,0,15,15,14,7,8,0,0,62,54,55,35,21,18,3,0,198
UCL121103,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,28,44,20,15,19,3,0,136,0,0,0,0,0,0,0,0,32,46,26,15,19,3,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,18,3,0,0,0,0,0,0,3,3,12,4,5,0,0,0,25,32,57,30,22,23,3,3,171
UCL121104,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,13,8,0,4,0,0,42,0,0,0,0,0,0,0,0,17,16,11,0,4,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,14,3,3,5,0,0,39,0,0,0,0,0,0,0,0,12,20,3,3,11,0,0,47,26,34,14,3,14,3,0,89
UCL121105,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,5,5,3,0,0,0,0,0,8,18,24,14,10,13,3,0,76,0,0,0,0,0,0,0,0,24,29,19,7,16,3,0,97,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,15,25,29,19,14,18,3,0,112
UCL121106,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,49,36,18,15,19,0,3,134,0,0,0,0,0,0,0,3,56,37,16,18,21,3,3,154,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,4,10,0,3,3,0,27,0,0,0,0,0,0,0,0,10,4,10,8,3,3,0,28,64,45,23,26,20,3,3,186
UCL121107,3,0,4,0,0,0,0,9,3,3,3,0,0,0,0,11,6,0,0,0,0,0,0,6,28,31,16,14,17,3,0,110,0,0,0,0,0,0,0,0,40,41,22,14,25,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,8,5,0,0,33,0,0,0,0,0,0,0,4,5,10,4,5,9,0,0,40,41,51,32,22,29,5,0,176
UCL121108,4,3,3,0,0,0,0,7,3,7,0,0,4,0,0,9,0,3,3,0,0,0,0,8,14,29,12,12,12,4,0,78,0,0,0,0,0,0,0,0,18,40,18,7,14,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,26,47,20,13,15,4,0,119
UCL121109,3,0,0,0,0,0,0,4,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,3,41,31,16,16,13,0,0,117,0,0,0,0,0,0,0,0,45,38,25,13,13,0,0,132,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,16,11,10,6,0,0,58,0,0,0,0,0,0,0,0,14,19,14,7,11,0,0,67,54,53,40,26,28,0,0,204
UCL121110,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,20,4,12,17,3,0,72,0,0,0,0,0,0,0,0,12,24,6,12,17,3,0,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,19,8,8,7,3,0,65,5,0,0,0,0,0,0,3,25,22,11,6,7,3,0,73,36,38,22,19,27,5,0,143
UCL121111,3,4,0,0,0,0,0,8,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,49,48,19,14,18,4,0,148,0,0,0,0,0,0,0,4,56,58,23,13,18,4,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,6,0,3,0,0,0,21,0,0,0,0,0,0,0,0,13,8,0,3,3,0,0,24,67,63,22,14,19,5,0,198
UCL121112,3,4,0,0,0,0,0,7,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26,23,15,5,7,5,0,90,0,0,0,0,0,0,0,0,31,34,15,8,7,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,3,7,0,0,26,0,0,0,0,0,0,0,0,8,9,0,3,15,0,0,33,34,40,12,14,25,5,0,137
UCL121113,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,17,30,39,14,11,17,0,0,114,0,0,0,0,0,0,0,0,35,50,19,10,16,0,0,136,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,10,5,3,3,0,0,39,0,0,0,0,0,0,0,5,11,18,7,8,3,0,0,48,43,66,23,18,21,3,0,183
UCL121114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,13,3,8,0,0,41,0,0,0,0,0,0,0,3,12,19,15,4,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,19,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,17,14,20,15,3,11,0,0,67
UCL121115,0,3,0,0,0,0,0,5,0,3,0,4,0,0,0,9,0,3,0,0,3,0,0,8,43,65,45,23,41,17,5,243,0,0,0,0,0,0,0,0,53,76,52,30,44,17,5,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,6,0,0,28,0,0,0,0,0,0,0,0,3,7,3,0,4,0,0,23,53,83,57,35,50,13,7,297
UCL121116,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,13,7,5,0,0,0,0,0,8,21,23,13,10,10,3,0,82,0,3,0,0,0,0,0,3,29,33,12,12,16,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,9,3,0,0,32,0,0,0,0,0,0,0,0,3,12,4,9,6,0,0,34,30,42,17,20,19,3,0,142
UCL121117,0,0,0,3,3,0,0,5,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,35,49,24,24,22,4,0,159,0,0,0,0,0,0,0,3,41,47,29,28,26,4,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,3,3,0,23,0,0,0,0,0,0,0,0,3,9,5,0,3,3,0,25,40,52,40,35,25,7,0,198
UCL121118,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,4,7,3,0,0,46,0,4,0,0,0,0,0,8,29,11,5,5,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,3,9,7,0,0,58,0,0,0,0,0,0,0,3,20,19,9,9,7,0,0,60,46,33,8,19,6,0,3,117
UCL121119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,0,0,0,0,0,7,42,36,21,7,7,0,0,126,0,0,0,0,0,0,0,0,47,45,26,7,7,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,3,3,0,0,30,0,0,0,0,0,0,0,0,6,12,14,3,4,0,0,35,50,54,38,17,12,0,0,171
UCL121120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,30,15,4,16,3,0,87,0,0,0,0,0,0,0,0,23,26,19,4,16,3,0,92,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,18,3,0,5,0,0,39,0,0,0,0,0,0,0,0,15,18,3,3,3,0,0,38,37,47,25,9,20,3,0,136
UCL121121,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,15,22,11,7,17,0,0,71,0,0,0,0,0,0,0,0,14,24,11,7,22,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,4,3,3,3,0,0,17,0,0,0,0,0,0,0,0,4,4,4,3,3,0,0,26,16,27,20,13,23,0,0,104
UCL121122,0,3,0,0,0,0,0,8,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,24,27,18,19,13,3,0,105,0,0,0,0,0,0,0,0,23,34,19,16,14,3,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,11,14,3,4,0,0,39,0,0,0,0,0,0,0,0,6,17,15,3,4,0,0,45,29,50,31,22,18,4,0,163
UCL121123,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,18,7,3,10,3,0,70,0,0,0,0,0,0,0,3,22,24,14,5,10,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,0,0,0,16,0,0,0,0,0,0,0,0,4,8,4,3,0,0,0,19,23,32,17,9,12,5,0,96
UCL121124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,15,7,6,5,0,0,53,0,0,0,0,0,0,0,0,21,21,8,6,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,6,8,6,3,0,0,28,0,0,0,0,0,0,0,0,5,13,5,6,3,3,0,35,23,28,17,10,15,3,0,97
UCL121125,0,0,0,0,0,0,0,5,0,3,3,0,3,4,0,9,0,0,3,0,0,0,0,8,26,37,19,11,18,5,0,119,0,0,0,0,0,0,0,0,33,41,22,15,22,9,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,3,0,19,0,0,0,0,0,0,0,3,0,11,5,3,0,3,0,24,36,51,30,16,19,9,0,160
UCL121126,0,0,0,0,0,0,0,6,0,6,3,9,6,0,0,16,7,11,5,3,0,0,0,28,52,57,42,24,22,9,4,213,0,0,0,0,0,0,0,0,63,70,50,34,31,12,4,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,4,4,8,5,3,10,0,0,31,0,0,0,0,0,0,0,0,4,6,11,3,13,0,0,37,75,84,59,41,44,13,4,304
UCL122001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,8,6,12,0,0,65,0,0,0,0,0,0,0,0,18,23,8,6,12,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,18,27,8,8,14,0,0,80
UCL122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,0,0,0,0,20,0,0,0,0,0,0,0,0,4,11,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,4,0,3,0,0,26
UCL122003,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,3,12,25,5,9,8,7,0,70,0,0,0,0,0,0,0,0,12,28,6,13,10,9,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,7,0,0,0,0,0,0,0,0,3,5,0,4,3,0,0,12,17,28,6,15,18,9,0,96
UCL122004,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,7,3,0,0,0,17,0,0,0,0,0,0,0,0,3,9,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,3,14,9,3,0,0,0,31
UCL122005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,0,23,0,0,0,0,0,0,0,0,7,3,5,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,9,5,0,3,5,0,0,24,10,11,6,5,13,0,0,46
UCL122006,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,3,5,4,0,0,37,0,0,0,0,0,0,0,0,11,13,3,5,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,11,14,11,5,4,0,0,50
UCL122007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,8,7,7,0,0,30,0,0,0,0,0,0,0,0,6,3,8,7,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,8,5,0,0,37,0,0,0,0,0,0,0,0,10,11,8,8,5,0,0,41,19,17,20,11,10,3,0,71
UCL122008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,0,0,0,0,11,13,10,9,5,0,0,0,41,0,0,0,0,0,0,0,0,18,14,11,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,6,0,0,25,0,0,0,0,0,0,0,0,3,7,3,4,6,0,0,25,29,25,15,11,5,0,0,79
UCL122009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,8,3,4,0,0,48,0,0,0,0,0,0,0,0,20,13,8,3,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,4,0,0,21,0,0,0,0,0,0,0,0,5,3,6,9,4,0,0,27,21,21,15,9,6,0,0,71
UCL122010,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,4,21,18,13,5,6,3,0,61,0,0,0,0,0,0,0,0,21,21,15,8,7,3,0,74,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,9,3,3,0,0,0,21,26,24,16,16,7,3,7,95
UCL122011,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,10,6,3,7,4,0,58,0,0,0,0,0,0,0,0,20,16,14,3,10,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,14,3,10,6,0,76
UCL122012,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,10,8,0,5,0,0,37,0,4,3,0,0,0,0,6,9,17,12,3,7,0,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,4,3,0,0,22,0,0,0,0,0,0,0,0,3,6,5,4,3,0,0,19,12,21,19,7,10,0,0,69
UCL122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,5,3,0,0,30,0,0,0,0,0,0,0,0,8,9,7,5,3,0,0,30,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,7,3,0,0,0,16,0,0,0,0,0,0,0,0,5,5,7,3,5,0,0,24,12,11,14,5,7,0,0,52
UCL122014,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,10,3,0,6,0,0,43,0,0,0,0,0,0,0,0,16,17,8,3,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,3,0,19,0,0,0,0,0,0,0,0,7,3,3,3,0,3,0,19,24,20,7,5,9,3,0,73
UCL122015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,13,18,17,4,5,4,0,0,42,0,0,0,0,0,0,0,0,18,20,6,7,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,6,21,24,4,7,8,3,0,63
UCL122016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,3,0,0,0,20,0,0,0,0,0,0,0,0,3,10,4,3,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,3,4,0,0,31
UCL122017,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,15,10,3,3,3,0,0,39,0,0,0,0,0,0,0,0,15,9,9,3,11,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,10,16,14,9,4,9,0,0,64
UCL122018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,14,20,8,0,4,0,0,46,0,0,0,0,0,0,0,0,14,22,11,3,4,0,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,21,0,0,0,0,0,0,0,0,9,7,4,0,3,0,0,23,15,29,15,3,10,0,0,74
UCL122019,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,8,4,3,11,0,0,35,0,0,0,0,0,0,0,0,9,11,4,3,11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,7,0,0,27,0,0,0,0,0,0,0,0,4,3,4,5,8,0,0,29,14,14,9,8,20,3,0,65
UCL122020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,7,3,0,0,0,39,0,0,0,0,0,0,0,0,12,8,10,0,0,0,0,39,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,23,21,16,8,3,3,0,0,61
UCL122021,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,4,6,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,3,0,0,25,0,0,0,0,0,0,0,0,4,9,3,3,3,0,0,26,10,10,3,4,6,0,0,37
UCL122022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,8,7,0,3,4,0,0,30,0,0,0,0,0,0,0,0,11,9,0,3,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,12,0,6,10,0,0,38
UCL122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,25,7,4,11,0,0,72,0,0,0,0,0,0,0,0,19,25,10,8,16,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,19,29,13,6,17,0,0,84
UCL122024,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,8,12,13,6,9,10,0,0,52,0,0,0,0,0,0,0,0,15,13,11,7,12,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,18,18,8,7,14,0,0,69
