UCL_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL113008,3,45,510,1762,664,81,28,101,3193,8,35,92,5,0,0,0,12,146,0,5,25,3,0,0,0,0,36,8,40,117,9,0,0,0,13,185,7,60,80,15,0,0,0,10,164,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,69,81,15,0,0,0,10,179,10,21,7,3,0,0,0,3,46,0,3,5,17,3,0,0,10,32,23,168,724,1801,663,89,28,141,3640
UCL113009,0,20,221,1554,1444,328,55,44,3664,0,0,75,104,7,0,0,0,190,0,9,183,354,39,3,0,7,603,0,15,261,458,46,8,0,7,790,4,17,143,53,13,0,3,6,240,0,3,40,25,0,0,0,7,73,6,65,90,25,0,0,0,10,191,0,0,0,0,0,0,0,0,0,9,84,272,99,11,0,3,17,500,4,5,10,14,3,0,0,0,36,0,8,3,7,0,0,0,4,17,19,125,770,2124,1503,334,57,74,5013
UCL113010,6,75,846,2843,1301,184,28,134,5418,0,42,205,113,6,0,0,13,386,0,20,57,25,0,0,0,0,104,0,63,263,135,9,0,0,17,485,0,48,51,12,0,0,0,9,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,12,0,0,0,9,120,0,0,4,4,3,0,0,0,11,0,7,5,8,4,0,0,3,20,8,188,1166,3005,1317,186,30,160,6054
UCL113011,7,50,848,2083,792,114,32,102,4029,10,57,212,120,3,0,0,28,423,4,22,26,25,0,0,0,8,84,11,80,245,144,3,0,0,28,511,5,26,49,15,0,0,0,10,108,0,7,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,65,15,0,0,0,10,126,7,12,4,10,4,0,3,0,31,3,3,0,7,3,0,0,7,12,26,171,1152,2254,808,116,35,147,4715
UCL113012,9,134,851,2432,2159,381,80,132,6172,0,48,318,195,5,3,0,18,583,0,0,28,30,3,0,3,3,59,0,48,344,218,5,3,4,26,649,3,14,50,20,3,0,0,3,96,0,0,5,0,0,0,0,0,5,0,0,6,0,0,0,0,0,12,0,6,0,0,0,0,0,0,6,3,23,68,21,3,0,0,7,122,0,0,0,5,3,0,0,0,9,0,3,0,4,4,0,0,9,22,10,203,1263,2683,2176,382,88,172,6974
UCL113013,3,30,325,1597,1205,176,27,82,3444,0,39,128,79,3,0,0,22,268,0,4,6,5,3,0,0,0,17,0,46,132,77,9,0,0,20,290,3,29,89,45,3,0,0,12,181,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,89,45,3,0,0,14,187,4,18,18,4,0,0,0,9,60,0,0,5,5,0,0,0,4,19,11,125,571,1731,1217,180,27,133,4001
UCL113014,5,16,231,1595,1248,181,30,72,3385,0,77,128,114,9,3,0,16,351,0,28,53,40,4,0,0,0,124,0,106,180,156,14,3,0,19,477,0,0,17,8,0,0,0,0,23,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,0,6,18,10,122,433,1771,1268,183,30,100,3920
UCL113015,3,26,214,1393,1411,246,38,67,3395,0,31,192,232,18,0,0,27,491,0,12,88,582,182,9,0,14,884,0,45,276,810,194,9,0,33,1376,0,59,75,39,10,3,0,4,185,0,8,45,37,0,0,0,0,98,0,4,173,81,8,3,0,7,278,0,0,0,0,0,0,0,0,0,0,74,298,157,15,7,0,17,565,4,3,0,6,0,0,0,0,18,0,5,8,11,7,0,0,3,39,5,150,798,2383,1630,258,42,117,5391
UCL113016,7,20,239,2131,1241,154,29,81,3894,3,30,390,117,17,0,0,17,582,0,27,72,33,24,0,0,3,161,3,63,468,146,39,4,0,29,745,0,15,7,0,0,0,0,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,11,0,0,0,0,26,54,0,4,10,3,3,0,0,108,134,0,3,3,9,0,0,0,8,21,6,106,724,2295,1290,160,30,242,4853
UCL113017,8,15,257,1842,1544,216,41,69,3991,3,21,112,157,8,3,0,11,314,0,20,98,52,5,0,0,3,178,3,35,218,202,21,3,0,18,490,4,48,137,50,3,0,0,12,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,137,50,5,0,0,12,254,11,29,4,4,0,0,0,3,54,0,7,10,5,0,0,0,5,30,24,131,626,2110,1571,216,42,99,4819
UCL113018,7,52,433,1927,1040,159,23,99,3730,0,6,77,42,7,0,0,7,140,0,0,17,5,0,0,0,0,22,0,6,92,45,7,3,0,7,160,0,0,14,19,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,3,0,0,0,44,3,21,15,6,0,0,0,3,49,0,0,0,3,0,0,0,0,3,6,77,554,2006,1047,163,23,118,3993
UCL113019,3,31,594,3189,1433,230,46,156,5675,3,118,445,98,8,0,0,41,705,0,0,26,15,0,0,0,0,43,3,118,480,111,8,0,0,39,751,3,151,363,45,0,0,0,33,591,6,7,14,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,158,379,45,0,0,0,32,629,6,7,11,12,3,0,0,6,51,0,6,7,13,6,0,0,10,44,30,325,1471,3364,1444,232,50,240,7155
UCL113020,8,49,492,2182,1442,260,45,120,4599,0,18,101,92,6,0,0,13,232,0,27,97,101,9,3,0,9,237,0,45,193,193,17,3,0,23,464,5,25,55,50,5,0,0,0,138,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,21,59,50,5,0,0,0,145,0,19,78,30,4,0,0,7,138,0,3,0,13,3,0,0,0,19,14,137,823,2459,1466,268,50,154,5370
UCL114001,3,15,156,827,476,72,10,30,1598,0,35,210,108,5,0,0,17,378,0,0,34,15,0,0,0,4,53,0,41,250,117,7,0,0,19,427,0,0,26,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,36,3,3,0,0,0,0,0,0,9,0,0,3,3,0,0,0,3,10,3,56,440,954,483,72,16,52,2081
UCL114002,3,15,201,571,509,113,23,31,1472,0,7,19,44,4,0,0,0,71,0,0,15,93,22,0,0,0,133,0,7,32,139,27,0,0,3,207,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,51,26,0,0,0,0,92,3,0,11,4,3,0,0,3,23,9,29,302,750,539,109,23,41,1801
UCL114003,10,56,191,982,636,102,26,64,2061,0,24,96,157,6,3,0,6,296,3,18,44,144,13,0,0,5,233,4,41,140,303,20,3,0,17,532,4,45,139,102,11,0,0,18,315,0,0,11,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,45,149,111,11,0,0,19,342,21,48,44,6,3,0,0,12,137,0,3,23,11,9,0,0,13,66,35,198,553,1419,679,110,26,119,3137
UCL114004,0,23,361,1277,515,83,16,65,2343,0,29,329,124,3,3,0,21,501,0,4,35,14,3,0,0,0,58,0,35,360,132,5,3,0,22,560,0,51,98,40,5,0,0,8,203,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,99,40,5,0,0,8,212,20,105,119,16,0,0,0,22,276,0,0,14,7,5,0,0,0,22,21,218,953,1474,533,88,15,119,3419
UCL114005,0,44,525,1753,715,87,20,94,3227,0,16,35,12,0,0,0,0,63,0,0,4,3,0,0,0,0,8,0,21,35,13,0,0,0,0,71,4,62,301,85,16,0,0,30,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,301,85,16,0,0,30,495,15,26,24,8,3,0,0,10,80,0,3,0,0,0,0,0,0,12,24,158,883,1858,726,83,21,139,3891
UCL114006,0,27,308,1213,526,102,19,61,2253,0,24,46,17,0,0,0,9,90,0,12,0,0,0,0,0,3,18,0,34,46,19,0,0,0,8,112,3,55,73,12,0,0,0,10,158,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,73,12,0,0,0,7,163,0,10,4,3,4,0,0,3,30,0,0,3,11,0,0,3,24,42,3,128,439,1251,534,99,26,99,2589
UCL114007,0,25,325,1144,514,69,7,61,2143,0,12,80,17,0,0,0,3,102,4,0,4,6,0,0,0,0,15,4,12,85,20,0,0,0,3,119,3,12,42,8,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,42,8,0,0,0,5,67,0,5,3,0,3,0,0,0,17,0,0,5,4,0,0,0,0,9,12,52,458,1172,519,69,6,66,2352
UCL114008,0,12,248,1014,482,64,5,57,1884,0,3,73,33,0,0,0,5,117,0,0,0,0,0,0,0,0,0,0,3,74,33,0,0,0,5,118,0,11,96,11,0,0,0,10,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,96,11,0,0,0,8,130,0,3,16,11,0,0,0,3,29,0,0,0,3,0,0,0,3,11,3,30,441,1075,482,61,10,79,2177
UCL114009,3,31,377,1473,725,122,35,99,2863,0,5,86,17,0,0,0,8,122,0,0,0,3,0,0,0,0,3,0,5,86,23,0,0,0,8,128,6,37,148,14,0,0,0,8,218,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,150,14,0,0,0,8,224,0,3,3,3,0,0,0,0,12,0,0,7,6,3,0,0,0,17,9,83,625,1516,728,122,35,124,3242
UCL114010,3,25,337,1220,601,82,14,67,2344,0,8,31,12,3,0,0,6,57,0,0,0,3,0,0,0,0,5,0,8,31,15,3,0,0,3,57,0,26,175,17,0,0,0,10,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,175,17,0,0,0,10,232,0,4,16,5,0,0,0,0,28,3,0,9,16,3,0,0,0,33,6,70,560,1275,607,82,16,85,2700
UCL114011,0,13,322,1233,628,81,12,69,2354,0,7,89,12,0,0,0,7,113,0,0,0,0,0,0,0,0,6,0,7,95,12,0,0,0,7,115,0,45,75,0,0,0,0,6,135,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,78,0,0,0,0,10,139,5,13,8,9,3,0,3,3,48,0,4,4,3,0,0,0,0,10,10,80,507,1259,636,87,13,84,2675
UCL114012,0,37,311,1015,373,47,11,70,1866,0,10,12,7,0,0,0,0,34,0,0,3,0,0,0,0,0,3,0,10,17,7,0,0,0,0,31,0,38,61,14,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,61,14,0,0,0,3,115,0,3,5,0,0,0,0,0,12,0,4,10,16,4,0,0,5,40,3,96,396,1050,379,49,11,84,2064
UCL114013,9,27,274,1372,775,98,15,69,2635,0,14,54,42,9,0,0,5,127,0,0,20,0,4,0,0,3,32,0,14,75,43,10,0,0,7,157,5,47,119,12,0,0,0,11,187,0,0,15,3,0,0,0,0,18,3,7,20,3,0,0,0,4,38,0,0,0,0,0,0,0,0,0,5,57,149,17,0,0,0,15,241,4,4,6,3,0,0,0,0,17,0,0,3,5,8,0,3,3,22,18,96,508,1443,787,100,15,101,3075
UCL114014,0,10,111,740,582,151,25,22,1627,0,0,15,6,0,0,0,0,25,0,0,3,32,5,0,0,0,44,0,0,18,43,5,0,0,0,73,0,0,79,111,8,0,0,0,199,0,0,34,7,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,122,8,0,0,3,246,0,0,6,3,3,0,0,0,8,0,0,0,4,0,0,0,0,3,0,10,248,906,596,151,27,19,1958
UCL114015,3,34,418,1691,785,100,17,88,3134,0,33,46,47,3,0,0,11,141,0,3,14,4,0,0,0,0,26,0,37,64,49,4,0,0,11,164,7,106,190,24,7,0,0,24,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,106,194,24,7,0,0,24,351,6,16,3,9,3,0,0,0,39,0,4,7,29,6,0,0,3,49,15,198,683,1794,803,100,17,129,3739
UCL114016,0,14,189,1080,669,89,28,60,2137,0,8,92,44,4,0,0,11,163,0,0,19,0,0,0,0,0,21,0,8,112,44,4,0,0,11,183,3,28,100,42,3,0,0,9,189,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,104,42,3,0,0,6,194,3,6,6,4,0,0,0,0,22,0,0,7,3,5,0,0,3,22,5,61,420,1179,682,93,33,85,2556
UCL114017,0,15,62,550,653,143,28,18,1465,0,3,72,166,25,4,0,3,280,0,4,80,165,34,5,0,3,289,0,4,151,337,56,10,0,5,570,0,5,41,34,6,3,0,0,86,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,39,6,3,0,0,89,0,0,4,3,0,0,0,0,10,0,0,6,3,0,0,0,4,19,3,26,266,925,719,153,28,32,2152
UCL114018,4,15,56,918,1483,226,35,49,2780,0,3,20,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,20,17,0,0,0,0,34,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,4,0,0,0,0,11,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,3,8,4,16,73,943,1487,233,35,54,2839
UCL114019,0,12,179,1168,584,101,30,50,2112,5,43,173,84,5,0,0,8,327,0,17,171,128,14,0,0,13,345,5,60,341,216,23,3,0,22,671,6,47,130,60,3,0,0,10,257,0,0,12,4,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,143,67,3,0,0,15,282,0,3,11,7,0,0,0,8,28,4,0,13,12,4,0,0,3,32,15,128,677,1471,613,100,28,96,3129
UCL114020,5,19,202,1059,586,78,14,101,2073,0,0,44,27,9,3,0,5,89,0,0,6,8,0,0,0,0,14,0,4,52,33,13,3,0,8,108,16,72,253,45,3,0,0,38,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,72,255,43,3,0,0,38,432,3,20,7,13,3,0,3,7,58,0,0,3,5,5,0,0,0,15,27,113,521,1156,613,85,19,149,2677
UCL114021,0,23,198,1159,899,156,36,46,2519,0,45,150,63,7,0,0,5,274,0,0,12,17,6,0,0,0,31,0,45,158,82,12,0,0,6,302,0,18,47,9,3,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,9,3,0,0,0,79,0,10,30,3,3,0,0,6,51,0,4,9,4,3,0,3,9,28,3,101,445,1256,918,159,42,76,2993
UCL114022,0,23,330,1488,725,125,22,63,2770,0,33,90,37,3,0,0,11,178,0,4,19,31,0,0,0,0,58,0,40,115,72,7,0,0,12,237,11,54,268,20,3,3,0,16,375,0,3,15,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,58,289,23,3,3,0,16,397,10,15,3,0,0,0,0,3,33,0,0,5,3,3,0,0,0,21,19,133,738,1593,736,125,22,97,3457
UCL114023,5,24,459,931,412,70,19,40,1956,10,36,76,24,3,0,0,8,157,0,0,11,14,0,0,0,0,27,10,36,86,40,3,0,0,8,188,6,82,146,50,7,0,0,20,313,0,0,30,16,0,0,0,0,48,0,0,15,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,83,182,76,9,3,0,23,382,5,74,136,11,3,0,0,15,250,0,3,4,0,0,0,0,0,11,26,222,870,1061,428,75,18,92,2790
UCL114024,3,20,194,974,501,60,14,52,1814,0,17,40,8,7,0,0,6,81,0,0,19,0,0,0,0,0,25,0,17,59,6,7,0,0,3,102,4,50,129,13,0,0,0,14,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,129,13,0,0,0,14,207,6,4,7,0,0,0,0,7,18,0,0,5,3,3,0,0,0,12,13,92,386,999,514,60,17,78,2154
UCL114025,4,28,394,1551,953,144,28,91,3195,0,10,59,47,4,0,0,3,120,0,10,0,0,0,0,0,0,13,0,23,62,47,4,0,0,4,138,8,58,148,25,5,0,0,15,265,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,161,25,5,3,0,15,273,6,3,8,3,3,0,0,0,23,0,4,9,10,3,4,0,0,31,17,117,630,1636,970,150,29,118,3666
UCL114026,0,6,43,728,797,97,13,31,1720,0,0,37,151,3,0,0,13,211,0,14,17,170,5,0,0,0,211,0,13,60,326,8,3,0,20,422,0,4,32,13,0,0,0,0,56,0,0,30,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,13,0,0,0,0,83,5,8,17,6,0,0,0,0,43,0,4,0,4,0,0,0,0,16,5,39,183,1078,810,100,15,48,2283
UCL114027,0,8,93,550,519,86,14,24,1280,3,28,240,106,10,0,0,22,406,0,0,27,171,47,0,0,6,251,3,29,262,283,60,0,0,23,654,0,17,26,20,0,0,0,6,75,0,3,39,21,0,0,0,0,65,0,0,21,21,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,26,90,61,3,4,0,6,186,3,7,10,3,0,0,0,3,29,0,0,3,0,3,0,0,3,15,6,68,453,895,580,87,14,63,2170
UCL114028,3,19,209,973,438,58,12,31,1739,0,6,123,24,0,0,0,7,163,0,0,8,8,0,0,0,0,16,0,6,129,32,0,0,0,7,181,0,10,85,51,3,0,0,8,161,0,0,8,18,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,69,6,0,0,11,186,4,5,11,3,0,0,0,0,27,0,0,3,3,0,0,0,0,13,11,44,447,1079,448,57,17,51,2150
UCL114029,3,40,287,879,718,104,18,48,2104,0,0,5,3,0,0,0,0,15,0,0,0,5,3,0,0,0,9,0,0,8,11,3,0,0,0,26,0,0,15,10,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,3,24,0,0,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,41,315,902,723,103,20,55,2167
UCL114030,3,26,282,1161,511,60,10,42,2095,4,19,38,7,0,0,0,3,79,0,6,12,3,0,0,0,0,24,4,26,54,10,0,0,0,8,106,0,23,70,5,0,0,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,70,5,0,0,0,3,113,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,15,9,84,410,1180,514,65,10,55,2323
UCL114031,3,27,240,1233,549,61,19,59,2176,0,10,118,82,10,0,0,3,227,0,0,3,9,0,0,0,0,13,0,10,121,93,10,0,0,3,238,0,20,93,3,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,93,3,0,0,0,0,119,3,3,12,7,0,0,0,0,22,0,0,0,0,3,0,0,0,3,4,67,462,1337,555,62,19,60,2558
UCL114032,0,24,266,1079,468,53,11,57,1956,0,3,110,63,0,0,0,10,193,0,0,31,41,3,0,0,0,79,0,10,140,105,4,0,0,10,274,0,11,118,72,3,0,0,11,208,0,3,30,20,0,0,0,0,51,0,0,5,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,14,150,85,3,0,0,14,273,3,22,52,23,0,0,0,8,107,0,3,6,4,3,0,0,0,12,6,70,618,1296,481,57,14,86,2618
UCL114033,0,12,108,320,167,31,4,21,653,0,0,27,11,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,43,0,11,73,11,3,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,73,11,3,0,0,5,100,3,4,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,4,3,23,217,342,168,30,4,23,815
UCL114034,3,10,197,886,546,76,13,30,1766,3,22,121,42,0,0,0,7,196,0,0,3,0,3,0,0,4,9,5,22,126,47,5,0,0,10,203,0,0,9,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,20,3,5,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,7,12,38,329,945,549,75,15,46,2007
UCL114035,3,23,290,1197,625,109,19,61,2325,0,30,103,49,0,0,0,8,199,0,0,3,3,0,0,0,0,3,0,30,107,51,0,0,0,8,202,3,18,174,47,0,0,0,13,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,174,47,0,0,0,13,257,5,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,8,13,74,578,1293,625,109,19,87,2792
UCL115001,0,6,57,314,194,25,0,17,605,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,10,27,8,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,8,0,0,0,3,44,0,5,31,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,22,119,324,198,22,4,20,706
UCL115002,0,3,11,152,202,54,7,4,429,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,23,150,202,54,7,4,449
UCL115003,3,17,145,218,119,25,6,21,553,0,0,4,4,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,6,3,3,0,0,0,12,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,20,33,24,0,0,0,3,78,0,0,0,0,0,0,0,0,0,3,39,185,245,120,25,6,29,655
UCL115004,0,15,58,202,111,13,0,13,402,3,0,8,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,13,0,11,20,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,25,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,29,77,202,111,13,3,16,450
