SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED30022,0,0,0,0,0,0,0,0,0,74,3,79,3,0,0,0,0,0,0,4,0,38,0,43,0,0,0,0,0,0,0,3,0,17,0,29,0,0,0,0,0,0,0,0,0,14,0,21,0,4,0,0,0,0,0,17,0,157,3,191,0,5,0,3,0,6,0,44,0,110,0,169,8,4,3,5,0,21,0,42,9,590,12,693,0,16,3,15,0,52,3,49,3,303,4,453,13,48,0,42,3,56,0,57,4,324,0,551,39,22,4,78,0,63,6,38,9,223,5,482,52,10,6,89,7,59,0,16,7,69,0,312,71,16,3,84,5,45,5,24,4,99,0,344,232,23,4,133,15,86,3,28,10,90,3,635,195,12,3,89,6,32,3,11,4,49,0,410,163,13,3,38,3,7,3,3,0,20,0,258,62,4,0,14,9,45,0,10,3,17,0,164,140,18,3,86,12,45,3,20
SED30023,5,0,0,0,0,0,0,0,0,51,0,68,8,0,0,6,0,4,0,8,0,28,0,51,3,3,0,0,0,0,3,6,0,17,0,34,0,4,0,0,0,4,0,0,0,18,0,23,14,5,3,13,0,3,3,17,0,177,3,242,10,3,0,3,0,8,0,32,4,63,5,137,24,28,5,16,0,42,8,55,10,640,5,838,26,30,0,34,3,82,0,72,13,220,11,489,67,36,0,80,3,113,4,52,10,172,7,543,116,43,4,134,10,81,5,32,8,114,5,559,105,18,3,111,6,64,4,15,6,21,3,361,142,23,10,123,5,53,3,20,8,41,0,420,380,22,6,167,18,73,11,20,6,37,3,751,253,16,8,110,13,28,6,9,7,7,0,457,142,6,0,38,5,15,0,8,0,7,0,229,60,3,0,18,3,19,0,0,0,3,0,110,101,10,3,40,8,13,3,13
SED30024,6,0,0,3,0,3,0,0,0,50,0,71,4,0,0,3,0,0,0,0,0,28,0,39,0,0,0,0,0,3,0,5,3,26,0,35,0,0,0,0,0,3,0,4,0,15,0,17,10,7,3,5,4,8,4,13,3,217,0,272,5,11,0,9,0,12,0,33,3,72,3,145,17,20,0,17,0,33,3,42,6,380,4,527,13,31,3,22,3,52,0,52,9,128,5,311,48,46,3,79,4,50,3,35,8,131,3,417,98,34,3,93,9,44,5,19,7,70,6,389,54,15,0,65,9,27,0,11,9,19,0,214,122,9,0,63,4,27,3,12,0,34,0,274,243,21,5,107,22,34,4,10,7,41,3,490,142,0,5,72,6,4,3,6,0,8,0,251,111,3,4,30,7,5,0,3,3,9,0,172,58,0,0,6,0,12,0,4,0,4,0,90,107,3,5,14,9,11,0,7
SED30025,0,0,0,0,0,3,0,3,0,117,0,126,0,6,0,0,0,3,0,3,0,37,0,51,0,0,0,0,0,3,0,11,0,25,0,40,0,0,0,0,0,3,0,3,0,23,0,33,0,6,0,0,0,3,0,18,6,202,3,244,3,3,0,3,0,7,4,55,4,90,0,179,6,18,0,6,0,42,0,74,7,844,9,1011,9,26,0,22,0,84,4,68,11,329,5,553,25,39,3,90,4,124,6,59,15,364,9,743,100,45,3,124,9,92,7,40,3,182,9,622,118,29,3,137,3,71,8,34,4,68,0,463,180,23,0,134,10,65,3,14,8,78,0,518,426,33,4,181,22,91,7,33,10,92,3,893,312,19,0,119,13,34,4,9,0,41,0,542,186,6,7,55,3,15,0,6,0,23,0,304,80,3,0,18,6,52,0,8,3,23,0,201,152,21,0,66,5,33,10,9
SED30026,3,0,0,0,0,0,0,3,0,46,3,49,0,0,0,0,0,0,0,5,0,36,0,40,0,0,0,0,0,0,0,7,0,30,0,43,0,0,0,0,0,0,0,4,0,12,0,16,0,3,0,3,0,8,0,29,0,149,0,197,0,6,0,3,0,11,3,37,4,77,0,144,6,16,0,7,0,26,3,47,3,547,7,665,3,34,0,13,0,38,3,81,3,228,4,420,21,61,0,58,3,53,3,52,10,263,3,533,55,44,3,112,3,59,3,40,8,162,3,495,60,24,3,98,6,54,0,24,3,48,0,323,88,23,3,102,10,30,3,27,5,71,3,357,248,34,9,160,7,61,6,24,6,58,0,620,176,18,3,82,8,20,5,11,0,33,3,354,96,8,3,38,4,7,0,7,0,14,0,189,56,0,0,14,5,22,0,3,0,8,0,112,89,8,3,36,3,24,7,14
SED30027,15,0,0,0,0,4,0,3,0,43,0,78,6,0,0,0,0,4,0,3,0,34,0,55,6,0,0,0,0,0,0,12,0,25,0,46,0,0,0,0,0,0,0,3,0,24,0,34,10,6,0,3,0,9,0,23,4,193,9,262,0,14,0,4,0,7,0,35,0,66,3,132,22,19,3,10,0,35,0,56,11,663,13,840,25,28,0,18,4,63,0,69,8,190,4,404,46,49,10,69,8,90,5,58,14,223,8,562,82,27,3,82,4,63,5,37,9,118,3,417,71,15,4,58,8,55,3,8,0,31,0,257,95,16,7,58,5,39,0,15,3,35,0,262,178,22,4,99,16,72,5,17,15,24,3,452,127,14,8,88,10,15,3,9,0,13,0,286,113,0,0,36,10,9,0,3,3,4,0,177,53,3,4,7,3,29,0,6,3,4,0,107,148,3,6,42,7,14,4,11
SED30028,3,0,0,0,0,0,0,0,0,29,0,35,0,0,0,0,0,0,0,6,0,27,0,30,0,3,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,9,0,12,0,3,0,0,0,3,0,12,0,79,0,103,0,0,0,3,0,7,0,27,5,49,0,95,4,13,0,5,0,11,0,24,5,358,0,418,4,17,0,17,0,29,0,46,0,174,0,280,8,29,0,32,0,51,3,31,8,213,0,383,30,21,0,56,7,57,6,26,9,151,0,348,28,10,3,76,4,36,3,22,5,39,0,234,71,10,0,57,5,49,0,18,3,49,0,270,301,18,5,129,20,88,6,21,11,42,0,637,275,7,9,107,12,29,9,12,0,29,0,480,181,10,0,55,13,8,0,0,0,10,0,278,123,0,0,15,3,24,0,0,0,6,0,171,177,6,0,39,5,24,0,9
SED30029,0,0,0,0,0,0,0,0,0,27,0,26,0,0,0,0,0,0,0,0,0,28,0,30,0,0,0,0,0,3,0,3,0,22,0,31,0,0,0,0,0,0,0,0,0,12,0,12,3,4,0,0,0,9,0,12,0,106,0,137,0,4,0,0,0,5,0,14,0,56,0,74,0,7,0,10,3,9,3,34,3,320,3,400,4,9,0,11,0,33,3,39,3,243,0,349,8,27,3,33,0,44,0,50,9,278,0,441,36,19,3,44,4,56,3,36,7,158,0,370,30,10,0,60,4,57,3,21,11,69,0,263,44,13,0,71,3,54,3,25,5,67,0,287,205,30,3,140,15,93,6,29,9,66,0,592,217,20,3,103,4,37,3,11,5,29,0,422,179,9,3,56,15,15,3,3,3,7,0,295,106,3,4,21,7,29,0,0,3,3,0,184,162,7,3,66,5,24,3,12
SED30030,3,0,0,0,0,0,0,3,0,61,0,68,0,0,0,0,0,4,0,0,0,26,0,32,0,0,0,0,0,0,0,3,0,15,0,24,0,0,0,0,0,0,0,6,0,15,0,22,0,3,0,0,0,3,0,16,0,173,0,204,3,8,0,0,0,11,0,39,0,75,0,132,8,25,0,8,0,45,3,63,3,568,6,732,10,28,3,12,0,60,0,57,7,176,5,353,30,54,4,75,0,100,0,61,3,174,3,518,86,40,3,131,11,72,8,41,11,108,4,511,86,25,3,120,14,54,0,15,4,36,0,351,136,22,3,112,7,48,8,17,3,33,0,401,390,28,10,162,16,75,4,14,10,34,3,742,238,14,4,97,8,20,5,15,6,20,0,418,118,6,0,34,10,10,0,0,0,3,0,186,59,0,0,12,0,18,0,0,0,3,0,94,87,4,3,32,4,12,3,8
SED30031,4,0,0,0,0,0,0,0,0,63,0,70,0,0,0,0,0,0,0,7,3,44,0,59,0,0,0,0,0,0,0,8,0,27,0,34,0,0,0,0,0,0,0,6,0,20,0,33,3,9,0,0,0,3,0,18,0,143,0,184,6,8,0,0,0,13,0,29,0,67,0,120,5,20,0,10,0,32,0,45,4,369,4,491,11,12,0,15,0,57,0,53,4,149,0,315,20,20,3,47,0,82,0,45,7,160,0,385,50,22,3,61,4,92,5,36,7,104,0,388,38,9,0,61,0,93,0,15,7,26,0,260,69,11,0,67,8,89,0,15,5,27,0,299,241,10,4,168,17,204,8,19,12,54,0,741,223,10,13,165,19,32,3,10,7,14,0,488,230,3,7,76,5,22,0,6,0,10,0,351,128,3,7,15,7,84,0,4,11,9,0,263,229,12,3,81,12,47,3,10
SED30032,4,0,0,0,0,10,0,0,0,67,3,88,0,3,0,0,0,0,0,8,3,46,0,59,3,3,0,3,0,0,0,13,3,30,0,53,0,0,0,0,0,0,0,5,0,27,0,38,10,12,0,9,0,8,0,32,3,241,3,313,4,7,0,3,0,13,0,47,3,122,0,206,13,27,3,21,3,34,0,86,6,785,14,983,24,41,3,30,0,68,3,96,7,361,0,625,44,68,3,79,0,85,6,80,8,397,3,767,88,50,5,127,10,77,6,51,5,209,3,624,65,21,0,99,0,56,6,16,13,78,0,355,127,33,0,109,9,51,7,17,4,73,3,436,266,35,6,177,16,87,4,23,14,75,6,707,163,13,8,84,8,18,3,10,8,50,0,369,98,15,9,51,6,8,0,0,0,14,3,210,44,3,3,10,7,34,0,3,4,15,0,125,72,11,0,52,6,17,0,11
SED30033,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,3,0,3,0,22,0,27,0,0,0,0,0,0,0,8,0,9,0,22,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,3,0,4,0,14,0,76,0,98,0,3,0,0,0,4,3,16,0,36,0,65,0,24,0,8,0,17,0,18,3,237,9,323,3,20,0,15,3,44,0,32,3,107,0,235,3,33,0,47,0,55,4,39,3,133,3,313,46,26,0,83,0,50,5,20,5,69,0,302,50,21,0,55,5,54,3,16,3,28,0,230,96,6,5,85,9,29,3,16,3,35,0,282,316,18,3,148,11,74,0,21,3,47,0,645,344,13,9,92,13,23,0,11,3,22,0,523,230,9,3,52,13,15,0,9,0,9,0,339,184,0,3,29,9,15,0,6,4,8,0,256,336,11,3,69,13,40,3,12
SED30034,28,3,0,5,0,3,0,0,0,24,0,65,11,0,0,0,0,0,0,0,0,15,0,30,0,0,0,0,0,3,0,4,0,9,0,16,3,0,0,0,0,0,0,3,0,5,0,11,11,5,0,0,0,0,0,11,0,86,7,124,0,3,0,0,0,11,3,15,3,29,3,68,19,18,4,16,0,28,0,16,3,220,4,333,24,16,0,20,0,41,0,19,5,57,0,184,62,11,7,50,5,66,9,14,8,59,3,295,95,19,9,78,6,56,4,7,3,36,4,312,59,6,3,64,4,51,8,12,3,7,0,212,118,6,5,67,12,40,5,8,3,15,3,281,236,16,10,124,10,80,4,12,7,17,3,513,174,15,4,87,13,19,4,0,0,4,0,322,140,3,4,58,11,6,3,0,0,0,0,213,66,7,0,13,0,33,0,3,3,3,0,132,162,16,3,53,7,18,3,0
SED30035,3,0,0,0,0,4,0,0,0,73,0,84,6,3,0,0,0,0,0,7,0,40,4,63,0,0,0,0,0,0,0,12,0,36,0,56,0,0,0,0,0,5,0,9,0,26,0,42,13,10,3,5,0,4,0,27,5,303,14,378,7,8,4,4,3,12,4,47,0,147,0,233,17,36,0,14,0,30,3,84,4,1100,9,1302,33,31,3,37,3,84,3,84,13,358,8,661,36,50,3,71,3,110,7,67,12,331,3,695,79,52,7,114,4,53,3,40,16,205,4,584,45,12,3,94,5,55,0,24,5,60,0,306,76,24,3,60,12,42,5,17,4,58,0,300,165,22,3,129,10,43,7,12,9,55,5,464,99,4,0,58,12,11,0,3,3,21,4,219,70,7,0,27,5,13,3,0,0,11,0,134,19,0,0,5,3,12,0,0,3,3,0,51,38,6,0,15,6,10,0,3
SED30036,3,0,0,0,0,0,0,0,0,87,3,93,0,0,0,0,0,0,0,3,0,62,0,70,0,0,0,0,0,8,0,9,0,57,0,72,0,0,0,0,0,0,0,4,0,28,0,38,3,6,0,5,0,3,0,28,0,436,3,489,5,10,0,3,0,16,0,52,5,165,3,253,5,27,4,15,0,40,4,120,6,1603,8,1833,14,16,0,17,0,59,9,116,17,517,7,760,33,46,3,63,0,88,5,70,9,593,7,921,76,40,0,103,0,67,4,43,7,328,10,680,42,16,0,86,9,55,3,22,7,75,0,309,85,20,3,71,3,32,3,11,0,80,5,315,162,21,3,103,7,47,9,18,3,78,4,463,84,5,4,52,7,13,4,6,0,24,0,205,43,0,0,13,0,10,0,0,0,8,0,80,27,0,3,7,0,17,0,4,0,10,0,76,64,5,3,22,8,13,0,0
SED30037,6,0,0,0,0,4,0,0,0,59,7,89,0,0,0,4,0,3,0,0,0,39,0,54,3,0,0,0,0,0,0,8,0,25,0,46,0,0,0,0,0,0,0,4,0,22,0,30,9,11,0,3,0,12,0,34,4,229,3,302,3,0,0,5,0,13,0,38,4,94,0,162,19,29,3,19,5,47,3,80,6,634,15,856,16,18,3,23,4,79,3,70,16,236,9,483,59,41,4,85,3,103,3,59,8,234,9,609,119,37,10,149,9,105,5,38,3,139,3,616,105,16,4,113,6,71,0,18,8,37,0,371,163,21,8,116,11,61,4,11,3,45,0,443,410,29,15,167,20,64,8,19,7,48,3,795,244,4,6,96,21,30,3,9,4,10,0,426,128,6,7,31,4,15,0,3,0,10,0,211,78,0,0,7,3,9,0,3,0,5,0,110,77,3,4,34,4,10,3,5
SED30038,0,3,0,0,0,0,0,0,0,71,0,78,0,0,0,0,0,0,0,0,0,21,0,25,0,0,0,0,0,0,0,7,0,27,0,33,0,0,0,0,0,3,0,7,0,15,0,31,0,4,0,0,0,4,0,20,0,169,0,208,0,4,0,0,0,16,0,21,3,58,0,112,0,11,0,7,0,32,0,40,3,467,13,566,5,25,0,23,3,72,0,48,3,121,0,300,12,27,0,56,8,91,0,47,3,121,0,373,57,22,5,76,4,69,3,13,4,83,0,349,72,10,6,71,12,48,0,8,3,15,0,235,101,8,0,72,5,40,6,9,0,26,0,265,267,15,8,104,16,52,3,9,0,13,0,486,175,3,4,46,10,15,3,6,0,3,0,268,85,0,3,16,3,3,0,3,0,0,0,115,43,0,0,5,0,5,0,0,0,0,0,60,47,0,0,7,3,4,0,0
SED30039,0,0,0,3,0,0,0,0,0,70,0,74,0,0,0,0,0,0,0,3,0,17,0,18,0,3,0,0,0,0,0,9,3,12,0,37,0,0,0,0,0,0,0,11,0,11,0,17,3,3,0,0,0,0,0,16,0,49,0,70,0,0,0,0,0,6,0,12,3,42,0,75,0,21,0,6,0,23,3,29,0,128,0,212,3,25,0,10,0,28,3,32,4,104,0,202,15,19,0,34,0,51,4,47,3,144,0,323,23,31,0,52,5,53,3,33,6,116,0,318,30,18,0,57,3,39,0,19,3,59,0,231,44,11,0,41,3,38,0,24,0,67,0,234,195,17,8,88,12,88,3,35,5,78,0,527,176,18,0,71,5,36,0,24,3,65,0,407,151,8,3,43,11,12,3,11,0,36,0,278,97,3,8,16,7,49,0,13,0,24,0,221,237,27,3,130,8,87,3,40
SED30040,3,0,0,0,0,0,0,0,0,38,0,43,0,0,0,0,0,0,0,5,0,20,3,26,0,0,0,0,0,0,0,7,0,14,0,29,0,0,0,0,0,0,0,3,7,9,0,22,0,4,0,0,0,4,0,16,0,119,0,138,0,3,3,3,0,12,4,26,0,68,0,122,3,13,0,7,0,23,0,50,7,538,8,652,3,14,0,22,3,68,0,52,3,223,0,395,15,17,0,49,0,118,0,35,9,195,3,451,66,25,4,109,13,64,3,30,7,106,3,422,85,11,0,86,8,62,6,13,3,41,0,317,118,15,3,91,9,49,0,21,4,32,0,351,319,9,8,109,13,69,5,15,5,28,0,585,193,14,6,65,20,13,3,3,0,20,0,332,114,5,0,24,3,6,0,0,0,5,0,164,57,0,3,3,0,12,3,0,3,3,0,82,40,8,0,20,5,12,0,0
SED30041,4,0,0,0,0,0,0,0,0,54,0,59,0,0,0,0,0,4,0,0,0,28,0,38,0,0,0,0,0,3,0,3,3,21,0,33,0,0,0,0,0,0,0,7,0,11,0,22,3,6,0,4,0,5,0,18,3,167,3,210,4,4,0,6,0,13,0,43,3,92,0,167,8,7,0,11,0,36,5,53,5,595,9,733,9,19,0,16,0,82,5,86,13,218,3,445,24,40,4,69,0,92,8,42,19,227,3,527,68,28,3,105,4,94,5,32,4,140,7,485,58,15,4,92,3,66,4,17,0,29,0,287,117,15,0,67,10,54,5,14,6,29,0,319,310,24,9,153,13,72,8,18,0,20,3,633,183,5,3,83,10,14,0,9,3,14,0,323,138,4,0,44,11,3,0,0,0,9,0,211,48,0,3,14,0,11,0,0,0,0,0,80,66,3,3,30,3,11,0,3
SED30042,3,0,0,0,0,0,0,4,0,52,3,56,0,0,0,0,0,0,0,3,0,31,0,33,0,0,0,3,0,0,0,6,0,16,0,26,0,0,0,0,0,0,0,0,0,15,0,14,3,3,0,0,0,3,0,17,0,145,3,180,0,3,0,3,0,13,0,32,4,62,0,117,3,17,0,7,0,29,0,52,8,529,12,652,9,21,0,20,0,70,4,52,3,212,3,388,22,40,0,69,7,100,11,56,6,193,3,493,94,24,5,134,5,105,0,35,12,119,3,549,84,9,3,100,3,57,3,21,3,29,0,318,153,14,4,113,7,65,0,6,3,30,3,391,423,23,5,178,23,75,6,24,3,34,0,798,243,5,4,78,9,24,3,7,3,13,0,402,108,3,3,35,5,8,0,8,0,3,0,183,46,3,0,11,4,14,0,0,0,3,0,78,58,7,0,26,3,15,0,0
SED30043,0,0,0,0,0,3,0,3,0,50,0,58,0,0,0,0,0,0,0,0,0,26,0,33,0,3,0,0,0,0,0,4,0,20,0,31,0,0,0,0,0,0,0,0,0,21,0,22,3,6,0,3,0,3,0,12,5,245,3,279,0,5,0,0,0,14,0,42,4,103,0,170,8,19,0,5,0,24,0,73,8,938,9,1082,7,34,0,22,0,49,4,72,6,367,3,569,23,38,0,49,3,65,0,54,8,386,0,632,57,39,4,122,6,61,9,38,9,235,4,574,56,20,0,98,4,45,0,13,3,89,0,325,99,19,3,86,9,39,4,9,4,60,0,335,260,15,8,155,11,53,9,15,3,52,0,586,170,14,5,106,5,23,3,9,5,32,0,368,101,6,0,42,4,5,4,3,0,9,0,182,51,0,0,12,4,22,0,5,0,5,0,102,71,12,0,50,8,25,0,4
SED30044,8,0,0,0,0,0,0,0,0,69,0,76,3,0,0,0,0,0,0,0,0,40,0,51,0,0,0,0,0,0,0,13,0,37,0,48,0,0,0,3,0,0,0,10,0,15,0,31,0,6,0,3,3,3,0,17,0,229,3,264,3,5,0,7,0,16,0,32,5,81,3,149,12,14,0,8,0,29,3,51,9,679,12,816,13,22,0,18,0,71,4,69,5,247,5,460,23,34,0,55,5,68,3,63,12,285,3,548,61,33,5,85,5,83,10,35,9,148,3,478,63,14,0,74,3,56,7,15,8,40,0,280,111,19,3,83,8,52,4,23,6,56,0,370,303,25,9,152,32,104,6,21,5,46,3,701,212,17,12,93,6,29,0,10,4,29,0,410,147,5,0,59,8,8,3,0,0,12,0,245,75,3,3,11,3,22,0,0,3,3,0,129,124,13,8,54,16,25,9,11
SED30045,3,0,0,0,0,3,0,3,0,60,0,66,3,0,0,0,0,3,0,8,3,30,0,49,0,0,0,0,3,3,0,6,3,32,0,47,0,0,0,0,0,0,0,3,0,23,0,27,11,8,0,8,0,3,3,20,5,203,3,268,3,8,0,5,0,19,0,31,3,89,4,167,12,21,3,22,0,41,0,73,9,688,12,881,15,33,3,35,0,84,0,90,12,209,5,472,42,39,3,78,8,107,9,59,4,216,3,564,87,35,0,144,18,90,0,43,8,113,4,534,79,17,4,102,9,62,0,18,10,18,0,324,140,17,3,92,13,49,10,7,3,27,0,364,321,15,7,151,24,79,3,7,4,25,0,648,218,11,4,94,23,35,5,11,3,8,0,405,116,0,3,42,9,10,3,0,0,3,0,188,57,4,0,10,3,25,0,0,0,0,0,94,67,7,4,23,3,9,0,3
SED30046,3,0,0,3,0,0,0,0,0,80,0,88,0,5,3,0,0,0,0,0,0,28,0,38,0,0,0,0,0,0,0,11,0,28,0,42,0,0,0,0,0,0,0,5,0,17,0,20,0,4,0,3,0,3,0,12,0,160,0,182,0,0,0,0,3,7,0,33,0,68,0,124,5,15,0,8,0,29,0,41,8,519,12,635,13,20,0,18,3,74,0,42,11,158,5,352,21,24,0,58,5,108,3,27,3,149,5,402,86,23,3,106,4,88,8,20,7,70,0,422,77,16,0,88,3,52,6,15,8,27,0,288,143,14,0,88,4,55,0,11,5,18,3,342,353,18,10,141,20,63,9,12,7,22,0,650,182,10,3,68,15,21,0,3,0,5,0,306,88,3,0,30,7,4,3,0,3,3,0,143,44,0,0,19,4,14,0,0,0,3,0,88,54,3,0,19,3,7,0,6
SED30047,0,0,0,0,0,3,0,0,0,39,4,51,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,8,0,19,0,29,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,3,0,7,0,6,0,134,0,151,0,4,0,0,0,7,0,28,0,44,0,74,4,17,0,4,0,19,3,28,3,457,7,544,0,11,0,13,0,50,0,56,0,190,0,325,10,20,4,39,3,58,0,41,4,230,0,423,50,28,3,70,6,62,3,30,3,135,0,397,48,12,0,45,3,59,3,17,4,47,4,247,96,15,3,73,11,43,0,15,6,33,0,295,258,22,3,144,12,70,0,14,9,46,3,588,262,11,3,94,16,28,0,5,6,19,0,440,181,4,3,57,10,19,6,4,0,8,0,296,111,0,3,21,3,25,3,5,3,11,0,179,139,8,0,49,7,18,0,10
SED30048,7,0,0,0,0,3,0,0,0,40,0,52,0,0,0,0,0,3,0,3,0,19,0,25,0,0,0,0,0,0,0,3,0,18,0,24,0,0,0,0,0,0,0,4,0,6,0,12,0,0,0,4,0,4,0,14,0,150,3,175,0,3,0,0,0,10,0,28,4,51,3,107,3,11,0,8,0,36,0,46,11,375,8,490,13,15,0,18,0,62,0,41,0,148,0,304,8,20,4,48,0,70,0,41,3,167,3,373,56,17,4,98,3,56,4,34,6,89,3,381,63,10,0,80,7,51,3,21,4,16,3,252,84,4,0,76,3,54,3,11,0,20,0,251,225,12,6,120,14,79,3,7,15,34,3,524,187,4,3,76,6,20,9,13,3,13,0,332,152,0,3,33,9,16,5,5,0,4,0,231,61,0,0,12,0,17,0,3,3,10,0,105,91,3,0,37,4,20,3,7
